"","Rk","Wk","Date","Time","Day","Winner","Pts","","Loser","Pts.1","TV"
"340","336","5","Oct 3, 2015","","Sat","Oregon","41","@","Colorado","24",""
"341","337","5","Oct 3, 2015","","Sat","Penn State","20","","Army","14",""
"342","338","5","Oct 3, 2015","","Sat","Pittsburgh","17","@","Virginia Tech","13",""
"343","339","5","Oct 3, 2015","","Sat","San Diego State","21","","Fresno State","7",""
"344","340","5","Oct 3, 2015","","Sat","South Alabama","24","@","Troy","18",""
"345","341","5","Oct 3, 2015","","Sat","Southern Mississippi","49","","North Texas","14",""
"346","342","5","Oct 3, 2015","","Sat","Stanford","55","","Arizona","17",""
"347","343","5","Oct 3, 2015","","Sat","Texas A&M","30","","Mississippi State","17",""
"348","344","5","Oct 3, 2015","","Sat","Texas Christian","50","","Texas","7",""
"349","345","5","Oct 3, 2015","","Sat","Texas-San Antonio","25","@","Texas-El Paso","6",""
"350","346","5","Oct 3, 2015","","Sat","Toledo","24","@","Ball State","10",""
"351","347","5","Oct 3, 2015","","Sat","Tulane","45","","Central Florida","31",""
"352","348","5","Oct 3, 2015","","Sat","Utah State","33","","Colorado State","18",""
"353","349","5","Oct 3, 2015","","Sat","Vanderbilt","17","@","Middle Tennessee State","13",""
"354","350","5","Oct 3, 2015","","Sat","Western Kentucky","49","@","Rice","10",""
"356","351","6","Oct 8, 2015","","Thu","Houston","49","","Southern Methodist","28",""
"357","352","6","Oct 8, 2015","","Thu","Washington","17","@","Southern California","12",""
"358","353","6","Oct 9, 2015","","Fri","Marshall","31","","Southern Mississippi","10",""
"359","354","6","Oct 9, 2015","","Fri","Virginia Tech","28","","North Carolina State","13",""
"360","355","6","Oct 10, 2015","","Sat","Air Force","31","","Wyoming","17",""
"361","356","6","Oct 10, 2015","","Sat","Akron","47","@","Eastern Michigan","21",""
"362","357","6","Oct 10, 2015","","Sat","Alabama","27","","Arkansas","14",""
"363","358","6","Oct 10, 2015","","Sat","Appalachian State","37","@","Georgia State","3",""
"364","359","6","Oct 10, 2015","","Sat","Arizona","44","","Oregon State","7",""
"365","360","6","Oct 10, 2015","","Sat","Arizona State","48","","Colorado","23",""
"366","361","6","Oct 10, 2015","","Sat","Baylor","66","@","Kansas","7",""
"367","362","6","Oct 10, 2015","","Sat","Boise State","41","@","Colorado State","10",""
"368","363","6","Oct 10, 2015","","Sat","Bowling Green State","62","","Massachusetts","38",""
"369","364","6","Oct 10, 2015","","Sat","Brigham Young","45","","East Carolina","38",""
"370","365","6","Oct 10, 2015","","Sat","Clemson","43","","Georgia Tech","24",""
"371","366","6","Oct 10, 2015","","Sat","Connecticut","40","@","Central Florida","13",""
"372","367","6","Oct 10, 2015","","Sat","Duke","44","@","Army","3",""
"373","368","6","Oct 10, 2015","","Sat","Florida","21","@","Missouri","3",""
"374","369","6","Oct 10, 2015","","Sat","Florida International","52","","Texas-El Paso","12",""
"375","370","6","Oct 10, 2015","","Sat","Florida State","29","","Miami (FL)","24",""
"376","371","6","Oct 10, 2015","","Sat","Iowa","29","","Illinois","20",""
"377","372","6","Oct 10, 2015","","Sat","Louisiana","49","","Texas State","27",""
"378","373","6","Oct 10, 2015","","Sat","Louisiana State","45","@","South Carolina","24",""
"379","374","6","Oct 10, 2015","","Sat","Louisiana Tech","34","@","Texas-San Antonio","31",""
"380","375","6","Oct 10, 2015","","Sat","Michigan","38","","Northwestern","0",""
"381","376","6","Oct 10, 2015","","Sat","Michigan State","31","@","Rutgers","24",""
"382","377","6","Oct 10, 2015","","Sat","Minnesota","41","@","Purdue","13",""
"383","378","6","Oct 10, 2015","","Sat","Mississippi","52","","New Mexico State","3",""
"384","379","6","Oct 10, 2015","","Sat","Mississippi State","45","","Troy","17",""
"385","380","6","Oct 10, 2015","","Sat","Nevada","35","","New Mexico","17",""
"386","381","6","Oct 10, 2015","","Sat","Northern Illinois","59","","Ball State","41",""
"387","382","6","Oct 10, 2015","","Sat","Notre Dame","41","","Navy","24",""
"388","383","6","Oct 10, 2015","","Sat","Ohio","34","","Miami (OH)","3",""
"389","384","6","Oct 10, 2015","","Sat","Ohio State","49","","Maryland","28",""
"390","385","6","Oct 10, 2015","","Sat","Oklahoma State","33","@","West Virginia","26",""
"391","386","6","Oct 10, 2015","","Sat","Penn State","29","","Indiana","7",""
"392","387","6","Oct 10, 2015","","Sat","Pittsburgh","26","","Virginia","19",""
"393","388","6","Oct 10, 2015","","Sat","Non-Major","66","@","North Texas","7",""
"394","389","6","Oct 10, 2015","","Sat","Rice","27","@","Florida Atlantic","26",""
"395","390","6","Oct 10, 2015","","Sat","San Diego State","28","@","Hawaii","14",""
"396","391","6","Oct 10, 2015","","Sat","San Jose State","33","@","Nevada-Las Vegas","27",""
"397","392","6","Oct 10, 2015","","Sat","South Florida","45","","Syracuse","24",""
"398","393","6","Oct 10, 2015","","Sat","Temple","49","","Tulane","10",""
"399","394","6","Oct 10, 2015","","Sat","Tennessee","38","","Georgia","31",""
"400","395","6","Oct 10, 2015","","Sat","Texas","24","","Oklahoma","17",""
"401","396","6","Oct 10, 2015","","Sat","Texas Christian","52","@","Kansas State","45",""
"402","397","6","Oct 10, 2015","","Sat","Texas Tech","66","","Iowa State","31",""
"403","398","6","Oct 10, 2015","","Sat","Toledo","38","","Kent State","7",""
"404","399","6","Oct 10, 2015","","Sat","Tulsa","34","","Louisiana-Monroe","24",""
"405","400","6","Oct 10, 2015","","Sat","Utah","30","","California","24",""
"406","401","6","Oct 10, 2015","","Sat","Utah State","56","@","Fresno State","14",""
"407","402","6","Oct 10, 2015","","Sat","Wake Forest","3","@","Boston College","0",""
"408","403","6","Oct 10, 2015","","Sat","Washington State","45","@","Oregon","38",""
"409","404","6","Oct 10, 2015","","Sat","Western Kentucky","58","","Middle Tennessee State","28",""
"410","405","6","Oct 10, 2015","","Sat","Western Michigan","41","","Central Michigan","39",""
"411","406","6","Oct 10, 2015","","Sat","Wisconsin","23","@","Nebraska","21",""
"413","407","7","Oct 13, 2015","","Tue","Arkansas State","49","@","South Alabama","31",""
"414","408","7","Oct 15, 2015","","Thu","Auburn","30","@","Kentucky","27",""
"415","409","7","Oct 15, 2015","","Thu","Stanford","56","","UCLA","35",""
"416","410","7","Oct 15, 2015","","Thu","Western Kentucky","55","@","North Texas","28",""
"417","411","7","Oct 16, 2015","","Fri","Brigham Young","38","","Cincinnati","24",""
"418","412","7","Oct 16, 2015","","Fri","Fresno State","31","","Nevada-Las Vegas","28",""
"419","413","7","Oct 16, 2015","","Fri","Houston","42","@","Tulane","7",""
"420","414","7","Oct 16, 2015","","Fri","Utah State","52","","Boise State","26",""
"421","415","7","Oct 17, 2015","","Sat","Alabama","41","@","Texas A&M","23",""
"422","416","7","Oct 17, 2015","","Sat","Appalachian State","59","@","Louisiana-Monroe","14",""
"423","417","7","Oct 17, 2015","","Sat","Arizona","38","@","Colorado","31",""
"424","418","7","Oct 17, 2015","","Sat","Army","21","","Non-Major","14",""
"425","419","7","Oct 17, 2015","","Sat","Baylor","62","","West Virginia","38",""
"426","420","7","Oct 17, 2015","","Sat","Bowling Green State","59","","Akron","10",""
"427","421","7","Oct 17, 2015","","Sat","Central Michigan","51","","Buffalo","14",""
"428","422","7","Oct 17, 2015","","Sat","Clemson","34","","Boston College","17",""
"429","423","7","Oct 17, 2015","","Sat","Colorado State","38","","Air Force","23",""
"430","424","7","Oct 17, 2015","","Sat","East Carolina","30","","Tulsa","17",""
"431","425","7","Oct 17, 2015","","Sat","Florida State","41","","Louisville","21",""
"432","426","7","Oct 17, 2015","","Sat","Georgia","9","","Missouri","6",""
"433","427","7","Oct 17, 2015","","Sat","Georgia Southern","56","","New Mexico State","26",""
"434","428","7","Oct 17, 2015","","Sat","Georgia State","31","@","Ball State","19",""
"435","429","7","Oct 17, 2015","","Sat","Idaho","19","@","Troy","16",""
"436","430","7","Oct 17, 2015","","Sat","Iowa","40","@","Northwestern","10",""
"437","431","7","Oct 17, 2015","","Sat","Kent State","15","@","Massachusetts","10",""
"438","432","7","Oct 17, 2015","","Sat","Louisiana State","35","","Florida","28",""
"439","433","7","Oct 17, 2015","","Sat","Marshall","33","@","Florida Atlantic","17",""
"440","434","7","Oct 17, 2015","","Sat","Memphis","37","","Mississippi","24",""
"441","435","7","Oct 17, 2015","","Sat","Miami (FL)","30","","Virginia Tech","20",""
"442","436","7","Oct 17, 2015","","Sat","Michigan State","27","@","Michigan","23",""
"443","437","7","Oct 17, 2015","","Sat","Middle Tennessee State","42","","Florida International","34",""
"444","438","7","Oct 17, 2015","","Sat","Mississippi State","45","","Louisiana Tech","20",""
"445","439","7","Oct 17, 2015","","Sat","Nebraska","48","@","Minnesota","25",""
"446","440","7","Oct 17, 2015","","Sat","New Mexico","28","","Hawaii","27",""
"447","441","7","Oct 17, 2015","","Sat","North Carolina","50","","Wake Forest","14",""
"448","442","7","Oct 17, 2015","","Sat","Northern Illinois","45","@","Miami (OH)","12",""
"449","443","7","Oct 17, 2015","","Sat","Notre Dame","41","","Southern California","31",""
"450","444","7","Oct 17, 2015","","Sat","Ohio State","38","","Penn State","10",""
"451","445","7","Oct 17, 2015","","Sat","Oklahoma","55","@","Kansas State","0",""
"452","446","7","Oct 17, 2015","","Sat","Old Dominion","37","","Non-Major","34",""
"453","447","7","Oct 17, 2015","","Sat","Oregon","26","@","Washington","20",""
"454","448","7","Oct 17, 2015","","Sat","Pittsburgh","31","@","Georgia Tech","28",""
"455","449","7","Oct 17, 2015","","Sat","Rutgers","55","@","Indiana","52",""
"456","450","7","Oct 17, 2015","","Sat","San Diego State","30","@","San Jose State","7",""
"457","451","7","Oct 17, 2015","","Sat","South Carolina","19","","Vanderbilt","10",""
"458","452","7","Oct 17, 2015","","Sat","South Florida","28","@","Connecticut","20",""
"459","453","7","Oct 17, 2015","","Sat","Southern Mississippi","32","","Texas-San Antonio","10",""
"460","454","7","Oct 17, 2015","","Sat","Temple","30","","Central Florida","16",""
"461","455","7","Oct 17, 2015","","Sat","Texas Christian","45","@","Iowa State","21",""
"462","456","7","Oct 17, 2015","","Sat","Texas Tech","30","@","Kansas","20",""
"463","457","7","Oct 17, 2015","","Sat","Toledo","63","","Eastern Michigan","20",""
"464","458","7","Oct 17, 2015","","Sat","Utah","34","","Arizona State","18",""
"465","459","7","Oct 17, 2015","","Sat","Virginia","44","","Syracuse","38",""
"466","460","7","Oct 17, 2015","","Sat","Washington State","52","","Oregon State","31",""
"467","461","7","Oct 17, 2015","","Sat","Western Michigan","49","@","Ohio","14",""
"468","462","7","Oct 17, 2015","","Sat","Wisconsin","24","","Purdue","7",""
"469","463","7","Oct 17, 2015","","Sat","Wyoming","28","","Nevada","21",""
"471","464","8","Oct 20, 2015","","Tue","Arkansas State","37","","Louisiana","27",""
"472","465","8","Oct 22, 2015","","Thu","Appalachian State","31","","Georgia Southern","13",""
"473","466","8","Oct 22, 2015","","Thu","Temple","24","@","East Carolina","14",""
"474","467","8","Oct 22, 2015","","Thu","UCLA","40","","California","24",""
"475","468","8","Oct 23, 2015","","Fri","Memphis","66","@","Tulsa","42",""
"476","469","8","Oct 23, 2015","","Fri","San Diego State","48","","Utah State","14",""
"477","470","8","Oct 24, 2015","","Sat","Air Force","42","","Fresno State","14",""
"478","471","8","Oct 24, 2015","","Sat","Alabama","19","","Tennessee","14",""
"479","472","8","Oct 24, 2015","","Sat","Arkansas","54","","Auburn","46",""
"480","473","8","Oct 24, 2015","","Sat","Baylor","45","","Iowa State","27",""
"481","474","8","Oct 24, 2015","","Sat","Boise State","34","","Wyoming","14",""
"482","475","8","Oct 24, 2015","","Sat","Bowling Green State","48","@","Kent State","0",""
"483","476","8","Oct 24, 2015","","Sat","Brigham Young","70","","Non-Major","6",""
"484","477","8","Oct 24, 2015","","Sat","Buffalo","41","","Ohio","17",""
"485","478","8","Oct 24, 2015","","Sat","Central Michigan","23","@","Ball State","21",""
"486","479","8","Oct 24, 2015","","Sat","Cincinnati","37","","Connecticut","13",""
"487","480","8","Oct 24, 2015","","Sat","Clemson","58","@","Miami (FL)","0",""
"488","481","8","Oct 24, 2015","","Sat","Colorado","17","@","Oregon State","13",""
"489","482","8","Oct 24, 2015","","Sat","Duke","45","@","Virginia Tech","43",""
"490","483","8","Oct 24, 2015","","Sat","Florida International","41","","Old Dominion","12",""
"491","484","8","Oct 24, 2015","","Sat","Georgia Tech","22","","Florida State","16",""
"492","485","8","Oct 24, 2015","","Sat","Houston","59","@","Central Florida","10",""
"493","486","8","Oct 24, 2015","","Sat","Idaho","27","","Louisiana-Monroe","13",""
"494","487","8","Oct 24, 2015","","Sat","Louisiana State","48","","Western Kentucky","20",""
"495","488","8","Oct 24, 2015","","Sat","Louisiana Tech","45","","Middle Tennessee State","16",""
"496","489","8","Oct 24, 2015","","Sat","Louisville","17","","Boston College","14",""
"497","490","8","Oct 24, 2015","","Sat","Marshall","30","","North Texas","13",""
"498","491","8","Oct 24, 2015","","Sat","Michigan State","52","","Indiana","26",""
"499","492","8","Oct 24, 2015","","Sat","Mississippi","23","","Texas A&M","3",""
"500","493","8","Oct 24, 2015","","Sat","Mississippi State","42","","Kentucky","16",""
"501","494","8","Oct 24, 2015","","Sat","Navy","31","","Tulane","14",""
"502","495","8","Oct 24, 2015","","Sat","Nevada","30","","Hawaii","20",""
"503","496","8","Oct 24, 2015","","Sat","North Carolina","26","","Virginia","13",""
"504","497","8","Oct 24, 2015","","Sat","North Carolina State","35","@","Wake Forest","17",""
"505","498","8","Oct 24, 2015","","Sat","Northern Illinois","49","","Eastern Michigan","21",""
"506","499","8","Oct 24, 2015","","Sat","Northwestern","30","@","Nebraska","28",""
"507","500","8","Oct 24, 2015","","Sat","Ohio State","49","@","Rutgers","7",""
"508","501","8","Oct 24, 2015","","Sat","Oklahoma","63","","Texas Tech","27",""
"509","502","8","Oct 24, 2015","","Sat","Oklahoma State","58","","Kansas","10",""
"510","503","8","Oct 24, 2015","","Sat","Penn State","31","","Maryland","30",""
"511","504","8","Oct 24, 2015","","Sat","Pittsburgh","23","@","Syracuse","20",""
"512","505","8","Oct 24, 2015","","Sat","Rice","38","","Army","31",""
"513","506","8","Oct 24, 2015","","Sat","San Jose State","31","","New Mexico","21",""
"514","507","8","Oct 24, 2015","","Sat","South Florida","38","","Southern Methodist","14",""
"515","508","8","Oct 24, 2015","","Sat","Southern California","42","","Utah","24",""
"516","509","8","Oct 24, 2015","","Sat","Southern Mississippi","44","@","Non-Major","10",""
"517","510","8","Oct 24, 2015","","Sat","Stanford","31","","Washington","14",""
"518","511","8","Oct 24, 2015","","Sat","Texas","23","","Kansas State","9",""
"519","512","8","Oct 24, 2015","","Sat","Texas State","36","","South Alabama","18",""
"520","513","8","Oct 24, 2015","","Sat","Texas-El Paso","27","","Florida Atlantic","17",""
"521","514","8","Oct 24, 2015","","Sat","Toledo","51","@","Massachusetts","35",""
"522","515","8","Oct 24, 2015","","Sat","Troy","52","@","New Mexico State","7",""
"523","516","8","Oct 24, 2015","","Sat","Vanderbilt","10","","Missouri","3",""
"524","517","8","Oct 24, 2015","","Sat","Washington State","45","@","Arizona","42",""
"525","518","8","Oct 24, 2015","","Sat","Western Michigan","35","","Miami (OH)","13",""
"526","519","8","Oct 24, 2015","","Sat","Wisconsin","24","@","Illinois","13",""
"528","520","9","Oct 29, 2015","","Thu","Buffalo","29","@","Miami (OH)","24",""
"529","521","9","Oct 29, 2015","","Thu","Georgia Southern","37","","Texas State","13",""
"530","522","9","Oct 29, 2015","","Thu","North Carolina","26","@","Pittsburgh","19",""
"531","523","9","Oct 29, 2015","","Thu","Oregon","61","@","Arizona State","55",""
"532","524","9","Oct 29, 2015","","Thu","Texas Christian","40","","West Virginia","10",""
"533","525","9","Oct 29, 2015","","Thu","Western Michigan","58","@","Eastern Michigan","28",""
"534","526","9","Oct 30, 2015","","Fri","Connecticut","31","","East Carolina","13",""
"535","527","9","Oct 30, 2015","","Fri","Louisiana Tech","42","@","Rice","17",""
"536","528","9","Oct 30, 2015","","Fri","Louisville","20","@","Wake Forest","19",""
"537","529","9","Oct 30, 2015","","Fri","Utah State","58","","Wyoming","27",""
"538","530","9","Oct 31, 2015","","Sat","Air Force","58","@","Hawaii","7",""
"539","531","9","Oct 31, 2015","","Sat","Appalachian State","44","","Troy","41",""
"540","532","9","Oct 31, 2015","","Sat","Arkansas","63","","Non-Major","28",""
"541","533","9","Oct 31, 2015","","Sat","Arkansas State","48","","Georgia State","34",""
"542","534","9","Oct 31, 2015","","Sat","Ball State","20","","Massachusetts","10",""
"543","535","9","Oct 31, 2015","","Sat","Boise State","55","@","Nevada-Las Vegas","27",""
"544","536","9","Oct 31, 2015","","Sat","Central Michigan","14","@","Akron","6",""
"545","537","9","Oct 31, 2015","","Sat","Cincinnati","52","","Central Florida","7",""
"546","538","9","Oct 31, 2015","","Sat","Clemson","56","@","North Carolina State","41",""
"547","539","9","Oct 31, 2015","","Sat","Florida","27","","Georgia","3",""
"548","540","9","Oct 31, 2015","","Sat","Florida Atlantic","31","","Florida International","17",""
"549","541","9","Oct 31, 2015","","Sat","Florida State","45","","Syracuse","21",""
"550","542","9","Oct 31, 2015","","Sat","Houston","34","","Vanderbilt","0",""
"551","543","9","Oct 31, 2015","","Sat","Iowa","31","","Maryland","15",""
"552","544","9","Oct 31, 2015","","Sat","Iowa State","24","","Texas","0",""
"553","545","9","Oct 31, 2015","","Sat","Louisiana","30","","Louisiana-Monroe","24",""
"554","546","9","Oct 31, 2015","","Sat","Marshall","34","@","Non-Major","10",""
"555","547","9","Oct 31, 2015","","Sat","Memphis","41","","Tulane","13",""
"556","548","9","Oct 31, 2015","","Sat","Miami (FL)","30","@","Duke","27",""
"557","549","9","Oct 31, 2015","","Sat","Michigan","29","@","Minnesota","26",""
"558","550","9","Oct 31, 2015","","Sat","Mississippi","27","@","Auburn","19",""
"559","551","9","Oct 31, 2015","","Sat","Navy","29","","South Florida","17",""
"560","552","9","Oct 31, 2015","","Sat","New Mexico State","55","","Idaho","48",""
"561","553","9","Oct 31, 2015","","Sat","North Texas","30","","Texas-San Antonio","23",""
"562","554","9","Oct 31, 2015","","Sat","Notre Dame","24","@","Temple","20",""
"563","555","9","Oct 31, 2015","","Sat","Oklahoma","62","@","Kansas","7",""
"564","556","9","Oct 31, 2015","","Sat","Oklahoma State","70","@","Texas Tech","53",""
"565","557","9","Oct 31, 2015","","Sat","Penn State","39","","Illinois","0",""
"566","558","9","Oct 31, 2015","","Sat","Purdue","55","","Nebraska","45",""
"567","559","9","Oct 31, 2015","","Sat","San Diego State","41","@","Colorado State","17",""
"568","560","9","Oct 31, 2015","","Sat","Southern California","27","@","California","21",""
"569","561","9","Oct 31, 2015","","Sat","Southern Mississippi","34","","Texas-El Paso","13",""
"570","562","9","Oct 31, 2015","","Sat","Stanford","30","@","Washington State","28",""
"571","563","9","Oct 31, 2015","","Sat","Tennessee","52","@","Kentucky","21",""
"572","564","9","Oct 31, 2015","","Sat","Texas A&M","35","","South Carolina","28",""
"573","565","9","Oct 31, 2015","","Sat","Tulsa","40","@","Southern Methodist","31",""
"574","566","9","Oct 31, 2015","","Sat","UCLA","35","","Colorado","31",""
"575","567","9","Oct 31, 2015","","Sat","Utah","27","","Oregon State","12",""
"576","568","9","Oct 31, 2015","","Sat","Virginia","27","","Georgia Tech","21",""
"577","569","9","Oct 31, 2015","","Sat","Virginia Tech","26","@","Boston College","10",""
"578","570","9","Oct 31, 2015","","Sat","Washington","49","","Arizona","3",""
"579","571","9","Oct 31, 2015","","Sat","Western Kentucky","55","@","Old Dominion","30",""
"580","572","9","Oct 31, 2015","","Sat","Wisconsin","48","","Rutgers","10",""
"582","573","10","Nov 3, 2015","","Tue","Northern Illinois","32","@","Toledo","27","ESPN2"
"583","574","10","Nov 4, 2015","","Wed","Bowling Green State","62","","Ohio","24","ESPN2"
"584","575","10","Nov 5, 2015","","Thu","Arkansas State","40","@","Appalachian State","27","ESPNU"
"585","576","10","Nov 5, 2015","","Thu","Baylor","31","@","Kansas State","24","FOXS1"
"586","577","10","Nov 5, 2015","","Thu","Buffalo","18","@","Kent State","17",""
"587","578","10","Nov 5, 2015","","Thu","Mississippi State","31","@","Missouri","13","ESPN"
"588","579","10","Nov 5, 2015","","Thu","Nevada","30","@","Fresno State","16","ESPN2"
"589","580","10","Nov 5, 2015","","Thu","Western Michigan","54","","Ball State","7",""
"590","581","10","Nov 6, 2015","","Fri","Brigham Young","17","@","San Jose State","16","CBSSN"
"591","582","10","Nov 6, 2015","","Fri","Temple","60","@","Southern Methodist","40","ESPN2"
"592","583","10","Nov 6, 2015","","Fri","Texas-El Paso","24","","Rice","21","CBSSN"
"593","584","10","Nov 7, 2015","","Sat","Air Force","20","","Army","3",""
"594","585","10","Nov 7, 2015","","Sat","Akron","17","@","Massachusetts","13",""
"595","586","10","Nov 7, 2015","","Sat","Alabama","30","","Louisiana State","16",""
"596","587","10","Nov 7, 2015","","Sat","Arkansas","53","@","Mississippi","52",""
"597","588","10","Nov 7, 2015","","Sat","Auburn","26","@","Texas A&M","10",""
"598","589","10","Nov 7, 2015","","Sat","Clemson","23","","Florida State","13",""
"599","590","10","Nov 7, 2015","","Sat","Colorado State","26","@","Wyoming","7",""
"600","591","10","Nov 7, 2015","","Sat","Connecticut","7","@","Tulane","3",""
"601","592","10","Nov 7, 2015","","Sat","Florida","9","","Vanderbilt","7",""
"602","593","10","Nov 7, 2015","","Sat","Florida International","48","","Non-Major","31",""
"603","594","10","Nov 7, 2015","","Sat","Georgia","27","","Kentucky","3",""
"604","595","10","Nov 7, 2015","","Sat","Houston","33","","Cincinnati","30",""
"605","596","10","Nov 7, 2015","","Sat","Illinois","48","@","Purdue","14",""
"606","597","10","Nov 7, 2015","","Sat","Iowa","35","@","Indiana","27",""
"607","598","10","Nov 7, 2015","","Sat","Louisiana","23","@","Georgia State","21",""
"608","599","10","Nov 7, 2015","","Sat","Louisiana Tech","56","","North Texas","13",""
"609","600","10","Nov 7, 2015","","Sat","Louisville","41","","Syracuse","17",""
"610","601","10","Nov 7, 2015","","Sat","Miami (FL)","27","","Virginia","21",""
"611","602","10","Nov 7, 2015","","Sat","Miami (OH)","28","","Eastern Michigan","13",""
"612","603","10","Nov 7, 2015","","Sat","Michigan","49","","Rutgers","16",""
"613","604","10","Nov 7, 2015","","Sat","Middle Tennessee State","27","","Marshall","24",""
"614","605","10","Nov 7, 2015","","Sat","Navy","45","@","Memphis","20",""
"615","606","10","Nov 7, 2015","","Sat","Nebraska","39","","Michigan State","38",""
"616","607","10","Nov 7, 2015","","Sat","Nevada-Las Vegas","41","","Hawaii","21",""
"617","608","10","Nov 7, 2015","","Sat","New Mexico","14","","Utah State","13","CBSSN"
"618","609","10","Nov 7, 2015","","Sat","New Mexico State","31","@","Texas State","21",""
"619","610","10","Nov 7, 2015","","Sat","North Carolina","66","","Duke","31",""
"620","611","10","Nov 7, 2015","","Sat","North Carolina State","24","@","Boston College","8",""
"621","612","10","Nov 7, 2015","","Sat","Northwestern","23","","Penn State","21",""
"622","613","10","Nov 7, 2015","","Sat","Notre Dame","42","@","Pittsburgh","30",""
"623","614","10","Nov 7, 2015","","Sat","Ohio State","28","","Minnesota","14",""
"624","615","10","Nov 7, 2015","","Sat","Oklahoma","52","","Iowa State","16",""
"625","616","10","Nov 7, 2015","","Sat","Oklahoma State","49","","Texas Christian","29",""
"626","617","10","Nov 7, 2015","","Sat","Old Dominion","36","@","Texas-San Antonio","31",""
"627","618","10","Nov 7, 2015","","Sat","Oregon","44","","California","28",""
"628","619","10","Nov 7, 2015","","Sat","South Alabama","52","","Idaho","45",""
"629","620","10","Nov 7, 2015","","Sat","South Florida","22","@","East Carolina","17",""
"630","621","10","Nov 7, 2015","","Sat","Southern California","38","","Arizona","30",""
"631","622","10","Nov 7, 2015","","Sat","Stanford","42","@","Colorado","10",""
"632","623","10","Nov 7, 2015","","Sat","Tennessee","27","","South Carolina","24",""
"633","624","10","Nov 7, 2015","","Sat","Texas","59","","Kansas","20",""
"634","625","10","Nov 7, 2015","","Sat","Troy","51","","Louisiana-Monroe","14",""
"635","626","10","Nov 7, 2015","","Sat","Tulsa","45","","Central Florida","30",""
"636","627","10","Nov 7, 2015","","Sat","UCLA","41","@","Oregon State","0",""
"637","628","10","Nov 7, 2015","","Sat","Utah","34","@","Washington","23",""
"638","629","10","Nov 7, 2015","","Sat","Washington State","38","","Arizona State","24",""
"639","630","10","Nov 7, 2015","","Sat","West Virginia","31","","Texas Tech","26",""
"640","631","10","Nov 7, 2015","","Sat","Western Kentucky","35","","Florida Atlantic","19",""
"641","632","10","Nov 7, 2015","","Sat","Wisconsin","31","@","Maryland","24",""
"643","633","11","Nov 10, 2015","","Tue","Ohio","27","","Kent State","0","ESPN2"
"644","634","11","Nov 10, 2015","","Tue","Toledo","28","@","Central Michigan","23","ESPN2"
"645","635","11","Nov 11, 2015","","Wed","Bowling Green State","41","@","Western Michigan","27","ESPN2"
"646","636","11","Nov 11, 2015","","Wed","Northern Illinois","41","@","Buffalo","30","ESPN2"
"647","637","11","Nov 12, 2015","","Thu","South Alabama","32","","Louisiana","25","ESPNU"
"648","638","11","Nov 12, 2015","","Thu","Virginia Tech","23","@","Georgia Tech","21","ESPN"
"649","639","11","Nov 13, 2015","","Fri","Southern California","27","@","Colorado","24","ESPN2"
"650","640","11","Nov 14, 2015","","Sat","Air Force","35","","Utah State","28",""
"651","641","11","Nov 14, 2015","","Sat","Akron","37","@","Miami (OH)","28",""
"652","642","11","Nov 14, 2015","","Sat","Alabama","31","@","Mississippi State","6",""
"653","643","11","Nov 14, 2015","","Sat","Appalachian State","47","@","Idaho","20",""
"654","644","11","Nov 14, 2015","","Sat","Arizona","37","","Utah","30",""
"655","645","11","Nov 14, 2015","","Sat","Arizona State","27","","Washington","17",""
"656","646","11","Nov 14, 2015","","Sat","Arkansas","31","@","Louisiana State","14",""
"657","647","11","Nov 14, 2015","","Sat","Arkansas State","59","@","Louisiana-Monroe","21",""
"658","648","11","Nov 14, 2015","","Sat","California","54","","Oregon State","24",""
"659","649","11","Nov 14, 2015","","Sat","Cincinnati","49","","Tulsa","38",""
"660","650","11","Nov 14, 2015","","Sat","Clemson","37","@","Syracuse","27",""
"661","651","11","Nov 14, 2015","","Sat","Colorado State","49","","Nevada-Las Vegas","35",""
"662","652","11","Nov 14, 2015","","Sat","Florida","24","@","South Carolina","14",""
"663","653","11","Nov 14, 2015","","Sat","Florida State","34","","North Carolina State","17",""
"664","654","11","Nov 14, 2015","","Sat","Fresno State","42","@","Hawaii","14",""
"665","655","11","Nov 14, 2015","","Sat","Georgia","20","@","Auburn","13",""
"666","656","11","Nov 14, 2015","","Sat","Georgia Southern","45","@","Troy","10",""
"667","657","11","Nov 14, 2015","","Sat","Georgia State","41","@","Texas State","19",""
"668","658","11","Nov 14, 2015","","Sat","Houston","35","","Memphis","34",""
"669","659","11","Nov 14, 2015","","Sat","Iowa","40","","Minnesota","35","BTN"
"670","660","11","Nov 14, 2015","","Sat","Louisville","38","","Virginia","31",""
"671","661","11","Nov 14, 2015","","Sat","Marshall","52","","Florida International","0",""
"672","662","11","Nov 14, 2015","","Sat","Massachusetts","28","@","Eastern Michigan","17",""
"673","663","11","Nov 14, 2015","","Sat","Michigan","48","@","Indiana","41",""
"674","664","11","Nov 14, 2015","","Sat","Michigan State","24","","Maryland","7",""
"675","665","11","Nov 14, 2015","","Sat","Middle Tennessee State","24","@","Florida Atlantic","17",""
"676","666","11","Nov 14, 2015","","Sat","Missouri","20","","Brigham Young","16",""
"677","667","11","Nov 14, 2015","","Sat","Navy","55","","Southern Methodist","14","CBSSN"
"678","668","11","Nov 14, 2015","","Sat","Nebraska","31","@","Rutgers","14",""
