"","Team","X","Opponent","Result","Date"
"1","Air Force","","Morgan State","W (63-7)","2015-09-05"
"2","Air Force","","San Jose State","W (37-16)","2015-09-12"
"3","Air Force","@","Michigan State","L (21-35)","2015-09-19"
"4","Air Force","@","Navy","L (11-33)","2015-10-03"
"5","Air Force","","Wyoming","W (31-17)","2015-10-10"
"6","Air Force","@","Colorado State","L (23-38)","2015-10-17"
"7","Air Force","","Fresno State","W (42-14)","2015-10-24"
"8","Air Force","@","Hawaii","W (58-7)","2015-10-31"
"9","Air Force","","Army","W (20-3)","2015-11-07"
"10","Air Force","","Utah State","W (35-28)","2015-11-14"
"11","Air Force","@","Boise State","W (37-30)","2015-11-20"
"12","Air Force","@","New Mexico","L (35-47)","2015-11-28"
"13","Air Force","@","San Diego State","L (24-27)","2015-12-05"
"14","Air Force","N","California","L (36-55)","2015-12-29"
"15","Akron","@","Oklahoma","L (3-41)","2015-09-05"
"16","Akron","","Pittsburgh","L (7-24)","2015-09-12"
"17","Akron","","Savannah State","W (52-9)","2015-09-19"
"18","Akron","@","Louisiana","W (35-14)","2015-09-26"
"19","Akron","","Ohio","L (12-14)","2015-10-03"
"20","Akron","@","Eastern Michigan","W (47-21)","2015-10-10"
"21","Akron","@","Bowling Green State","L (10-59)","2015-10-17"
"22","Akron","","Central Michigan","L (6-14)","2015-10-31"
"23","Akron","@","Massachusetts","W (17-13)","2015-11-07"
"24","Akron","@","Miami (OH)","W (37-28)","2015-11-14"
"25","Akron","","Buffalo","W (42-21)","2015-11-21"
"26","Akron","","Kent State","W (20-0)","2015-11-27"
"27","Akron","N","Utah State","W (23-21)","2015-12-22"
"28","Alabama","N","Wisconsin","W (35-17)","2015-09-05"
"29","Alabama","","Middle Tennessee State","W (37-10)","2015-09-12"
"30","Alabama","","Mississippi","L (37-43)","2015-09-19"
"31","Alabama","","Louisiana-Monroe","W (34-0)","2015-09-26"
"32","Alabama","@","Georgia","W (38-10)","2015-10-03"
"33","Alabama","","Arkansas","W (27-14)","2015-10-10"
"34","Alabama","@","Texas A&M","W (41-23)","2015-10-17"
"35","Alabama","","Tennessee","W (19-14)","2015-10-24"
"36","Alabama","","Louisiana State","W (30-16)","2015-11-07"
"37","Alabama","@","Mississippi State","W (31-6)","2015-11-14"
"38","Alabama","","Charleston Southern","W (56-6)","2015-11-21"
"39","Alabama","@","Auburn","W (29-13)","2015-11-28"
"40","Alabama","N","Florida","W (29-15)","2015-12-05"
"41","Alabama","N","Michigan State","W (38-0)","2015-12-31"
"42","Alabama","N","Clemson","W (45-40)","2016-01-11"
"43","Appalachian State","","Howard","W (49-0)","2015-09-05"
"44","Appalachian State","@","Clemson","L (10-41)","2015-09-12"
"45","Appalachian State","@","Old Dominion","W (49-0)","2015-09-26"
"46","Appalachian State","","Wyoming","W (31-13)","2015-10-03"
"47","Appalachian State","@","Georgia State","W (37-3)","2015-10-10"
"48","Appalachian State","@","Louisiana-Monroe","W (59-14)","2015-10-17"
"49","Appalachian State","","Georgia Southern","W (31-13)","2015-10-22"
"50","Appalachian State","","Troy","W (44-41)","2015-10-31"
"51","Appalachian State","","Arkansas State","L (27-40)","2015-11-05"
"52","Appalachian State","@","Idaho","W (47-20)","2015-11-14"
"53","Appalachian State","","Louisiana","W (28-7)","2015-11-28"
"54","Appalachian State","@","South Alabama","W (34-27)","2015-12-05"
"55","Appalachian State","N","Ohio","W (31-29)","2015-12-19"
"56","Arizona State","N","Texas A&M","L (17-38)","2015-09-05"
"57","Arizona State","","Cal Poly","W (35-21)","2015-09-12"
"58","Arizona State","","New Mexico","W (34-10)","2015-09-18"
"59","Arizona State","","Southern California","L (14-42)","2015-09-26"
"60","Arizona State","@","UCLA","W (38-23)","2015-10-03"
"61","Arizona State","","Colorado","W (48-23)","2015-10-10"
"62","Arizona State","@","Utah","L (18-34)","2015-10-17"
"63","Arizona State","","Oregon","L (55-61)","2015-10-29"
"64","Arizona State","@","Washington State","L (24-38)","2015-11-07"
"65","Arizona State","","Washington","W (27-17)","2015-11-14"
"66","Arizona State","","Arizona","W (52-37)","2015-11-21"
"67","Arizona State","@","California","L (46-48)","2015-11-28"
"68","Arizona State","N","West Virginia","L (42-43)","2016-01-02"
"69","Arizona","","Texas-San Antonio","W (42-32)","2015-09-03"
"70","Arizona","@","Nevada","W (44-20)","2015-09-12"
"71","Arizona","","Northern Arizona","W (77-13)","2015-09-19"
"72","Arizona","","UCLA","L (30-56)","2015-09-26"
"73","Arizona","@","Stanford","L (17-55)","2015-10-03"
