"Team","X","Opponent","Date","Game.ID","Off.Pct","Off.Pass.Avg","Off.Rush.Avg","Off.Tot.Avg","Off.X1stDowns.PerPos","Off.X1stDowns.Avg","Off.Tot.TD","Off.TD.PossPct","Off.Points","Off.Points.PerPos","Off.FG.","Off.FGA.PossPct","Off.FGM.PossPct","Off.FGF.PossPct","Off.XP.","Off.XPM.PossPct","Off.XPF.PossPct","Off.Scoring.PossPct","Off.NonScoring.PossPct","Off.Negative.PossPct","Off.X3rdDown..Conversion..","Off.X4thDown..Conversion..","Off.RedZone..TD..","Off.Minus.Def.Points.Margin","Off.Minus.Def.Points.Margin.PerPos","Off.Minus.Def.TD.Margin","Off.Minus.Def.TD.Margin.PerPos","Off.Minus.Def.Yds.Margin.Avg","Def.Sfty","Def.Sfty.PossPct","Def.QB.Hurries","Def.QB.Hurries.PerPos","Def.QB.Hurries.Avg","Def.KicksPunts.Blocked","Def.KicksPunts.Blocked.Pct","Def.Tackles.Solo.Avg","Def.Tackles.Ast.Avg","Def.Tackles.Tot.Avg","Def.Tackles.Loss","Def.Tackles.Sk","Def.Tackles.Loss.PerPos","Def.Tackles.Sk.PerPos","Def.Tackles.Loss.Avg","Def.Tackles.Sk.Avg","Def.QB.Hurries.To.Pass.Att.Ratio","Def.Tackles.Sk.To.Pass.Att.Ratio","Def.Int.PD.PerPos","Def.Int.PD.Avg","Def.Fumbles.FF","Def.Fumbles.FF.PerPos","Def.Fumbles.FF.Avg","Def.Tot.TD.PossPct","Def.Tot.Pts.PerPos","Off.ST.Punting.Punts","Off_w_ST.Punt.PossPct","Off_w_ST.Punt.Sfty.PossPct","Off.ST.Punting.Avg","Off.ST.Return.TD","Off.ST.Return.Yds","Off.ST.Return.TD.PerRet","Off.ST.Return.Yds.PerRet","Off.ST.Return.TD.PossPct","Off.ST.Return.Yds.PerPos","Off_w_ST.Tot.TO","Off_w_ST.Tot.TO.PossPct","Off_w_ST.Tot.TO.NonScoring","Off_w_ST.Tot.TO.NonScoring.PossPct","Off_w_ST.Pts","Off_w_ST.Pts.PerPos","Off_w_ST.Yds.Avg","Off_w_ST.Yds","Off_w_ST.TD","Def_w_ST.Pts","Def_w_ST.Pts.PerPos","Def_w_ST.TD","Def_w_ST.TD.PossPct","Off_w_ST.Minus.Def_w_ST.Points.Margin","Off_w_ST.Minus.Def_w_ST.Points.Margin.PerPos","Off_w_ST.Minus.Def_w_ST.TD.Margin","Off_w_ST.Minus.Def_w_ST.TD.Margin.PerPos","Off_w_ST.Minus.Def_w_ST.Yds.Margin","Off_w_ST.Minus.Def_w_ST.Yds.Margin.Avg","Off_w_ST.TD.TO.Diff","Off_w_ST.Scoring.PossPct","Off_w_ST.FGM.PossPct","Off_w_ST.TD.PossPct","Off_w_ST.Empty.PossPct","Off_w_ST.FGF.PossPct","Off_w_ST.Negative.PossPct","Off_w_ST.Plays.PerPos","Homefield"
"Air Force","","Non-Major","2010-09-04",1,59.5,6.7,1.94,4.5,1.14285714285714,0.231884057971014,3,0.214285714285714,21,1.5,0,0,0,0,1,0.214285714285714,0,0.214285714285714,0.785714285714286,0,44.44,0,75,21,1.5,3,0.214285714285714,3.78260869565217,0,0,0,0,0,0,0,0.507246376811594,0.608695652173913,1.42592592592593,8,5,0.571428571428571,0.357142857142857,0.148148148148148,0.072463768115942,0,0.135135135135135,0.285714285714286,0.108108108108108,0,0,0,0,0,10,0.714285714285714,0.714285714285714,43.7,0,126,0,18,0,9,1,0.0714285714285714,1,0.0714285714285714,21,1.5,5.75,437,3,0,0,0,0,21,1.5,3,0.214285714285714,387,5.09210526315789,2,0.214285714285714,0,0.214285714285714,0.785714285714286,0,0,5.42857142857143,""
"Air Force","","Brigham Young","2010-09-11",2,40,3.5,6.5,5.2,1.25,0.254237288135593,2,0.166666666666667,14,1.16666666666667,0,0,0,0,1,0.166666666666667,0,0.166666666666667,0.833333333333333,0,40,50,100,14,1.16666666666667,2,0.166666666666667,5.22033898305085,0,0,0,0,0,0,0,0.508474576271186,0.474576271186441,1.31818181818182,3,1,0.25,0.0833333333333333,0.0681818181818182,0.0169491525423729,0,0.04,0.333333333333333,0.16,3,0.25,0.0681818181818182,0,0,6,0.5,0.5,29.33,0,94,0,15.6666666666667,0,7.83333333333333,3,0.25,3,0.25,14,1.16666666666667,6.2,403,2,0,0,0,0,14,1.16666666666667,2,0.166666666666667,402,6.18461538461538,-1,0.166666666666667,0,0.166666666666667,0.833333333333333,0,0,5.41666666666667,""
"Air Force","@","Oklahoma","2010-09-18",3,61.9,6,3.32,4.8,2.4,0.315789473684211,3,0.3,27,2.7,1,0.2,0.2,0,1,0.3,0,0.5,0.5,0,46.67,0,75,27,2.7,3,0.3,4.82894736842105,0,0,1,0.1,0.0131578947368421,0,0,0.486842105263158,0.578947368421053,1.35,6,2,0.6,0.2,0.1,0.0263157894736842,0.0238095238095238,0.0476190476190476,0.3,0.0714285714285714,1,0.1,0.0166666666666667,0,0,4,0.4,0.4,50,0,84,0,21,0,8.4,0,0,0,0,27,2.7,5.6375,451,3,0,0,0,0,27,2.7,3,0.3,451,5.6375,3,0.5,0.2,0.3,0.5,0,0,8,"@"
"Air Force","@","Wyoming","2010-09-25",4,54.5,6,5.12,5.3,1.5,0.266666666666667,2,0.25,14,1.75,0,0,0,0,1,0.25,0,0.25,0.75,0,44.44,100,66.67,14,1.75,2,0.25,4.82222222222222,0,0,0,0,0,0,0,0.688888888888889,0.488888888888889,1.325,5,0,0.625,0,0.125,0,0,0,0.125,0.0909090909090909,2,0.25,0.05,0,0,4,0.5,0.5,43.5,0,97,0,24.25,0,12.125,2,0.25,2,0.25,14,1.75,6.87755102040816,337,2,0,0,0,0,14,1.75,2,0.25,314,6.40816326530612,0,0.25,0,0.25,0.75,0,0,6.125,"@"
"Air Force","","Navy","2010-10-02",5,33.3,5.7,4.18,4.6,1.54545454545455,0.25,0,0,6,0.545454545454545,0.666666666666667,0.272727272727273,0.181818181818182,0.0909090909090909,0,0,0,0.181818181818182,0.818181818181818,0,33.33,0,0,6,0.545454545454545,0,0,4.44117647058824,0,0,0,0,0,1,0.111111111111111,0.5,0.617647058823529,1.35714285714286,6,1,0.545454545454545,0.0909090909090909,0.107142857142857,0.0147058823529412,0,0.0555555555555556,0.272727272727273,0.166666666666667,0,0,0,0,0,6,0.545454545454545,0.545454545454545,31.33,0,68,0,17,0,6.18181818181818,2,0.181818181818182,2,0.181818181818182,6,0.545454545454545,5.27777777777778,380,0,0,0,0,0,6,0.545454545454545,0,0,370,5.13888888888889,-2,0.181818181818182,0.181818181818182,0,0.818181818181818,0.0909090909090909,0,6.54545454545455,""
"Air Force","","Colorado State","2010-10-09",6,62.9,3.9,5.7,5,1.91666666666667,0.270588235294118,4,0.333333333333333,27,2.25,0,0,0,0,0.75,0.25,0.0833333333333333,0.333333333333333,0.666666666666667,0,50,50,80,27,2.25,4,0.333333333333333,4.6,0,0,0,0,0,2,0.5,0.623529411764706,0.517647058823529,1.34722222222222,4,1,0.333333333333333,0.0833333333333333,0.0555555555555556,0.0117647058823529,0,0.0285714285714286,0.666666666666667,0.228571428571429,2,0.166666666666667,0.0277777777777778,0,0,4,0.333333333333333,0.333333333333333,34,0,265,0,29.4444444444444,0,22.0833333333333,2,0.166666666666667,2,0.166666666666667,27,2.25,7.29787234042553,686,4,0,0,0,0,27,2.25,4,0.333333333333333,656,6.97872340425532,2,0.333333333333333,0,0.333333333333333,0.666666666666667,0,0,7.83333333333333,""
"Air Force","@","San Diego State","2010-10-16",7,51.9,9.1,6.61,7.8,1.45454545454545,0.275862068965517,3,0.272727272727273,27,2.45454545454545,0.666666666666667,0.272727272727273,0.181818181818182,0.0909090909090909,1,0.272727272727273,0,0.454545454545455,0.545454545454545,0,45.45,0,25,27,2.45454545454545,3,0.272727272727273,7.79310344827586,0,0,0,0,0,0,0,0.637931034482759,0.103448275862069,0.955555555555556,4,1,0.363636363636364,0.0909090909090909,0.0888888888888889,0.0172413793103448,0,0.037037037037037,0.454545454545455,0.185185185185185,0,0,0,0,0,4,0.363636363636364,0.363636363636364,43.25,0,92,0,15.3333333333333,0,8.36363636363636,1,0.0909090909090909,1,0.0909090909090909,27,2.45454545454545,8.5,544,3,0,0,0,0,27,2.45454545454545,3,0.272727272727273,544,8.5,2,0.454545454545455,0.181818181818182,0.272727272727273,0.545454545454545,0.0909090909090909,0,5.81818181818182,"@"
"Air Force","@","Texas Christian","2010-10-23",8,55,9.3,7.39,7.9,3.75,0.422535211267606,5,0.625,38,4.75,1,0.125,0.125,0,1,0.625,0,0.75,0.25,0,60,50,83.33,38,4.75,5,0.625,7.64788732394366,0,0,0,0,0,0,0,0.633802816901408,0.309859154929577,1.08064516129032,1,0,0.125,0,0.0161290322580645,0,0,0,0.25,0.1,0,0,0,0,0,0,0,0,0,0,46,0,23,0,5.75,1,0.125,1,0.125,38,4.75,8.32876712328767,608,5,0,0,0,0,38,4.75,5,0.625,589,8.06849315068493,4,0.75,0.125,0.625,0.25,0,0,9.125,"@"
"Air Force","","Utah","2010-10-30",9,65.2,6.4,3.51,4.4,1.58333333333333,0.256756756756757,4,0.333333333333333,28,2.33333333333333,0,0.0833333333333333,0,0.0833333333333333,1,0.333333333333333,0,0.333333333333333,0.666666666666667,0,47.06,66.67,100,28,2.33333333333333,4,0.333333333333333,4.41891891891892,0,0,0,0,0,0,0,0.445945945945946,0.756756756756757,1.34848484848485,2,0,0.166666666666667,0,0.0303030303030303,0,0,0,0.166666666666667,0.0869565217391304,0,0,0,0,0,5,0.416666666666667,0.416666666666667,33.4,0,33,0,11,0,2.75,1,0.0833333333333333,1,0.0833333333333333,28,2.33333333333333,4.67532467532468,360,4,0,0,0,0,28,2.33333333333333,4,0.333333333333333,360,4.67532467532468,3,0.333333333333333,0,0.333333333333333,0.666666666666667,0.0833333333333333,0,6.41666666666667,""
"Air Force","@","Army","2010-11-06",10,46.2,6.2,4.88,5.2,1.72727272727273,0.301587301587302,2,0.181818181818182,22,2,1,0.272727272727273,0.272727272727273,0,1,0.0909090909090909,0,0.454545454545455,0.545454545454545,0.0909090909090909,58.82,0,66.67,16,1.45454545454545,1,0.0909090909090909,3.82539682539683,0,0,0,0,0,0,0,0.634920634920635,0.412698412698413,1.17857142857143,7,0,0.636363636363636,0,0.125,0,0,0,0.363636363636364,0.307692307692308,0,0,0,0.0909090909090909,0.545454545454545,4,0.363636363636364,0.363636363636364,42.25,0,98,0,16.3333333333333,0,8.90909090909091,2,0.181818181818182,1,0.0909090909090909,22,2,6.1304347826087,423,2,6,0.545454545454545,1,0.0909090909090909,16,1.45454545454545,1,0.0909090909090909,339,4.91304347826087,0,0.454545454545455,0.272727272727273,0.181818181818182,0.545454545454545,0,0.0909090909090909,6.27272727272727,"@"
