"Team","X","Opponent","Date","Game.ID","Off.Plays","Off.Tot.Yds","Off.Tot.Avg","Off.Pass","Off.Rush","Off.Pen","Off.Tot","Off.Fum","Off.Tot.TD","Off.Pass.Att","Off.Cmp","Off.Pct","Off.Pass.Yds","Off.Pass.Avg","Off.Pass.TD","Off.Int","Off.Rush.Att","Off.Rush.Yds","Off.Rush.Avg","Off.Rush.TD","Off.X.2PM","Off.X.2PM.Pass","Off.X.2PM.Rush","Off.Points","Off.FGA","Off.FGM","Off.XPA","Off.XPM","Off.X3rdDown..Attempts","Off.X3rdDown..Conversions","Off.X3rdDown..Conversion..","Off.X4thDown..Attempts","Off.X4thDown..Conversions","Off.X4thDown..Conversion..","Off.RedZone..Attempts","Off.RedZone..Scores","Off.RedZone..Score..","Off.RedZone..TD","Off.RedZone..TD..","Off.RedZone..FG","Off.RedZone..FG..","Off.FGF","Off.FG.","Off.XPF","Off.XP.","Off.Incmp","Off.X3rdDown..Failed","Off.Tot.TO","Off.Points.Team","Off.Pass.Pts","Off.Rush.Pts","Off.Kicking.Pts","Off.ST.KickRet.Ret","Off.ST.KickRet.Yds","Off.ST.KickRet.Avg","Off.ST.KickRet.TD","Off.ST.PuntRet.Ret","Off.ST.PuntRet.Yds","Off.ST.PuntRet.Avg","Off.ST.PuntRet.TD","Off.ST.Punting.Punts","Off.ST.Punting.Yds","Off.ST.Punting.Avg","Off.ST.Kickoff.No","Off.ST.Kickoff.Yds","Off.ST.Kickoff.Avg","Off.ST.Kickoff.Touchbacks","Off.ST.Kickoff.Touchbacks..","Off.ST.Kickoff.OutOfBounds","Off.ST.Kickoff.Onside","Off.ST.Tot.TO","Off.ST.Return.TD","Off.ST.Return.Points","Off.ST.Return.Yds","Off.ST.Return.Ret","Off.ST.Return.Avg","Def.FGR.TD","Def.Sfty","Def.QB.Hurries","Def.KicksPunts.Blocked","Def.Points.Team","Def.Tackles.Solo","Def.Tackles.Ast","Def.Tackles.Tot","Def.Tackles.Loss","Def.Tackles.Sk","Def.Int.Int","Def.Int.Yds","Def.Int.Avg","Def.Int.TD","Def.Int.PD","Def.Fumbles.FR","Def.Fumbles.Yds","Def.Fumbles.TD","Def.Fumbles.FF","Def.Tot.Yds","Def.Tot.TD","Def.Tot.Pts","Def.Tot.TO","Def.ST.KicksPunts.Blocked","Def.ST.Fumbles.TD","Def.ST.Receiving.TD","Def.ST.Receiving.Pts","Off_w_ST.Tot.TO","Off_w_ST.Fum","Off_w_ST.Int","Def_w_ST.Tot.Fumbles.TD","Off.X4thDown..Failed","Off_w_ST.Plays","Off_w_ST.Yds","Off_w_ST.Yds.Avg","Off_w_ST.Pts","Off_w_ST.TD","Def_w_ST.TD","Def_w_ST.Pts","Def_w_ST.Yds","Off.Minus.Def.Points.Margin","Off_w_ST.Minus.Def_w_ST.Points.Margin","Off.Minus.Def.Yds.Margin","Off_w_ST.Minus.Def_w_ST.Yds.Margin","Off.Minus.Def.TD.Margin","Off_w_ST.Minus.Def_w_ST.TD.Margin","Off_w_ST.TD.TO.Diff","Off_w_ST.Tot.TO.NonScoring","Off.TD.FR.by.Off","No.Possessions","No.Empty.Possessions","No.Scoring.Possessions","No.Negative.Possessions","Homefield"
"Army","","Notre Dame","2010-11-20",108,58,369,6.4,8,7,0,15,0,2,20,13,65,214,10.7,1,1,38,155,4.08,1,0,0,0,21,2,2,3,3,14,8,57.14,0,0,0,3,2,66.67,1,33.33,1,33.33,0,1,0,1,7,6,1,27,6,6,9,2,29,14.5,0,3,-4,-1.33,0,4,135,33.75,6,365,60.83,0,0,0,0,0,0,0,25,5,5,0,0,0,0,27,41,18,59,5,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,63,394,6.25396825396825,21,2,0,0,0,21,21,369,394,2,2,1,1,0,9,5,4,0,""
"Army","N","Navy","2010-12-11",109,49,325,6.6,6,6,4,16,0,3,11,6,54.5,186,16.9,2,1,38,139,3.66,1,0,0,0,25,1,1,4,4,9,5,55.56,0,0,0,1,1,100,0,0,1,100,0,1,0,1,5,4,1,31,12,6,7,2,59,29.5,0,0,0,0,0,2,59,29.5,6,367,61.17,1,16.67,0,0,3,0,0,59,2,29.5,0,0,0,0,31,32,16,48,2,1,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,4,3,1,0,0,51,384,7.52941176470588,25,3,0,0,0,25,25,325,384,3,3,-1,4,0,10,6,4,0,"N"
"Army","N","Southern Methodist","2010-12-30",110,60,413,6.9,14,7,0,21,1,2,34,23,67.6,302,8.9,2,2,26,111,4.27,0,0,0,0,14,2,0,2,2,11,6,54.55,2,1,50,2,1,50,1,50,0,0,2,0,0,1,11,5,3,14,12,0,2,3,58,19.33,0,4,22,5.5,0,1,40,40,3,199,66.33,2,66.67,0,0,0,0,0,80,7,11.4285714285714,0,0,0,0,14,38,14,52,4,2,2,46,46,0,2,1,55,1,1,101,1,6,3,0,0,0,0,3,1,2,1,1,67,493,7.35820895522388,14,2,1,6,101,8,8,312,392,1,1,-1,2,0,9,7,2,1,"N"
"Auburn","","Arkansas State","2010-09-04",75,84,366,4.4,17,4,1,22,0,3,49,33,67.3,323,6.6,1,0,35,43,1.23,2,0,0,0,26,2,2,3,2,18,5,27.78,3,1,33.33,4,4,100,3,75,1,25,0,1,1,0.666666666666667,16,13,0,26,6,12,8,8,147,18.38,0,1,7,7,0,8,309,38.63,6,354,59,0,0,0,0,0,0,0,154,9,17.1111111111111,0,0,12,1,26,50,32,82,10,4,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,93,520,5.59139784946237,26,3,0,0,0,26,26,366,520,3,3,3,0,0,15,10,5,0,""
"Auburn","@","Mississippi State","2010-09-09",111,68,246,3.6,8,7,1,16,0,2,35,16,45.7,129,3.7,0,1,33,117,3.55,2,0,0,0,14,0,0,2,2,15,5,33.33,2,1,50,2,2,100,2,100,0,0,0,0,0,1,19,10,1,14,0,12,2,4,90,22.5,0,1,4,4,0,7,291,41.57,2,135,67.5,0,0,0,1,1,0,0,94,5,18.8,0,0,4,0,14,38,26,64,7,3,1,-1,-1,0,3,0,0,0,1,-1,0,0,1,0,0,0,0,2,1,1,0,1,73,340,4.65753424657534,14,2,0,0,-1,14,14,247,341,2,2,0,2,0,12,10,2,0,"@"
"Auburn","","Clemson","2010-09-18",112,81,407,5,12,11,4,27,0,3,34,20,58.8,220,6.5,2,0,47,187,3.98,1,0,0,0,24,2,1,3,3,15,5,33.33,1,0,0,4,3,75,2,50,1,25,1,0.5,0,1,14,10,0,24,12,6,6,3,47,15.67,0,2,15,7.5,0,7,289,41.29,5,327,65.4,0,0,0,0,0,0,0,62,5,12.4,0,0,14,0,24,52,26,78,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,469,5.45348837209302,24,3,0,0,0,24,24,407,469,3,3,3,0,0,13,9,4,0,""
"Auburn","","South Carolina","2010-09-25",113,57,384,6.7,14,5,1,20,0,4,29,19,65.5,305,10.5,3,2,28,79,2.82,1,0,0,0,27,0,0,4,3,8,4,50,0,0,0,4,3,75,3,75,0,0,0,0,1,0.75,10,4,2,27,18,6,3,6,123,20.5,0,0,0,0,0,3,144,48,5,328,65.6,0,0,0,0,2,0,0,123,6,20.5,0,0,15,0,27,27,34,61,8,3,2,0,0,0,4,0,0,0,2,0,0,0,2,0,0,0,0,4,2,2,0,0,63,507,8.04761904761905,27,4,0,0,0,27,27,384,507,4,4,0,4,0,11,7,4,0,""
"Auburn","","Louisiana-Monroe","2010-10-02",114,74,270,3.6,14,5,1,20,0,0,41,29,70.7,232,5.7,0,1,33,38,1.15,0,0,0,0,3,1,1,0,0,15,6,40,3,0,0,1,1,100,0,0,1,100,0,1,0,0,12,9,1,3,0,0,3,9,187,20.78,0,0,0,0,0,4,152,38,2,103,51.5,0,0,0,0,3,0,0,187,9,20.7777777777778,0,0,11,0,3,55,15,70,10,3,1,19,19,0,3,0,0,0,2,19,0,0,1,0,0,0,0,4,3,1,0,3,83,457,5.50602409638554,3,0,0,0,19,3,3,251,438,0,0,-4,4,0,12,11,1,0,""
"Auburn","@","Kentucky","2010-10-09",115,59,336,5.7,12,8,4,24,0,4,29,24,82.8,226,7.8,2,0,30,110,3.67,2,0,0,0,34,2,2,4,4,8,3,37.5,1,1,100,6,6,100,4,66.67,2,33.33,0,1,0,1,5,5,0,34,12,12,10,7,182,26,0,0,0,0,0,3,133,44.33,6,410,68.33,2,33.33,0,0,1,0,0,182,7,26,0,0,0,0,34,39,34,73,5,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,66,518,7.84848484848485,34,4,0,0,0,34,34,336,518,4,4,3,1,0,10,4,6,0,"@"
"Auburn","","Arkansas","2010-10-16",91,77,566,7.4,19,9,2,30,1,6,49,35,71.4,428,8.7,5,2,28,138,4.93,1,1,1,0,43,0,0,5,5,11,4,36.36,3,2,66.67,2,2,100,2,100,0,0,0,0,0,1,14,7,3,43,32,6,5,10,179,17.9,0,0,0,0,0,3,93,31,7,477,68.14,2,28.57,0,0,0,0,0,179,10,17.9,0,0,7,1,43,49,30,79,3,2,2,33,16.5,0,3,1,47,1,1,80,1,6,3,1,0,0,0,3,1,2,1,1,87,745,8.5632183908046,43,6,1,6,80,37,37,486,665,5,5,3,2,0,13,7,6,1,""
"Auburn","","Louisiana State","2010-10-23",116,67,243,3.6,3,13,2,18,0,2,30,16,53.3,128,4.3,1,1,37,115,3.11,1,0,0,0,17,1,1,2,2,15,6,40,1,0,0,1,1,100,1,100,0,0,0,1,0,1,14,9,1,17,6,6,5,5,120,24,0,2,18,9,0,6,302,50.33,4,239,59.75,1,25,0,0,0,0,0,138,7,19.7142857142857,0,0,6,0,17,39,24,63,9,3,1,33,33,0,4,0,0,0,0,33,0,0,1,0,0,0,0,1,0,1,0,1,74,381,5.14864864864865,17,2,0,0,33,17,17,210,348,2,2,1,1,0,11,8,3,0,""
"Auburn","@","Mississippi","2010-10-30",117,64,407,6.4,8,7,2,17,0,4,33,20,60.6,189,5.7,1,1,31,218,7.03,3,0,0,0,31,1,1,4,4,14,6,42.86,2,1,50,4,3,75,2,50,1,25,0,1,0,1,13,8,1,31,6,18,7,9,173,19.22,0,0,0,0,0,5,201,40.2,5,335,67,0,0,0,1,0,0,0,173,9,19.2222222222222,0,0,0,0,31,40,22,62,5,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,73,580,7.94520547945205,31,4,0,0,0,31,31,407,580,4,4,3,1,0,12,7,5,0,"@"
"Auburn","","Non-Major","2010-11-06",118,73,334,4.6,11,8,3,22,0,2,43,23,53.5,233,5.4,1,0,30,101,3.37,1,0,0,0,18,2,1,3,3,16,7,43.75,1,1,100,2,1,50,1,50,0,0,1,0.5,0,1,20,9,0,24,6,6,6,8,159,19.88,1,0,0,0,0,6,204,34,5,255,51,0,0,0,0,0,1,6,159,8,19.875,0,0,4,0,24,44,20,64,4,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,493,6.08641975308642,24,3,0,0,0,18,24,334,493,2,3,3,0,0,11,7,4,0,""
"Auburn","","Georgia","2010-11-13",119,52,354,6.8,10,5,2,17,0,4,28,15,53.6,273,9.8,3,0,24,81,3.38,1,0,0,0,31,1,1,4,4,9,4,44.44,2,1,50,3,3,100,2,66.67,1,33.33,0,1,0,1,13,5,0,31,18,6,7,7,99,14.14,0,0,0,0,0,2,78,39,6,391,65.17,0,0,0,0,0,0,0,99,7,14.1428571428571,0,0,12,0,31,33,12,45,5,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,59,453,7.67796610169492,31,4,0,0,0,31,31,354,453,4,4,4,0,0,8,3,5,0,""
"Auburn","@","Alabama","2010-11-26",49,71,446,6.3,14,8,1,23,0,3,41,27,65.9,377,9.2,2,0,30,69,2.3,1,0,0,0,27,2,2,3,3,13,3,23.08,4,3,75,5,4,80,2,40,2,40,0,1,0,1,14,10,0,27,12,6,9,3,62,20.67,0,2,0,0,0,4,135,33.75,6,360,60,0,0,0,0,2,0,0,62,5,12.4,0,0,4,0,27,43,28,71,8,5,0,0,0,0,6,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,1,76,508,6.68421052631579,27,3,0,0,0,27,27,446,508,3,3,1,2,0,12,7,5,0,"@"
"Auburn","N","South Carolina","2010-12-04",120,63,349,5.5,9,9,2,20,0,2,33,20,60.6,193,5.8,2,2,30,156,5.2,0,0,0,0,17,3,1,2,2,12,5,41.67,0,0,0,2,2,100,1,50,1,50,2,0.333333333333333,0,1,13,7,2,17,12,0,5,7,139,19.86,0,0,0,0,0,3,150,50,4,243,60.75,0,0,0,0,0,0,0,139,7,19.8571428571429,0,0,10,0,17,39,28,67,6,3,2,10,10,1,4,0,0,0,0,10,1,6,2,0,0,0,0,2,0,2,0,0,70,488,6.97142857142857,17,2,1,6,10,11,11,339,478,1,1,0,1,0,10,7,3,1,"N"
"Auburn","N","Oregon","2011-01-10",121,73,449,6.2,16,5,2,23,0,2,41,28,68.3,374,9.1,2,2,32,75,2.34,0,2,1,1,19,1,1,0,0,15,5,33.33,3,2,66.67,5,3,60,2,40,1,20,0,1,0,0,13,10,2,19,14,2,3,4,65,16.25,0,3,6,2,0,5,184,36.8,5,315,63,0,0,0,0,0,0,0,71,7,10.1428571428571,0,1,0,0,19,59,8,67,11,2,2,1,1,0,6,0,0,0,1,1,0,2,2,0,0,0,0,2,0,2,0,1,80,520,6.5,19,2,0,0,1,17,19,448,519,2,2,0,2,0,12,9,3,1,"N"
"Ball State","","Non-Major","2010-09-02",122,47,237,5,6,7,2,15,0,1,18,12,66.7,112,6.2,0,0,29,125,4.31,1,0,0,0,10,1,1,1,1,10,5,50,0,0,0,1,1,100,1,100,0,0,0,1,0,1,6,5,0,10,0,6,4,5,76,15.2,0,0,0,0,0,4,126,31.5,3,188,62.67,0,0,0,0,3,0,0,76,5,15.2,0,0,1,1,10,26,38,64,3,1,0,0,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,3,3,0,0,0,52,313,6.01923076923077,10,1,0,0,0,10,10,237,313,1,1,-2,3,0,9,7,2,0,""
"Ball State","","Non-Major","2010-09-11",123,66,395,6,12,7,4,23,0,4,38,24,63.2,276,7.3,2,3,28,119,4.25,2,0,0,0,27,2,0,3,3,11,6,54.55,0,0,0,2,2,100,2,100,0,0,2,0,0,1,14,5,3,27,12,12,3,5,104,20.8,0,2,4,2,0,2,78,39,5,326,65.2,0,0,0,0,0,0,0,108,7,15.4285714285714,0,0,4,1,27,30,42,72,5,1,3,86,61,1,6,0,0,0,0,86,1,6,3,1,0,0,0,3,0,3,0,0,73,503,6.89041095890411,27,4,1,6,86,21,21,309,417,3,3,1,2,0,11,7,4,1,""
"Ball State","@","Purdue","2010-09-18",124,72,403,5.6,10,10,0,20,0,3,26,15,57.7,200,7.7,3,1,46,203,4.41,0,0,0,0,24,1,1,3,3,17,10,58.82,1,0,0,2,2,100,1,50,1,50,0,1,0,1,11,7,1,24,18,0,6,2,52,26,0,3,5,1.67,0,4,133,33.25,5,346,69.2,3,60,1,0,0,0,0,57,5,11.4,0,0,0,0,24,53,18,71,3,1,1,2,2,0,3,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,77,460,5.97402597402597,24,3,0,0,2,24,24,401,458,3,3,2,1,0,10,6,4,0,"@"
"Ball State","@","Iowa","2010-09-25",125,73,562,7.7,13,13,2,28,0,6,29,21,72.4,306,10.6,4,0,44,256,5.82,2,0,0,0,45,2,1,6,6,12,8,66.67,0,0,0,6,5,83.33,4,66.67,1,16.67,1,0.5,0,1,8,4,0,45,24,12,9,1,16,16,0,2,33,16.5,0,2,82,41,8,492,61.5,2,25,0,0,1,0,0,49,3,16.3333333333333,0,0,0,0,45,38,42,80,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,76,611,8.03947368421053,45,6,0,0,0,45,45,562,611,6,6,5,1,0,11,4,7,0,"@"
"Ball State","@","Central Michigan","2010-10-02",126,74,371,5,11,7,3,21,0,2,48,25,52.1,295,6.1,2,3,26,76,2.92,0,1,1,0,17,1,1,1,0,18,4,22.22,4,3,75,3,3,100,2,66.67,1,33.33,0,1,1,0,23,14,3,17,14,0,3,6,90,15,0,3,2,0.67,0,8,370,46.25,3,153,51,1,33.33,0,1,1,0,0,92,9,10.2222222222222,0,0,1,0,17,38,36,74,8,6,3,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,4,1,3,0,1,83,463,5.57831325301205,17,2,0,0,0,17,17,371,463,2,2,-2,4,0,16,13,3,0,"@"
"Ball State","","Western Michigan","2010-10-09",127,75,480,6.4,10,11,0,21,0,5,30,18,60,271,9,1,0,45,209,4.64,4,0,0,0,39,2,1,6,6,18,7,38.89,4,3,75,7,5,71.43,4,57.14,1,14.29,1,0.5,0,1,12,11,0,45,6,24,9,4,74,18.5,0,1,5,5,0,4,159,39.75,8,537,67.13,1,12.5,0,0,0,0,0,79,5,15.8,0,0,1,0,45,36,56,92,9,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,80,559,6.9875,39,5,0,0,0,39,39,480,559,5,5,5,0,0,12,6,6,0,""
"Ball State","","Eastern Michigan","2010-10-16",128,73,490,6.7,8,16,2,26,0,6,18,10,55.6,225,12.5,3,1,55,265,4.82,3,0,0,0,41,2,0,5,5,13,7,53.85,2,1,50,5,4,80,4,80,0,0,2,0,0,1,8,6,1,41,18,18,5,6,125,20.83,0,1,-3,-3,0,1,47,47,6,306,51,1,16.67,0,0,1,0,0,122,7,17.4285714285714,0,0,2,0,41,32,60,92,5,1,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,0,1,80,612,7.65,41,6,0,0,0,41,41,490,612,6,6,4,2,0,12,6,6,0,""
"Ball State","@","Toledo","2010-10-23",129,68,446,6.6,8,10,1,19,0,4,18,14,77.8,197,10.9,1,2,50,249,4.98,3,0,0,0,31,1,1,4,4,14,6,42.86,3,2,66.67,3,3,100,2,66.67,1,33.33,0,1,0,1,4,8,2,31,6,18,7,4,119,29.75,0,2,16,8,0,4,157,39.25,5,285,57,0,0,1,0,0,0,0,135,6,22.5,0,0,0,0,31,42,48,90,2,0,2,23,23,0,2,0,0,0,0,23,0,0,2,0,0,0,0,2,0,2,0,1,74,581,7.85135135135135,31,4,0,0,23,31,31,423,558,4,4,2,2,0,12,7,5,0,"@"
"Ball State","@","Kent State","2010-10-30",130,76,452,5.9,9,13,2,24,0,3,39,19,48.7,276,7.1,2,0,37,176,4.76,1,0,0,0,27,3,2,3,3,14,4,28.57,2,1,50,3,2,66.67,2,66.67,0,0,1,0.666666666666667,0,1,20,10,0,33,12,6,9,3,54,18,0,3,9,3,0,4,208,52,7,376,53.71,0,0,0,0,1,0,0,63,6,10.5,0,0,5,0,33,39,42,81,4,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,82,515,6.28048780487805,27,3,0,0,0,27,27,452,515,3,3,2,1,0,12,7,5,0,"@"
"Ball State","","Akron","2010-11-06",23,75,358,4.8,11,6,2,19,0,4,39,18,46.2,178,4.6,4,3,36,180,5,0,0,0,0,30,1,1,4,3,16,4,25,1,0,0,5,4,80,3,60,1,20,0,1,1,0.75,21,12,3,30,24,0,6,6,131,21.83,0,0,0,0,0,8,277,34.63,4,223,55.75,0,0,0,1,0,0,0,131,6,21.8333333333333,0,0,3,0,30,25,52,77,3,1,3,46,46,0,5,0,0,0,1,46,0,0,3,0,0,0,0,3,0,3,0,1,81,489,6.03703703703704,30,4,0,0,46,30,30,312,443,4,4,1,3,0,17,12,5,0,""
"Ball State","@","Buffalo","2010-11-12",131,53,144,2.7,4,3,4,11,1,0,22,7,31.8,56,2.5,0,3,31,88,2.84,0,0,0,0,3,1,1,0,0,14,5,35.71,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,9,4,3,0,0,3,5,86,17.2,0,1,0,0,0,6,274,45.67,2,128,64,0,0,0,0,0,0,0,86,6,14.3333333333333,0,0,2,0,3,29,24,53,6,1,3,1,0,0,7,1,26,1,2,27,1,6,4,0,0,0,0,4,1,3,1,0,59,230,3.89830508474576,3,0,1,6,27,-3,-3,117,203,-1,-1,-4,3,0,11,10,1,1,"@"
"Ball State","","Northern Illinois","2010-11-20",132,64,442,6.9,10,10,1,21,1,6,24,17,70.8,248,10.3,3,1,40,194,4.85,3,0,0,0,47,3,1,8,8,10,5,50,1,1,100,6,5,83.33,4,66.67,1,16.67,2,0.333333333333333,0,1,7,5,2,59,18,18,11,4,61,15.25,0,5,108,21.6,1,1,42,42,10,647,64.7,1,10,0,0,0,1,6,169,9,18.7777777777778,0,0,0,1,59,37,38,75,5,0,1,0,0,0,2,1,1,0,2,1,0,0,2,1,0,0,0,2,1,1,0,0,73,611,8.36986301369863,53,7,0,0,1,47,53,441,610,6,7,5,2,0,13,5,8,0,""
"Baylor","","Non-Major","2010-09-04",133,66,195,3,5,5,3,13,0,0,27,13,48.1,107,4,0,0,39,88,2.26,0,0,0,0,3,3,1,0,0,17,2,11.76,3,2,66.67,1,1,100,0,0,1,100,2,0.333333333333333,0,0,14,15,0,3,0,0,3,6,110,18.33,0,2,15,7.5,0,8,313,39.13,2,121,60.5,0,0,0,0,1,0,0,125,8,15.625,0,0,4,0,3,42,24,66,10,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,74,320,4.32432432432432,3,0,0,0,0,3,3,195,320,0,0,-1,1,0,13,12,1,0,""
"Baylor","","Buffalo","2010-09-11",134,82,325,4,9,8,3,20,0,0,47,18,38.3,163,3.5,0,1,35,162,4.63,0,0,0,0,6,3,2,0,0,19,5,26.32,2,1,50,2,1,50,0,0,1,50,1,0.666666666666667,0,0,29,14,1,6,0,0,6,4,72,18,0,1,22,22,0,9,333,37,3,204,68,0,0,0,0,1,0,0,94,5,18.8,0,0,10,0,6,40,28,68,10,2,1,2,2,0,9,0,0,0,1,2,0,0,1,0,0,0,0,2,1,1,0,1,87,419,4.81609195402299,6,0,0,0,2,6,6,323,417,0,0,-2,2,0,15,13,2,0,""
"Baylor","@","Texas Christian","2010-09-18",135,71,558,7.9,13,14,1,28,0,6,23,21,91.3,267,11.6,2,0,48,291,6.06,4,0,0,0,45,1,1,6,6,8,3,37.5,1,1,100,5,5,100,4,80,1,20,0,1,0,1,2,5,0,45,12,24,9,2,39,19.5,0,4,84,21,0,3,138,46,8,504,63,1,12.5,0,0,0,0,0,123,6,20.5,0,0,0,0,45,41,46,87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,681,8.84415584415584,45,6,0,0,0,45,45,558,681,6,6,6,0,0,10,3,7,0,"@"
"Baylor","@","Rice","2010-09-25",136,70,296,4.2,10,10,1,21,0,1,38,27,71.1,204,5.4,0,2,32,92,2.88,1,0,0,0,13,2,2,1,1,15,5,33.33,3,2,66.67,2,1,50,1,50,0,0,0,1,0,1,11,10,2,13,0,6,7,3,65,21.67,0,0,0,0,0,3,136,45.33,4,200,50,0,0,0,0,0,0,0,65,3,21.6666666666667,0,0,0,0,13,49,18,67,5,3,2,7,7,0,7,0,0,0,0,7,0,0,2,0,0,0,0,2,0,2,0,1,73,361,4.94520547945205,13,1,0,0,7,13,13,289,354,1,1,-1,2,0,9,6,3,0,"@"
"Baylor","","Kansas","2010-10-02",137,65,270,4.2,9,6,4,19,0,1,28,16,57.1,171,6.1,1,2,37,99,2.68,0,0,0,0,7,1,0,1,1,16,8,50,1,0,0,3,1,33.33,1,33.33,0,0,1,0,0,1,12,8,2,7,6,0,1,9,136,15.11,0,0,0,0,0,5,219,43.8,2,120,60,1,50,0,0,2,0,0,136,9,15.1111111111111,0,0,4,0,7,45,24,69,5,3,2,15,15,1,4,0,0,0,2,15,1,6,2,0,0,0,0,4,2,2,0,1,74,406,5.48648648648649,7,1,1,6,15,1,1,255,391,0,0,-3,3,0,12,11,1,1,""
"Baylor","N","Texas Tech","2010-10-09",138,95,635,6.7,23,10,2,35,0,6,59,42,71.2,462,7.8,4,1,36,173,4.81,2,0,0,0,45,2,1,6,6,16,10,62.5,1,1,100,7,6,85.71,5,71.43,1,14.29,1,0.5,0,1,17,6,1,45,24,12,9,5,75,15,0,1,0,0,0,4,167,41.75,8,454,56.75,0,0,0,0,0,0,0,75,6,12.5,0,0,0,0,45,69,18,87,3,2,1,19,19,0,1,0,0,0,0,19,0,0,1,0,0,0,0,1,0,1,0,0,101,710,7.02970297029703,45,6,0,0,19,45,45,616,691,6,6,5,1,0,13,6,7,0,"N"
"Baylor","@","Colorado","2010-10-16",139,77,399,5.2,13,11,1,25,0,3,28,21,75,207,7.4,1,1,49,192,3.92,2,0,0,0,25,2,2,1,1,15,9,60,1,1,100,6,5,83.33,3,50,2,33.33,0,1,0,1,7,6,1,25,6,12,7,4,119,29.75,0,0,0,0,0,3,134,44.67,6,407,67.83,1,16.67,0,0,1,0,0,119,4,29.75,0,0,1,0,25,67,16,83,5,2,1,32,32,0,2,0,0,0,2,32,0,0,1,0,0,0,0,2,1,1,0,0,81,518,6.39506172839506,25,3,0,0,32,25,25,367,486,3,3,1,2,0,10,5,5,0,"@"
"Baylor","","Kansas State","2010-10-23",140,65,407,6.3,13,5,2,20,0,5,31,21,67.7,298,9.6,1,1,34,109,3.21,4,0,0,0,36,0,0,6,6,12,6,50,2,1,50,4,4,100,4,100,0,0,0,0,0,1,10,6,1,42,6,24,6,7,224,32,1,0,0,0,0,4,166,41.5,7,374,53.43,1,14.29,0,0,1,1,6,224,7,32,0,0,5,0,42,48,8,56,3,3,1,4,4,0,4,0,0,0,1,4,0,0,1,0,0,0,0,2,1,1,0,1,72,631,8.76388888888889,42,6,0,0,4,36,42,403,627,5,6,4,2,0,13,7,6,0,""
"Baylor","@","Texas","2010-10-30",141,77,428,5.6,13,9,3,25,0,1,40,23,57.5,257,6.4,0,1,37,171,4.62,1,0,0,0,22,6,5,1,1,15,6,40,0,0,0,4,4,100,1,25,3,75,1,0.833333333333333,0,1,17,9,1,22,0,6,16,5,48,9.6,0,2,24,12,0,3,127,42.33,7,445,63.57,3,42.86,0,0,1,0,0,72,7,10.2857142857143,0,0,7,0,22,48,30,78,2,1,1,20,20,0,8,0,0,0,1,20,0,0,1,0,0,0,0,2,1,1,0,0,84,500,5.95238095238095,22,1,0,0,20,22,22,408,480,1,1,-1,2,0,12,6,6,0,"@"
"Baylor","@","Oklahoma State","2010-11-06",142,82,725,8.8,21,14,1,36,1,6,43,34,79.1,435,10.1,3,0,39,290,7.44,3,0,0,0,49,3,2,7,7,11,5,45.45,3,2,66.67,8,6,75,4,50,2,25,1,0.666666666666667,0,1,9,6,1,55,18,18,13,5,132,26.4,1,3,29,9.67,0,1,59,59,10,671,67.1,5,50,0,0,0,1,6,161,8,20.125,0,0,0,0,55,68,8,76,3,0,0,0,0,0,3,1,27,0,2,27,0,0,1,0,0,0,0,1,1,0,0,1,90,886,9.84444444444444,55,7,0,0,27,49,55,698,859,6,7,6,1,0,13,4,9,0,"@"
