"","Team","X","Opponent","Result","Date"
"251","Clemson","@","North Carolina State","W (26-14)","2013-09-19"
"252","Clemson","","Wake Forest","W (56-7)","2013-09-28"
"253","Clemson","@","Syracuse","W (49-14)","2013-10-05"
"254","Clemson","","Florida State","L (14-51)","2013-10-19"
"255","Clemson","@","Maryland","W (40-27)","2013-10-26"
"256","Clemson","@","Virginia","W (59-10)","2013-11-02"
"257","Clemson","","Georgia Tech","W (55-31)","2013-11-14"
"258","Clemson","","Non-Major","W (52-6)","2013-11-23"
"259","Clemson","@","South Carolina","L (17-31)","2013-11-30"
"260","Clemson","N","Ohio State","W (40-35)","2014-01-03"
"261","Colorado State","N","Colorado","L (27-41)","2013-09-01"
"262","Colorado State","@","Tulsa","L (27-30)","2013-09-07"
"263","Colorado State","","Non-Major","W (34-17)","2013-09-14"
"264","Colorado State","","Texas-El Paso","W (59-42)","2013-09-28"
"265","Colorado State","","San Jose State","L (27-34)","2013-10-12"
"266","Colorado State","@","Wyoming","W (52-22)","2013-10-19"
"267","Colorado State","@","Hawaii","W (35-28)","2013-10-26"
"268","Colorado State","","Nevada","W (38-17)","2013-11-09"
"269","Colorado State","@","New Mexico","W (66-42)","2013-11-16"
"270","Colorado State","@","Utah State","L (0-13)","2013-11-23"
"271","Colorado State","N","Washington State","W (48-45)","2013-12-21"
"272","Colorado","","Non-Major","W (38-24)","2013-09-07"
"273","Colorado","@","Oregon State","L (17-44)","2013-09-28"
"274","Colorado","","Oregon","L (16-57)","2013-10-05"
"275","Colorado","@","UCLA","L (23-45)","2013-11-02"
"276","Colorado","@","Washington","L (7-59)","2013-11-09"
"277","Colorado","","Southern California","L (29-47)","2013-11-23"
"278","Colorado","@","Utah","L (17-24)","2013-11-30"
"279","Connecticut","","Non-Major","L (18-33)","2013-08-29"
"280","Connecticut","","Maryland","L (21-32)","2013-09-14"
"281","Connecticut","","Michigan","L (21-24)","2013-09-21"
"282","Connecticut","","South Florida","L (10-13)","2013-10-12"
"283","Connecticut","","Louisville","L (10-31)","2013-11-08"
"284","Connecticut","@","Southern Methodist","L (21-38)","2013-11-16"
"285","Connecticut","@","Temple","W (28-21)","2013-11-23"
"286","Connecticut","","Rutgers","W (28-17)","2013-11-30"
"287","Connecticut","","Memphis","W (45-10)","2013-12-07"
"288","Duke","","Non-Major","W (45-0)","2013-08-31"
"289","Duke","@","Memphis","W (28-14)","2013-09-07"
"290","Duke","","Georgia Tech","L (14-38)","2013-09-14"
"291","Duke","","Pittsburgh","L (55-58)","2013-09-21"
"292","Duke","","Troy","W (38-31)","2013-09-28"
"293","Duke","","Navy","W (35-7)","2013-10-12"
"294","Duke","@","Virginia","W (35-22)","2013-10-19"
"295","Duke","@","Virginia Tech","W (13-10)","2013-10-26"
"296","Duke","","North Carolina State","W (38-20)","2013-11-09"
"297","Duke","","Miami (FL)","W (48-30)","2013-11-16"
"298","Duke","@","Wake Forest","W (28-21)","2013-11-23"
"299","Duke","@","North Carolina","W (27-25)","2013-11-30"
"300","Duke","N","Florida State","L (7-45)","2013-12-07"
"301","Duke","N","Texas A&M","L (48-52)","2013-12-31"
"302","East Carolina","","Non-Major","W (52-38)","2013-08-31"
"303","East Carolina","","Florida Atlantic","W (31-13)","2013-09-05"
"304","East Carolina","","Virginia Tech","L (10-15)","2013-09-14"
"305","East Carolina","@","North Carolina","W (55-31)","2013-09-28"
"306","East Carolina","@","Middle Tennessee State","W (24-17)","2013-10-05"
"307","East Carolina","@","Tulane","L (33-36)","2013-10-12"
"308","East Carolina","","Southern Mississippi","W (55-14)","2013-10-19"
"309","East Carolina","@","Florida International","W (34-13)","2013-11-02"
"310","East Carolina","","Tulsa","W (58-24)","2013-11-09"
"311","East Carolina","@","North Carolina State","W (42-28)","2013-11-23"
"312","East Carolina","@","Marshall","L (28-59)","2013-11-29"
"313","East Carolina","N","Ohio","W (37-20)","2013-12-23"
"314","Eastern Michigan","","Non-Major","W (34-24)","2013-08-31"
"315","Eastern Michigan","@","Penn State","L (7-45)","2013-09-07"
"316","Eastern Michigan","@","Rutgers","L (10-28)","2013-09-14"
"317","Eastern Michigan","","Ohio","L (28-56)","2013-10-19"
"318","Eastern Michigan","@","Northern Illinois","L (20-59)","2013-10-26"
"319","Eastern Michigan","@","Toledo","L (16-55)","2013-11-02"
"320","Eastern Michigan","","Western Michigan","W (35-32)","2013-11-09"
"321","Florida Atlantic","@","Miami (FL)","L (6-34)","2013-08-30"
"322","Florida Atlantic","@","South Florida","W (28-10)","2013-09-14"
"323","Florida Atlantic","","Middle Tennessee State","L (35-42)","2013-09-21"
"324","Florida Atlantic","@","Rice","L (14-18)","2013-09-28"
"325","Florida Atlantic","","Marshall","L (23-24)","2013-10-12"
"326","Florida Atlantic","","Tulane","W (34-17)","2013-11-02"
"327","Florida Atlantic","@","Southern Mississippi","W (41-7)","2013-11-16"
"328","Florida Atlantic","","New Mexico State","W (55-10)","2013-11-23"
"329","Florida Atlantic","","Florida International","W (21-6)","2013-11-29"
"330","Florida International","@","Maryland","L (10-43)","2013-08-31"
"331","Florida International","","Non-Major","L (13-34)","2013-09-14"
"332","Florida International","@","Louisville","L (0-72)","2013-09-21"
"333","Florida International","@","Southern Mississippi","W (24-23)","2013-10-05"
"334","Florida International","","Louisiana Tech","L (7-23)","2013-10-26"
"335","Florida International","@","Middle Tennessee State","L (0-48)","2013-11-09"
"336","Florida International","@","Texas-El Paso","L (10-33)","2013-11-16"
"337","Florida International","","Marshall","L (10-48)","2013-11-23"
"338","Florida State","@","Pittsburgh","W (41-13)","2013-09-02"
"339","Florida State","","Nevada","W (62-7)","2013-09-14"
"340","Florida State","","Non-Major","W (54-6)","2013-09-21"
"341","Florida State","","Maryland","W (63-0)","2013-10-05"
"342","Florida State","","North Carolina State","W (49-17)","2013-10-26"
"343","Florida State","","Miami (FL)","W (41-14)","2013-11-02"
"344","Florida State","@","Wake Forest","W (59-3)","2013-11-09"
"345","Florida State","","Syracuse","W (59-3)","2013-11-16"
"346","Florida State","","Idaho","W (80-14)","2013-11-23"
"347","Florida State","@","Florida","W (37-7)","2013-11-30"
"348","Florida","","Toledo","W (24-6)","2013-08-31"
"349","Florida","@","Miami (FL)","L (16-21)","2013-09-07"
"350","Florida","","Tennessee","W (31-17)","2013-09-21"
"351","Florida","@","Kentucky","W (24-7)","2013-09-28"
"352","Florida","@","Louisiana State","L (6-17)","2013-10-12"
"353","Florida","@","Missouri","L (17-36)","2013-10-19"
"354","Florida","N","Georgia","L (20-23)","2013-11-02"
"355","Florida","","Vanderbilt","L (17-34)","2013-11-09"
"356","Florida","@","South Carolina","L (14-19)","2013-11-16"
"357","Florida","","Non-Major","L (20-26)","2013-11-23"
"358","Fresno State","","Rutgers","W (52-51)","2013-08-29"
"359","Fresno State","","Non-Major","W (41-25)","2013-09-07"
"360","Fresno State","@","Hawaii","W (42-37)","2013-09-28"
"361","Fresno State","@","Idaho","W (61-14)","2013-10-05"
"362","Fresno State","","Nevada-Las Vegas","W (38-14)","2013-10-19"
"363","Fresno State","@","San Diego State","W (35-28)","2013-10-26"
"364","Fresno State","","Nevada","W (41-23)","2013-11-02"
"365","Fresno State","@","Wyoming","W (48-10)","2013-11-09"
"366","Fresno State","","New Mexico","W (69-28)","2013-11-23"
"367","Fresno State","@","San Jose State","L (52-62)","2013-11-29"
"368","Fresno State","","Utah State","W (24-17)","2013-12-07"
"369","Fresno State","N","Southern California","L (20-45)","2013-12-21"
"370","Georgia State","","Non-Major","L (21-31)","2013-08-30"
"371","Georgia State","","Non-Major","L (14-42)","2013-09-07"
"372","Georgia State","@","West Virginia","L (7-41)","2013-09-14"
"373","Georgia State","","Non-Major","L (26-32)","2013-09-21"
"374","Georgia State","","Troy","L (28-35)","2013-10-12"
"375","Georgia State","@","Texas State","L (17-24)","2013-10-19"
"376","Georgia State","@","Louisiana-Monroe","L (10-38)","2013-10-26"
"377","Georgia State","","Western Kentucky","L (28-44)","2013-11-02"
"378","Georgia State","","Louisiana","L (21-35)","2013-11-16"
"379","Georgia State","","South Alabama","L (17-38)","2013-11-30"
"380","Georgia Tech","","Non-Major","W (70-0)","2013-08-31"
"381","Georgia Tech","","North Carolina","W (28-20)","2013-09-21"
"382","Georgia Tech","","Virginia Tech","L (10-17)","2013-09-26"
"383","Georgia Tech","@","Miami (FL)","L (30-45)","2013-10-05"
"384","Georgia Tech","","Syracuse","W (56-0)","2013-10-19"
"385","Georgia Tech","@","Virginia","W (35-25)","2013-10-26"
"386","Georgia Tech","","Pittsburgh","W (21-10)","2013-11-02"
"387","Georgia Tech","","Non-Major","W (66-7)","2013-11-23"
"388","Georgia Tech","","Georgia","L (34-41)","2013-11-30"
"389","Georgia Tech","N","Mississippi","L (17-25)","2013-12-30"
"390","Georgia","","South Carolina","W (41-30)","2013-09-07"
"391","Georgia","","North Texas","W (45-21)","2013-09-21"
"392","Georgia","","Louisiana State","W (44-41)","2013-09-28"
"393","Georgia","@","Tennessee","W (34-31)","2013-10-05"
"394","Georgia","","Missouri","L (26-41)","2013-10-12"
"395","Georgia","@","Vanderbilt","L (27-31)","2013-10-19"
"396","Georgia","","Kentucky","W (59-17)","2013-11-23"
"397","Georgia","N","Nebraska","L (19-24)","2014-01-01"
"398","Hawaii","","Southern California","L (13-30)","2013-08-29"
"399","Hawaii","@","Oregon State","L (14-33)","2013-09-07"
"400","Hawaii","@","Nevada","L (9-31)","2013-09-21"
"401","Hawaii","","San Jose State","L (27-37)","2013-10-05"
"402","Hawaii","@","Nevada-Las Vegas","L (37-39)","2013-10-12"
"403","Hawaii","@","Utah State","L (10-47)","2013-11-02"
"404","Hawaii","@","Navy","L (28-42)","2013-11-09"
"405","Hawaii","","San Diego State","L (21-28)","2013-11-16"
"406","Hawaii","@","Wyoming","L (56-59)","2013-11-23"
"407","Houston","","Non-Major","W (62-13)","2013-08-30"
"408","Houston","@","Temple","W (22-13)","2013-09-07"
"409","Houston","N","Rice","W (31-26)","2013-09-21"
"410","Houston","@","Texas-San Antonio","W (59-28)","2013-09-28"
"411","Houston","N","Memphis","W (25-15)","2013-10-12"
"412","Houston","@","Rutgers","W (49-14)","2013-10-26"
"413","Houston","","South Florida","W (35-23)","2013-10-31"
"414","Houston","@","Louisville","L (13-20)","2013-11-16"
"415","Houston","N","Southern Methodist","W (34-0)","2013-11-29"
"416","Houston","N","Vanderbilt","L (24-41)","2014-01-04"
"417","Idaho","@","North Texas","L (6-40)","2013-08-31"
"418","Idaho","@","Wyoming","L (10-42)","2013-09-07"
"419","Idaho","","Northern Illinois","L (35-45)","2013-09-14"
"420","Idaho","@","Washington State","L (0-42)","2013-09-21"
"421","Idaho","","Temple","W (26-24)","2013-09-28"
"422","Idaho","@","Mississippi","L (14-59)","2013-10-26"
"423","Idaho","","Texas State","L (21-37)","2013-11-02"
"424","Idaho","","Non-Major","L (38-59)","2013-11-09"
"425","Idaho","@","New Mexico State","L (16-24)","2013-11-30"
"426","Illinois","","Non-Major","W (42-34)","2013-08-31"
"427","Illinois","N","Washington","L (24-34)","2013-09-14"
"428","Illinois","","Miami (OH)","W (50-14)","2013-09-28"
"429","Illinois","@","Nebraska","L (19-39)","2013-10-05"
"430","Illinois","","Wisconsin","L (32-56)","2013-10-19"
"431","Illinois","","Michigan State","L (3-42)","2013-10-26"
"432","Illinois","@","Penn State","L (17-24)","2013-11-02"
"433","Illinois","@","Indiana","L (35-52)","2013-11-09"
"434","Illinois","","Ohio State","L (35-60)","2013-11-16"
"435","Illinois","@","Purdue","W (20-16)","2013-11-23"
"436","Illinois","","Northwestern","L (34-37)","2013-11-30"
"437","Indiana","","Non-Major","W (73-35)","2013-08-29"
"438","Indiana","","Navy","L (35-41)","2013-09-07"
"439","Indiana","","Missouri","L (28-45)","2013-09-21"
"440","Indiana","","Penn State","W (44-24)","2013-10-05"
"441","Indiana","@","Michigan State","L (28-42)","2013-10-12"
"442","Indiana","@","Michigan","L (47-63)","2013-10-19"
"443","Indiana","","Minnesota","L (39-42)","2013-11-02"
"444","Indiana","@","Wisconsin","L (3-51)","2013-11-16"
"445","Indiana","@","Ohio State","L (14-42)","2013-11-23"
"446","Indiana","","Purdue","W (56-36)","2013-11-30"
