,Rk,Wk,Date,Time,Day,Winner,Pts,,Loser,Pts,Notes
213,213,4,09/15/18,03:30:00 PM,Sat,(24) Oklahoma State,44,,(17) Boise State,21,Boone Pickens Stadium - Stillwater Oklahoma
214,214,4,09/15/18,05:00:00 PM,Sat,(20) Oregon,35,,San Jose State,22,Autzen Stadium - Eugene Oregon
215,215,4,09/15/18,,Sat,(10) Penn State,63,,Kent State,10,Beaver Stadium - University Park Pennsylvania
216,216,4,09/15/18,12:30:00 PM,Sat,Pittsburgh,24,,Georgia Tech,19,Heinz Field - Pittsburgh Pennsylvania
217,217,4,09/15/18,,Sat,San Diego State,28,,(23) Arizona State,21,SDCCU Stadium - San Diego California
218,218,4,09/15/18,07:00:00 PM,Sat,South Alabama,41,,Texas State,31,Ladd-Peebles Stadium - Mobile Alabama
219,219,4,09/15/18,03:30:00 PM,Sat,South Florida,25,,Illinois,19,Soldier Field - Chicago Illinois
220,220,4,09/15/18,02:00:00 PM,Sat,(9) Stanford,30,,California-Davis,10,Stanford Stadium - Stanford California
221,221,4,09/15/18,12:00:00 PM,Sat,Syracuse,30,,Florida State,7,Carrier Dome - Syracuse New York
222,222,4,09/15/18,12:00:00 PM,Sat,Temple,35,@,Maryland,14,Capital One Field at Maryland Stadium - College Park Maryland
223,223,4,09/15/18,12:00:00 PM,Sat,Tennessee,24,,Texas-El Paso,0,Neyland Stadium - Knoxville Tennessee
224,224,4,09/15/18,08:00:00 PM,Sat,Texas,37,,(22) Southern California,14,Darrell K Royal-Texas Memorial Stadium - Austin Texas
225,225,4,09/15/18,07:30:00 PM,Sat,Texas A&M,48,,Louisiana-Monroe,10,Kyle Field - College Station Texas
226,226,4,09/15/18,04:15:00 PM,Sat,Texas Tech,63,,Houston,49,Jones AT&T Stadium - Lubbock Texas
227,227,4,09/15/18,12:00:00 PM,Sat,Troy,24,@,Nebraska,19,Memorial Stadium - Lincoln Nebraska
228,228,4,09/15/18,04:30:00 PM,Sat,Virginia,45,,Ohio,31,Vanderbilt Stadium - Nashville Tennessee
229,229,4,09/15/18,10:00:00 PM,Sat,(10) Washington,21,@,Utah,7,Rice-Eccles Stadium - Salt Lake City Utah
230,230,4,09/15/18,08:00:00 PM,Sat,Washington State,59,,Eastern Washington,24,Martin Stadium - Pullman Washington
231,231,4,09/15/18,07:00:00 PM,Sat,Western Michigan,68,,Delaware State,0,Waldo Stadium - Kalamazoo Michigan
232,232,4,09/15/18,04:00:00 PM,Sat,Wyoming,17,,Wofford,14,Jonah Field War Memorial Stadium - Laramie Wyoming
233,233,5,09/20/18,07:30:00 PM,Thu,Temple,31,,Tulsa,17,Lincoln Financial Field - Philadelphia Pennsylvania
234,234,5,09/21/18,07:00:00 PM,Fri,(16) Central Florida,56,,Florida Atlantic,36,Spectrum Stadium - Orlando Florida
235,235,5,09/21/18,09:00:00 PM,Fri,(10) Penn State,63,@,Illinois,24,Memorial Stadium - Champaign Illinois
236,236,5,09/21/18,10:30:00 PM,Fri,Southern California,39,,Washington State,36,Los Angeles Memorial Coliseum - Los Angeles California
237,237,5,09/22/18,03:30:00 PM,Sat,(1) Alabama,45,,(22) Texas A&M,23,Bryant-Denny Stadium - Tuscaloosa Alabama
238,238,5,09/22/18,,Sat,Appalachian State,72,,Gardner-Webb,7,Kidd Brewer Stadium - Boone North Carolina
239,239,5,09/22/18,04:00:00 PM,Sat,Arizona,35,@,Oregon State,14,Reser Stadium - Corvallis Oregon
240,240,5,09/22/18,,Sat,Arkansas State,27,,Nevada-Las Vegas,20,Centennial Bank Stadium - Jonesboro Arkansas
241,241,5,09/22/18,07:30:00 PM,Sat,(9) Auburn,34,,Arkansas,3,Jordan-Hare Stadium - Auburn Alabama
242,242,5,09/22/18,03:30:00 PM,Sat,Baylor,26,,Kansas,7,McLane Stadium - Waco Texas
243,243,5,09/22/18,,Sat,(25) Brigham Young,30,,McNeese State,3,LaVell Edwards Stadium - Provo Utah
244,244,5,09/22/18,12:00:00 PM,Sat,Buffalo,42,@,Rutgers,13,High Point Solutions Stadium - Piscataway New Jersey
245,245,5,09/22/18,03:00:00 PM,Sat,Central Michigan,17,,Maine,5,Kelly/Shorts Stadium - Mount Pleasant Michigan
246,246,5,09/22/18,12:00:00 PM,Sat,Cincinnati,34,,Ohio,30,Nippert Stadium - Cincinnati Ohio
247,247,5,09/22/18,03:30:00 PM,Sat,(3) Clemson,49,@,Georgia Tech,21,Bobby Dodd Stadium - Atlanta Georgia
248,248,5,09/22/18,07:00:00 PM,Sat,Coastal Carolina,30,@,Louisiana,28,Cajun Field - Lafayette Louisiana
249,249,5,09/22/18,03:30:00 PM,Sat,Duke,55,,North Carolina Central,13,Wallace Wade Stadium - Durham North Carolina
250,250,5,09/22/18,07:00:00 PM,Sat,Florida,47,@,Tennessee,21,Neyland Stadium - Knoxville Tennessee
251,251,5,09/22/18,03:30:00 PM,Sat,Florida State,37,,Northern Illinois,19,Doak Campbell Stadium - Tallahassee Florida
252,252,5,09/22/18,12:00:00 PM,Sat,(2) Georgia,43,@,Missouri,29,Memorial Stadium/Faurot Field - Columbia Missouri
253,253,5,09/22/18,11:59:00 PM,Sat,Hawaii,42,,Duquesne,21,Aloha Stadium - Honolulu Hawaii
254,254,5,09/22/18,08:00:00 PM,Sat,Houston,70,,Texas Southern,14,TDECU Stadium - Houston Texas
255,255,5,09/22/18,03:00:00 PM,Sat,Illinois State,35,@,Colorado State,19,Sonny Lubick Field at Canvas Stadium - Fort Collins Colorado
256,256,5,09/22/18,12:00:00 PM,Sat,Iowa State,26,,Akron,13,Jack Trice Stadium - Ames Iowa
257,257,5,09/22/18,07:00:00 PM,Sat,Kentucky,28,,(14) Mississippi State,7,Kroger Field - Lexington Kentucky
258,258,5,09/22/18,,Sat,(6) Louisiana State,38,,Louisiana Tech,21,Tiger Stadium - Baton Rouge Louisiana
259,259,5,09/22/18,12:00:00 PM,Sat,Maryland,42,,Minnesota,13,Capital One Field at Maryland Stadium - College Park Maryland
260,260,5,09/22/18,03:30:00 PM,Sat,Massachusetts,49,,Charlotte,31,Warren McGuirk Alumni Stadium - Amherst Massachusetts
261,261,5,09/22/18,08:00:00 PM,Sat,Memphis,52,,South Alabama,35,Liberty Bowl Memorial Stadium - Memphis Tennessee
262,262,5,09/22/18,03:30:00 PM,Sat,(21) Miami (FL),31,,Florida International,17,Hard Rock Stadium - Miami Gardens Florida
263,263,5,09/22/18,03:00:00 PM,Sat,Miami (OH),38,@,Bowling Green State,23,Doyt Perry Stadium - Bowling Green Ohio
264,264,5,09/22/18,12:00:00 PM,Sat,(19) Michigan,56,,Nebraska,10,Michigan Stadium - Ann Arbor Michigan
265,265,5,09/22/18,07:30:00 PM,Sat,(24) Michigan State,35,@,Indiana,21,"Memorial Stadium ""The Rock"" - Bloomington Indiana"
266,266,5,09/22/18,,Sat,Mississippi,38,,Kent State,17,Vaught-Hemingway Stadium - Oxford Mississippi
267,267,5,09/22/18,07:30:00 PM,Sat,New Mexico State,27,@,Texas-El Paso,20,Sun Bowl - El Paso Texas
268,268,5,09/22/18,12:20:00 PM,Sat,North Carolina,38,,Pittsburgh,35,Kenan Memorial Stadium - Chapel Hill North Carolina
269,269,5,09/22/18,07:00:00 PM,Sat,North Carolina State,37,@,Marshall,20,Joan C. Edwards Stadium - Huntington West Virginia
270,270,5,09/22/18,06:00:00 PM,Sat,North Texas,47,@,Liberty,7,Williams Stadium - Lynchburg Virginia
271,271,5,09/22/18,12:00:00 PM,Sat,(8) Notre Dame,56,@,Wake Forest,27,BB&T Field - Winston-Salem North Carolina
272,272,5,09/22/18,03:30:00 PM,Sat,(4) Ohio State,49,,Tulane,6,Ohio Stadium - Columbus Ohio
273,273,5,09/22/18,07:00:00 PM,Sat,(5) Oklahoma,28,,Army,21,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
274,274,5,09/22/18,03:30:00 PM,Sat,Old Dominion,49,,(13) Virginia Tech,35,Foreman Field at S.B. Ballard Stadium - Norfolk Virginia
275,275,5,09/22/18,12:00:00 PM,Sat,Purdue,30,,(23) Boston College,13,Ross-Ade Stadium - West Lafayette Indiana
276,276,5,09/22/18,10:30:00 PM,Sat,San Diego State,23,,Eastern Michigan,20,SDCCU Stadium - San Diego California
277,277,5,09/22/18,04:00:00 PM,Sat,South Carolina,37,@,Vanderbilt,14,Vanderbilt Stadium - Nashville Tennessee
278,278,5,09/22/18,08:00:00 PM,Sat,South Florida,20,,East Carolina,13,Raymond James Stadium - Tampa Florida
279,279,5,09/22/18,12:00:00 PM,Sat,Southern Methodist,31,,Navy,30,Gerald J. Ford Stadium - Dallas Texas
280,280,5,09/22/18,07:00:00 PM,Sat,Southern Mississippi,40,,Rice,22,M. M. Roberts Stadium - Hattiesburg Mississippi
281,281,5,09/22/18,08:00:00 PM,Sat,(7) Stanford,38,@,(20) Oregon,31,Autzen Stadium - Eugene Oregon
282,282,5,09/22/18,04:00:00 PM,Sat,Syracuse,51,,Connecticut,21,Carrier Dome - Syracuse New York
283,283,5,09/22/18,04:30:00 PM,Sat,Texas,31,,(17) Texas Christian,16,Darrell K Royal-Texas Memorial Stadium - Austin Texas
284,284,5,09/22/18,07:00:00 PM,Sat,Texas Tech,41,@,(15) Oklahoma State,17,Boone Pickens Stadium - Stillwater Oklahoma
285,285,5,09/22/18,07:00:00 PM,Sat,Texas-San Antonio,25,,Texas State,21,Alamodome - San Antonio Texas
286,286,5,09/22/18,12:00:00 PM,Sat,Toledo,63,,Nevada,44,Glass Bowl - Toledo Ohio
287,287,5,09/22/18,07:00:00 PM,Sat,Troy,35,@,Louisiana-Monroe,27,Malone Stadium - Monroe Louisiana
288,288,5,09/22/18,,Sat,Utah State,42,,Air Force,32,Merlin Olsen Field at Maverik Stadium - Logan Utah
289,289,5,09/22/18,12:30:00 PM,Sat,Virginia,27,,Louisville,3,Scott Stadium - Charlottesville Virginia
290,290,5,09/22/18,10:30:00 PM,Sat,(10) Washington,27,,Arizona State,20,Husky Stadium - Seattle Washington
291,291,5,09/22/18,03:30:00 PM,Sat,(12) West Virginia,35,,Kansas State,6,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
292,292,5,09/22/18,03:00:00 PM,Sat,Western Kentucky,28,@,Ball State,20,Scheumann Stadium - Muncie Indiana
293,293,5,09/22/18,02:00:00 PM,Sat,Western Michigan,34,@,Georgia State,15,Georgia State Stadium - Atlanta Georgia
294,294,5,09/22/18,,Sat,(18) Wisconsin,28,@,Iowa,17,Kinnick Stadium - Iowa City Iowa
295,295,6,09/27/18,08:00:00 PM,Thu,(16) Miami (FL),47,,North Carolina,10,Hard Rock Stadium - Miami Gardens Florida
296,296,6,09/28/18,09:00:00 PM,Fri,Colorado,38,,UCLA,16,Folsom Field - Boulder Colorado
297,297,6,09/28/18,08:00:00 PM,Fri,Tulane,40,,Memphis,24,Yulman Stadium - New Orleans Louisiana
298,298,6,09/29/18,12:00:00 PM,Sat,(1) Alabama,56,,Louisiana,14,Bryant-Denny Stadium - Tuscaloosa Alabama
299,299,6,09/29/18,07:00:00 PM,Sat,Alabama-Birmingham,28,,Charlotte,7,Legion Field - Birmingham Alabama
300,300,6,09/29/18,03:30:00 PM,Sat,Appalachian State,52,,South Alabama,7,Kidd Brewer Stadium - Boone North Carolina
301,301,6,09/29/18,10:00:00 PM,Sat,Arizona State,52,,Oregon State,24,Sun Devil Stadium - Tempe Arizona
302,302,6,09/29/18,12:00:00 PM,Sat,Army,42,@,Buffalo,13,UB Stadium - Buffalo New York
303,303,6,09/29/18,04:00:00 PM,Sat,(10) Auburn,24,,Southern Mississippi,13,Jordan-Hare Stadium - Auburn Alabama
304,304,6,09/29/18,,Sat,Ball State,52,,Kent State,24,Scheumann Stadium - Muncie Indiana
305,305,6,09/29/18,07:00:00 PM,Sat,Boise State,34,@,Wyoming,14,Jonah Field War Memorial Stadium - Laramie Wyoming
306,306,6,09/29/18,12:00:00 PM,Sat,Boston College,45,,Temple,35,Alumni Stadium - Chestnut Hill Massachusetts
307,307,6,09/29/18,03:30:00 PM,Sat,(13) Central Florida,45,,Pittsburgh,14,Spectrum Stadium - Orlando Florida
308,308,6,09/29/18,03:30:00 PM,Sat,Cincinnati,49,@,Connecticut,7,Pratt & Whitney Stadium at Rentschler Field - East Hartford Connecticut
309,309,6,09/29/18,12:00:00 PM,Sat,(3) Clemson,27,,Syracuse,23,Clemson Memorial Stadium - Clemson South Carolina
310,310,6,09/29/18,03:30:00 PM,Sat,East Carolina,37,,Old Dominion,35,Dowdy-Ficklen Stadium - Greenville North Carolina
311,311,6,09/29/18,06:00:00 PM,Sat,Florida,13,@,(23) Mississippi State,6,Davis Wade Stadium - Starkville Mississippi
312,312,6,09/29/18,07:30:00 PM,Sat,Florida International,55,,Arkansas-Pine Bluff,9,Riccardo Silva Stadium - Miami Florida
313,313,6,09/29/18,03:30:00 PM,Sat,Florida State,28,@,Louisville,24,Cardinal Stadium - Louisville Kentucky
314,314,6,09/29/18,10:30:00 PM,Sat,Fresno State,49,,Toledo,27,Bulldog Stadium - Fresno California
315,315,6,09/29/18,03:30:00 PM,Sat,(2) Georgia,38,,Tennessee,12,Sanford Stadium - Athens Georgia
316,316,6,09/29/18,,Sat,Georgia Southern,28,,Arkansas State,21,Allen E. Paulson Stadium - Statesboro Georgia
317,317,6,09/29/18,02:00:00 PM,Sat,Georgia State,46,,Louisiana-Monroe,14,Georgia State Stadium - Atlanta Georgia
318,318,6,09/29/18,12:00:00 PM,Sat,Georgia Tech,63,,Bowling Green State,17,Bobby Dodd Stadium - Atlanta Georgia
319,319,6,09/29/18,07:00:00 PM,Sat,Hawaii,44,@,San Jose State,41,CEFCU Stadium - San Jose California
320,320,6,09/29/18,12:00:00 PM,Sat,Indiana,24,@,Rutgers,17,High Point Solutions Stadium - Piscataway New Jersey
321,321,6,09/29/18,07:30:00 PM,Sat,(17) Kentucky,24,,South Carolina,10,Kroger Field - Lexington Kentucky
322,322,6,09/29/18,06:00:00 PM,Sat,Liberty,52,@,New Mexico,43,Dreamstyle Stadium - Albuquerque New Mexico
323,323,6,09/29/18,09:00:00 PM,Sat,(5) Louisiana State,45,,Mississippi,16,Tiger Stadium - Baton Rouge Louisiana
324,324,6,09/29/18,07:30:00 PM,Sat,Louisiana Tech,29,@,North Texas,27,Apogee Stadium - Denton Texas
325,325,6,09/29/18,07:30:00 PM,Sat,Marshall,20,@,Western Kentucky,17,Houchens Industries-L.T. Smith Stadium - Bowling Green Kentucky
326,326,6,09/29/18,04:30:00 PM,Sat,(14) Michigan,20,@,Northwestern,17,Ryan Field - Evanston Illinois
327,327,6,09/29/18,12:00:00 PM,Sat,(21) Michigan State,31,,Central Michigan,20,Spartan Stadium - East Lansing Michigan
328,328,6,09/29/18,07:00:00 PM,Sat,Middle Tennessee State,25,,Florida Atlantic,24,"Johnny ""Red"" Floyd Stadium - Murfreesboro Tennessee"
329,329,6,09/29/18,04:00:00 PM,Sat,Nevada,28,@,Air Force,25,Falcon Stadium - Colorado Springs Colorado
330,330,6,09/29/18,12:20:00 PM,Sat,North Carolina State,35,,Virginia,21,Carter-Finley Stadium - Raleigh North Carolina
331,331,6,09/29/18,06:00:00 PM,Sat,Northern Illinois,26,@,Eastern Michigan,23,Rynearson Stadium - Ypsilanti Michigan
332,332,6,09/29/18,07:30:00 PM,Sat,(8) Notre Dame,38,,(7) Stanford,17,Notre Dame Stadium - South Bend Indiana
333,333,6,09/29/18,02:00:00 PM,Sat,Ohio,58,,Massachusetts,42,Peden Stadium - Athens Ohio
334,334,6,09/29/18,07:30:00 PM,Sat,(4) Ohio State,27,@,(9) Penn State,26,Beaver Stadium - University Park Pennsylvania
335,335,6,09/29/18,03:30:00 PM,Sat,(6) Oklahoma,66,,Baylor,33,Gaylord Family - Oklahoma Memorial Stadium - Norman Oklahoma
336,336,6,09/29/18,12:00:00 PM,Sat,Oklahoma State,48,@,Kansas,28,Memorial Stadium - Lawrence Kansas
337,337,6,09/29/18,10:30:00 PM,Sat,(19) Oregon,42,@,(24) California,24,California Memorial Stadium - Berkeley California
338,338,6,09/29/18,03:30:00 PM,Sat,Purdue,42,@,Nebraska,28,Memorial Stadium - Lincoln Nebraska
339,339,6,09/29/18,10:30:00 PM,Sat,Southern California,24,@,Arizona,20,Arizona Stadium - Tucson Arizona
340,340,6,09/29/18,07:00:00 PM,Sat,Southern Methodist,63,,Houston Baptist,27,Gerald J. Ford Stadium - Dallas Texas
341,341,6,09/29/18,03:30:00 PM,Sat,(18) Texas,19,@,Kansas State,14,Bill Snyder Family Stadium - Manhattan Kansas
342,342,6,09/29/18,12:00:00 PM,Sat,Texas A&M,24,,Arkansas,17,AT&T Stadium - Arlington Texas
343,343,6,09/29/18,07:00:00 PM,Sat,Texas Christian,17,,Iowa State,14,Amon G. Carter Stadium - Fort Worth Texas
344,344,6,09/29/18,07:00:00 PM,Sat,Texas-San Antonio,30,,Texas-El Paso,21,Alamodome - San Antonio Texas
345,345,6,09/29/18,03:30:00 PM,Sat,Troy,45,,Coastal Carolina,21,Veterans Memorial Stadium - Troy Alabama
346,346,6,09/29/18,04:00:00 PM,Sat,Vanderbilt,31,,Tennessee State,27,Vanderbilt Stadium - Nashville Tennessee
347,347,6,09/29/18,07:00:00 PM,Sat,Virginia Tech,31,@,(22) Duke,14,Wallace Wade Stadium - Durham North Carolina
348,348,6,09/29/18,03:30:00 PM,Sat,Wake Forest,56,,Rice,24,BB&T Field - Winston-Salem North Carolina
349,349,6,09/29/18,08:30:00 PM,Sat,(11) Washington,35,,(20) Brigham Young,7,Husky Stadium - Seattle Washington
350,350,6,09/29/18,06:00:00 PM,Sat,Washington State,28,,Utah,24,Martin Stadium - Pullman Washington
351,351,6,09/29/18,12:00:00 PM,Sat,(12) West Virginia,42,@,(25) Texas Tech,34,Jones AT&T Stadium - Lubbock Texas
352,352,6,09/29/18,03:30:00 PM,Sat,Western Michigan,40,@,Miami (OH),39,Fred Yager Stadium - Oxford Ohio
353,353,7,10/04/18,08:00:00 PM,Thu,Houston,41,,Tulsa,26,TDECU Stadium - Houston Texas
354,354,7,10/04/18,07:30:00 PM,Thu,Troy,37,,Georgia State,20,Veterans Memorial Stadium - Troy Alabama
355,355,7,10/05/18,07:00:00 PM,Fri,Georgia Tech,66,@,Louisville,31,Cardinal Stadium - Louisville Kentucky
356,356,7,10/05/18,07:30:00 PM,Fri,Middle Tennessee State,34,@,Marshall,24,Joan C. Edwards Stadium - Huntington West Virginia
357,357,7,10/05/18,,Fri,Utah State,45,@,Brigham Young,20,LaVell Edwards Stadium - Provo Utah
358,358,7,10/06/18,03:30:00 PM,Sat,Air Force,35,,Navy,7,Falcon Stadium - Colorado Springs Colorado
359,359,7,10/06/18,12:00:00 PM,Sat,(1) Alabama,65,@,Arkansas,31,Donald W. Reynolds Razorback Stadium - Fayetteville Arkansas
360,360,7,10/06/18,07:00:00 PM,Sat,Alabama-Birmingham,28,@,Louisiana Tech,7,Joe Aillet Stadium - Ruston Louisiana
361,361,7,10/06/18,10:00:00 PM,Sat,Arizona,24,,California,17,Arizona Stadium - Tucson Arizona
362,362,7,10/06/18,03:30:00 PM,Sat,Baylor,37,,Kansas State,34,McLane Stadium - Waco Texas
363,363,7,10/06/18,12:00:00 PM,Sat,Buffalo,34,@,Central Michigan,24,Kelly/Shorts Stadium - Mount Pleasant Michigan
364,364,7,10/06/18,07:00:00 PM,Sat,(12) Central Florida,48,,Southern Methodist,20,Spectrum Stadium - Orlando Florida
365,365,7,10/06/18,12:00:00 PM,Sat,Cincinnati,37,,Tulane,21,Nippert Stadium - Cincinnati Ohio
366,366,7,10/06/18,03:30:00 PM,Sat,(4) Clemson,63,@,Wake Forest,3,BB&T Field - Winston-Salem North Carolina
367,367,7,10/06/18,04:00:00 PM,Sat,(21) Colorado,28,,Arizona State,21,Folsom Field - Boulder Colorado
368,368,7,10/06/18,10:30:00 PM,Sat,Colorado State,42,@,San Jose State,30,CEFCU Stadium - San Jose California
369,369,7,10/06/18,03:30:00 PM,Sat,(20) Florida,27,,(5) Louisiana State,19,Ben Hill Griffin Stadium - Gainesville Florida
370,370,7,10/06/18,05:00:00 PM,Sat,Florida Atlantic,52,,Old Dominion,33,FAU Football Stadium - Boca Raton Florida
371,371,7,10/06/18,10:30:00 PM,Sat,Fresno State,21,@,Nevada,3,MacKay Stadium - Reno Nevada
372,372,7,10/06/18,07:30:00 PM,Sat,(2) Georgia,41,,Vanderbilt,13,Sanford Stadium - Athens Georgia
373,373,7,10/06/18,03:30:00 PM,Sat,Georgia Southern,48,,South Alabama,13,Allen E. Paulson Stadium - Statesboro Georgia
374,374,7,10/06/18,11:59:00 PM,Sat,Hawaii,17,,Wyoming,13,Aloha Stadium - Honolulu Hawaii
375,375,7,10/06/18,12:00:00 PM,Sat,Illinois,38,@,Rutgers,17,High Point Solutions Stadium - Piscataway New Jersey
376,376,7,10/06/18,,Sat,Iowa,48,@,Minnesota,31,TCF Bank Stadium - Minneapolis Minnesota
377,377,7,10/06/18,03:30:00 PM,Sat,Iowa State,48,@,(25) Oklahoma State,42,Boone Pickens Stadium - Stillwater Oklahoma
378,378,7,10/06/18,07:00:00 PM,Sat,Louisiana,42,@,Texas State,27,Bobcat Stadium - San Marcos Texas
379,379,7,10/06/18,07:00:00 PM,Sat,Memphis,55,,Connecticut,14,Liberty Bowl Memorial Stadium - Memphis Tennessee
380,380,7,10/06/18,03:30:00 PM,Sat,(17) Miami (FL),28,,Florida State,27,Hard Rock Stadium - Miami Gardens Florida
381,381,7,10/06/18,03:30:00 PM,Sat,Miami (OH),41,@,Akron,17,InfoCision Stadium - Akron Ohio
382,382,7,10/06/18,12:00:00 PM,Sat,(15) Michigan,42,,Maryland,21,Michigan Stadium - Ann Arbor Michigan
383,383,7,10/06/18,04:00:00 PM,Sat,Mississippi,70,,Louisiana-Monroe,21,Vaught-Hemingway Stadium - Oxford Mississippi
384,384,7,10/06/18,07:30:00 PM,Sat,Mississippi State,23,,(8) Auburn,9,Davis Wade Stadium - Starkville Mississippi
385,385,7,10/06/18,04:00:00 PM,Sat,New Mexico,50,@,Nevada-Las Vegas,14,Sam Boyd Stadium - Las Vegas Nevada
386,386,7,10/06/18,08:00:00 PM,Sat,New Mexico State,49,,Liberty,41,Aggie Memorial Stadium - Las Cruces New Mexico
387,387,7,10/06/18,12:30:00 PM,Sat,(23) North Carolina State,28,,Boston College,23,Carter-Finley Stadium - Raleigh North Carolina
388,388,7,10/06/18,07:30:00 PM,Sat,North Texas,27,@,Texas-El Paso,24,Sun Bowl - El Paso Texas
389,389,7,10/06/18,03:00:00 PM,Sat,Northern Illinois,24,@,Ball State,16,Scheumann Stadium - Muncie Indiana
390,390,7,10/06/18,12:00:00 PM,Sat,Northwestern,29,@,(20) Michigan State,19,Spartan Stadium - East Lansing Michigan
391,391,7,10/06/18,08:00:00 PM,Sat,(6) Notre Dame,45,@,(24) Virginia Tech,23,Lane Stadium - Blacksburg Virginia
392,392,7,10/06/18,,Sat,Ohio,27,@,Kent State,26,Dix Stadium - Kent Ohio
393,393,7,10/06/18,04:00:00 PM,Sat,(3) Ohio State,49,,Indiana,26,Ohio Stadium - Columbus Ohio
394,394,7,10/06/18,12:20:00 PM,Sat,Pittsburgh,44,,Syracuse,37,Heinz Field - Pittsburgh Pennsylvania
395,395,7,10/06/18,03:30:00 PM,Sat,San Diego State,19,@,Boise State,13,Albertsons Stadium - Boise Idaho
396,396,7,10/06/18,12:00:00 PM,Sat,South Carolina,37,,Missouri,35,Williams-Brice Stadium - Columbia South Carolina
397,397,7,10/06/18,03:30:00 PM,Sat,South Florida,58,@,Massachusetts,42,Warren McGuirk Alumni Stadium - Amherst Massachusetts
398,398,7,10/06/18,12:00:00 PM,Sat,Temple,49,,East Carolina,6,Lincoln Financial Field - Philadelphia Pennsylvania
399,399,7,10/06/18,12:00:00 PM,Sat,(19) Texas,48,,(7) Oklahoma,45,Cotton Bowl - Dallas Texas
400,400,7,10/06/18,07:00:00 PM,Sat,Texas A&M,20,,(13) Kentucky,14,Kyle Field - College Station Texas
401,401,7,10/06/18,07:00:00 PM,Sat,Texas-San Antonio,20,@,Rice,3,Rice Stadium - Houston Texas
402,402,7,10/06/18,03:30:00 PM,Sat,Toledo,52,,Bowling Green State,36,Glass Bowl - Toledo Ohio
403,403,7,10/06/18,10:30:00 PM,Sat,Utah,40,@,(14) Stanford,21,Stanford Stadium - Stanford California
404,404,7,10/06/18,07:30:00 PM,Sat,(10) Washington,31,@,UCLA,24,Rose Bowl - Pasadena California
405,405,7,10/06/18,09:00:00 PM,Sat,Washington State,56,@,Oregon State,37,Reser Stadium - Corvallis Oregon
406,406,7,10/06/18,12:00:00 PM,Sat,(9) West Virginia,38,,Kansas,22,Mountaineer Field at Milan Puskar Stadium - Morgantown West Virginia
407,407,7,10/06/18,12:00:00 PM,Sat,Western Michigan,27,,Eastern Michigan,24,Waldo Stadium - Kalamazoo Michigan
408,408,7,10/06/18,07:30:00 PM,Sat,(16) Wisconsin,41,,Nebraska,24,Camp Randall Stadium - Madison Wisconsin
409,409,8,10/09/18,,Tue,Appalachian State,35,@,Arkansas State,9,Centennial Bank Stadium - Jonesboro Arkansas
410,410,8,10/11/18,07:30:00 PM,Thu,Georgia Southern,15,@,Texas State,13,Bobcat Stadium - San Marcos Texas
411,411,8,10/11/18,07:30:00 PM,Thu,Texas Tech,17,@,Texas Christian,14,Amon G. Carter Stadium - Fort Worth Texas
412,412,8,10/12/18,09:00:00 PM,Fri,San Diego State,21,,Air Force,17,SDCCU Stadium - San Diego California
413,413,8,10/12/18,07:01:00 PM,Fri,(23) South Florida,25,@,Tulsa,24,Skelly Field at H.A. Chapman Stadium - Tulsa Oklahoma
414,414,8,10/12/18,10:00:00 PM,Fri,Utah,42,,Arizona,10,Rice-Eccles Stadium - Salt Lake City Utah
415,415,8,10/13/18,07:00:00 PM,Sat,(1) Alabama,39,,Missouri,10,Bryant-Denny Stadium - Tuscaloosa Alabama
416,416,8,10/13/18,01:00:00 PM,Sat,Alabama-Birmingham,42,@,Rice,0,Rice Stadium - Houston Texas
417,417,8,10/13/18,03:30:00 PM,Sat,Army,52,,San Jose State,3,Levi's Stadium - Santa Clara California
418,418,8,10/13/18,03:00:00 PM,Sat,Ball State,24,@,Central Michigan,23,Kelly/Shorts Stadium - Mount Pleasant Michigan
419,419,8,10/13/18,10:30:00 PM,Sat,Boise State,31,@,Nevada,27,MacKay Stadium - Reno Nevada
420,420,8,10/13/18,12:30:00 PM,Sat,Boston College,38,,Louisville,20,Alumni Stadium - Chestnut Hill Massachusetts
421,421,8,10/13/18,10:15:00 PM,Sat,Brigham Young,49,,Hawaii,23,LaVell Edwards Stadium - Provo Utah
422,422,8,10/13/18,12:00:00 PM,Sat,Buffalo,24,,Akron,6,UB Stadium - Buffalo New York
423,423,8,10/13/18,03:30:00 PM,Sat,(10) Central Florida,31,@,Memphis,30,Liberty Bowl Memorial Stadium - Memphis Tennessee
424,424,8,10/13/18,03:30:00 PM,Sat,Charlotte,40,,Western Kentucky,14,Jerry Richardson Stadium - Charlotte North Carolina
425,425,8,10/13/18,04:00:00 PM,Sat,Colorado State,20,,New Mexico,18,Sonny Lubick Field at Canvas Stadium - Fort Collins Colorado
426,426,8,10/13/18,12:20:00 PM,Sat,Duke,28,@,Georgia Tech,14,Bobby Dodd Stadium - Atlanta Georgia
427,427,8,10/13/18,12:00:00 PM,Sat,Eastern Michigan,28,,Toledo,26,Rynearson Stadium - Ypsilanti Michigan
428,428,8,10/13/18,12:00:00 PM,Sat,(14) Florida,37,@,Vanderbilt,27,Vanderbilt Stadium - Nashville Tennessee
