"Team","X","Opponent","Date","Game.ID","Off.Pct","Off.Pass.Avg","Off.Rush.Avg","Off.Tot.Avg","Off.X1stDowns.PerPos","Off.X1stDowns.Avg","Off.Tot.TD","Off.TD.PossPct","Off.Points","Off.Points.PerPos","Off.FG.","Off.FGA.PossPct","Off.FGM.PossPct","Off.FGF.PossPct","Off.XP.","Off.XPM.PossPct","Off.XPF.PossPct","Off.Scoring.PossPct","Off.NonScoring.PossPct","Off.Negative.PossPct","Off.X3rdDown..Conversion..","Off.X4thDown..Conversion..","Off.RedZone..TD..","Off.Minus.Def.Points.Margin","Off.Minus.Def.Points.Margin.PerPos","Off.Minus.Def.TD.Margin","Off.Minus.Def.TD.Margin.PerPos","Off.Minus.Def.Yds.Margin.Avg","Def.Sfty","Def.Sfty.PossPct","Def.QB.Hurries","Def.QB.Hurries.PerPos","Def.QB.Hurries.Avg","Def.KicksPunts.Blocked","Def.KicksPunts.Blocked.Pct","Def.Tackles.Solo.Avg","Def.Tackles.Ast.Avg","Def.Tackles.Tot.Avg","Def.Tackles.Loss","Def.Tackles.Sk","Def.Tackles.Loss.PerPos","Def.Tackles.Sk.PerPos","Def.Tackles.Loss.Avg","Def.Tackles.Sk.Avg","Def.QB.Hurries.To.Pass.Att.Ratio","Def.Tackles.Sk.To.Pass.Att.Ratio","Def.Int.PD.PerPos","Def.Int.PD.Avg","Def.Fumbles.FF","Def.Fumbles.FF.PerPos","Def.Fumbles.FF.Avg","Def.Tot.TD.PossPct","Def.Tot.Pts.PerPos","Off.ST.Punting.Punts","Off_w_ST.Punt.PossPct","Off_w_ST.Punt.Sfty.PossPct","Off.ST.Punting.Avg","Off.ST.Return.TD","Off.ST.Return.Yds","Off.ST.Return.TD.PerRet","Off.ST.Return.Yds.PerRet","Off.ST.Return.TD.PossPct","Off.ST.Return.Yds.PerPos","Off_w_ST.Tot.TO","Off_w_ST.Tot.TO.PossPct","Off_w_ST.Tot.TO.NonScoring","Off_w_ST.Tot.TO.NonScoring.PossPct","Off_w_ST.Pts","Off_w_ST.Pts.PerPos","Off_w_ST.Yds.Avg","Off_w_ST.Yds","Off_w_ST.TD","Def_w_ST.Pts","Def_w_ST.Pts.PerPos","Def_w_ST.TD","Def_w_ST.TD.PossPct","Off_w_ST.Minus.Def_w_ST.Points.Margin","Off_w_ST.Minus.Def_w_ST.Points.Margin.PerPos","Off_w_ST.Minus.Def_w_ST.TD.Margin","Off_w_ST.Minus.Def_w_ST.TD.Margin.PerPos","Off_w_ST.Minus.Def_w_ST.Yds.Margin","Off_w_ST.Minus.Def_w_ST.Yds.Margin.Avg","Off_w_ST.TD.TO.Diff","Off_w_ST.Scoring.PossPct","Off_w_ST.FGM.PossPct","Off_w_ST.TD.PossPct","Off_w_ST.Empty.PossPct","Off_w_ST.FGF.PossPct","Off_w_ST.Negative.PossPct","Off_w_ST.Plays.PerPos","Homefield"
"Air Force","","Non-Major","2014-08-30",1,58.1,6.5,2.1,4.3,1.63636363636364,0.295081967213115,2,0.181818181818182,16,1.45454545454545,1,0.0909090909090909,0.0909090909090909,0,0.5,0.0909090909090909,0.0909090909090909,0.272727272727273,0.727272727272727,0.0909090909090909,25,0,66.67,14,1.27272727272727,2,0.181818181818182,4.31147540983607,1,0.0909090909090909,0,0,0,1,0.125,0.524590163934426,0.39344262295082,1.16666666666667,6,5,0.545454545454545,0.454545454545455,0.125,0.0819672131147541,0,0.161290322580645,0.0909090909090909,0.032258064516129,0,0,0,0,0.181818181818182,7,0.636363636363636,0.727272727272727,36.57,0,21,0,10.5,0,1.90909090909091,0,0,0,0,16,1.45454545454545,4.50793650793651,284,2,0,0,0,0,16,1.45454545454545,2,0.181818181818182,284,4.50793650793651,2,0.272727272727273,0.0909090909090909,0.181818181818182,0.727272727272727,0,0.0909090909090909,5.72727272727273,""
"Air Force","@","Wyoming","2014-09-06",2,62.2,7.6,1.96,5.3,1.25,0.238095238095238,2,0.166666666666667,17,1.41666666666667,1,0.0833333333333333,0.0833333333333333,0,1,0.166666666666667,0,0.25,0.75,0,28.57,0,66.67,17,1.41666666666667,2,0.166666666666667,5.28571428571429,0,0,0,0,0,0,0,0.634920634920635,0.253968253968254,1.14285714285714,6,0,0.5,0,0.122448979591837,0,0,0,0,0,0,0,0,0,0,8,0.666666666666667,0.666666666666667,41.5,0,29,0,9.66666666666667,0,2.41666666666667,0,0,0,0,17,1.41666666666667,5.48484848484848,362,2,0,0,0,0,17,1.41666666666667,2,0.166666666666667,362,5.48484848484848,2,0.25,0.0833333333333333,0.166666666666667,0.75,0,0,5.5,"@"
"Air Force","@","Georgia State","2014-09-13",3,61.9,9.9,4.54,8.2,2.36363636363636,0.388059701492537,5,0.454545454545455,38,3.45454545454545,1,0.0909090909090909,0.0909090909090909,0,1,0.454545454545455,0,0.545454545454545,0.454545454545455,0,50,50,66.67,38,3.45454545454545,5,0.454545454545455,8.1044776119403,0,0,0,0,0,0,0,0.582089552238806,0.208955223880597,1.01923076923077,4,3,0.363636363636364,0.272727272727273,0.0769230769230769,0.0447761194029851,0,0.0714285714285714,0.363636363636364,0.0952380952380952,0,0,0,0,0,3,0.272727272727273,0.272727272727273,35.67,0,106,0,21.2,0,9.63636363636364,1,0.0909090909090909,1,0.0909090909090909,38,3.45454545454545,9.09722222222222,655,5,0,0,0,0,38,3.45454545454545,5,0.454545454545455,649,9.01388888888889,4,0.545454545454545,0.0909090909090909,0.454545454545455,0.454545454545455,0,0,6.54545454545455,"@"
"Air Force","","Boise State","2014-09-27",4,51.7,6.4,3.34,5.4,1.41176470588235,0.275862068965517,2,0.117647058823529,14,0.823529411764706,0,0.0588235294117647,0,0.0588235294117647,1,0.117647058823529,0,0.117647058823529,0.882352941176471,0,38.89,33.33,50,14,0.823529411764706,2,0.117647058823529,4.71264367816092,0,0,0,0,0,1,0.25,0.448275862068966,0.275862068965517,1.06779661016949,6,2,0.352941176470588,0.117647058823529,0.101694915254237,0.0229885057471264,0,0.0344827586206897,0.235294117647059,0.0689655172413793,2,0.117647058823529,0.0338983050847458,0,0,3,0.176470588235294,0.176470588235294,42,0,118,0,16.8571428571429,0,6.94117647058824,7,0.411764705882353,7,0.411764705882353,14,0.823529411764706,6.22340425531915,585,2,0,0,0,0,14,0.823529411764706,2,0.117647058823529,528,5.61702127659574,-5,0.117647058823529,0,0.117647058823529,0.882352941176471,0.0588235294117647,0,5.52941176470588,""
"Air Force","","Navy","2014-10-04",5,50,8.9,4.56,5.5,1.81818181818182,0.28169014084507,3,0.272727272727273,21,1.90909090909091,0,0.0909090909090909,0,0.0909090909090909,1,0.272727272727273,0,0.272727272727273,0.727272727272727,0,37.5,100,50,21,1.90909090909091,3,0.272727272727273,5.53521126760563,0,0,0,0,0,0,0,0.492957746478873,0.591549295774648,1.22222222222222,9,3,0.818181818181818,0.272727272727273,0.142857142857143,0.0422535211267606,0,0.1875,0.181818181818182,0.125,0,0,0,0,0,5,0.454545454545455,0.454545454545455,44.6,0,1,0,1,0,0.0909090909090909,2,0.181818181818182,2,0.181818181818182,21,1.90909090909091,5.47222222222222,394,3,0,0,0,0,21,1.90909090909091,3,0.272727272727273,394,5.47222222222222,1,0.272727272727273,0,0.272727272727273,0.727272727272727,0.0909090909090909,0,6.54545454545455,""
"Air Force","@","Utah State","2014-10-11",6,71,10,2.75,6.6,1,0.23728813559322,4,0.285714285714286,34,2.42857142857143,1,0.142857142857143,0.142857142857143,0,1,0.285714285714286,0,0.428571428571429,0.571428571428571,0,35.71,0,66.67,34,2.42857142857143,4,0.285714285714286,6.57627118644068,0,0,0,0,0,1,0.125,0.338983050847458,0.949152542372881,1.52,10,4,0.714285714285714,0.285714285714286,0.2,0.0677966101694915,0,0.129032258064516,0.285714285714286,0.129032258064516,1,0.0714285714285714,0.02,0,0,6,0.428571428571429,0.428571428571429,36.5,0,81,0,27,0,5.78571428571429,1,0.0714285714285714,1,0.0714285714285714,34,2.42857142857143,7.56451612903226,469,4,0,0,0,0,34,2.42857142857143,4,0.285714285714286,469,7.56451612903226,3,0.428571428571429,0.142857142857143,0.285714285714286,0.571428571428571,0,0,4.42857142857143,"@"
"Air Force","","New Mexico","2014-10-18",7,40,3.2,7.06,6.3,1.07692307692308,0.225806451612903,3,0.230769230769231,25,1.92307692307692,1,0.0769230769230769,0.0769230769230769,0,1,0.307692307692308,0,0.307692307692308,0.692307692307692,0,26.67,50,0,25,1.92307692307692,3,0.230769230769231,6.29032258064516,0,0,0,0,0,0,0,0.5,0.709677419354839,1.33928571428571,5,2,0.384615384615385,0.153846153846154,0.0892857142857143,0.032258064516129,0,0.2,0.0769230769230769,0.1,0,0,0,0,0,5,0.384615384615385,0.384615384615385,42.8,0,34,0,17,0,2.61538461538462,2,0.153846153846154,2,0.153846153846154,25,1.92307692307692,6.625,424,3,0,0,0,0,25,1.92307692307692,3,0.230769230769231,424,6.625,1,0.307692307692308,0.0769230769230769,0.230769230769231,0.692307692307692,0,0,4.92307692307692,""
"Air Force","@","Army","2014-11-01",8,23.1,3.6,3.21,3.3,0.727272727272727,0.156862745098039,0,0,6,0.545454545454545,0.666666666666667,0.272727272727273,0.181818181818182,0.0909090909090909,0,0,0,0.181818181818182,0.818181818181818,0,8.33,50,0,6,0.545454545454545,0,0,3.31372549019608,0,0,0,0,0,0,0,0.745098039215686,0.392156862745098,1.41463414634146,8,4,0.727272727272727,0.363636363636364,0.195121951219512,0.0784313725490196,0,0.307692307692308,0.181818181818182,0.153846153846154,1,0.0909090909090909,0.024390243902439,0,0,6,0.545454545454545,0.545454545454545,37.67,0,30,0,10,0,2.72727272727273,1,0.0909090909090909,1,0.0909090909090909,6,0.545454545454545,3.68518518518519,199,0,0,0,0,0,6,0.545454545454545,0,0,199,3.68518518518519,-1,0.181818181818182,0.181818181818182,0,0.818181818181818,0.0909090909090909,0,4.90909090909091,"@"
"Air Force","@","Nevada-Las Vegas","2014-11-08",9,48.9,6.8,1.1,4.5,1.58333333333333,0.253333333333333,3,0.25,21,1.75,0,0,0,0,1,0.25,0,0.25,0.75,0,42.11,40,75,21,1.75,3,0.25,4.52,0,0,0,0,0,0,0,0.573333333333333,0.293333333333333,1.25,8,5,0.666666666666667,0.416666666666667,0.153846153846154,0.0666666666666667,0,0.111111111111111,0.166666666666667,0.0444444444444444,0,0,0,0,0,6,0.5,0.5,40,0,139,0,23.1666666666667,0,11.5833333333333,0,0,0,0,21,1.75,5.90123456790123,478,3,0,0,0,0,21,1.75,3,0.25,478,5.90123456790123,3,0.25,0,0.25,0.75,0,0,6.75,"@"
"Air Force","","Nevada","2014-11-15",10,66.7,7.6,4.96,6.1,2.45454545454545,0.333333333333333,5,0.454545454545455,38,3.45454545454545,1,0.0909090909090909,0.0909090909090909,0,1,0.454545454545455,0,0.545454545454545,0.454545454545455,0,52.94,60,50,38,3.45454545454545,5,0.454545454545455,6.14814814814815,0,0,0,0,0,0,0,0.469135802469136,0.592592592592593,1.2463768115942,4,0,0.363636363636364,0,0.0579710144927536,0,0,0,0.454545454545455,0.138888888888889,0,0,0,0,0,2,0.181818181818182,0.181818181818182,55.5,0,26,0,8.66666666666667,0,2.36363636363636,1,0.0909090909090909,1,0.0909090909090909,38,3.45454545454545,6.23809523809524,524,5,0,0,0,0,38,3.45454545454545,5,0.454545454545455,524,6.23809523809524,4,0.545454545454545,0.0909090909090909,0.454545454545455,0.454545454545455,0,0,7.63636363636364,""
