"","Rk","Wk","Date","Time","Day","Winner","Pts","","Loser","Pts.1","TV"
"265","262","4","Sep 20, 2014","3:30 PM","Sat","Rutgers","31","@","Navy","24","CBSSN"
"266","263","4","Sep 20, 2014","7:30 PM","Sat","South Carolina","48","@","Vanderbilt","34","SEC Network"
"267","264","4","Sep 20, 2014","7:00 PM","Sat","Southern Mississippi","21","","Appalachian State","20","American Sports Network"
"268","265","4","Sep 20, 2014","1:00 PM","Sat","Temple","59","","Non-Major","0","ESPN3.com"
"269","266","4","Sep 20, 2014","3:30 PM","Sat","Texas A&M","58","@","Southern Methodist","6","ABC (ESPN 2 mirror)"
"270","267","4","Sep 20, 2014","7:00 PM","Sat","Toledo","34","","Ball State","23","ESPN3.com"
"271","268","4","Sep 20, 2014","3:30 PM","Sat","Utah","26","@","Michigan","10","ABC (ESPN 2 mirror)"
"272","269","4","Sep 20, 2014","3:30 PM","Sat","Wake Forest","24","","Army","21","ESPN3.com"
"273","270","4","Sep 20, 2014","6:00 PM","Sat","Washington","45","","Georgia State","14","Pac-12 Network"
"274","271","4","Sep 20, 2014","7:00 PM","Sat","Western Michigan","45","","Non-Major","14","ESPN3.com"
"275","272","4","Sep 20, 2014","12:00 PM","Sat","Wisconsin","68","","Bowling Green State","17","ESPN 2"
"276","273","4","Sep 20, 2014","4:00 PM","Sat","Wyoming","20","","Florida Atlantic","19","Mountain West Network"
"278","274","5","Sep 25, 2014","7:30 PM","Thu","Georgia Southern","34","","Appalachian State","14","ESPN U"
"279","275","5","Sep 25, 2014","7:30 PM","Thu","Oklahoma State","45","","Texas Tech","35","ESPN"
"280","276","5","Sep 25, 2014","10:00 PM","Thu","UCLA","62","@","Arizona State","27","FS1"
"281","277","5","Sep 26, 2014","8:00 PM","Fri","Fresno State","35","@","New Mexico","24","ESPN 2"
"282","278","5","Sep 26, 2014","8:00 PM","Fri","Middle Tennessee State","41","@","Old Dominion","28","FS1"
"283","279","5","Sep 27, 2014","7:00 PM","Sat","Air Force","28","","Boise State","14","CBSSN"
"284","280","5","Sep 27, 2014","1:30 PM","Sat","Akron","21","@","Pittsburgh","10","ESPN3.com"
"285","281","5","Sep 27, 2014","4:00 PM","Sat","Auburn","45","","Louisiana Tech","17","SEC Network"
"286","282","5","Sep 27, 2014","8:00 PM","Sat","Baylor","49","@","Iowa State","28","FOX"
"287","283","5","Sep 27, 2014","3:00 PM","Sat","Bowling Green State","47","@","Massachusetts","42","ESPN3.com"
"288","284","5","Sep 27, 2014","3:30 PM","Sat","Buffalo","35","","Miami (OH)","27","ESPN3.com"
"289","285","5","Sep 27, 2014","4:00 PM","Sat","California","59","","Colorado","56","Pac-12 Network"
"290","286","5","Sep 27, 2014","7:00 PM","Sat","Clemson","50","","North Carolina","35","ESPN U"
"291","287","5","Sep 27, 2014","12:30 PM","Sat","Colorado State","24","@","Boston College","21","RSN, MSG, NESN, ROOT-PIT"
"292","288","5","Sep 27, 2014","5:00 PM","Sat","Florida Atlantic","41","","Texas-San Antonio","37","Sinclair Network"
"293","289","5","Sep 27, 2014","3:30 PM","Sat","Florida International","34","@","Alabama-Birmingham","20","ASN, CSN-BAY, CAL"
"294","290","5","Sep 27, 2014","3:30 PM","Sat","Florida State","56","@","North Carolina State","41","ABC (ESPN 2 mirror)"
"295","291","5","Sep 27, 2014","12:00 PM","Sat","Georgia","35","","Tennessee","32","ESPN"
"296","292","5","Sep 27, 2014","12:00 PM","Sat","Iowa","24","@","Purdue","10","Big Ten Network"
"297","293","5","Sep 27, 2014","12:00 PM","Sat","Kansas State","58","","Texas-El Paso","28","FSN, MSG+, MASN2, SSO"
"298","294","5","Sep 27, 2014","12:00 PM","Sat","Kentucky","17","","Vanderbilt","7","SEC Network"
"299","295","5","Sep 27, 2014","7:30 PM","Sat","Louisiana State","63","","New Mexico State","7","SEC Network"
"300","296","5","Sep 27, 2014","7:00 PM","Sat","Louisiana-Monroe","22","","Troy","20","ESPN3.com"
"301","297","5","Sep 27, 2014","3:30 PM","Sat","Louisville","20","","Wake Forest","10","ESPN U"
"302","298","5","Sep 27, 2014","1:30 PM","Sat","Maryland","37","@","Indiana","15","Big Ten Network"
"303","299","5","Sep 27, 2014","7:30 PM","Sat","Miami (FL)","22","","Duke","10","ESPN 2"
"304","300","5","Sep 27, 2014","12:00 PM","Sat","Michigan State","56","","Wyoming","14","ESPN 2"
"305","301","5","Sep 27, 2014","3:30 PM","Sat","Minnesota","30","@","Michigan","14","ABC"
"306","302","5","Sep 27, 2014","7:30 PM","Sat","Mississippi","24","","Memphis","3","FSN-FL, OH, DET, MW, SD"
"307","303","5","Sep 27, 2014","7:00 PM","Sat","Missouri","21","@","South Carolina","20","ESPN"
"308","304","5","Sep 27, 2014","9:00 PM","Sat","Nebraska","45","","Illinois","14","Big Ten Network"
"309","305","5","Sep 27, 2014","10:30 PM","Sat","Nevada","21","@","San Jose State","10","CBSSN"
"310","306","5","Sep 27, 2014","12:00 PM","Sat","Northwestern","29","@","Penn State","6","Big Ten Network"
"311","307","5","Sep 27, 2014","8:00 PM","Sat","Notre Dame","31","","Syracuse","15","ABC"
"312","308","5","Sep 27, 2014","2:00 PM","Sat","Ohio","34","","Non-Major","19","ESPN3.com"
"313","309","5","Sep 27, 2014","6:00 PM","Sat","Ohio State","50","","Cincinnati","28","Big Ten Network"
"314","310","5","Sep 27, 2014","7:00 PM","Sat","Rice","41","@","Southern Mississippi","23","FCS"
"315","311","5","Sep 27, 2014","12:00 PM","Sat","Rutgers","31","","Tulane","6","ESPNews"
"316","312","5","Sep 27, 2014","8:00 PM","Sat","San Diego State","34","","Nevada-Las Vegas","17","ESPN3.com"
"317","313","5","Sep 27, 2014","5:00 PM","Sat","South Alabama","34","@","Idaho","10","ESPN3.com"
"318","314","5","Sep 27, 2014","10:30 PM","Sat","Southern California","35","","Oregon State","10","ESPN"
"319","315","5","Sep 27, 2014","4:15 PM","Sat","Stanford","20","@","Washington","13","FOX"
"320","316","5","Sep 27, 2014","4:00 PM","Sat","Temple","36","@","Connecticut","10","ESPNews"
"321","317","5","Sep 27, 2014","4:00 PM","Sat","Texas","23","@","Kansas","0","FS1"
"322","318","5","Sep 27, 2014","3:30 PM","Sat","Texas A&M","35","","Arkansas","28","CBS"
"323","319","5","Sep 27, 2014","12:00 PM","Sat","Texas Christian","56","@","Southern Methodist","0","CBSSN"
"324","320","5","Sep 27, 2014","8:00 PM","Sat","Texas State","37","@","Tulsa","34","ESPNews"
"325","321","5","Sep 27, 2014","7:00 PM","Sat","Toledo","42","","Central Michigan","28","ESPN3.com"
"326","322","5","Sep 27, 2014","3:30 PM","Sat","Virginia","45","","Kent State","13","ESPN3.com"
"327","323","5","Sep 27, 2014","12:30 PM","Sat","Virginia Tech","35","","Western Michigan","17","ACC Network"
"328","324","5","Sep 27, 2014","8:00 PM","Sat","Washington State","28","@","Utah","27","Pac-12 Network"
"329","325","5","Sep 27, 2014","3:30 PM","Sat","Western Kentucky","36","@","Navy","27","CBSSN"
"330","326","5","Sep 27, 2014","12:00 PM","Sat","Wisconsin","27","","South Florida","10","ESPN U"
"331","327","5","Sep 27, 2014","1:00 PM","Sat","Non-Major","49","","Army","43","FCS-Atlantic"
"333","328","6","Oct 2, 2014","10:30 PM","Thu","Arizona","31","@","Oregon","24","ESPN"
"334","329","6","Oct 2, 2014","7:00 PM","Thu","Central Florida","17","@","Houston","12","ESPN"
"335","330","6","Oct 2, 2014","7:00 PM","Thu","Florida International","38","","Florida Atlantic","10","FSN"
"336","331","6","Oct 3, 2014","10:00 PM","Fri","Fresno State","24","","San Diego State","13","CBSSN"
"337","332","6","Oct 3, 2014","7:00 PM","Fri","Louisville","28","@","Syracuse","6","ESPN"
"338","333","6","Oct 3, 2014","10:26 PM","Fri","Utah State","35","@","Brigham Young","20","ESPN"
"339","334","6","Oct 4, 2014","3:30 PM","Sat","Air Force","30","","Navy","21","CBSSN"
"340","335","6","Oct 4, 2014","2:00 PM","Sat","Akron","31","","Eastern Michigan","6","ESPN3.com"
"341","336","6","Oct 4, 2014","7:00 PM","Sat","Alabama-Birmingham","42","@","Western Kentucky","39","C-USA Digital Network"
"342","337","6","Oct 4, 2014","7:30 PM","Sat","Arizona State","38","@","Southern California","34","FOX"
"343","338","6","Oct 4, 2014","7:00 PM","Sat","Arkansas State","28","","Louisiana-Monroe","14","ESPN3.com"
"344","339","6","Oct 4, 2014","12:00 PM","Sat","Army","33","","Ball State","24","CBSSN"
"345","340","6","Oct 4, 2014","7:00 PM","Sat","Auburn","41","","Louisiana State","7","ESPN"
"346","341","6","Oct 4, 2014","3:30 PM","Sat","Baylor","28","@","Texas","7","ABC"
"347","342","6","Oct 4, 2014","10:30 PM","Sat","Boise State","51","@","Nevada","46","CBSSN"
"348","343","6","Oct 4, 2014","3:30 PM","Sat","Bowling Green State","36","","Buffalo","35","ESPN Game Plan, ESPN3.com"
"349","344","6","Oct 4, 2014","10:30 PM","Sat","California","60","@","Washington State","59","Pac-12 Network"
"350","345","6","Oct 4, 2014","3:30 PM","Sat","Central Michigan","28","","Ohio","10","ESPN3.com"
"351","346","6","Oct 4, 2014","3:30 PM","Sat","Clemson","41","","North Carolina State","0","ESPN U"
"352","347","6","Oct 4, 2014","3:00 PM","Sat","Colorado State","42","","Tulsa","17","Mountain West Network"
"353","348","6","Oct 4, 2014","12:00 PM","Sat","East Carolina","45","","Southern Methodist","24","ESPN U"
"354","349","6","Oct 4, 2014","12:00 PM","Sat","Florida","10","@","Tennessee","9","SEC Network"
"355","350","6","Oct 4, 2014","3:30 PM","Sat","Florida State","43","","Wake Forest","3","ABC Regional"
"356","351","6","Oct 4, 2014","4:00 PM","Sat","Georgia","44","","Vanderbilt","17","SEC Network"
"357","352","6","Oct 4, 2014","8:00 PM","Sat","Georgia Southern","36","@","New Mexico State","28","FSN-SW, AZ+, ESPN3.com"
"358","353","6","Oct 4, 2014","7:30 PM","Sat","Georgia Tech","28","","Miami (FL)","17","ESPN 2"
"359","354","6","Oct 4, 2014","2:30 PM","Sat","Indiana","49","","North Texas","24","Big Ten Network"
"360","355","6","Oct 4, 2014","7:00 PM","Sat","Kansas State","45","","Texas Tech","13","ESPN U"
"361","356","6","Oct 4, 2014","7:30 PM","Sat","Kentucky","45","","South Carolina","38","SEC Network"
"362","357","6","Oct 4, 2014","7:00 PM","Sat","Louisiana","34","","Georgia State","31","ESPN3.com"
"363","358","6","Oct 4, 2014","7:00 PM","Sat","Louisiana Tech","55","","Texas-El Paso","3","FCS"
"364","359","6","Oct 4, 2014","12:00 PM","Sat","Marshall","56","@","Old Dominion","14","FSN, ROOT-NW, PIT, MSG+"
"365","360","6","Oct 4, 2014","7:00 PM","Sat","Memphis","41","@","Cincinnati","14","CBSSN"
"366","361","6","Oct 4, 2014","2:30 PM","Sat","Miami (OH)","42","","Massachusetts","41","ESPN3.com"
"367","362","6","Oct 4, 2014","8:00 PM","Sat","Michigan State","27","","Nebraska","22","ABC"
"368","363","6","Oct 4, 2014","12:00 PM","Sat","Middle Tennessee State","37","","Southern Mississippi","31","ASN, CSN-CHI"
"369","364","6","Oct 4, 2014","3:30 PM","Sat","Mississippi","23","","Alabama","17","CBS"
"370","365","6","Oct 4, 2014","12:00 PM","Sat","Mississippi State","48","","Texas A&M","31","ESPN"
"371","366","6","Oct 4, 2014","3:30 PM","Sat","New Mexico","21","@","Texas-San Antonio","9","ASN, CSN-CHI"
"372","367","6","Oct 4, 2014","5:00 PM","Sat","Northern Illinois","17","","Kent State","14","ESPN3.com"
"373","368","6","Oct 4, 2014","3:30 PM","Sat","Northwestern","20","","Wisconsin","14","ESPN 2"
"374","369","6","Oct 4, 2014","3:30 PM","Sat","Notre Dame","17","","Stanford","14","NBC"
"375","370","6","Oct 4, 2014","12:00 PM","Sat","Ohio State","52","@","Maryland","24","ABC"
"376","371","6","Oct 4, 2014","12:00 PM","Sat","Oklahoma State","37","","Iowa State","20","FS1"
"377","372","6","Oct 4, 2014","4:00 PM","Sat","Oregon State","36","@","Colorado","31","Pac-12 Network"
"378","373","6","Oct 4, 2014","12:00 PM","Sat","Purdue","38","@","Illinois","27","ESPN 2"
"379","374","6","Oct 4, 2014","7:00 PM","Sat","Rice","28","","Hawaii","14","ASN, CSN-BAY, TCN-PHI"
"380","375","6","Oct 4, 2014","7:00 PM","Sat","Rutgers","26","","Michigan","24","Big Ten Network"
"381","376","6","Oct 4, 2014","8:00 PM","Sat","San Jose State","33","","Nevada-Las Vegas","10","ESPNews"
"382","377","6","Oct 4, 2014","6:00 PM","Sat","South Alabama","47","@","Appalachian State","21","ESPN3.com"
"383","378","6","Oct 4, 2014","3:30 PM","Sat","Texas Christian","37","","Oklahoma","33","FOX"
"384","379","6","Oct 4, 2014","7:00 PM","Sat","Texas State","35","","Idaho","30","ESPN3.com"
"385","380","6","Oct 4, 2014","7:00 PM","Sat","Toledo","20","@","Western Michigan","19","ESPN3.com"
"386","381","6","Oct 4, 2014","10:30 PM","Sat","Utah","30","@","UCLA","28","ESPN"
"387","382","6","Oct 4, 2014","7:30 PM","Sat","Virginia","24","","Pittsburgh","19","RSN, YES, ROOT-PIT, STO"
"388","383","6","Oct 4, 2014","12:30 PM","Sat","Virginia Tech","34","@","North Carolina","17","ACC Network"
"389","384","6","Oct 4, 2014","4:00 PM","Sat","West Virginia","33","","Kansas","14","FSN, ROOT-PIT"
"391","385","7","Oct 9, 2014","7:30 PM","Thu","Central Florida","31","","Brigham Young","24","ESPN"
"392","386","7","Oct 10, 2014","10:00 PM","Fri","Nevada-Las Vegas","30","","Fresno State","27","CBSSN"
"393","387","7","Oct 10, 2014","9:30 PM","Fri","San Diego State","24","@","New Mexico","14","ESPN U"
"394","388","7","Oct 10, 2014","9:00 PM","Fri","Stanford","34","","Washington State","17","ESPN"
"395","389","7","Oct 11, 2014","2:00 PM","Sat","Akron","29","","Miami (OH)","19","ESPN3.com"
"396","390","7","Oct 11, 2014","6:00 PM","Sat","Alabama","14","@","Arkansas","13","ESPN"
"397","391","7","Oct 11, 2014","3:30 PM","Sat","Alabama-Birmingham","56","","North Texas","21","Sinclair, ASN"
"398","392","7","Oct 11, 2014","2:00 PM","Sat","Arkansas State","52","@","Georgia State","10","ESPN3.com"
"399","393","7","Oct 11, 2014","3:30 PM","Sat","Baylor","61","","Texas Christian","58","ESPN 2"
"400","394","7","Oct 11, 2014","3:30 PM","Sat","Boston College","30","@","North Carolina State","14","CSN, NESN, ROOT-NW, PIT"
"401","395","7","Oct 11, 2014","2:00 PM","Sat","Bowling Green State","31","@","Ohio","13","ESPN3.com"
"402","396","7","Oct 11, 2014","5:00 PM","Sat","Central Michigan","34","@","Northern Illinois","17","ESPN3.com"
"403","397","7","Oct 11, 2014","3:30 PM","Sat","Clemson","23","","Louisville","17","ESPN U"
"404","398","7","Oct 11, 2014","10:30 PM","Sat","Colorado State","31","@","Nevada","24","CBSSN"
"405","399","7","Oct 11, 2014","12:30 PM","Sat","Duke","31","@","Georgia Tech","25","ACC Network"
"406","400","7","Oct 11, 2014","7:00 PM","Sat","East Carolina","28","@","South Florida","17","ESPN U"
"407","401","7","Oct 11, 2014","1:00 PM","Sat","Eastern Michigan","37","","Buffalo","27","ESPN3.com"
"408","402","7","Oct 11, 2014","12:00 PM","Sat","Florida State","38","@","Syracuse","20","ESPN"
"409","403","7","Oct 11, 2014","12:00 PM","Sat","Georgia","34","@","Missouri","0","CBS"
"410","404","7","Oct 11, 2014","6:00 PM","Sat","Georgia Southern","47","","Idaho","24","ESPN3.com"
"411","405","7","Oct 11, 2014","11:59 PM","Sat","Hawaii","38","","Wyoming","28","Oceanic PPV, ROOT-RM"
"412","406","7","Oct 11, 2014","7:00 PM","Sat","Houston","28","@","Memphis","24","CBSSN"
"413","407","7","Oct 11, 2014","12:00 PM","Sat","Iowa","45","","Indiana","29","Big Ten Network"
"414","408","7","Oct 11, 2014","3:30 PM","Sat","Iowa State","37","","Toledo","30","Mediacom Cable"
"415","409","7","Oct 11, 2014","12:00 PM","Sat","Kentucky","48","","Louisiana-Monroe","14","SEC Network"
"416","410","7","Oct 11, 2014","3:30 PM","Sat","Non-Major","55","@","Appalachian State","48","ESPN3.com"
"417","411","7","Oct 11, 2014","7:30 PM","Sat","Louisiana State","30","@","Florida","27","SEC Network"
"418","412","7","Oct 11, 2014","12:00 PM","Sat","Marshall","49","","Middle Tennessee State","24","FSN, MSG+, ROOT-RM, SPO"
"419","413","7","Oct 11, 2014","2:00 PM","Sat","Massachusetts","40","@","Kent State","17","ESPN3.com"
"420","414","7","Oct 11, 2014","12:00 PM","Sat","Miami (FL)","55","","Cincinnati","34","MSG, NESN, ROOT-NW, PIT"
"421","415","7","Oct 11, 2014","7:00 PM","Sat","Michigan","18","","Penn State","13","ESPN"
"422","416","7","Oct 11, 2014","3:30 PM","Sat","Michigan State","45","@","Purdue","31","ABC"
"423","417","7","Oct 11, 2014","12:00 PM","Sat","Minnesota","24","","Northwestern","17","Big Ten Network"
"424","418","7","Oct 11, 2014","9:15 PM","Sat","Mississippi","35","@","Texas A&M","20","ESPN"
"425","419","7","Oct 11, 2014","3:39 PM","Sat","Mississippi State","38","","Auburn","23","CBS"
"426","420","7","Oct 11, 2014","3:30 PM","Sat","Navy","51","","Non-Major","14","CBSSN"
"427","421","7","Oct 11, 2014","3:30 PM","Sat","Notre Dame","50","","North Carolina","43","NBC"
"428","422","7","Oct 11, 2014","12:00 PM","Sat","Oklahoma","31","","Texas","26","ABC"
"429","423","7","Oct 11, 2014","4:00 PM","Sat","Oklahoma State","27","@","Kansas","20","FS1"
"430","424","7","Oct 11, 2014","3:30 PM","Sat","Oregon","42","@","UCLA","30","FOX"
"431","425","7","Oct 11, 2014","12:00 PM","Sat","Rice","41","@","Army","21","CBSSN"
"432","426","7","Oct 11, 2014","10:30 PM","Sat","Southern California","28","@","Arizona","26","ESPN 2"
"433","427","7","Oct 11, 2014","12:00 PM","Sat","Temple","35","","Tulsa","24","ESPNews"
"434","428","7","Oct 11, 2014","4:00 PM","Sat","Tennessee","45","","Non-Major","10","SEC Network"
"435","429","7","Oct 11, 2014","8:00 PM","Sat","Texas-El Paso","42","","Old Dominion","35","MyTVZ33, Sinclair"
"436","430","7","Oct 11, 2014","7:00 PM","Sat","Texas-San Antonio","16","","Florida International","13","FCS"
"437","431","7","Oct 11, 2014","3:00 PM","Sat","Troy","41","","New Mexico State","24","ESPN3.com"
"438","432","7","Oct 11, 2014","8:00 PM","Sat","Tulane","12","","Connecticut","3","ESPNews"
"439","433","7","Oct 11, 2014","10:15 PM","Sat","Utah State","34","","Air Force","16","ESPN U"
"440","434","7","Oct 11, 2014","7:30 PM","Sat","Vanderbilt","21","","Non-Major","20","FSN-DET, SW, SportSouth"
"441","435","7","Oct 11, 2014","6:00 PM","Sat","Washington","31","@","California","7","Pac-12 Network"
"442","436","7","Oct 11, 2014","12:00 PM","Sat","West Virginia","37","@","Texas Tech","34","FS1"
"443","437","7","Oct 11, 2014","3:00 PM","Sat","Western Michigan","42","@","Ball State","38","ESPN3.com"
"444","438","7","Oct 11, 2014","12:00 PM","Sat","Wisconsin","38","","Illinois","28","ESPN 2"
"446","439","8","Oct 14, 2014","8:00 PM","Tue","Louisiana","34","@","Texas State","10","ESPN 2"
"447","440","8","Oct 16, 2014","7:30 PM","Thu","Pittsburgh","21","","Virginia Tech","16","ESPN"
"448","441","8","Oct 16, 2014","10:00 PM","Thu","Utah","29","@","Oregon State","23","FS2"
"449","442","8","Oct 17, 2014","8:00 PM","Fri","Boise State","37","","Fresno State","27","ESPN"
"450","443","8","Oct 17, 2014","9:00 PM","Fri","Houston","31","","Temple","10","ESPN U"
"451","444","8","Oct 18, 2014","3:30 PM","Sat","Air Force","35","","New Mexico","31","ROOT-NW"
"452","445","8","Oct 18, 2014","3:30 PM","Sat","Alabama","59","","Texas A&M","0","CBS"
"453","446","8","Oct 18, 2014","3:00 PM","Sat","Appalachian State","53","@","Troy","14","ESPN3.com"
"454","447","8","Oct 18, 2014","10:30 PM","Sat","Arizona State","26","","Stanford","10","ESPN"
"455","448","8","Oct 18, 2014","3:30 PM","Sat","Ball State","32","@","Central Michigan","29","ESPN3.com"
"456","449","8","Oct 18, 2014","12:00 PM","Sat","Central Florida","20","","Tulane","13","ESPN U"
"457","450","8","Oct 18, 2014","3:30 PM","Sat","Cincinnati","41","@","Southern Methodist","3","CBSSN"
"458","451","8","Oct 18, 2014","3:30 PM","Sat","Clemson","17","@","Boston College","13","ESPN U"
"459","452","8","Oct 18, 2014","7:00 PM","Sat","Colorado State","16","","Utah State","13","CBSSN"
"460","453","8","Oct 18, 2014","12:30 PM","Sat","Duke","20","","Virginia","13","ACC Network"
"461","454","8","Oct 18, 2014","12:00 PM","Sat","Florida Atlantic","45","","Western Kentucky","38","Sinclair"
"462","455","8","Oct 18, 2014","8:00 PM","Sat","Florida State","31","","Notre Dame","27","ABC"
"463","456","8","Oct 18, 2014","4:00 PM","Sat","Georgia","45","","Arkansas","32","SEC Network"
"464","457","8","Oct 18, 2014","5:00 PM","Sat","Idaho","29","","New Mexico State","17","ESPN3.com"
"465","458","8","Oct 18, 2014","12:00 PM","Sat","Kansas State","31","@","Oklahoma","30","ESPN"
"466","459","8","Oct 18, 2014","3:30 PM","Sat","Kent State","39","","Army","17","ESPN3.com"
"467","460","8","Oct 18, 2014","7:30 PM","Sat","Louisiana State","41","","Kentucky","3","SEC Network"
"468","461","8","Oct 18, 2014","12:00 PM","Sat","Louisiana Tech","27","","Texas-San Antonio","20","FSN-MW, SW, AZ, W"
"469","462","8","Oct 18, 2014","3:30 PM","Sat","Louisville","30","","North Carolina State","18","FSN, YES, CSN-BAL"
"470","463","8","Oct 18, 2014","6:00 PM","Sat","Marshall","45","@","Florida International","13","American Sports Network"
"471","464","8","Oct 18, 2014","12:00 PM","Sat","Maryland","38","","Iowa","31","ESPN 2"
"472","465","8","Oct 18, 2014","3:00 PM","Sat","Massachusetts","36","","Eastern Michigan","14","ESPN3.com"
"473","466","8","Oct 18, 2014","3:30 PM","Sat","Michigan State","56","@","Indiana","17","ESPN"
"474","467","8","Oct 18, 2014","3:30 PM","Sat","Middle Tennessee State","34","","Alabama-Birmingham","22","FCS"
"475","468","8","Oct 18, 2014","12:00 PM","Sat","Minnesota","39","","Purdue","38","Big Ten Network"
"476","469","8","Oct 18, 2014","7:00 PM","Sat","Mississippi","34","","Tennessee","3","ESPN"
"477","470","8","Oct 18, 2014","7:00 PM","Sat","Missouri","42","@","Florida","13","ESPN 2"
"478","471","8","Oct 18, 2014","7:30 PM","Sat","Nebraska","38","@","Northwestern","17","Big Ten Network"
"479","472","8","Oct 18, 2014","10:15 PM","Sat","Nevada","42","@","Brigham Young","35","ESPN 2"
"480","473","8","Oct 18, 2014","7:00 PM","Sat","North Carolina","48","","Georgia Tech","43","ESPN U"
"481","474","8","Oct 18, 2014","5:00 PM","Sat","Northern Illinois","51","","Miami (OH)","41","ESPN3.com"
"482","475","8","Oct 18, 2014","2:00 PM","Sat","Ohio","23","","Akron","20","ESPN3.com"
"483","476","8","Oct 18, 2014","3:30 PM","Sat","Ohio State","56","","Rutgers","17","ABC (ESPN 2 mirror)"
"484","477","8","Oct 18, 2014","8:00 PM","Sat","Oregon","45","","Washington","20","FS1"
"485","478","8","Oct 18, 2014","10:30 PM","Sat","San Diego State","20","","Hawaii","10","CBSSN"
"486","479","8","Oct 18, 2014","4:00 PM","Sat","San Jose State","27","@","Wyoming","20","ESPN3.com"
"487","480","8","Oct 18, 2014","7:30 PM","Sat","South Alabama","30","","Georgia State","27","ESPN3.com"
"488","481","8","Oct 18, 2014","12:00 PM","Sat","South Carolina","41","","Non-Major","10","SEC Network"
"489","482","8","Oct 18, 2014","12:00 PM","Sat","South Florida","38","@","Tulsa","30","ESPNews"
"490","483","8","Oct 18, 2014","6:00 PM","Sat","Southern California","56","","Colorado","28","Pac-12 Network"
"491","484","8","Oct 18, 2014","7:00 PM","Sat","Southern Mississippi","30","@","North Texas","20","Sinclair"
"492","485","8","Oct 18, 2014","12:00 PM","Sat","Syracuse","30","@","Wake Forest","7","RSN, YES, FSN-S, PT, DET+"
"493","486","8","Oct 18, 2014","8:00 PM","Sat","Texas","48","","Iowa State","45","Longhorn Network"
"494","487","8","Oct 18, 2014","4:00 PM","Sat","Texas Christian","42","","Oklahoma State","9","FS1"
"495","488","8","Oct 18, 2014","3:30 PM","Sat","Texas Tech","34","","Kansas","21","FSN-FL, N, WI, SportSouth"
"496","489","8","Oct 18, 2014","3:30 PM","Sat","UCLA","36","@","California","34","ABC (ESPN 2 mirror)"
"497","490","8","Oct 18, 2014","12:00 PM","Sat","West Virginia","41","","Baylor","27","FS1"
"498","491","8","Oct 18, 2014","2:00 PM","Sat","Western Michigan","26","@","Bowling Green State","14","ESPN3.com"
"500","492","9","Oct 21, 2014","8:00 PM","Tue","Louisiana","55","","Arkansas State","40","ESPN 2"
"501","493","9","Oct 23, 2014","7:00 PM","Thu","East Carolina","31","","Connecticut","21","ESPN U"
"502","494","9","Oct 23, 2014","8:00 PM","Thu","Miami (FL)","30","@","Virginia Tech","6","ESPN"
"503","495","9","Oct 24, 2014","9:00 PM","Fri","Boise State","55","","Brigham Young","30","ESPN"
"504","496","9","Oct 24, 2014","7:00 PM","Fri","Cincinnati","34","","South Florida","17","ESPN 2"
"505","497","9","Oct 24, 2014","10:00 PM","Fri","Oregon","59","@","California","41","FS1"
"506","498","9","Oct 24, 2014","7:30 PM","Fri","South Alabama","27","","Troy","13","ESPN U"
"507","499","9","Oct 25, 2014","7:30 PM","Sat","Alabama","34","@","Tennessee","20","ESPN 2"
"508","500","9","Oct 25, 2014","6:00 PM","Sat","Arizona","59","@","Washington State","37","Pac-12 Network"
"509","501","9","Oct 25, 2014","10:45 PM","Sat","Arizona State","24","@","Washington","10","ESPN"
"510","502","9","Oct 25, 2014","12:00 PM","Sat","Arkansas","45","","Alabama-Birmingham","17","SEC Network"
"511","503","9","Oct 25, 2014","7:30 PM","Sat","Auburn","42","","South Carolina","35","SEC Network"
"512","504","9","Oct 25, 2014","2:00 PM","Sat","Ball State","35","","Akron","21","ESPN3.com"
"513","505","9","Oct 25, 2014","3:30 PM","Sat","Boston College","23","@","Wake Forest","17","RSN, YES, ROOT-PIT, STO"
"514","506","9","Oct 25, 2014","5:00 PM","Sat","Central Florida","34","","Temple","14","CBSSN"
"515","507","9","Oct 25, 2014","3:30 PM","Sat","Central Michigan","20","@","Buffalo","14","ESPN3.com"
"516","508","9","Oct 25, 2014","7:00 PM","Sat","Clemson","16","","Syracuse","6","ESPN U"
"517","509","9","Oct 25, 2014","7:00 PM","Sat","Colorado State","45","","Wyoming","31","ROOT-RM"
"518","510","9","Oct 25, 2014","2:00 PM","Sat","Georgia Southern","69","@","Georgia State","31","ESPN3.com"
"519","511","9","Oct 25, 2014","3:30 PM","Sat","Georgia Tech","56","@","Pittsburgh","28","ESPN U"
"520","512","9","Oct 25, 2014","12:00 PM","Sat","Illinois","28","","Minnesota","24","ESPN U"
"521","513","9","Oct 25, 2014","12:00 PM","Sat","Kansas State","23","","Texas","0","ESPN"
"522","514","9","Oct 25, 2014","7:15 PM","Sat","Louisiana State","10","","Mississippi","7","ESPN"
"523","515","9","Oct 25, 2014","3:30 PM","Sat","Louisiana Tech","31","@","Southern Mississippi","20","ASN, CSN-CHI, BAY"
"524","516","9","Oct 25, 2014","3:30 PM","Sat","Marshall","35","","Florida Atlantic","16","FS1"
"525","517","9","Oct 25, 2014","12:00 PM","Sat","Memphis","48","@","Southern Methodist","10","ESPNews"
"526","518","9","Oct 25, 2014","2:30 PM","Sat","Miami (OH)","10","","Kent State","3","ESPN3.com"
