"Team","X","Opponent","Date","Game.ID","Off.Pct","Off.Pass.Avg","Off.Rush.Avg","Off.Tot.Avg","Off.X1stDowns.PerPos","Off.X1stDowns.Avg","Off.Tot.TD","Off.TD.PossPct","Off.Points","Off.Points.PerPos","Off.FG.","Off.FGA.PossPct","Off.FGM.PossPct","Off.FGF.PossPct","Off.XP.","Off.XPM.PossPct","Off.XPF.PossPct","Off.Scoring.PossPct","Off.NonScoring.PossPct","Off.Negative.PossPct","Off.X3rdDown..Conversion..","Off.X4thDown..Conversion..","Off.RedZone..TD..","Off.Minus.Def.Points.Margin","Off.Minus.Def.Points.Margin.PerPos","Off.Minus.Def.TD.Margin","Off.Minus.Def.TD.Margin.PerPos","Off.Minus.Def.Yds.Margin.Avg","Def.Sfty","Def.Sfty.PossPct","Def.QB.Hurries","Def.QB.Hurries.PerPos","Def.QB.Hurries.Avg","Def.KicksPunts.Blocked","Def.KicksPunts.Blocked.Pct","Def.Tackles.Solo.Avg","Def.Tackles.Ast.Avg","Def.Tackles.Tot.Avg","Def.Tackles.Loss","Def.Tackles.Sk","Def.Tackles.Loss.PerPos","Def.Tackles.Sk.PerPos","Def.Tackles.Loss.Avg","Def.Tackles.Sk.Avg","Def.QB.Hurries.To.Pass.Att.Ratio","Def.Tackles.Sk.To.Pass.Att.Ratio","Def.Int.PD.PerPos","Def.Int.PD.Avg","Def.Fumbles.FF","Def.Fumbles.FF.PerPos","Def.Fumbles.FF.Avg","Def.Tot.TD.PossPct","Def.Tot.Pts.PerPos","Off.ST.Punting.Punts","Off_w_ST.Punt.PossPct","Off_w_ST.Punt.Sfty.PossPct","Off.ST.Punting.Avg","Off.ST.Return.TD","Off.ST.Return.Yds","Off.ST.Return.TD.PerRet","Off.ST.Return.Yds.PerRet","Off.ST.Return.TD.PossPct","Off.ST.Return.Yds.PerPos","Off_w_ST.Tot.TO","Off_w_ST.Tot.TO.PossPct","Off_w_ST.Tot.TO.NonScoring","Off_w_ST.Tot.TO.NonScoring.PossPct","Off_w_ST.Pts","Off_w_ST.Pts.PerPos","Off_w_ST.Yds.Avg","Off_w_ST.Yds","Off_w_ST.TD","Def_w_ST.Pts","Def_w_ST.Pts.PerPos","Def_w_ST.TD","Def_w_ST.TD.PossPct","Off_w_ST.Minus.Def_w_ST.Points.Margin","Off_w_ST.Minus.Def_w_ST.Points.Margin.PerPos","Off_w_ST.Minus.Def_w_ST.TD.Margin","Off_w_ST.Minus.Def_w_ST.TD.Margin.PerPos","Off_w_ST.Minus.Def_w_ST.Yds.Margin","Off_w_ST.Minus.Def_w_ST.Yds.Margin.Avg","Off_w_ST.TD.TO.Diff","Off_w_ST.Scoring.PossPct","Off_w_ST.FGM.PossPct","Off_w_ST.TD.PossPct","Off_w_ST.Empty.PossPct","Off_w_ST.FGF.PossPct","Off_w_ST.Negative.PossPct","Off_w_ST.Plays.PerPos","Homefield"
"Air Force","","Non-Major","2014-08-30",1,50,3.2,7.38,7.1,2.7,0.341772151898734,6,0.6,42,4.2,0,0.1,0,0.1,1,0.6,0,0.6,0.4,NA,50,66.67,85.71,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0.2,0.2,51.5,0,59,0,14.75,0,5.9,0,0,0,0,42,4.2,7.43373493975904,617,6,0,0,0,0,42,4.2,6,0.6,NA,NA,6,0.6,0,0.6,0.4,0.1,0,8.3,""
"Air Force","@","Wyoming","2014-09-06",2,53.1,7.1,2.9,4.5,1.5,0.25,1,0.0714285714285714,13,0.928571428571429,0.666666666666667,0.214285714285714,0.142857142857143,0.0714285714285714,1,0.0714285714285714,0,0.214285714285714,0.785714285714286,0,47.62,0,25,13,0.928571428571429,1,0.0714285714285714,4.48809523809524,0,0,0,0,0,0,0,0.642857142857143,0.333333333333333,1.18840579710145,7,2,0.5,0.142857142857143,0.101449275362319,0.0238095238095238,0,0.0625,0.142857142857143,0.0625,2,0.142857142857143,0.0289855072463768,0,0,6,0.428571428571429,0.428571428571429,46.33,0,4,0,4,0,0.285714285714286,2,0.142857142857143,2,0.142857142857143,13,0.928571428571429,4.48235294117647,381,1,0,0,0,0,13,0.928571428571429,1,0.0714285714285714,381,4.48235294117647,-1,0.214285714285714,0.142857142857143,0.0714285714285714,0.785714285714286,0.0714285714285714,0,6.07142857142857,"@"
"Air Force","@","Georgia State","2014-09-13",3,80,14.9,4.85,6.7,2.81818181818182,0.3875,6,0.545454545454545,48,4.36363636363636,1,0.181818181818182,0.181818181818182,0,1,0.545454545454545,0,0.727272727272727,0.272727272727273,0,61.54,100,66.67,48,4.36363636363636,6,0.545454545454545,6.7375,0,0,1,0.0909090909090909,0.0125,0,0,0.675,0.475,1.19480519480519,5,0,0.454545454545455,0,0.0649350649350649,0,0.0666666666666667,0,0,0,0,0,0,0,0,3,0.272727272727273,0.272727272727273,37.33,0,103,0,17.1666666666667,0,9.36363636363636,0,0,0,0,48,4.36363636363636,7.46511627906977,642,6,0,0,0,0,48,4.36363636363636,6,0.545454545454545,642,7.46511627906977,6,0.727272727272727,0.181818181818182,0.545454545454545,0.272727272727273,0,0,7.81818181818182,"@"
"Air Force","","Boise State","2014-09-27",4,41.7,4,4.78,4.7,1,0.222222222222222,3,0.1875,28,1.75,1,0.125,0.125,0,1,0.125,0,0.3125,0.6875,0,35.29,100,60,28,1.75,3,0.1875,4.65277777777778,0,0,0,0,0,0,0,0.527777777777778,0.555555555555556,1.2,4,0,0.25,0,0.0615384615384615,0,0,0,0.0625,0.0833333333333333,2,0.125,0.0307692307692308,0,0,9,0.5625,0.5625,45.22,0,0,0,0,0,0,2,0.125,2,0.125,28,1.75,4.65277777777778,335,3,0,0,0,0,28,1.75,3,0.1875,335,4.65277777777778,1,0.3125,0.125,0.1875,0.6875,0,0,4.5,""
"Air Force","","Navy","2014-10-04",5,70.6,9.8,4.13,5.6,1.63636363636364,0.276923076923077,4,0.363636363636364,30,2.72727272727273,1,0.0909090909090909,0.0909090909090909,0,1,0.272727272727273,0,0.454545454545455,0.545454545454545,0,40,100,75,30,2.72727272727273,4,0.363636363636364,5.6,0,0,0,0,0,0,0,0.584615384615385,0.584615384615385,1.26666666666667,2,0,0.181818181818182,0,0.0333333333333333,0,0,0,0.181818181818182,0.117647058823529,0,0,0,0,0,6,0.545454545454545,0.545454545454545,43.83,0,32,0,10.6666666666667,0,2.90909090909091,0,0,0,0,30,2.72727272727273,5.82352941176471,396,4,0,0,0,0,30,2.72727272727273,4,0.363636363636364,396,5.82352941176471,4,0.454545454545455,0.0909090909090909,0.363636363636364,0.545454545454545,0,0,6.18181818181818,""
"Air Force","@","Utah State","2014-10-11",6,51.7,7.7,3.04,4.7,1.38461538461538,0.225,1,0.0769230769230769,16,1.23076923076923,1,0.230769230769231,0.230769230769231,0,1,0.0769230769230769,0,0.307692307692308,0.692307692307692,0,44.44,100,20,16,1.23076923076923,1,0.0769230769230769,4.45,0,0,6,0.461538461538462,0.075,0,0,0.4375,0.775,1.46969696969697,8,2,0.615384615384615,0.153846153846154,0.121212121212121,0.025,0.206896551724138,0.0689655172413793,0.384615384615385,0.172413793103448,1,0.0769230769230769,0.0151515151515152,0,0,5,0.384615384615385,0.384615384615385,42,0,120,0,17.1428571428571,0,9.23076923076923,4,0.307692307692308,4,0.307692307692308,16,1.23076923076923,5.73563218390805,499,1,0,0,0,0,16,1.23076923076923,1,0.0769230769230769,476,5.47126436781609,-3,0.307692307692308,0.230769230769231,0.0769230769230769,0.692307692307692,0,0,6.69230769230769,"@"
"Air Force","","New Mexico","2014-10-18",7,55.6,17.7,3.64,5.2,1.76923076923077,0.27710843373494,5,0.384615384615385,35,2.69230769230769,0,0,0,0,1,0.384615384615385,0,0.384615384615385,0.615384615384615,0,50,33.33,75,35,2.69230769230769,5,0.384615384615385,5.1566265060241,0,0,0,0,0,0,0,0.602409638554217,0.55421686746988,1.21518987341772,5,2,0.384615384615385,0.153846153846154,0.0632911392405063,0.0240963855421687,0,0.222222222222222,0.153846153846154,0.222222222222222,1,0.0769230769230769,0.0126582278481013,0,0,5,0.384615384615385,0.384615384615385,41.2,0,18,0,9,0,1.38461538461538,1,0.0769230769230769,0,0,35,2.69230769230769,5.24705882352941,446,5,6,0.461538461538462,1,0.0769230769230769,29,2.23076923076923,4,0.307692307692308,446,5.24705882352941,4,0.384615384615385,0,0.384615384615385,0.615384615384615,0,0.0769230769230769,6.53846153846154,""
"Air Force","@","Army","2014-11-01",8,66.7,11.8,3.9,5.2,2.1,0.283783783783784,2,0.2,23,2.3,1,0.3,0.3,0,1,0.2,0,0.5,0.5,0,44.44,66.67,33.33,23,2.3,2,0.2,4.75675675675676,0,0,0,0,0,0,0,0.662162162162162,0.486486486486487,1.21428571428571,4,1,0.4,0.1,0.0571428571428571,0.0135135135135135,0,0.0833333333333333,0.2,0.166666666666667,0,0,0,0,0,3,0.3,0.3,36,0,52,0,17.3333333333333,0,5.2,1,0.1,1,0.1,23,2.3,5.64935064935065,435,2,0,0,0,0,23,2.3,2,0.2,404,5.24675324675325,1,0.5,0.3,0.2,0.5,0,0,7.7,"@"
"Air Force","@","Nevada-Las Vegas","2014-11-08",9,85.7,22.3,4.95,6.4,2.36363636363636,0.305882352941176,6,0.545454545454545,48,4.36363636363636,1,0.181818181818182,0.181818181818182,0,1,0.545454545454545,0,0.727272727272727,0.272727272727273,0,58.82,100,71.43,48,4.36363636363636,6,0.545454545454545,6.37647058823529,0,0,0,0,0,0,0,0.611764705882353,0.564705882352941,1.19047619047619,6,1,0.545454545454545,0.0909090909090909,0.0714285714285714,0.0117647058823529,0,0.142857142857143,0,0,0,0,0,0,0,2,0.181818181818182,0.181818181818182,38,0,90,0,22.5,0,8.18181818181818,1,0.0909090909090909,1,0.0909090909090909,48,4.36363636363636,7.10112359550562,632,6,0,0,0,0,48,4.36363636363636,6,0.545454545454545,632,7.10112359550562,5,0.727272727272727,0.181818181818182,0.545454545454545,0.272727272727273,0,0,8.09090909090909,"@"
"Air Force","","Nevada","2014-11-15",10,73.3,8.6,5.26,5.9,2.54545454545455,0.35,6,0.545454545454545,45,4.09090909090909,0.5,0.181818181818182,0.0909090909090909,0.0909090909090909,1,0.545454545454545,0,0.636363636363636,0.363636363636364,0,60,100,83.33,45,4.09090909090909,6,0.545454545454545,5.8875,0,0,0,0,0,0,0,0.6,0.525,1.18421052631579,7,1,0.636363636363636,0.0909090909090909,0.0921052631578947,0.0125,0,0.0666666666666667,0.181818181818182,0.133333333333333,1,0.0909090909090909,0.0131578947368421,0,0,3,0.272727272727273,0.272727272727273,36.67,0,54,0,18,0,4.90909090909091,0,0,0,0,45,4.09090909090909,6.32530120481928,525,6,0,0,0,0,45,4.09090909090909,6,0.545454545454545,525,6.32530120481928,6,0.636363636363636,0.0909090909090909,0.545454545454545,0.363636363636364,0.0909090909090909,0,7.54545454545455,""
