"Team","Value","Rank"
"Air Force",-1.22222222222222,5
"Akron",1.875,92
"Alabama",-0.75,12.5
"Alabama-Birmingham",2.375,102
"Arizona",1,63
"Arizona State",-0.375,19
"Arkansas",1,63
"Arkansas State",0.714285714285714,47
"Army",0.75,49.5
"Auburn",1.33333333333333,73
"Ball State",2.11111111111111,95
"Baylor",0.875,58
"Boise State",-0.625,16.5
"Boston College",0.111111111111111,31
"Bowling Green State",2.625,107
"Brigham Young",1.375,75
"Buffalo",1.5,78.5
"California",0.5,38.5
"Central Florida",0,28.5
"Central Michigan",0.777777777777778,53.5
"Cincinnati",-0.75,12.5
"Clemson",-0.75,12.5
"Colorado",1.375,75
"Colorado State",2.22222222222222,97.5
"Connecticut",0.375,35
"Duke",1,63
"East Carolina",0,28.5
"Eastern Michigan",3,112
"Florida",-1.25,4
"Florida Atlantic",3.14285714285714,116
"Florida International",2.375,102
"Florida State",1.625,85
"Fresno State",1.75,89.5
"Georgia",2.25,99.5
"Georgia Tech",0.777777777777778,53.5
"Hawaii",2.5,105
"Houston",1.25,71
"Idaho",2.77777777777778,109
"Illinois",1.375,75
"Indiana",0.777777777777778,53.5
"Iowa",-1.33333333333333,2.5
"Iowa State",-0.125,25
"Kansas",1.25,71
"Kansas State",0.75,49.5
"Kent State",0.222222222222222,32
"Kentucky",1.25,71
"Louisiana",1.625,85
"Louisiana State",-0.75,12.5
"Louisiana Tech",0.75,49.5
"Louisiana-Monroe",1.75,89.5
"Louisville",1.75,89.5
"Marshall",1.11111111111111,65.5
"Maryland",2.25,99.5
"Memphis",2.125,96
"Miami (FL)",0.875,58
"Miami (OH)",3.22222222222222,117
"Michigan",1.55555555555556,82
"Michigan State",1.66666666666667,87
"Middle Tennessee State",0.625,43.5
"Minnesota",1.22222222222222,68.5
"Mississippi",-0.25,22
"Mississippi State",0.555555555555556,41.5
"Missouri",0.875,58
"Navy",0.888888888888889,61
"Nebraska",-0.625,16.5
"Nevada",3,112
"Nevada-Las Vegas",2.88888888888889,110
"New Mexico",3.125,114.5
"New Mexico State",2.22222222222222,97.5
"Non-Major",3.69767441860465,119
"North Carolina",-0.375,19
"North Carolina State",2.5,105
"North Texas",3.25,118
"Northern Illinois",0.375,35
"Northwestern",1.22222222222222,68.5
"Notre Dame",0.625,43.5
"Ohio",-0.888888888888889,9
"Ohio State",-1.33333333333333,2.5
"Oklahoma",-1,7
"Oklahoma State",0.375,35
"Oregon",-0.75,12.5
"Oregon State",2.375,102
"Penn State",-1,7
"Pittsburgh",0.5,38.5
"Purdue",1.11111111111111,65.5
"Rice",4.75,121
"Rutgers",-1,7
"San Diego State",1.125,67
"San Jose State",2,93.5
"South Carolina",0.666666666666667,45.5
"South Florida",-0.375,19
"Southern California",0.75,49.5
"Southern Methodist",0.875,58
"Southern Mississippi",0.555555555555556,41.5
"Stanford",1.5,78.5
"Syracuse",1.625,85
"Temple",-0.25,22
"Tennessee",-0.75,12.5
"Texas",-1.75,1
"Texas A&M",1.75,89.5
"Texas Christian",0,28.5
"Texas Tech",0.666666666666667,45.5
"Texas-El Paso",2.75,108
"Toledo",3,112
"Troy",1.5,78.5
"Tulane",3.125,114.5
"Tulsa",0,28.5
"UCLA",0.5,38.5
"Utah",-0.125,25
"Utah State",2,93.5
"Vanderbilt",0.777777777777778,53.5
"Virginia",-0.125,25
"Virginia Tech",0.25,33
"Wake Forest",1.55555555555556,82
"Washington",1.5,78.5
"Washington State",2.5,105
"West Virginia",0.5,38.5
"Western Kentucky",4.625,120
"Western Michigan",1.55555555555556,82
"Wisconsin",-0.25,22
"Wyoming",0.875,58
