"","Rk","Wk","Date","Time","Day","Winner","Pts","","Loser","Pts.1","TV"
"681","670","12","Nov 11, 2017","","Sat","Northwestern","23","","Purdue","13",""
"682","671","12","Nov 11, 2017","","Sat","Ohio State","48","","Michigan State","3",""
"683","672","12","Nov 11, 2017","","Sat","Oklahoma","38","","Texas Christian","20",""
"684","673","12","Nov 11, 2017","","Sat","Oklahoma State","49","@","Iowa State","42",""
"685","674","12","Nov 11, 2017","","Sat","Old Dominion","37","@","Florida International","30",""
"686","675","12","Nov 11, 2017","","Sat","Penn State","35","","Rutgers","6",""
"687","676","12","Nov 11, 2017","","Sat","South Alabama","24","","Arkansas State","19",""
"688","677","12","Nov 11, 2017","","Sat","South Carolina","28","","Florida","20",""
"689","678","12","Nov 11, 2017","","Sat","Southern California","38","@","Colorado","24",""
"690","679","12","Nov 11, 2017","","Sat","Southern Mississippi","43","@","Rice","34",""
"691","680","12","Nov 11, 2017","","Sat","Texas","42","","Kansas","27",""
"692","681","12","Nov 11, 2017","","Sat","Texas A&M","55","","New Mexico","14",""
"693","682","12","Nov 11, 2017","","Sat","Texas Tech","38","","Baylor","24",""
"694","683","12","Nov 11, 2017","","Sat","Troy","42","@","Coastal Carolina","17",""
"695","684","12","Nov 11, 2017","","Sat","Tulane","31","@","East Carolina","24",""
"696","685","12","Nov 11, 2017","","Sat","UCLA","44","","Arizona State","37",""
"697","686","12","Nov 11, 2017","","Sat","Wake Forest","64","@","Syracuse","43",""
"698","687","12","Nov 11, 2017","","Sat","Washington State","33","@","Utah","25",""
"699","688","12","Nov 11, 2017","","Sat","West Virginia","28","@","Kansas State","23",""
"700","689","12","Nov 11, 2017","","Sat","Wisconsin","38","","Iowa","14",""
"701","690","12","Nov 11, 2017","","Sat","Wyoming","28","@","Air Force","14",""
"703","691","13","Nov 14, 2017","","Tue","Akron","37","","Ohio","34",""
"704","692","13","Nov 14, 2017","","Tue","Central Michigan","42","@","Kent State","23",""
"705","693","13","Nov 15, 2017","","Wed","Eastern Michigan","27","@","Miami (OH)","24",""
"706","694","13","Nov 15, 2017","","Wed","Northern Illinois","35","","Western Michigan","31",""
"707","695","13","Nov 15, 2017","","Wed","Toledo","66","@","Bowling Green State","37",""
"708","696","13","Nov 16, 2017","","Thu","Buffalo","40","@","Ball State","24",""
"709","697","13","Nov 17, 2017","","Fri","Nevada-Las Vegas","38","@","New Mexico","35",""
"710","698","13","Nov 17, 2017","","Fri","Western Kentucky","41","","Middle Tennessee State","38",""
"711","699","13","Nov 18, 2017","","Sat","Alabama","56","","Non-Major","0",""
"712","700","13","Nov 18, 2017","","Sat","Arizona State","40","@","Oregon State","24",""
"713","701","13","Nov 18, 2017","","Sat","Arkansas State","30","","Texas State","12",""
"714","702","13","Nov 18, 2017","","Sat","Auburn","42","","Louisiana-Monroe","14",""
"715","703","13","Nov 18, 2017","","Sat","Boise State","44","","Air Force","19",""
"716","704","13","Nov 18, 2017","","Sat","Boston College","39","","Connecticut","16",""
"717","705","13","Nov 18, 2017","","Sat","Central Florida","45","@","Temple","19",""
"718","706","13","Nov 18, 2017","","Sat","Clemson","61","","Non-Major","3",""
"719","707","13","Nov 18, 2017","","Sat","Coastal Carolina","13","@","Idaho","7",""
"720","708","13","Nov 18, 2017","","Sat","Colorado State","42","","San Jose State","14",""
"721","709","13","Nov 18, 2017","","Sat","Duke","43","","Georgia Tech","20",""
"722","710","13","Nov 18, 2017","","Sat","East Carolina","48","","Cincinnati","20",""
"723","711","13","Nov 18, 2017","","Sat","Florida","36","","Alabama-Birmingham","7",""
"724","712","13","Nov 18, 2017","","Sat","Florida Atlantic","52","","Florida International","24",""
"725","713","13","Nov 18, 2017","","Sat","Florida State","77","","Non-Major","6",""
"726","714","13","Nov 18, 2017","","Sat","Fresno State","13","@","Wyoming","7",""
"727","715","13","Nov 18, 2017","","Sat","Georgia","42","","Kentucky","13",""
"728","716","13","Nov 18, 2017","","Sat","Georgia Southern","52","","South Alabama","0",""
"729","717","13","Nov 18, 2017","","Sat","Indiana","41","","Rutgers","0",""
"730","718","13","Nov 18, 2017","","Sat","Iowa State","23","@","Baylor","13",""
"731","719","13","Nov 18, 2017","","Sat","Kansas State","45","@","Oklahoma State","40",""
"732","720","13","Nov 18, 2017","","Sat","Louisiana","47","","New Mexico State","34",""
"733","721","13","Nov 18, 2017","","Sat","Louisiana State","30","@","Tennessee","10",""
"734","722","13","Nov 18, 2017","","Sat","Louisiana Tech","42","@","Texas-El Paso","21",""
"735","723","13","Nov 18, 2017","","Sat","Louisville","56","","Syracuse","10",""
"736","724","13","Nov 18, 2017","","Sat","Massachusetts","16","@","Brigham Young","10",""
"737","725","13","Nov 18, 2017","","Sat","Memphis","66","","Southern Methodist","45",""
"738","726","13","Nov 18, 2017","","Sat","Miami (FL)","44","","Virginia","28",""
"739","727","13","Nov 18, 2017","","Sat","Michigan State","17","","Maryland","7",""
"740","728","13","Nov 18, 2017","","Sat","Mississippi State","28","@","Arkansas","21",""
"741","729","13","Nov 18, 2017","","Sat","Missouri","45","@","Vanderbilt","17",""
"742","730","13","Nov 18, 2017","","Sat","North Carolina","65","","Non-Major","10",""
"743","731","13","Nov 18, 2017","","Sat","North Texas","52","","Army","49",""
"744","732","13","Nov 18, 2017","","Sat","Northwestern","39","","Minnesota","0",""
"745","733","13","Nov 18, 2017","","Sat","Notre Dame","24","","Navy","17",""
"746","734","13","Nov 18, 2017","","Sat","Ohio State","52","","Illinois","14",""
"747","735","13","Nov 18, 2017","","Sat","Oklahoma","41","@","Kansas","3",""
"748","736","13","Nov 18, 2017","","Sat","Old Dominion","24","","Rice","21",""
"749","737","13","Nov 18, 2017","","Sat","Oregon","48","","Arizona","28",""
"750","738","13","Nov 18, 2017","","Sat","Penn State","56","","Nebraska","44",""
"751","739","13","Nov 18, 2017","","Sat","Purdue","24","@","Iowa","15",""
"752","740","13","Nov 18, 2017","","Sat","San Diego State","42","","Nevada","23",""
"753","741","13","Nov 18, 2017","","Sat","South Carolina","31","","Non-Major","10",""
"754","742","13","Nov 18, 2017","12:00 PM","Sat","South Florida","27","","Tulsa","20",""
"755","743","13","Nov 18, 2017","","Sat","Southern California","28","","UCLA","23",""
"756","744","13","Nov 18, 2017","","Sat","Southern Mississippi","66","","Non-Major","21",""
"757","745","13","Nov 18, 2017","","Sat","Stanford","17","","California","14",""
"758","746","13","Nov 18, 2017","","Sat","Texas","28","@","West Virginia","14",""
"759","747","13","Nov 18, 2017","","Sat","Texas A&M","31","@","Mississippi","24",""
"760","748","13","Nov 18, 2017","","Sat","Texas Christian","27","@","Texas Tech","3",""
"761","749","13","Nov 18, 2017","","Sat","Texas-San Antonio","9","","Marshall","7",""
"762","750","13","Nov 18, 2017","","Sat","Tulane","20","","Houston","17",""
"763","751","13","Nov 18, 2017","","Sat","Utah State","38","","Hawaii","0",""
"764","752","13","Nov 18, 2017","","Sat","Virginia Tech","20","","Pittsburgh","14",""
"765","753","13","Nov 18, 2017","","Sat","Wake Forest","30","","North Carolina State","24",""
"766","754","13","Nov 18, 2017","","Sat","Washington","33","","Utah","30",""
"767","755","13","Nov 18, 2017","","Sat","Wisconsin","24","","Michigan","10",""
"769","756","14","Nov 21, 2017","","Tue","Akron","24","","Kent State","14",""
"770","757","14","Nov 21, 2017","","Tue","Eastern Michigan","34","","Bowling Green State","31",""
"771","758","14","Nov 21, 2017","","Tue","Miami (OH)","28","@","Ball State","7",""
"772","759","14","Nov 23, 2017","","Thu","Mississippi","31","@","Mississippi State","28",""
"773","760","14","Nov 24, 2017","","Fri","Buffalo","31","","Ohio","24",""
"774","761","14","Nov 24, 2017","","Fri","Central Florida","49","","South Florida","42",""
"775","762","14","Nov 24, 2017","","Fri","Central Michigan","31","","Northern Illinois","24",""
"776","763","14","Nov 24, 2017","","Fri","Houston","24","","Navy","14",""
"777","764","14","Nov 24, 2017","","Fri","Iowa","56","@","Nebraska","14",""
"778","765","14","Nov 24, 2017","12:00 PM","Fri","Missouri","48","@","Arkansas","45",""
"779","766","14","Nov 24, 2017","","Fri","Pittsburgh","24","","Miami (FL)","14",""
"780","767","14","Nov 24, 2017","","Fri","San Diego State","35","","New Mexico","10",""
"781","768","14","Nov 24, 2017","","Fri","Texas Christian","45","","Baylor","22",""
"782","769","14","Nov 24, 2017","","Fri","Texas Tech","27","@","Texas","23",""
"783","770","14","Nov 24, 2017","","Fri","Toledo","37","","Western Michigan","10",""
"784","771","14","Nov 24, 2017","","Fri","Troy","62","","Texas State","9",""
"785","772","14","Nov 24, 2017","","Fri","UCLA","30","","California","27",""
"786","773","14","Nov 24, 2017","","Fri","Virginia Tech","10","@","Virginia","0",""
"787","774","14","Nov 25, 2017","","Sat","Air Force","38","","Utah State","35",""
"788","775","14","Nov 25, 2017","","Sat","Alabama-Birmingham","28","","Texas-El Paso","7",""
"789","776","14","Nov 25, 2017","","Sat","Appalachian State","31","@","Georgia State","10",""
"790","777","14","Nov 25, 2017","","Sat","Arizona State","42","","Arizona","30",""
"791","778","14","Nov 25, 2017","","Sat","Arkansas State","67","@","Louisiana-Monroe","50",""
"792","779","14","Nov 25, 2017","","Sat","Auburn","26","","Alabama","14",""
"793","780","14","Nov 25, 2017","","Sat","Boston College","42","@","Syracuse","14",""
"794","781","14","Nov 25, 2017","","Sat","Brigham Young","30","@","Hawaii","20",""
"795","782","14","Nov 25, 2017","","Sat","Cincinnati","22","","Connecticut","21",""
"796","783","14","Nov 25, 2017","","Sat","Clemson","34","@","South Carolina","10",""
"797","784","14","Nov 25, 2017","","Sat","Duke","31","@","Wake Forest","23",""
"798","785","14","Nov 25, 2017","","Sat","Florida Atlantic","31","@","Non-Major","12",""
"799","786","14","Nov 25, 2017","12:00 PM","Sat","Florida International","41","","Western Kentucky","17",""
"800","787","14","Nov 25, 2017","","Sat","Florida State","38","@","Florida","22",""
"801","788","14","Nov 25, 2017","","Sat","Fresno State","28","","Boise State","17",""
"802","789","14","Nov 25, 2017","","Sat","Georgia","38","@","Georgia Tech","7",""
"803","790","14","Nov 25, 2017","","Sat","Georgia Southern","34","@","Louisiana","24",""
"804","791","14","Nov 25, 2017","","Sat","Kansas State","20","","Iowa State","19",""
"805","792","14","Nov 25, 2017","","Sat","Louisiana State","45","","Texas A&M","21",""
"806","793","14","Nov 25, 2017","","Sat","Louisiana Tech","20","","Texas-San Antonio","6",""
"807","794","14","Nov 25, 2017","","Sat","Louisville","44","@","Kentucky","17",""
"808","795","14","Nov 25, 2017","","Sat","Memphis","70","","East Carolina","13",""
"809","796","14","Nov 25, 2017","","Sat","Michigan State","40","@","Rutgers","7",""
"810","797","14","Nov 25, 2017","","Sat","Middle Tennessee State","41","","Old Dominion","10",""
"811","798","14","Nov 25, 2017","","Sat","Nevada","23","","Nevada-Las Vegas","16",""
"812","799","14","Nov 25, 2017","","Sat","New Mexico State","17","","Idaho","10",""
"813","800","14","Nov 25, 2017","","Sat","North Carolina State","33","","North Carolina","21",""
"814","801","14","Nov 25, 2017","","Sat","North Texas","30","@","Rice","14",""
"815","802","14","Nov 25, 2017","","Sat","Northwestern","42","@","Illinois","7",""
"816","803","14","Nov 25, 2017","","Sat","Ohio State","31","@","Michigan","20",""
"817","804","14","Nov 25, 2017","","Sat","Oklahoma","59","","West Virginia","31",""
"818","805","14","Nov 25, 2017","","Sat","Oklahoma State","58","","Kansas","17",""
"819","806","14","Nov 25, 2017","","Sat","Oregon","69","","Oregon State","10",""
"820","807","14","Nov 25, 2017","","Sat","Penn State","66","@","Maryland","3",""
"821","808","14","Nov 25, 2017","","Sat","Purdue","31","","Indiana","24",""
"822","809","14","Nov 25, 2017","","Sat","San Jose State","20","","Wyoming","17",""
"823","810","14","Nov 25, 2017","","Sat","Southern Methodist","41","","Tulane","38",""
"824","811","14","Nov 25, 2017","","Sat","Southern Mississippi","28","@","Marshall","27",""
"825","812","14","Nov 25, 2017","","Sat","Stanford","38","","Notre Dame","20",""
"826","813","14","Nov 25, 2017","","Sat","Temple","43","@","Tulsa","22",""
"827","814","14","Nov 25, 2017","","Sat","Utah","34","","Colorado","13",""
"828","815","14","Nov 25, 2017","","Sat","Vanderbilt","42","@","Tennessee","24",""
"829","816","14","Nov 25, 2017","","Sat","Washington","41","","Washington State","14",""
"830","817","14","Nov 25, 2017","","Sat","Wisconsin","31","@","Minnesota","0",""
"832","818","15","Dec 1, 2017","","Fri","Southern California","31","","Stanford","28",""
"833","819","15","Dec 2, 2017","","Sat","Appalachian State","63","","Louisiana","14",""
"834","820","15","Dec 2, 2017","","Sat","Boise State","17","","Fresno State","14",""
"835","821","15","Dec 2, 2017","","Sat","Central Florida","62","","Memphis","55",""
"836","822","15","Dec 2, 2017","","Sat","Clemson","38","","Miami (FL)","3",""
"837","823","15","Dec 2, 2017","","Sat","Coastal Carolina","28","","Georgia Southern","17",""
"838","824","15","Dec 2, 2017","","Sat","Florida Atlantic","41","","North Texas","17",""
"839","825","15","Dec 2, 2017","","Sat","Florida International","63","","Massachusetts","45",""
"840","826","15","Dec 2, 2017","","Sat","Florida State","42","","Louisiana-Monroe","10",""
"841","827","15","Dec 2, 2017","","Sat","Georgia","28","","Auburn","7",""
"842","828","15","Dec 2, 2017","","Sat","Idaho","24","@","Georgia State","10",""
"843","829","15","Dec 2, 2017","","Sat","New Mexico State","22","","South Alabama","17",""
"844","830","15","Dec 2, 2017","","Sat","Ohio State","27","","Wisconsin","21",""
"845","831","15","Dec 2, 2017","","Sat","Oklahoma","41","","Texas Christian","17",""
"846","832","15","Dec 2, 2017","","Sat","Toledo","45","","Akron","28",""
"847","833","15","Dec 2, 2017","","Sat","Troy","32","@","Arkansas State","25",""
"849","834","16","Dec 9, 2017","","Sat","Army","14","","Navy","13",""
"851","835","17","Dec 16, 2017","","Sat","Boise State","38","","Oregon","28",""
"852","836","17","Dec 16, 2017","","Sat","Georgia State","27","","Western Kentucky","17",""
"853","837","17","Dec 16, 2017","","Sat","Marshall","31","","Colorado State","28",""
"854","838","17","Dec 16, 2017","","Sat","Middle Tennessee State","35","","Arkansas State","30",""
"855","839","17","Dec 16, 2017","","Sat","Troy","50","","North Texas","30",""
"857","840","18","Dec 19, 2017","","Tue","Florida Atlantic","50","","Akron","3",""
"858","841","18","Dec 20, 2017","","Wed","Louisiana Tech","51","","Southern Methodist","10",""
"859","842","18","Dec 21, 2017","","Thu","Temple","28","","Florida International","3",""
"860","843","18","Dec 22, 2017","","Fri","Ohio","41","","Alabama-Birmingham","6",""
"861","844","18","Dec 22, 2017","","Fri","Wyoming","37","","Central Michigan","14",""
"862","845","18","Dec 23, 2017","","Sat","Appalachian State","34","","Toledo","0",""
"863","846","18","Dec 23, 2017","","Sat","Army","42","","San Diego State","35",""
"864","847","18","Dec 23, 2017","","Sat","South Florida","38","","Texas Tech","34",""
"865","848","18","Dec 24, 2017","","Sun","Fresno State","33","","Houston","27",""
"867","849","19","Dec 26, 2017","","Tue","Duke","36","","Northern Illinois","14",""
"868","850","19","Dec 26, 2017","","Tue","Kansas State","35","","UCLA","17",""
"869","851","19","Dec 26, 2017","","Tue","Utah","30","","West Virginia","14",""
"870","852","19","Dec 27, 2017","","Wed","Florida State","42","","Southern Mississippi","13",""
"871","853","19","Dec 27, 2017","","Wed","Iowa","27","","Boston College","20",""
"872","854","19","Dec 27, 2017","","Wed","Purdue","38","","Arizona","35",""
"873","855","19","Dec 27, 2017","","Wed","Texas","33","","Missouri","16",""
"874","856","19","Dec 28, 2017","","Thu","Michigan State","42","","Washington State","17",""
"875","857","19","Dec 28, 2017","","Thu","Navy","49","","Virginia","7",""
"876","858","19","Dec 28, 2017","","Thu","Oklahoma State","30","","Virginia Tech","21",""
"877","859","19","Dec 28, 2017","","Thu","Texas Christian","39","","Stanford","37",""
"878","860","19","Dec 29, 2017","","Fri","New Mexico State","26","","Utah State","20",""
"879","861","19","Dec 29, 2017","","Fri","North Carolina State","52","","Arizona State","31",""
"880","862","19","Dec 29, 2017","","Fri","Northwestern","24","","Kentucky","23",""
"881","863","19","Dec 29, 2017","","Fri","Ohio State","24","","Southern California","7",""
"882","864","19","Dec 29, 2017","","Fri","Wake Forest","55","","Texas A&M","52",""
"883","865","19","Dec 30, 2017","","Sat","Iowa State","21","@","Memphis","20",""
"884","866","19","Dec 30, 2017","","Sat","Mississippi State","31","","Louisville","27",""
"885","867","19","Dec 30, 2017","","Sat","Penn State","35","","Washington","28",""
"886","868","19","Dec 30, 2017","","Sat","Wisconsin","34","@","Miami (FL)","24",""
"888","869","20","Jan 1, 2018","","Mon","Alabama","24","","Clemson","6",""
"889","870","20","Jan 1, 2018","","Mon","Central Florida","34","","Auburn","27",""
"890","871","20","Jan 1, 2018","","Mon","Georgia","54","","Oklahoma","48",""
"891","872","20","Jan 1, 2018","","Mon","Notre Dame","21","","Louisiana State","17",""
"892","873","20","Jan 1, 2018","","Mon","South Carolina","26","","Michigan","19",""
"894","874","21","Jan 8, 2018","","Mon","Alabama","26","","Georgia","23",""
