"Team","Value","Rank"
"Air Force",435.250331004639,94
"Akron",409.907704770166,109
"Alabama",630.419573915004,2
"Alabama-Birmingham",532.326767394976,37
"Appalachian State",509.983973860457,47
"Arizona",533.387045035979,35
"Arizona State",533.294341281058,36
"Arkansas",521.406325919093,41
"Arkansas State",552.658744909135,31
"Army",423.945456740511,102
"Auburn",629.46265117174,3
"Ball State",434.140131502695,96
"Baylor",651.795560934407,1
"Boise State",600.887119641951,13
"Boston College",486.614447097737,61
"Bowling Green State",486.417359705338,62
"Brigham Young",565.406947694979,25
"Buffalo",471.086291316248,72
"California",610.417793336374,8
"Central Florida",453.761495793242,85
"Central Michigan",402.325280759134,113
"Cincinnati",561.993240318371,28
"Clemson",509.885636602125,48
"Colorado",530.178187457283,38
"Colorado State",557.406476421189,29
"Connecticut",351.73541448279,125
"Duke",517.696693067317,44
"East Carolina",602.285547327536,12
"Eastern Michigan",310.443098113173,128
"Florida",533.989256667417,34
"Florida Atlantic",477.820462312765,65
"Florida International",349.659820185063,126
"Florida State",570.430650286486,23
"Fresno State",492.373647532761,57
"Georgia",565.005792204375,26
"Georgia Southern",534.17244554921,33
"Georgia State",463.913494966983,76
"Georgia Tech",576.139273886084,20
"Hawaii",436.24225562995,92
"Houston",414.242222551042,105
"Idaho",488.968758045606,58
"Illinois",447.597785806901,89
"Indiana",517.809381921173,43
"Iowa",434.957610869307,95
"Iowa State",452.83717437204,86
"Kansas",426.607954553963,99
"Kansas State",509.258520152892,49
"Kent State",360.530777870648,124
"Kentucky",492.728276996983,56
"Louisiana",494.407288393064,55
"Louisiana State",505.773914163916,51
"Louisiana Tech",458.375611233021,80
"Louisiana-Monroe",408.282761162451,110
"Louisville",500.328233163047,52
"Marshall",608.121763768239,10
"Maryland",471.716032433332,71
"Massachusetts",510.095017678567,46
"Memphis",520.427981607081,42
"Miami (FL)",494.669871845695,54
"Miami (OH)",410.037173287474,108
"Michigan",390.054972394342,118
"Michigan State",555.052625402405,30
"Middle Tennessee State",469.624845658986,73
"Minnesota",437.656863835959,91
"Mississippi",525.74226754238,40
"Mississippi State",608.248144368779,9
"Missouri",392.047658994789,117
"Navy",487.267214690821,60
"Nebraska",575.648068714764,21
"Nevada",436.094302825836,93
"Nevada-Las Vegas",455.873042633793,83
"New Mexico",416.16955296301,103
"New Mexico State",451.583633499819,87
"Non-Major",392.84666322185,116
"North Carolina",578.378101736403,19
"North Carolina State",451.404116307336,88
"North Texas",426.895040409889,98
"Northern Illinois",511.893486206793,45
"Northwestern",414.596431000083,104
"Notre Dame",544.092983833464,32
"Ohio",404.458230881139,111
"Ohio State",591.171154035635,15
"Oklahoma",604.110682500289,11
"Oklahoma State",474.950421194591,68
"Old Dominion",466.341910727238,75
"Oregon",620.643379970654,5
"Oregon State",475.191795621379,67
"Penn State",394.25156794165,115
"Pittsburgh",529.969928476821,39
"Purdue",488.62042427882,59
"Rice",458.649948492314,79
"Rutgers",477.272871352572,66
"San Diego State",410.443242676022,107
"San Jose State",474.379338845169,69
"South Alabama",404.26089866532,112
"South Carolina",569.453641130158,24
"South Florida",363.437928813302,123
"Southern California",571.721977182718,22
"Southern Methodist",338.199526364347,127
"Southern Mississippi",472.268058004379,70
"Stanford",456.098758539281,82
"Syracuse",462.54339923511,77
"Temple",383.4019510914,119
"Tennessee",478.684209764282,63
"Texas",431.683578533751,97
"Texas A&M",624.90652699706,4
"Texas Christian",618.478390762848,6
"Texas State",454.328325761361,84
"Texas Tech",587.338485006471,16
"Texas-El Paso",400.168258544425,114
"Texas-San Antonio",367.440089080025,122
"Toledo",563.072934440776,27
"Troy",425.384894541938,101
"Tulane",377.197826394323,121
"Tulsa",508.515763820453,50
"UCLA",598.230107840604,14
"Utah",457.79127867486,81
"Utah State",443.598678149525,90
"Vanderbilt",377.936444433574,120
"Virginia",467.506939653581,74
"Virginia Tech",478.496357855454,64
"Wake Forest",286.648210284611,129
"Washington",411.087220177625,106
"Washington State",618.14441840146,7
"West Virginia",580.252898613496,18
"Western Kentucky",582.032383367159,17
"Western Michigan",461.162757423051,78
"Wisconsin",497.782454235261,53
"Wyoming",426.575916448249,100
