"","Rk","Wk","Date","Time","Day","Winner","Pts","","Loser","Pts.1","TV"
"319","314","6","Oct 1, 2016","","Sat","Miami (FL)","35","@","Georgia Tech","21",""
"320","315","6","Oct 1, 2016","","Sat","Michigan","14","","Wisconsin","7",""
"321","316","6","Oct 1, 2016","","Sat","Middle Tennessee State","30","@","North Texas","13",""
"322","317","6","Oct 1, 2016","","Sat","Mississippi","48","","Memphis","28",""
"323","318","6","Oct 1, 2016","","Sat","Nebraska","31","","Illinois","16",""
"324","319","6","Oct 1, 2016","","Sat","Nevada-Las Vegas","45","","Fresno State","20","CBSSN"
"325","320","6","Oct 1, 2016","","Sat","New Mexico","48","","San Jose State","41",""
"326","321","6","Oct 1, 2016","","Sat","New Mexico State","37","","Louisiana","31",""
"327","322","6","Oct 1, 2016","","Sat","North Carolina","37","@","Florida State","35",""
"328","323","6","Oct 1, 2016","","Sat","North Carolina State","33","","Wake Forest","16",""
"329","324","6","Oct 1, 2016","","Sat","Northern Illinois","31","@","Ball State","24",""
"330","325","6","Oct 1, 2016","","Sat","Northwestern","38","@","Iowa","31",""
"331","326","6","Oct 1, 2016","","Sat","Notre Dame","50","","Syracuse","33",""
"332","327","6","Oct 1, 2016","","Sat","Ohio","17","@","Miami (OH)","7",""
"333","328","6","Oct 1, 2016","","Sat","Ohio State","58","","Rutgers","0",""
"334","329","6","Oct 1, 2016","","Sat","Oklahoma","52","@","Texas Christian","46",""
"335","330","6","Oct 1, 2016","","Sat","Oklahoma State","49","","Texas","31",""
"336","331","6","Oct 1, 2016","","Sat","Old Dominion","52","@","Non-Major","17",""
"337","332","6","Oct 1, 2016","","Sat","Penn State","29","","Minnesota","26",""
"338","333","6","Oct 1, 2016","","Sat","Pittsburgh","43","","Marshall","27",""
"339","334","6","Oct 1, 2016","","Sat","South Alabama","42","","San Diego State","24",""
"340","335","6","Oct 1, 2016","","Sat","South Florida","45","@","Cincinnati","20",""
"341","336","6","Oct 1, 2016","","Sat","Southern California","41","","Arizona State","20",""
"342","337","6","Oct 1, 2016","","Sat","Southern Mississippi","44","","Rice","28",""
"343","338","6","Oct 1, 2016","","Sat","Temple","45","","Southern Methodist","20",""
"344","339","6","Oct 1, 2016","","Sat","Tennessee","34","@","Georgia","31",""
"345","340","6","Oct 1, 2016","","Sat","Texas A&M","24","@","South Carolina","13",""
"346","341","6","Oct 1, 2016","","Sat","Texas State","48","","Non-Major","17",""
"347","342","6","Oct 1, 2016","","Sat","Troy","34","@","Idaho","13",""
"348","343","6","Oct 1, 2016","","Sat","Tulane","31","@","Massachusetts","24",""
"349","344","6","Oct 1, 2016","","Sat","UCLA","45","","Arizona","24",""
"350","345","6","Oct 1, 2016","","Sat","Virginia","34","@","Duke","20",""
"351","346","6","Oct 1, 2016","","Sat","Washington State","51","","Oregon","33",""
"352","347","6","Oct 1, 2016","","Sat","West Virginia","17","","Kansas State","16",""
"353","348","6","Oct 1, 2016","","Sat","Western Kentucky","50","","Non-Major","3",""
"354","349","6","Oct 1, 2016","","Sat","Western Michigan","49","@","Central Michigan","10",""
"355","350","6","Oct 1, 2016","","Sat","Wyoming","38","@","Colorado State","17",""
"357","351","7","Oct 5, 2016","","Wed","Arkansas State","27","","Georgia Southern","26","ESPN2"
"358","352","7","Oct 6, 2016","","Thu","Louisiana Tech","55","","Western Kentucky","52",""
"359","353","7","Oct 6, 2016","","Thu","Memphis","34","","Temple","27","ESPN"
"360","354","7","Oct 7, 2016","","Fri","Boise State","49","@","New Mexico","21","CBSSN"
"361","355","7","Oct 7, 2016","","Fri","Clemson","56","@","Boston College","10","ESPN"
"362","356","7","Oct 7, 2016","","Fri","Old Dominion","36","","Massachusetts","16",""
"363","357","7","Oct 7, 2016","","Fri","Tulsa","43","","Southern Methodist","40","ESPN2"
"364","358","7","Oct 8, 2016","","Sat","Akron","35","","Miami (OH)","13",""
"365","359","7","Oct 8, 2016","","Sat","Alabama","49","@","Arkansas","30",""
"366","360","7","Oct 8, 2016","","Sat","Arizona State","23","","UCLA","20",""
"367","361","7","Oct 8, 2016","","Sat","Auburn","38","@","Mississippi State","14",""
"368","362","7","Oct 8, 2016","","Sat","Brigham Young","31","@","Michigan State","14",""
"369","363","7","Oct 8, 2016","","Sat","Central Michigan","24","","Ball State","21",""
"370","364","7","Oct 8, 2016","","Sat","Colorado State","31","","Utah State","24","CBSSN"
"371","365","7","Oct 8, 2016","","Sat","Connecticut","20","","Cincinnati","9","CBSSN"
"372","366","7","Oct 8, 2016","","Sat","Duke","13","","Army","6",""
"373","367","7","Oct 8, 2016","","Sat","Florida International","35","@","Texas-El Paso","21",""
"374","368","7","Oct 8, 2016","","Sat","Florida State","20","@","Miami (FL)","19",""
"375","369","7","Oct 8, 2016","","Sat","Georgia State","41","","Texas State","21",""
"376","370","7","Oct 8, 2016","","Sat","Hawaii","34","@","San Jose State","17",""
"377","371","7","Oct 8, 2016","","Sat","Idaho","34","@","Louisiana-Monroe","31",""
"378","372","7","Oct 8, 2016","","Sat","Iowa","14","@","Minnesota","7",""
"379","373","7","Oct 8, 2016","","Sat","Kansas State","44","","Texas Tech","38",""
"380","374","7","Oct 8, 2016","","Sat","Kent State","44","@","Buffalo","20",""
"381","375","7","Oct 8, 2016","","Sat","Kentucky","20","","Vanderbilt","13",""
"382","376","7","Oct 8, 2016","","Sat","Michigan","78","@","Rutgers","0",""
"383","377","7","Oct 8, 2016","","Sat","Navy","46","","Houston","40","CBSSN"
"384","378","7","Oct 8, 2016","","Sat","Nevada","27","","Fresno State","22",""
"385","379","7","Oct 8, 2016","","Sat","North Carolina State","10","","Notre Dame","3",""
"386","380","7","Oct 8, 2016","","Sat","North Texas","38","","Marshall","21",""
"387","381","7","Oct 8, 2016","","Sat","Ohio","30","","Bowling Green State","24",""
"388","382","7","Oct 8, 2016","","Sat","Ohio State","38","","Indiana","17",""
"389","383","7","Oct 8, 2016","","Sat","Oklahoma","45","","Texas","40",""
"390","384","7","Oct 8, 2016","","Sat","Oklahoma State","38","","Iowa State","31",""
"391","385","7","Oct 8, 2016","","Sat","Oregon State","47","","California","44",""
"392","386","7","Oct 8, 2016","","Sat","Penn State","38","","Maryland","14",""
"393","387","7","Oct 8, 2016","","Sat","Pittsburgh","37","","Georgia Tech","34",""
"394","388","7","Oct 8, 2016","","Sat","Purdue","34","@","Illinois","31",""
"395","389","7","Oct 8, 2016","","Sat","San Diego State","26","","Nevada-Las Vegas","7",""
"396","390","7","Oct 8, 2016","","Sat","South Florida","38","","East Carolina","22",""
"397","391","7","Oct 8, 2016","","Sat","Southern California","21","","Colorado","17",""
"398","392","7","Oct 8, 2016","","Sat","Texas A&M","45","","Tennessee","38",""
"399","393","7","Oct 8, 2016","","Sat","Texas Christian","24","@","Kansas","23",""
"400","394","7","Oct 8, 2016","","Sat","Texas-San Antonio","55","","Southern Mississippi","32",""
"401","395","7","Oct 8, 2016","","Sat","Toledo","35","@","Eastern Michigan","20",""
"402","396","7","Oct 8, 2016","","Sat","Utah","36","","Arizona","23",""
"403","397","7","Oct 8, 2016","","Sat","Virginia Tech","34","@","North Carolina","3",""
"404","398","7","Oct 8, 2016","","Sat","Wake Forest","28","","Syracuse","9",""
"405","399","7","Oct 8, 2016","","Sat","Washington","70","@","Oregon","21",""
"406","400","7","Oct 8, 2016","","Sat","Washington State","42","@","Stanford","16",""
"407","401","7","Oct 8, 2016","","Sat","Western Michigan","45","","Northern Illinois","30",""
"408","402","7","Oct 8, 2016","","Sat","Wyoming","35","","Air Force","26",""
"409","403","7","Oct 9, 2016","","Sun","Non-Major","28","@","Florida Atlantic","23",""
"410","404","7","Oct 9, 2016","","Sun","Georgia","28","@","South Carolina","14",""
"412","405","8","Oct 12, 2016","","Wed","Appalachian State","24","@","Louisiana","0","ESPN2"
"413","406","8","Oct 14, 2016","","Fri","Brigham Young","28","","Mississippi State","21","ESPN"
"414","407","8","Oct 14, 2016","","Fri","Louisville","24","","Duke","14","ESPN"
"415","408","8","Oct 14, 2016","","Fri","Memphis","24","@","Tulane","14","ESPNU"
"416","409","8","Oct 14, 2016","","Fri","San Diego State","17","@","Fresno State","3","CBSSN"
"417","410","8","Oct 15, 2016","","Sat","Alabama","49","@","Tennessee","10",""
"418","411","8","Oct 15, 2016","","Sat","Arkansas","34","","Mississippi","30",""
"419","412","8","Oct 15, 2016","","Sat","Arkansas State","17","","South Alabama","7",""
"420","413","8","Oct 15, 2016","","Sat","Army","62","","Non-Major","7",""
"421","414","8","Oct 15, 2016","","Sat","Ball State","31","@","Buffalo","21",""
"422","415","8","Oct 15, 2016","","Sat","Baylor","49","","Kansas","7",""
"423","416","8","Oct 15, 2016","","Sat","Boise State","28","","Colorado State","23",""
"424","417","8","Oct 15, 2016","","Sat","Central Michigan","34","@","Northern Illinois","28",""
"425","418","8","Oct 15, 2016","","Sat","Clemson","24","","North Carolina State","17",""
"426","419","8","Oct 15, 2016","","Sat","Colorado","40","","Arizona State","16",""
"427","420","8","Oct 15, 2016","","Sat","Eastern Michigan","27","@","Ohio","20",""
"428","421","8","Oct 15, 2016","","Sat","Florida","40","","Missouri","14",""
"429","422","8","Oct 15, 2016","","Sat","Florida International","27","@","Non-Major","26",""
"430","423","8","Oct 15, 2016","","Sat","Florida State","17","","Wake Forest","6",""
"431","424","8","Oct 15, 2016","","Sat","Georgia Tech","35","","Georgia Southern","24",""
"432","425","8","Oct 15, 2016","","Sat","Houston","38","","Tulsa","31",""
"433","426","8","Oct 15, 2016","","Sat","Idaho","55","","New Mexico State","23",""
"434","427","8","Oct 15, 2016","","Sat","Illinois","24","@","Rutgers","7",""
"435","428","8","Oct 15, 2016","","Sat","Iowa","49","@","Purdue","35",""
"436","429","8","Oct 15, 2016","","Sat","Louisiana State","45","","Southern Mississippi","10",""
"437","430","8","Oct 15, 2016","","Sat","Louisiana Tech","56","@","Massachusetts","28",""
"438","431","8","Oct 15, 2016","","Sat","Louisiana-Monroe","40","","Texas State","34",""
"439","432","8","Oct 15, 2016","","Sat","Marshall","27","","Florida Atlantic","21",""
"440","433","8","Oct 15, 2016","","Sat","Miami (OH)","18","","Kent State","14",""
"441","434","8","Oct 15, 2016","","Sat","Minnesota","31","@","Maryland","10",""
"442","435","8","Oct 15, 2016","","Sat","Nebraska","27","@","Indiana","22",""
"443","436","8","Oct 15, 2016","","Sat","Nevada-Las Vegas","41","@","Hawaii","38",""
"444","437","8","Oct 15, 2016","","Sat","New Mexico","45","","Air Force","40",""
"445","438","8","Oct 15, 2016","","Sat","North Carolina","20","@","Miami (FL)","13",""
"446","439","8","Oct 15, 2016","","Sat","Northwestern","54","@","Michigan State","40",""
"447","440","8","Oct 15, 2016","","Sat","Ohio State","30","@","Wisconsin","23","ABC"
"448","441","8","Oct 15, 2016","","Sat","Oklahoma","38","","Kansas State","17",""
"449","442","8","Oct 15, 2016","","Sat","Pittsburgh","45","@","Virginia","31",""
"450","443","8","Oct 15, 2016","","Sat","San Jose State","14","","Nevada","10","CBSSN"
"451","444","8","Oct 15, 2016","","Sat","South Florida","42","","Connecticut","27",""
"452","445","8","Oct 15, 2016","","Sat","Southern California","48","@","Arizona","14",""
"453","446","8","Oct 15, 2016","","Sat","Stanford","17","@","Notre Dame","10","NBC"
"454","447","8","Oct 15, 2016","","Sat","Syracuse","31","","Virginia Tech","17",""
"455","448","8","Oct 15, 2016","","Sat","Temple","26","@","Central Florida","25",""
"456","449","8","Oct 15, 2016","","Sat","Texas","27","","Iowa State","6",""
"457","450","8","Oct 15, 2016","","Sat","Texas-San Antonio","14","@","Rice","13",""
"458","451","8","Oct 15, 2016","","Sat","Toledo","42","","Bowling Green State","35",""
"459","452","8","Oct 15, 2016","","Sat","Troy","31","","Georgia State","21",""
"460","453","8","Oct 15, 2016","","Sat","Utah","19","@","Oregon State","14",""
"461","454","8","Oct 15, 2016","","Sat","Vanderbilt","17","@","Georgia","16",""
"462","455","8","Oct 15, 2016","","Sat","Washington State","27","","UCLA","21",""
"463","456","8","Oct 15, 2016","","Sat","West Virginia","48","@","Texas Tech","17",""
"464","457","8","Oct 15, 2016","","Sat","Western Kentucky","44","@","Middle Tennessee State","43","ESPN3"
"465","458","8","Oct 15, 2016","","Sat","Western Michigan","41","@","Akron","0",""
"467","459","9","Oct 20, 2016","","Thu","Boise State","28","","Brigham Young","27","ESPN"
"468","460","9","Oct 20, 2016","","Thu","Troy","28","@","South Alabama","21","ESPNU"
"469","461","9","Oct 20, 2016","","Thu","Virginia Tech","37","","Miami (FL)","16","ESPN"
"470","462","9","Oct 21, 2016","","Fri","California","52","","Oregon","49","ESPN"
"471","463","9","Oct 21, 2016","","Fri","San Diego State","42","","San Jose State","3","ESPN2"
"472","464","9","Oct 21, 2016","","Fri","Temple","46","","South Florida","30","ESPN"
"473","465","9","Oct 22, 2016","","Sat","Akron","35","@","Ball State","25",""
"474","466","9","Oct 22, 2016","","Sat","Alabama","33","","Texas A&M","14",""
"475","467","9","Oct 22, 2016","","Sat","Appalachian State","37","","Idaho","19",""
"476","468","9","Oct 22, 2016","","Sat","Auburn","56","","Arkansas","3",""
"477","469","9","Oct 22, 2016","","Sat","Central Florida","24","@","Connecticut","16",""
"478","470","9","Oct 22, 2016","","Sat","Non-Major","27","@","Marshall","24",""
"479","471","9","Oct 22, 2016","","Sat","Cincinnati","31","","East Carolina","19",""
"480","472","9","Oct 22, 2016","","Sat","Colorado","10","@","Stanford","5",""
"481","473","9","Oct 22, 2016","","Sat","Colorado State","42","@","Nevada-Las Vegas","23",""
"482","474","9","Oct 22, 2016","","Sat","Georgia Southern","22","@","New Mexico State","19",""
"483","475","9","Oct 22, 2016","","Sat","Georgia State","31","","Non-Major","6",""
"484","476","9","Oct 22, 2016","","Sat","Hawaii","34","@","Air Force","27",""
"485","477","9","Oct 22, 2016","","Sat","Kansas State","24","","Texas","21",""
"486","478","9","Oct 22, 2016","","Sat","Kentucky","40","","Mississippi State","38",""
"487","479","9","Oct 22, 2016","","Sat","Louisiana","27","@","Texas State","3",""
"488","480","9","Oct 22, 2016","","Sat","Louisiana State","38","","Mississippi","21",""
"489","481","9","Oct 22, 2016","","Sat","Louisiana Tech","44","@","Florida International","24","ESPN3"
"490","482","9","Oct 22, 2016","","Sat","Louisville","54","","North Carolina State","13",""
"491","483","9","Oct 22, 2016","","Sat","Maryland","28","","Michigan State","17","BTN"
"492","484","9","Oct 22, 2016","","Sat","Miami (OH)","40","@","Bowling Green State","26",""
"493","485","9","Oct 22, 2016","","Sat","Michigan","41","","Illinois","8",""
"494","486","9","Oct 22, 2016","","Sat","Middle Tennessee State","51","@","Missouri","45",""
"495","487","9","Oct 22, 2016","","Sat","Minnesota","34","","Rutgers","32",""
"496","488","9","Oct 22, 2016","","Sat","Navy","42","","Memphis","28","CBSSN"
"497","489","9","Oct 22, 2016","","Sat","Nebraska","27","","Purdue","14",""
"498","490","9","Oct 22, 2016","","Sat","New Mexico","59","","Louisiana-Monroe","17",""
"499","491","9","Oct 22, 2016","","Sat","North Carolina","35","@","Virginia","14",""
"500","492","9","Oct 22, 2016","","Sat","North Texas","35","@","Army","18",""
"501","493","9","Oct 22, 2016","","Sat","Northern Illinois","44","","Buffalo","7",""
"502","494","9","Oct 22, 2016","","Sat","Northwestern","24","","Indiana","14",""
"503","495","9","Oct 22, 2016","","Sat","Ohio","14","@","Kent State","10",""
"504","496","9","Oct 22, 2016","","Sat","Oklahoma","66","@","Texas Tech","59",""
"505","497","9","Oct 22, 2016","","Sat","Oklahoma State","44","@","Kansas","20",""
"506","498","9","Oct 22, 2016","","Sat","Penn State","24","","Ohio State","21","ABC"
"507","499","9","Oct 22, 2016","","Sat","Rice","65","","Non-Major","44",""
"508","500","9","Oct 22, 2016","","Sat","South Carolina","34","","Massachusetts","28",""
"509","501","9","Oct 22, 2016","","Sat","Southern Methodist","38","","Houston","16",""
"510","502","9","Oct 22, 2016","","Sat","Syracuse","28","@","Boston College","20",""
"511","503","9","Oct 22, 2016","","Sat","Texas-El Paso","52","@","Texas-San Antonio","49",""
"512","504","9","Oct 22, 2016","","Sat","Toledo","31","","Central Michigan","17",""
"513","505","9","Oct 22, 2016","","Sat","Tulsa","50","","Tulane","27",""
"514","506","9","Oct 22, 2016","","Sat","Utah","52","@","UCLA","45",""
"515","507","9","Oct 22, 2016","","Sat","Utah State","38","","Fresno State","20","CBSSN"
"516","508","9","Oct 22, 2016","","Sat","Vanderbilt","35","","Non-Major","17",""
"517","509","9","Oct 22, 2016","","Sat","Washington","41","","Oregon State","17",""
"518","510","9","Oct 22, 2016","","Sat","Washington State","37","@","Arizona State","32",""
"519","511","9","Oct 22, 2016","","Sat","West Virginia","34","","Texas Christian","10",""
"520","512","9","Oct 22, 2016","","Sat","Western Kentucky","59","","Old Dominion","24",""
"521","513","9","Oct 22, 2016","","Sat","Western Michigan","45","","Eastern Michigan","31",""
"522","514","9","Oct 22, 2016","","Sat","Wisconsin","17","@","Iowa","9",""
"523","515","9","Oct 22, 2016","","Sat","Wyoming","42","@","Nevada","34",""
"525","516","10","Oct 27, 2016","","Thu","Appalachian State","34","@","Georgia Southern","10","ESPNU"
"526","517","10","Oct 27, 2016","","Thu","Buffalo","41","","Akron","20","CBSSN"
"527","518","10","Oct 27, 2016","","Thu","Ohio","31","@","Toledo","26","CBSSN"
"528","519","10","Oct 27, 2016","","Thu","Southern California","45","","California","24","ESPN"
"529","520","10","Oct 27, 2016","","Thu","Virginia Tech","39","@","Pittsburgh","36","ESPN"
"530","521","10","Oct 28, 2016","","Fri","Air Force","31","@","Fresno State","21","ESPN2"
"531","522","10","Oct 28, 2016","","Fri","San Diego State","40","@","Utah State","13","CBSSN"
"532","523","10","Oct 28, 2016","","Fri","South Florida","52","","Navy","45","ESPN2"
"533","524","10","Oct 29, 2016","","Sat","Arkansas State","51","","Louisiana-Monroe","10",""
"534","525","10","Oct 29, 2016","","Sat","Army","21","@","Wake Forest","13",""
"535","526","10","Oct 29, 2016","","Sat","Auburn","40","@","Mississippi","29",""
"536","527","10","Oct 29, 2016","","Sat","Boston College","21","@","North Carolina State","14",""
"537","528","10","Oct 29, 2016","","Sat","Clemson","37","@","Florida State","34",""
"538","529","10","Oct 29, 2016","","Sat","East Carolina","41","","Connecticut","3",""
"539","530","10","Oct 29, 2016","","Sat","Florida","24","","Georgia","10","CBS"
"540","531","10","Oct 29, 2016","","Sat","Georgia Tech","38","","Duke","35",""
"541","532","10","Oct 29, 2016","","Sat","Houston","31","","Central Florida","24",""
"542","533","10","Oct 29, 2016","","Sat","Indiana","42","","Maryland","36",""
"543","534","10","Oct 29, 2016","","Sat","Kansas State","31","@","Iowa State","26",""
"544","535","10","Oct 29, 2016","","Sat","Kent State","27","@","Central Michigan","24",""
"545","536","10","Oct 29, 2016","","Sat","Kentucky","35","@","Missouri","21",""
"546","537","10","Oct 29, 2016","","Sat","Louisiana Tech","61","","Rice","16",""
"547","538","10","Oct 29, 2016","","Sat","Louisville","32","@","Virginia","25",""
"548","539","10","Oct 29, 2016","","Sat","Massachusetts","34","","Non-Major","10","ESPN3"
"549","540","10","Oct 29, 2016","","Sat","Miami (OH)","28","@","Eastern Michigan","15",""
"550","541","10","Oct 29, 2016","","Sat","Michigan","32","@","Michigan State","23",""
"551","542","10","Oct 29, 2016","","Sat","Middle Tennessee State","42","@","Florida International","35",""
"552","543","10","Oct 29, 2016","","Sat","Minnesota","40","@","Illinois","17",""
"553","544","10","Oct 29, 2016","","Sat","Mississippi State","56","","Non-Major","41",""
"554","545","10","Oct 29, 2016","","Sat","New Mexico","28","@","Hawaii","21",""
"555","546","10","Oct 29, 2016","","Sat","Notre Dame","30","","Miami (FL)","27","NBC"
"556","547","10","Oct 29, 2016","","Sat","Ohio State","24","","Northwestern","20","ABC"
"557","548","10","Oct 29, 2016","","Sat","Oklahoma","56","","Kansas","3",""
"558","549","10","Oct 29, 2016","","Sat","Oklahoma State","37","","West Virginia","20",""
"559","550","10","Oct 29, 2016","","Sat","Old Dominion","31","@","Texas-El Paso","21",""
"560","551","10","Oct 29, 2016","","Sat","Oregon","54","","Arizona State","35",""
"561","552","10","Oct 29, 2016","","Sat","Penn State","62","@","Purdue","24",""
"562","553","10","Oct 29, 2016","","Sat","San Jose State","30","","Nevada-Las Vegas","24","CBSSN"
"563","554","10","Oct 29, 2016","","Sat","South Alabama","13","","Georgia State","10",""
"564","555","10","Oct 29, 2016","","Sat","South Carolina","24","","Tennessee","21",""
"565","556","10","Oct 29, 2016","","Sat","Southern Methodist","35","@","Tulane","31",""
"566","557","10","Oct 29, 2016","","Sat","Southern Mississippi","24","","Marshall","14",""
"567","558","10","Oct 29, 2016","","Sat","Stanford","34","@","Arizona","10",""
"568","559","10","Oct 29, 2016","","Sat","Temple","34","","Cincinnati","13",""
"569","560","10","Oct 29, 2016","","Sat","Texas","35","","Baylor","34",""
"570","561","10","Oct 29, 2016","","Sat","Texas A&M","52","","New Mexico State","10",""
"571","562","10","Oct 29, 2016","","Sat","Texas Tech","27","@","Texas Christian","24",""
"572","563","10","Oct 29, 2016","","Sat","Texas-San Antonio","31","","North Texas","17",""
"573","564","10","Oct 29, 2016","","Sat","Tulsa","59","@","Memphis","30",""
"574","565","10","Oct 29, 2016","","Sat","Washington","31","@","Utah","24",""
"575","566","10","Oct 29, 2016","","Sat","Washington State","35","@","Oregon State","31",""
"576","567","10","Oct 29, 2016","","Sat","Western Kentucky","52","@","Florida Atlantic","3",""
"577","568","10","Oct 29, 2016","","Sat","Wisconsin","23","","Nebraska","17","ABC"
"578","569","10","Oct 29, 2016","","Sat","Wyoming","30","","Boise State","28","CBSSN"
"580","570","11","Nov 1, 2016","","Tue","Northern Illinois","45","","Bowling Green State","20","ESPN2"
"581","571","11","Nov 1, 2016","","Tue","Western Michigan","52","@","Ball State","20","ESPN2"
"582","572","11","Nov 2, 2016","","Wed","Toledo","48","@","Akron","17","ESPN2"
"583","573","11","Nov 3, 2016","","Thu","Arkansas State","31","@","Georgia State","16","ESPNU"
"584","574","11","Nov 3, 2016","","Thu","Colorado","20","","UCLA","10","FS1"
"585","575","11","Nov 3, 2016","","Thu","Ohio","34","","Buffalo","10","CBSSN"
"586","576","11","Nov 3, 2016","","Thu","Oklahoma","34","@","Iowa State","24","ESPN"
"587","577","11","Nov 4, 2016","","Fri","Boise State","45","","San Jose State","31","ESPN2"
"588","578","11","Nov 4, 2016","","Fri","Miami (OH)","37","","Central Michigan","17","CBSSN"
"589","579","11","Nov 4, 2016","","Fri","Temple","21","@","Connecticut","0","ESPN2"
"590","580","11","Nov 5, 2016","","Sat","Air Force","31","@","Army","12","CBSSN"
"591","581","11","Nov 5, 2016","","Sat","Alabama","10","@","Louisiana State","0",""
"592","582","11","Nov 5, 2016","","Sat","Appalachian State","35","","Texas State","10",""
"593","583","11","Nov 5, 2016","","Sat","Arkansas","31","","Florida","10",""
"594","584","11","Nov 5, 2016","","Sat","Auburn","23","","Vanderbilt","16",""
"595","585","11","Nov 5, 2016","","Sat","Brigham Young","20","@","Cincinnati","3",""
"596","586","11","Nov 5, 2016","","Sat","Central Florida","37","","Tulane","6",""
"597","587","11","Nov 5, 2016","","Sat","Non-Major","38","@","Southern Mississippi","27",""
"598","588","11","Nov 5, 2016","","Sat","Clemson","54","","Syracuse","0",""
"599","589","11","Nov 5, 2016","","Sat","Colorado State","37","","Fresno State","0",""
"600","590","11","Nov 5, 2016","","Sat","Florida Atlantic","42","@","Rice","25","ESPN3"
"601","591","11","Nov 5, 2016","","Sat","Florida State","24","@","North Carolina State","20",""
"602","592","11","Nov 5, 2016","","Sat","Georgia","27","@","Kentucky","24",""
"603","593","11","Nov 5, 2016","","Sat","Idaho","23","@","Louisiana","13",""
"604","594","11","Nov 5, 2016","","Sat","Illinois","31","","Michigan State","27",""
"605","595","11","Nov 5, 2016","","Sat","Indiana","33","@","Rutgers","27",""
"606","596","11","Nov 5, 2016","","Sat","Louisiana Tech","45","@","North Texas","24","ESPN3"
"607","597","11","Nov 5, 2016","","Sat","Louisiana-Monroe","42","","South Alabama","35",""
"608","598","11","Nov 5, 2016","","Sat","Louisville","52","@","Boston College","7",""
"609","599","11","Nov 5, 2016","","Sat","Memphis","51","@","Southern Methodist","7",""
"610","600","11","Nov 5, 2016","","Sat","Miami (FL)","51","","Pittsburgh","28",""
"611","601","11","Nov 5, 2016","","Sat","Michigan","59","","Maryland","3",""
"612","602","11","Nov 5, 2016","","Sat","Minnesota","44","","Purdue","31",""
"613","603","11","Nov 5, 2016","","Sat","Mississippi","37","","Georgia Southern","27",""
"614","604","11","Nov 5, 2016","","Sat","Mississippi State","35","","Texas A&M","28",""
"615","605","11","Nov 5, 2016","","Sat","Navy","28","","Notre Dame","27","CBS"
"616","606","11","Nov 5, 2016","","Sat","New Mexico","35","","Nevada","26",""
"617","607","11","Nov 5, 2016","","Sat","North Carolina","48","","Georgia Tech","20",""
"618","608","11","Nov 5, 2016","","Sat","Ohio State","62","","Nebraska","3","ABC"
"619","609","11","Nov 5, 2016","","Sat","Oklahoma State","43","@","Kansas State","37",""
"620","610","11","Nov 5, 2016","","Sat","Old Dominion","38","","Marshall","14",""
"621","611","11","Nov 5, 2016","","Sat","Penn State","41","","Iowa","14","BTN"
"622","612","11","Nov 5, 2016","","Sat","San Diego State","55","","Hawaii","0",""
"623","613","11","Nov 5, 2016","","Sat","South Carolina","31","","Missouri","21",""
"624","614","11","Nov 5, 2016","","Sat","Southern California","45","","Oregon","20",""
"625","615","11","Nov 5, 2016","","Sat","Stanford","26","","Oregon State","15",""
"626","616","11","Nov 5, 2016","","Sat","Tennessee","55","","Non-Major","0",""
"627","617","11","Nov 5, 2016","","Sat","Texas","45","@","Texas Tech","37",""
"628","618","11","Nov 5, 2016","","Sat","Texas Christian","62","@","Baylor","22",""
"629","619","11","Nov 5, 2016","","Sat","Texas-El Paso","42","","Non-Major","10",""
"630","620","11","Nov 5, 2016","","Sat","Texas-San Antonio","45","@","Middle Tennessee State","25","ESPN3"
"631","621","11","Nov 5, 2016","","Sat","Troy","52","","Massachusetts","31",""
"632","622","11","Nov 5, 2016","","Sat","Tulsa","45","","East Carolina","24",""
"633","623","11","Nov 5, 2016","","Sat","Virginia Tech","24","@","Duke","21",""
"634","624","11","Nov 5, 2016","","Sat","Wake Forest","27","","Virginia","20",""
"635","625","11","Nov 5, 2016","","Sat","Washington","66","@","California","27",""
"636","626","11","Nov 5, 2016","","Sat","Washington State","69","","Arizona","7",""
"637","627","11","Nov 5, 2016","","Sat","West Virginia","48","","Kansas","21",""
"638","628","11","Nov 5, 2016","","Sat","Western Kentucky","49","","Florida International","21",""
"639","629","11","Nov 5, 2016","","Sat","Wisconsin","21","@","Northwestern","7",""
"640","630","11","Nov 5, 2016","","Sat","Wyoming","52","","Utah State","28",""
"642","631","12","Nov 8, 2016","","Tue","Eastern Michigan","48","@","Ball State","41","CBSSN"
"643","632","12","Nov 8, 2016","","Tue","Western Michigan","37","@","Kent State","21","CBSSN"
"644","633","12","Nov 9, 2016","","Wed","Bowling Green State","38","@","Akron","28",""
"645","634","12","Nov 9, 2016","","Wed","Toledo","31","","Northern Illinois","24","ESPN2"
"646","635","12","Nov 10, 2016","","Thu","Duke","28","","North Carolina","27","ESPN"
"647","636","12","Nov 10, 2016","","Thu","Louisiana","33","@","Georgia Southern","26","ESPNU"
"648","637","12","Nov 10, 2016","","Thu","Utah","49","@","Arizona State","26","FS1"
"649","638","12","Nov 11, 2016","","Fri","Florida State","45","","Boston College","7","ESPN2"
"650","639","12","Nov 12, 2016","","Sat","Air Force","49","","Colorado State","46",""
"651","640","12","Nov 12, 2016","","Sat","Alabama","51","","Mississippi State","3",""
"652","641","12","Nov 12, 2016","","Sat","Arkansas State","41","","New Mexico State","22",""
