"","Rk","Wk","Date","Time","Day","Winner","Pts","","Loser","Pts.1","TV"
"653","642","12","Nov 12, 2016","","Sat","Boise State","52","@","Hawaii","16","CBSSN"
"654","643","12","Nov 12, 2016","","Sat","Brigham Young","37","","Non-Major","7",""
"655","644","12","Nov 12, 2016","","Sat","Central Florida","24","","Cincinnati","3",""
"656","645","12","Nov 12, 2016","","Sat","Colorado","49","@","Arizona","24",""
"657","646","12","Nov 12, 2016","","Sat","Florida","20","","South Carolina","7",""
"658","647","12","Nov 12, 2016","","Sat","Florida Atlantic","35","","Texas-El Paso","31",""
"659","648","12","Nov 12, 2016","","Sat","Georgia","13","","Auburn","7",""
"660","649","12","Nov 12, 2016","","Sat","Georgia Tech","30","@","Virginia Tech","20",""
"661","650","12","Nov 12, 2016","","Sat","Houston","30","","Tulane","18",""
"662","651","12","Nov 12, 2016","","Sat","Idaho","47","@","Texas State","14",""
"663","652","12","Nov 12, 2016","","Sat","Iowa","14","","Michigan","13","ABC"
"664","653","12","Nov 12, 2016","","Sat","Iowa State","31","@","Kansas","24",""
"665","654","12","Nov 12, 2016","","Sat","Louisiana State","38","@","Arkansas","10",""
"666","655","12","Nov 12, 2016","","Sat","Louisiana Tech","63","","Texas-San Antonio","35",""
"667","656","12","Nov 12, 2016","","Sat","Louisiana-Monroe","37","@","Georgia State","23",""
"668","657","12","Nov 12, 2016","","Sat","Louisville","44","","Wake Forest","12",""
"669","658","12","Nov 12, 2016","","Sat","Marshall","42","","Middle Tennessee State","17",""
"670","659","12","Nov 12, 2016","","Sat","Miami (FL)","34","@","Virginia","14",""
"671","660","12","Nov 12, 2016","","Sat","Miami (OH)","35","@","Buffalo","24",""
"672","661","12","Nov 12, 2016","","Sat","Michigan State","49","","Rutgers","0",""
"673","662","12","Nov 12, 2016","","Sat","Mississippi","29","@","Texas A&M","28",""
"674","663","12","Nov 12, 2016","","Sat","Missouri","26","","Vanderbilt","17",""
"675","664","12","Nov 12, 2016","","Sat","Navy","42","","Tulsa","40","CBSSN"
"676","665","12","Nov 12, 2016","","Sat","Nebraska","24","","Minnesota","17","BTN"
"677","666","12","Nov 12, 2016","","Sat","Nevada-Las Vegas","69","","Wyoming","66",""
"678","667","12","Nov 12, 2016","","Sat","New Mexico","24","@","Utah State","21",""
"679","668","12","Nov 12, 2016","","Sat","North Carolina State","35","@","Syracuse","20",""
"680","669","12","Nov 12, 2016","","Sat","Northwestern","45","@","Purdue","17",""
"681","670","12","Nov 12, 2016","","Sat","Notre Dame","44","","Army","6","NBC"
"682","671","12","Nov 12, 2016","","Sat","Ohio State","62","@","Maryland","3",""
"683","672","12","Nov 12, 2016","","Sat","Oklahoma","45","","Baylor","24",""
"684","673","12","Nov 12, 2016","","Sat","Oklahoma State","45","","Texas Tech","44",""
"685","674","12","Nov 12, 2016","","Sat","Old Dominion","51","","Southern Mississippi","35",""
"686","675","12","Nov 12, 2016","","Sat","Penn State","45","@","Indiana","31",""
"687","676","12","Nov 12, 2016","","Sat","Pittsburgh","43","@","Clemson","42",""
"688","677","12","Nov 12, 2016","","Sat","Rice","22","@","Non-Major","21",""
"689","678","12","Nov 12, 2016","","Sat","San Diego State","46","@","Nevada","16",""
"690","679","12","Nov 12, 2016","","Sat","South Florida","49","@","Memphis","42",""
"691","680","12","Nov 12, 2016","","Sat","Southern California","26","@","Washington","13",""
"692","681","12","Nov 12, 2016","","Sat","Southern Methodist","55","@","East Carolina","31",""
"693","682","12","Nov 12, 2016","","Sat","Stanford","52","@","Oregon","27",""
"694","683","12","Nov 12, 2016","","Sat","Tennessee","49","","Kentucky","36",""
"695","684","12","Nov 12, 2016","","Sat","Troy","28","","Appalachian State","24",""
"696","685","12","Nov 12, 2016","","Sat","UCLA","38","","Oregon State","24",""
"697","686","12","Nov 12, 2016","","Sat","Washington State","56","","California","21",""
"698","687","12","Nov 12, 2016","","Sat","West Virginia","24","@","Texas","20",""
"699","688","12","Nov 12, 2016","","Sat","Western Kentucky","45","","North Texas","7","ESPN3"
"700","689","12","Nov 12, 2016","","Sat","Wisconsin","48","","Illinois","3",""
"702","690","13","Nov 15, 2016","","Tue","Bowling Green State","42","","Kent State","7",""
"703","691","13","Nov 15, 2016","","Tue","Central Michigan","27","","Ohio","20",""
"704","692","13","Nov 16, 2016","","Wed","Northern Illinois","31","@","Eastern Michigan","24",""
"705","693","13","Nov 16, 2016","","Wed","Toledo","37","","Ball State","19","ESPN2"
"706","694","13","Nov 17, 2016","","Thu","Arkansas State","35","@","Troy","3","ESPNU"
"707","695","13","Nov 17, 2016","","Thu","Houston","36","","Louisville","10","ESPN"
"708","696","13","Nov 18, 2016","","Fri","Boise State","42","","Nevada-Las Vegas","25","ESPN2"
"709","697","13","Nov 18, 2016","","Fri","Memphis","34","@","Cincinnati","7","CBSSN"
"710","698","13","Nov 19, 2016","","Sat","Air Force","41","@","San Jose State","38","CBSSN"
"711","699","13","Nov 19, 2016","","Sat","Alabama","31","","Non-Major","3",""
"712","700","13","Nov 19, 2016","","Sat","Appalachian State","42","","Louisiana-Monroe","17",""
"713","701","13","Nov 19, 2016","","Sat","Arkansas","58","@","Mississippi State","42",""
"714","702","13","Nov 19, 2016","","Sat","Army","60","","Non-Major","3",""
"715","703","13","Nov 19, 2016","","Sat","Auburn","55","","Non-Major","0",""
"716","704","13","Nov 19, 2016","","Sat","Boston College","30","","Connecticut","0",""
"717","705","13","Nov 19, 2016","","Sat","Brigham Young","51","","Massachusetts","9",""
"718","706","13","Nov 19, 2016","","Sat","Clemson","35","@","Wake Forest","13",""
"719","707","13","Nov 19, 2016","","Sat","Colorado","38","","Washington State","24",""
"720","708","13","Nov 19, 2016","","Sat","Colorado State","49","","New Mexico","31",""
"721","709","13","Nov 19, 2016","","Sat","Florida","16","@","Louisiana State","10",""
"722","710","13","Nov 19, 2016","","Sat","Florida International","31","","Marshall","14",""
"723","711","13","Nov 19, 2016","","Sat","Florida State","45","@","Syracuse","14",""
"724","712","13","Nov 19, 2016","","Sat","Georgia","35","","Louisiana","21",""
"725","713","13","Nov 19, 2016","","Sat","Georgia State","30","","Georgia Southern","24",""
"726","714","13","Nov 19, 2016","","Sat","Georgia Tech","31","","Virginia","17",""
"727","715","13","Nov 19, 2016","","Sat","Hawaii","14","@","Fresno State","13",""
"728","716","13","Nov 19, 2016","","Sat","Iowa","28","@","Illinois","0",""
"729","717","13","Nov 19, 2016","","Sat","Iowa State","66","","Texas Tech","10",""
"730","718","13","Nov 19, 2016","","Sat","Kansas","24","","Texas","21",""
"731","719","13","Nov 19, 2016","","Sat","Kansas State","42","@","Baylor","21",""
"732","720","13","Nov 19, 2016","","Sat","Kentucky","49","","Non-Major","13",""
"733","721","13","Nov 19, 2016","","Sat","Miami (FL)","27","@","North Carolina State","13",""
"734","722","13","Nov 19, 2016","","Sat","Michigan","20","","Indiana","10",""
"735","723","13","Nov 19, 2016","","Sat","Middle Tennessee State","38","@","Non-Major","31","ESPN3"
"736","724","13","Nov 19, 2016","","Sat","Minnesota","29","","Northwestern","12",""
"737","725","13","Nov 19, 2016","","Sat","Navy","66","@","East Carolina","31",""
"738","726","13","Nov 19, 2016","","Sat","Nebraska","28","","Maryland","7",""
"739","727","13","Nov 19, 2016","","Sat","Nevada","38","","Utah State","37",""
"740","728","13","Nov 19, 2016","","Sat","New Mexico State","50","","Texas State","10",""
"741","729","13","Nov 19, 2016","","Sat","North Carolina","41","","Non-Major","7",""
"742","730","13","Nov 19, 2016","","Sat","North Texas","29","","Southern Mississippi","23",""
"743","731","13","Nov 19, 2016","","Sat","Ohio State","17","@","Michigan State","16",""
"744","732","13","Nov 19, 2016","","Sat","Oklahoma","56","@","West Virginia","28",""
"745","733","13","Nov 19, 2016","","Sat","Oklahoma State","31","@","Texas Christian","6",""
"746","734","13","Nov 19, 2016","","Sat","Old Dominion","42","@","Florida Atlantic","24",""
"747","735","13","Nov 19, 2016","","Sat","Oregon","30","@","Utah","28",""
"748","736","13","Nov 19, 2016","","Sat","Oregon State","42","","Arizona","17",""
"749","737","13","Nov 19, 2016","","Sat","Penn State","39","@","Rutgers","0","BTN"
"750","738","13","Nov 19, 2016","","Sat","Pittsburgh","56","","Duke","14",""
"751","739","13","Nov 19, 2016","","Sat","Rice","44","","Texas-El Paso","24","ESPN3"
"752","740","13","Nov 19, 2016","","Sat","South Alabama","31","","Non-Major","7",""
"753","741","13","Nov 19, 2016","","Sat","South Carolina","44","","Non-Major","31",""
"754","742","13","Nov 19, 2016","","Sat","South Florida","35","@","Southern Methodist","27",""
"755","743","13","Nov 19, 2016","","Sat","Southern California","36","@","UCLA","14",""
"756","744","13","Nov 19, 2016","","Sat","Stanford","45","@","California","31",""
"757","745","13","Nov 19, 2016","","Sat","Temple","31","@","Tulane","0",""
"758","746","13","Nov 19, 2016","","Sat","Tennessee","63","","Missouri","37",""
"759","747","13","Nov 19, 2016","","Sat","Texas A&M","23","","Texas-San Antonio","10",""
"760","748","13","Nov 19, 2016","","Sat","Tulsa","35","@","Central Florida","20",""
"761","749","13","Nov 19, 2016","","Sat","Vanderbilt","38","","Mississippi","17",""
"762","750","13","Nov 19, 2016","","Sat","Virginia Tech","34","@","Notre Dame","31","NBC"
"763","751","13","Nov 19, 2016","","Sat","Washington","44","","Arizona State","18",""
"764","752","13","Nov 19, 2016","","Sat","Western Michigan","38","","Buffalo","0",""
"765","753","13","Nov 19, 2016","","Sat","Wisconsin","49","@","Purdue","20",""
"766","754","13","Nov 19, 2016","","Sat","Wyoming","34","","San Diego State","33","CBSSN"
"768","755","14","Nov 22, 2016","","Tue","Eastern Michigan","26","","Central Michigan","21","ESPNU"
"769","756","14","Nov 22, 2016","","Tue","Miami (OH)","21","","Ball State","20","ESPNU"
"770","757","14","Nov 22, 2016","","Tue","Ohio","9","","Akron","3","ESPNU"
"771","758","14","Nov 24, 2016","","Thu","Louisiana State","54","@","Texas A&M","39","ESPN"
"772","759","14","Nov 25, 2016","","Fri","Air Force","27","","Boise State","20","CBSSN"
"773","760","14","Nov 25, 2016","","Fri","Arizona","56","","Arizona State","35","ESPN"
"774","761","14","Nov 25, 2016","","Fri","Bowling Green State","27","","Buffalo","19",""
"775","762","14","Nov 25, 2016","","Fri","Iowa","40","","Nebraska","10",""
"776","763","14","Nov 25, 2016","","Fri","Memphis","48","","Houston","44",""
"777","764","14","Nov 25, 2016","","Fri","Missouri","28","","Arkansas","24","CBS"
"778","765","14","Nov 25, 2016","","Fri","North Carolina State","28","@","North Carolina","21",""
"779","766","14","Nov 25, 2016","","Fri","Northern Illinois","31","@","Kent State","21",""
"780","767","14","Nov 25, 2016","","Fri","Southern Mississippi","39","","Louisiana Tech","24",""
"781","768","14","Nov 25, 2016","","Fri","Texas Christian","31","@","Texas","9",""
"782","769","14","Nov 25, 2016","","Fri","Texas Tech","54","","Baylor","35","ESPN"
"783","770","14","Nov 25, 2016","","Fri","Tulsa","40","","Cincinnati","37",""
"784","771","14","Nov 25, 2016","","Fri","Washington","45","@","Washington State","17","FS1"
"785","772","14","Nov 25, 2016","","Fri","Western Michigan","55","","Toledo","35",""
"786","773","14","Nov 26, 2016","","Sat","Alabama","30","","Auburn","12",""
"787","774","14","Nov 26, 2016","","Sat","Appalachian State","37","@","New Mexico State","7",""
"788","775","14","Nov 26, 2016","","Sat","Boston College","17","@","Wake Forest","14",""
"789","776","14","Nov 26, 2016","","Sat","Brigham Young","28","","Utah State","10",""
"790","777","14","Nov 26, 2016","","Sat","California","36","","UCLA","10",""
"791","778","14","Nov 26, 2016","","Sat","Clemson","56","","South Carolina","7",""
"792","779","14","Nov 26, 2016","","Sat","Colorado","27","","Utah","22",""
"793","780","14","Nov 26, 2016","","Sat","Colorado State","63","@","San Diego State","31","CBSSN"
"794","781","14","Nov 26, 2016","","Sat","Florida State","31","","Florida","13",""
"795","782","14","Nov 26, 2016","","Sat","Georgia Tech","28","@","Georgia","27",""
"796","783","14","Nov 26, 2016","","Sat","Hawaii","46","","Massachusetts","40",""
"797","784","14","Nov 26, 2016","","Sat","Idaho","38","","South Alabama","31",""
"798","785","14","Nov 26, 2016","","Sat","Indiana","26","","Purdue","24",""
"799","786","14","Nov 26, 2016","","Sat","Kansas State","34","","Kansas","19",""
"800","787","14","Nov 26, 2016","","Sat","Kentucky","41","@","Louisville","38",""
"801","788","14","Nov 26, 2016","","Sat","Louisiana","24","","Arkansas State","19",""
"802","789","14","Nov 26, 2016","","Sat","Maryland","31","","Rutgers","13",""
"803","790","14","Nov 26, 2016","","Sat","Miami (FL)","40","","Duke","21",""
"804","791","14","Nov 26, 2016","","Sat","Middle Tennessee State","77","","Florida Atlantic","56",""
"805","792","14","Nov 26, 2016","","Sat","Mississippi State","55","@","Mississippi","20",""
"806","793","14","Nov 26, 2016","","Sat","Navy","75","@","Southern Methodist","31",""
"807","794","14","Nov 26, 2016","","Sat","Nevada","45","@","Nevada-Las Vegas","10",""
"808","795","14","Nov 26, 2016","","Sat","New Mexico","56","","Wyoming","35",""
"809","796","14","Nov 26, 2016","","Sat","Northwestern","42","","Illinois","21",""
"810","797","14","Nov 26, 2016","","Sat","Ohio State","30","","Michigan","27",""
"811","798","14","Nov 26, 2016","","Sat","Old Dominion","42","","Florida International","28",""
"812","799","14","Nov 26, 2016","","Sat","Oregon State","34","","Oregon","24",""
"813","800","14","Nov 26, 2016","","Sat","Penn State","45","","Michigan State","12",""
"814","801","14","Nov 26, 2016","","Sat","Pittsburgh","76","","Syracuse","61",""
"815","802","14","Nov 26, 2016","","Sat","San Jose State","16","@","Fresno State","14","CBSSN"
"816","803","14","Nov 26, 2016","","Sat","South Florida","48","","Central Florida","31",""
"817","804","14","Nov 26, 2016","","Sat","Southern California","45","","Notre Dame","27",""
"818","805","14","Nov 26, 2016","","Sat","Stanford","41","","Rice","17",""
"819","806","14","Nov 26, 2016","","Sat","Temple","37","","East Carolina","10",""
"820","807","14","Nov 26, 2016","","Sat","Texas-El Paso","52","","North Texas","24",""
"821","808","14","Nov 26, 2016","","Sat","Texas-San Antonio","33","","Non-Major","14",""
"822","809","14","Nov 26, 2016","","Sat","Troy","40","@","Texas State","7",""
"823","810","14","Nov 26, 2016","","Sat","Tulane","38","@","Connecticut","13",""
"824","811","14","Nov 26, 2016","","Sat","Vanderbilt","45","","Tennessee","34",""
"825","812","14","Nov 26, 2016","","Sat","Virginia Tech","52","","Virginia","10",""
"826","813","14","Nov 26, 2016","","Sat","West Virginia","49","@","Iowa State","19",""
"827","814","14","Nov 26, 2016","","Sat","Western Kentucky","60","@","Marshall","6",""
"828","815","14","Nov 26, 2016","","Sat","Wisconsin","31","","Minnesota","17",""
"830","816","15","Dec 2, 2016","","Fri","Washington","41","","Colorado","10",""
"831","817","15","Dec 2, 2016","","Fri","Western Michigan","29","","Ohio","23",""
"832","818","15","Dec 3, 2016","","Sat","Alabama","54","","Florida","16",""
"833","819","15","Dec 3, 2016","","Sat","Arkansas State","36","@","Texas State","14",""
"834","820","15","Dec 3, 2016","","Sat","Clemson","42","","Virginia Tech","35",""
"835","821","15","Dec 3, 2016","","Sat","Georgia Southern","28","","Troy","24",""
"836","822","15","Dec 3, 2016","","Sat","Idaho","37","","Georgia State","12",""
"837","823","15","Dec 3, 2016","","Sat","Kansas State","30","@","Texas Christian","6",""
"838","824","15","Dec 3, 2016","","Sat","Louisiana","30","@","Louisiana-Monroe","3",""
"839","825","15","Dec 3, 2016","","Sat","Oklahoma","38","","Oklahoma State","20",""
"840","826","15","Dec 3, 2016","","Sat","Penn State","38","","Wisconsin","31",""
"841","827","15","Dec 3, 2016","","Sat","San Diego State","27","@","Wyoming","24",""
"842","828","15","Dec 3, 2016","","Sat","South Alabama","35","","New Mexico State","28",""
"843","829","15","Dec 3, 2016","","Sat","Temple","34","@","Navy","10",""
"844","830","15","Dec 3, 2016","","Sat","West Virginia","24","","Baylor","21",""
"845","831","15","Dec 3, 2016","","Sat","Western Kentucky","58","","Louisiana Tech","44",""
"847","832","16","Dec 10, 2016","","Sat","Army","21","","Navy","17","CBS"
"849","833","17","Dec 17, 2016","","Sat","Appalachian State","31","","Toledo","28",""
"850","834","17","Dec 17, 2016","","Sat","Arkansas State","31","","Central Florida","13",""
"851","835","17","Dec 17, 2016","","Sat","New Mexico","23","","Texas-San Antonio","20",""
"852","836","17","Dec 17, 2016","","Sat","San Diego State","34","","Houston","10",""
"853","837","17","Dec 17, 2016","","Sat","Southern Mississippi","28","","Louisiana","21",""
"854","838","17","Dec 19, 2016","","Mon","Tulsa","55","","Central Michigan","10",""
"856","839","18","Dec 20, 2016","","Tue","Western Kentucky","51","","Memphis","31",""
"857","840","18","Dec 21, 2016","","Wed","Brigham Young","24","","Wyoming","21",""
"858","841","18","Dec 22, 2016","","Thu","Idaho","61","","Colorado State","50",""
"859","842","18","Dec 23, 2016","","Fri","Louisiana Tech","48","","Navy","45",""
"860","843","18","Dec 23, 2016","","Fri","Old Dominion","24","","Eastern Michigan","20",""
"861","844","18","Dec 23, 2016","","Fri","Troy","28","","Ohio","23",""
"862","845","18","Dec 24, 2016","","Sat","Hawaii","52","","Middle Tennessee State","35",""
"863","846","18","Dec 26, 2016","","Mon","Boston College","36","","Maryland","30",""
"864","847","18","Dec 26, 2016","","Mon","Mississippi State","17","","Miami (OH)","16",""
"865","848","18","Dec 26, 2016","","Mon","North Carolina State","41","","Vanderbilt","17",""
"867","849","19","Dec 27, 2016","","Tue","Army","38","","North Texas","31",""
"868","850","19","Dec 27, 2016","","Tue","Baylor","31","","Boise State","12",""
"869","851","19","Dec 27, 2016","","Tue","Minnesota","17","","Washington State","12",""
"870","852","19","Dec 27, 2016","","Tue","Wake Forest","34","","Temple","26",""
"871","853","19","Dec 28, 2016","","Wed","Kansas State","33","","Texas A&M","28",""
"872","854","19","Dec 28, 2016","","Wed","Miami (FL)","31","","West Virginia","14",""
"873","855","19","Dec 28, 2016","","Wed","Northwestern","31","","Pittsburgh","24",""
"874","856","19","Dec 28, 2016","","Wed","Utah","26","","Indiana","24",""
"875","857","19","Dec 29, 2016","","Thu","Oklahoma State","38","","Colorado","8",""
"876","858","19","Dec 29, 2016","","Thu","South Florida","46","","South Carolina","39",""
"877","859","19","Dec 29, 2016","","Thu","Virginia Tech","35","","Arkansas","24",""
"878","860","19","Dec 30, 2016","","Fri","Air Force","45","","South Alabama","21",""
"879","861","19","Dec 30, 2016","","Fri","Florida State","33","","Michigan","32",""
"880","862","19","Dec 30, 2016","","Fri","Georgia","31","","Texas Christian","23",""
"881","863","19","Dec 30, 2016","","Fri","Stanford","25","","North Carolina","23",""
"882","864","19","Dec 30, 2016","","Fri","Tennessee","38","","Nebraska","24",""
"883","865","19","Dec 31, 2016","","Sat","Alabama","24","","Washington","7",""
"884","866","19","Dec 31, 2016","","Sat","Clemson","31","","Ohio State","0",""
"885","867","19","Dec 31, 2016","","Sat","Georgia Tech","33","","Kentucky","18",""
"886","868","19","Dec 31, 2016","","Sat","Louisiana State","29","","Louisville","9",""
"888","869","20","Jan 2, 2017","","Mon","Florida","30","","Iowa","3",""
"889","870","20","Jan 2, 2017","","Mon","Oklahoma","35","","Auburn","19",""
"890","871","20","Jan 2, 2017","","Mon","Southern California","52","","Penn State","49",""
"891","872","20","Jan 2, 2017","","Mon","Wisconsin","24","","Western Michigan","16",""
"893","873","21","Jan 9, 2017","","Mon","Clemson","35","","Alabama","31","ESPN"
