"Team","X","Opponent","Date","Game.ID","Off.Plays","Off.Tot.Yds","Off.Tot.Avg","Off.Pass","Off.Rush","Off.Pen","Off.Tot","Off.Fum","Off.Tot.TD","Off.Pass.Att","Off.Cmp","Off.Pct","Off.Pass.Yds","Off.Pass.Avg","Off.Pass.TD","Off.Int","Off.Rush.Att","Off.Rush.Yds","Off.Rush.Avg","Off.Rush.TD","Off.X.2PM","Off.X.2PM.Pass","Off.X.2PM.Rush","Off.Points","Off.FGA","Off.FGM","Off.XPA","Off.XPM","Off.X3rdDown..Attempts","Off.X3rdDown..Conversions","Off.X3rdDown..Conversion..","Off.X4thDown..Attempts","Off.X4thDown..Conversions","Off.X4thDown..Conversion..","Off.RedZone..Attempts","Off.RedZone..Scores","Off.RedZone..Score..","Off.RedZone..TD","Off.RedZone..TD..","Off.RedZone..FG","Off.RedZone..FG..","Off.FGF","Off.FG.","Off.XPF","Off.XP.","Off.Incmp","Off.X3rdDown..Failed","Off.Tot.TO","Off.Points.Team","Off.Pass.Pts","Off.Rush.Pts","Off.Kicking.Pts","Off.ST.KickRet.Ret","Off.ST.KickRet.Yds","Off.ST.KickRet.Avg","Off.ST.KickRet.TD","Off.ST.PuntRet.Ret","Off.ST.PuntRet.Yds","Off.ST.PuntRet.Avg","Off.ST.PuntRet.TD","Off.ST.Punting.Punts","Off.ST.Punting.Yds","Off.ST.Punting.Avg","Off.ST.Kickoff.No","Off.ST.Kickoff.Yds","Off.ST.Kickoff.Avg","Off.ST.Kickoff.Touchbacks","Off.ST.Kickoff.Touchbacks..","Off.ST.Kickoff.OutOfBounds","Off.ST.Kickoff.Onside","Off.ST.Tot.TO","Off.ST.Return.TD","Off.ST.Return.Points","Off.ST.Return.Yds","Off.ST.Return.Ret","Off.ST.Return.Avg","Def.FGR.TD","Def.Sfty","Def.QB.Hurries","Def.KicksPunts.Blocked","Def.Points.Team","Def.Tackles.Solo","Def.Tackles.Ast","Def.Tackles.Tot","Def.Tackles.Loss","Def.Tackles.Sk","Def.Int.Int","Def.Int.Yds","Def.Int.Avg","Def.Int.TD","Def.Int.PD","Def.Fumbles.FR","Def.Fumbles.Yds","Def.Fumbles.TD","Def.Fumbles.FF","Def.Tot.Yds","Def.Tot.TD","Def.Tot.Pts","Def.Tot.TO","Def.ST.KicksPunts.Blocked","Def.ST.Fumbles.TD","Def.ST.Receiving.TD","Def.ST.Receiving.Pts","Off_w_ST.Tot.TO","Off_w_ST.Fum","Off_w_ST.Int","Def_w_ST.Tot.Fumbles.TD","Off.X4thDown..Failed","Off_w_ST.Plays","Off_w_ST.Yds","Off_w_ST.Yds.Avg","Off_w_ST.Pts","Off_w_ST.TD","Def_w_ST.TD","Def_w_ST.Pts","Def_w_ST.Yds","Off.Minus.Def.Points.Margin","Off_w_ST.Minus.Def_w_ST.Points.Margin","Off.Minus.Def.Yds.Margin","Off_w_ST.Minus.Def_w_ST.Yds.Margin","Off.Minus.Def.TD.Margin","Off_w_ST.Minus.Def_w_ST.TD.Margin","Off_w_ST.TD.TO.Diff","Off_w_ST.Tot.TO.NonScoring","Off.TD.FR.by.Off","No.Possessions","No.Empty.Possessions","No.Scoring.Possessions","No.Negative.Possessions","Homefield"
"Non-Major","@","Connecticut","2016-09-01",291,73,362,5,11,11,1,23,NA,3,23,16,69.6,162,7,0,0,50,200,4,3,0,0,0,24,1,1,3,3,15,8,53.33,1,1,100,4,3,75,2,50,1,25,0,1,0,1,7,7,NA,24,0,18,6,3,52,17.33,0,0,0,0,0,5,213,42.6,5,307,61.4,3,60,0,0,NA,0,0,52,3,17.3333333333333,0,0,NA,NA,24,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,76,414,5.44736842105263,24,3,1,6,NA,NA,18,NA,NA,NA,2,2,0,0,10,6,4,1,"@"
"Non-Major","@","Idaho","2016-09-01",434,57,353,6.2,6,9,0,15,NA,2,22,8,36.4,128,5.8,0,1,35,225,6.43,2,0,0,0,20,2,2,2,2,11,2,18.18,2,0,0,3,2,66.67,1,33.33,1,33.33,0,1,0,1,14,9,NA,20,0,12,8,3,59,19.67,0,3,12,4,0,4,157,39.25,5,317,63.4,1,20,1,0,NA,0,0,71,6,11.8333333333333,0,0,NA,NA,20,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,1,0,2,63,424,6.73015873015873,20,2,0,0,NA,NA,20,NA,NA,NA,2,0,2,0,12,8,4,0,"@"
"Non-Major","@","Nevada-Las Vegas","2016-09-01",657,57,503,8.8,8,13,0,21,NA,7,13,11,84.6,223,17.2,3,0,44,280,6.36,4,0,0,0,51,0,0,9,9,8,4,50,1,0,0,5,4,80,4,80,0,0,0,0,0,1,2,4,NA,63,18,24,9,4,113,28.25,0,1,-7,-7,0,2,71,35.5,10,645,64.5,8,80,0,0,NA,0,0,106,5,21.2,0,0,NA,NA,63,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,1,62,609,9.82258064516129,51,7,0,0,NA,NA,51,NA,NA,NA,7,6,1,0,11,4,7,0,"@"
"Non-Major","@","New Mexico","2016-09-01",677,68,615,9,9,15,0,24,NA,6,19,13,68.4,187,9.8,2,0,49,428,8.73,4,0,0,0,48,2,2,6,6,14,8,57.14,0,0,0,5,4,80,2,40,2,40,0,1,0,1,6,6,NA,48,12,24,12,2,26,13,0,3,37,12.33,0,4,116,29,9,577,64.11,8,88.89,0,0,NA,0,0,63,5,12.6,0,0,NA,NA,48,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,73,678,9.28767123287671,48,6,0,0,NA,NA,48,NA,NA,NA,6,5,1,0,13,5,8,0,"@"
"Non-Major","@","North Carolina State","2016-09-01",683,87,521,6,13,14,1,28,NA,7,30,23,76.7,262,8.7,2,1,57,259,4.54,5,0,0,0,48,0,0,7,6,15,10,66.67,2,1,50,8,7,87.5,7,87.5,0,0,0,0,1,0.857142857142857,7,5,NA,48,12,30,6,1,25,25,0,1,13,13,0,2,80,40,8,472,59,2,25,1,0,NA,0,0,38,2,19,0,0,NA,NA,48,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1,89,559,6.28089887640449,48,7,0,0,NA,NA,48,NA,NA,NA,7,6,1,0,11,4,7,0,"@"
"Non-Major","@","Utah","2016-09-01",857,76,436,5.7,11,8,0,19,NA,3,39,23,59,298,7.6,2,0,37,138,3.73,1,0,0,0,24,2,1,3,3,17,8,47.06,1,1,100,5,3,60,2,40,1,20,1,0.5,0,1,16,9,NA,24,12,6,6,0,0,0,0,5,55,11,0,6,333,55.5,5,324,64.8,3,60,0,0,NA,0,0,55,5,11,0,0,NA,NA,24,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,81,491,6.06172839506173,24,3,0,0,NA,NA,24,NA,NA,NA,3,2,1,0,12,8,4,0,"@"
"Non-Major","@","Utah State","2016-09-01",855,61,528,8.7,7,16,0,23,NA,6,17,11,64.7,100,5.9,0,0,44,428,9.73,6,0,0,0,45,1,1,6,6,12,9,75,0,0,0,4,4,100,3,75,1,25,0,1,0,1,6,3,NA,45,0,36,9,2,38,19,0,2,28,14,0,2,39,19.5,8,488,61,5,62.5,0,0,NA,0,0,66,4,16.5,0,0,NA,NA,45,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,65,594,9.13846153846154,45,6,0,0,NA,NA,45,NA,NA,NA,6,6,0,0,9,2,7,0,"@"
"Non-Major","@","Baylor","2016-09-02",134,72,498,6.9,10,13,0,23,NA,7,29,19,65.5,223,7.7,5,0,43,275,6.4,2,0,0,0,55,2,2,7,7,15,7,46.67,1,1,100,9,9,100,7,77.78,2,22.22,0,1,0,1,10,8,NA,55,30,12,13,0,0,0,0,6,95,15.83,0,4,149,37.25,10,636,63.6,3,30,2,0,NA,0,0,95,6,15.8333333333333,0,0,NA,NA,55,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,78,593,7.6025641025641,55,7,0,0,NA,NA,55,NA,NA,NA,7,6,1,0,14,5,9,0,"@"
"Non-Major","@","Buffalo","2016-09-02",193,82,403,4.9,10,11,2,23,NA,1,34,17,50,177,5.2,1,3,48,226,4.71,0,0,0,0,16,4,3,1,1,17,5,29.41,2,1,50,3,2,66.67,1,33.33,1,33.33,1,0.75,0,1,17,12,NA,16,6,0,10,2,46,23,0,4,20,5,0,4,176,44,5,284,56.8,0,0,0,0,NA,0,0,66,6,11,0,0,NA,NA,16,NA,NA,NA,NA,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,1,3,0,1,88,469,5.32954545454545,16,1,0,0,NA,NA,16,NA,NA,NA,1,-3,4,0,14,10,4,0,"@"
"Non-Major","@","Eastern Michigan","2016-09-02",320,68,479,7,9,14,1,24,NA,8,24,17,70.8,198,8.3,3,1,44,281,6.39,5,0,0,0,59,2,1,8,8,11,5,45.45,1,1,100,9,9,100,8,88.89,1,11.11,1,0.5,0,1,7,6,NA,61,18,30,11,4,146,36.5,0,1,5,5,0,2,93,46.5,10,618,61.8,2,20,0,0,NA,0,0,151,5,30.2,0,0,NA,NA,61,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,73,630,8.63013698630137,59,8,0,0,NA,NA,59,NA,NA,NA,8,7,1,0,13,4,9,0,"@"
"Non-Major","@","Michigan State","2016-09-02",603,58,361,6.2,9,9,1,19,NA,4,18,13,72.2,190,10.6,3,1,40,171,4.28,1,0,0,0,28,1,0,4,4,10,4,40,0,0,0,4,4,100,4,100,0,0,1,0,0,1,5,6,NA,28,18,6,4,3,70,23.33,0,4,23,5.75,0,3,134,44.67,5,314,62.8,3,60,1,0,NA,0,0,93,7,13.2857142857143,0,0,NA,NA,28,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,1,0,0,65,454,6.98461538461538,28,4,0,0,NA,NA,28,NA,NA,NA,4,2,2,0,10,6,4,0,"@"
"Non-Major","@","Nevada","2016-09-02",663,58,363,6.3,9,8,1,18,NA,4,24,17,70.8,189,7.9,2,0,34,174,5.12,2,0,0,0,30,2,1,3,3,14,7,50,1,1,100,4,4,100,3,75,1,25,1,0.5,0,1,7,7,NA,30,12,12,6,1,16,16,0,0,0,0,0,5,229,45.8,5,319,63.8,2,40,0,0,NA,0,0,16,1,16,0,0,NA,NA,30,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,59,379,6.42372881355932,30,4,0,0,NA,NA,30,NA,NA,NA,4,4,0,0,11,6,5,0,"@"
"Non-Major","@","Syracuse","2016-09-02",819,81,554,6.8,18,5,2,25,NA,3,46,40,87,437,9.5,2,0,35,117,3.34,1,0,0,0,33,4,4,3,3,18,8,44.44,3,3,100,4,4,100,1,25,3,75,0,1,0,1,6,10,NA,33,12,6,15,2,32,16,0,2,21,10.5,0,3,136,45.33,8,503,62.88,2,25,0,0,NA,0,0,53,4,13.25,0,0,NA,NA,33,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,85,607,7.14117647058824,33,3,0,0,NA,NA,33,NA,NA,NA,3,2,1,0,11,4,7,0,"@"
"Non-Major","@","Air Force","2016-09-03",1,77,608,7.9,5,22,2,29,NA,5,11,6,54.5,201,18.3,3,0,69,401,5.81,2,0,0,0,37,1,1,4,4,13,6,46.15,0,0,0,3,3,100,2,66.67,1,33.33,0,1,0,1,5,7,NA,37,18,12,7,2,43,21.5,0,0,0,0,0,5,181,36.2,7,455,65,6,85.71,0,0,NA,0,0,43,2,21.5,0,0,NA,NA,37,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2,0,0,0,79,651,8.24050632911392,37,5,0,0,NA,NA,37,NA,NA,NA,5,3,2,0,13,7,6,0,"@"
"Non-Major","@","Akron","2016-09-03",14,67,576,8.6,16,7,1,24,NA,7,38,25,65.8,425,11.2,6,1,29,151,5.21,1,0,0,0,47,0,0,7,5,12,5,41.67,3,2,66.67,4,4,100,4,100,0,0,0,0,2,0.714285714285714,13,7,NA,47,36,6,5,3,80,26.67,0,4,8,2,0,4,145,36.25,8,500,62.5,2,25,0,0,NA,0,0,88,7,12.5714285714286,0,0,NA,NA,47,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,1,0,1,74,664,8.97297297297297,47,7,0,0,NA,NA,47,NA,NA,NA,7,5,2,0,14,7,7,0,"@"
"Non-Major","@","Arizona State","2016-09-03",53,73,456,6.2,8,18,1,27,NA,5,27,20,74.1,180,6.7,0,1,46,276,6,5,1,1,0,44,3,3,4,3,14,8,57.14,1,0,0,4,4,100,3,75,1,25,0,1,1,0.75,7,6,NA,44,2,30,12,3,84,28,0,4,31,7.75,0,2,69,34.5,9,585,65,8,88.89,0,0,NA,0,0,115,7,16.4285714285714,0,0,NA,NA,44,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,1,0,1,80,571,7.1375,44,5,0,0,NA,NA,44,NA,NA,NA,5,3,2,0,13,5,8,0,"@"
"Non-Major","@","Central Florida","2016-09-03",211,91,462,5.1,10,12,5,27,NA,4,36,20,55.6,265,7.4,2,0,55,197,3.58,2,0,0,0,38,4,4,3,2,17,6,35.29,4,3,75,5,5,100,3,60,2,40,0,1,1,0.666666666666667,16,11,NA,38,12,12,14,1,47,47,0,4,46,11.5,0,3,134,44.67,9,573,63.67,4,44.44,0,0,NA,0,0,93,5,18.6,0,0,NA,NA,38,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2,0,0,1,96,555,5.78125,38,4,0,0,NA,NA,38,NA,NA,NA,4,2,2,0,14,6,8,0,"@"
"Non-Major","@","Duke","2016-09-03",300,89,535,6,9,17,3,29,NA,7,26,16,61.5,227,8.7,3,0,63,308,4.89,4,0,0,0,49,0,0,7,7,15,7,46.67,4,2,50,6,5,83.33,5,83.33,0,0,0,0,0,1,10,8,NA,49,18,24,7,2,50,25,0,4,40,10,0,4,163,40.75,6,361,60.17,0,0,0,1,NA,0,0,90,6,15,0,0,NA,NA,49,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,5,0,0,2,95,625,6.57894736842105,49,7,0,0,NA,NA,49,NA,NA,NA,7,2,5,0,18,11,7,0,"@"
"Non-Major","@","East Carolina","2016-09-03",311,71,688,9.7,17,11,0,28,NA,7,33,29,87.9,413,12.5,5,0,38,275,7.24,2,0,0,0,52,2,1,7,7,14,10,71.43,0,0,0,6,5,83.33,5,83.33,0,0,1,0.5,0,1,4,4,NA,52,30,12,10,2,44,22,0,2,2,1,0,2,61,30.5,9,573,63.67,4,44.44,0,0,NA,0,0,46,4,11.5,0,0,NA,NA,52,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,75,734,9.78666666666667,52,7,0,0,NA,NA,52,NA,NA,NA,7,6,1,0,12,4,8,0,"@"
"Non-Major","@","Florida Atlantic","2016-09-03",329,76,452,5.9,9,8,2,19,NA,5,31,23,74.2,282,9.1,2,0,45,170,3.78,3,0,0,0,38,1,1,5,5,18,7,38.89,1,1,100,2,2,100,2,100,0,0,0,1,0,1,8,11,NA,38,12,18,8,4,61,15.25,0,2,16,8,0,8,308,38.5,7,445,63.57,1,14.29,0,0,NA,0,0,77,6,12.8333333333333,0,0,NA,NA,38,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,82,529,6.45121951219512,38,5,0,0,NA,NA,38,NA,NA,NA,5,5,0,0,14,8,6,0,"@"
"Non-Major","@","Georgia Southern","2016-09-03",379,84,605,7.2,8,23,3,34,NA,8,15,12,80,185,12.3,2,1,69,420,6.09,6,0,0,0,54,0,0,7,6,12,8,66.67,2,1,50,6,5,83.33,5,83.33,0,0,0,0,1,0.857142857142857,3,4,NA,54,12,36,6,1,27,27,0,4,19,4.75,0,1,31,31,9,560,62.22,6,66.67,1,0,NA,0,0,46,5,9.2,0,0,NA,NA,54,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,1,0,1,89,651,7.31460674157303,54,8,0,0,NA,NA,54,NA,NA,NA,8,6,2,0,12,4,8,0,"@"
"Non-Major","@","Illinois","2016-09-03",444,64,515,8,9,10,2,21,NA,7,24,16,66.7,228,9.5,3,0,40,287,7.18,4,0,0,0,52,1,1,7,7,12,6,50,1,1,100,4,3,75,3,75,0,0,0,1,0,1,8,6,NA,52,18,24,10,1,8,8,0,3,20,6.67,0,4,172,43,9,578,64.22,4,44.44,0,0,NA,0,0,28,4,7,0,0,NA,NA,52,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,68,543,7.98529411764706,52,7,0,0,NA,NA,52,NA,NA,NA,7,7,0,0,12,4,8,0,"@"
"Non-Major","@","Iowa State","2016-09-03",467,53,307,5.8,10,3,3,16,NA,3,28,18,64.3,256,9.1,3,2,25,51,2.04,0,0,0,0,20,0,0,3,2,11,3,27.27,0,0,0,1,1,100,1,100,0,0,0,0,1,0.666666666666667,10,8,NA,20,18,0,2,2,53,26.5,0,4,44,11,0,7,274,39.14,5,327,65.4,2,40,1,0,NA,0,0,97,6,16.1666666666667,0,1,NA,NA,20,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4,2,2,0,0,59,404,6.84745762711864,20,3,0,0,NA,NA,20,NA,NA,NA,3,-1,4,0,15,12,3,1,"@"
"Non-Major","@","Kansas","2016-09-03",498,73,570,7.8,16,12,0,28,NA,8,38,28,73.7,399,10.5,6,1,35,171,4.89,2,0,0,0,55,1,0,7,7,11,6,54.55,1,1,100,8,6,75,6,75,0,0,1,0,0,1,10,5,NA,55,36,12,7,2,41,20.5,0,2,17,8.5,0,3,126,42,9,575,63.89,5,55.56,0,0,NA,0,0,58,4,14.5,0,0,NA,NA,55,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,1,0,0,77,628,8.15584415584416,55,8,0,0,NA,NA,55,NA,NA,NA,8,6,2,0,14,6,8,0,"@"
"Non-Major","@","Louisiana-Monroe","2016-09-03",543,79,533,6.7,10,16,0,26,NA,5,33,20,60.6,208,6.3,2,2,46,325,7.07,3,0,0,0,38,1,1,5,5,17,11,64.71,1,1,100,5,4,80,3,60,1,20,0,1,0,1,13,6,NA,38,12,18,8,4,68,17,0,1,0,0,0,4,144,36,7,427,61,1,14.29,1,0,NA,0,0,68,5,13.6,0,0,NA,NA,38,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0,0,84,601,7.15476190476191,38,5,0,0,NA,NA,38,NA,NA,NA,5,3,2,0,12,6,6,0,"@"
"Non-Major","@","Maryland","2016-09-03",567,73,519,7.1,10,14,1,25,NA,6,29,20,69,204,7,0,0,44,315,7.16,6,0,0,0,46,1,1,7,7,12,7,58.33,1,0,0,6,6,100,5,83.33,1,16.67,0,1,0,1,9,5,NA,52,0,36,10,1,22,22,0,1,21,21,1,3,105,35,9,526,58.44,1,11.11,0,0,NA,1,6,43,2,21.5,0,0,NA,NA,52,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,75,562,7.49333333333333,52,7,0,0,NA,NA,52,NA,NA,NA,7,7,0,0,12,4,8,0,"@"
"Non-Major","@","Memphis","2016-09-03",582,72,412,5.7,18,5,4,27,NA,4,40,26,65,295,7.4,3,2,33,110,3.33,1,1,1,0,35,2,2,3,3,16,7,43.75,0,0,0,4,3,75,3,75,0,0,0,1,0,1,14,9,NA,35,20,6,9,2,63,31.5,0,5,46,9.2,0,4,163,40.75,7,449,64.14,4,57.14,0,0,NA,0,0,109,7,15.5714285714286,0,0,NA,NA,35,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,1,2,0,0,79,521,6.59493670886076,35,4,0,0,NA,NA,35,NA,NA,NA,4,1,3,0,13,7,6,0,"@"
"Non-Major","@","Miami (FL)","2016-09-03",591,57,523,9.2,8,13,1,22,NA,9,21,13,61.9,150,7.1,4,0,36,373,10.36,5,0,0,0,64,1,0,10,10,11,7,63.64,1,1,100,8,6,75,6,75,0,0,1,0,0,1,8,4,NA,70,24,30,10,0,0,0,0,4,77,19.25,1,2,57,28.5,11,701,63.73,2,18.18,0,0,NA,1,6,77,4,19.25,0,0,NA,NA,70,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,61,600,9.83606557377049,70,10,0,0,NA,NA,70,NA,NA,NA,10,9,1,0,14,4,10,0,"@"
"Non-Major","@","Middle Tennessee State","2016-09-03",615,93,681,7.3,22,12,1,35,NA,7,53,40,75.5,435,8.2,6,2,40,246,6.15,1,0,0,0,55,2,2,7,7,16,8,50,1,1,100,5,5,100,4,80,1,20,0,1,0,1,13,8,NA,55,36,6,13,1,24,24,0,4,33,8.25,0,3,99,33,10,637,63.7,4,40,0,0,NA,0,0,57,5,11.4,0,0,NA,NA,55,NA,NA,NA,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,0,2,0,0,98,738,7.53061224489796,55,7,0,0,NA,NA,55,NA,NA,NA,7,5,2,0,14,5,9,0,"@"
"Non-Major","@","Navy","2016-09-03",643,57,550,9.6,3,15,0,18,NA,7,4,4,100,123,30.8,1,0,53,427,8.06,6,0,0,0,52,1,1,7,7,10,5,50,2,1,50,6,6,100,5,83.33,1,16.67,0,1,0,1,0,5,NA,52,6,36,10,4,101,25.25,0,1,18,18,0,2,89,44.5,9,531,59,3,33.33,1,0,NA,0,0,119,5,23.8,0,0,NA,NA,52,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,62,669,10.7903225806452,52,7,0,0,NA,NA,52,NA,NA,NA,7,7,0,0,11,3,8,0,"@"
"Non-Major","@","Oklahoma State","2016-09-03",731,73,397,5.4,14,9,0,23,NA,6,35,25,71.4,253,7.2,2,0,38,144,3.79,4,0,0,0,49,2,2,8,7,12,6,50,0,0,0,8,7,87.5,5,62.5,2,25,0,1,1,0.875,10,6,NA,61,12,24,13,1,11,11,0,2,60,30,0,4,167,41.75,11,683,62.09,2,18.18,0,0,NA,0,0,71,3,23.6666666666667,0,0,NA,NA,61,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,0,0,76,468,6.15789473684211,49,6,0,0,NA,NA,49,NA,NA,NA,6,5,1,0,13,5,8,0,"@"
"Non-Major","@","Oregon","2016-09-03",754,67,522,7.8,12,8,1,21,NA,7,30,21,70,271,9,3,0,37,251,6.78,4,3,0,3,53,1,1,2,2,13,7,53.85,1,0,0,7,6,85.71,5,71.43,1,14.29,0,1,0,1,9,6,NA,53,18,30,5,4,153,38.25,0,4,98,24.5,0,4,153,38.25,9,575,63.89,6,66.67,1,0,NA,0,0,251,8,31.375,0,0,NA,NA,53,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,2,0,0,1,75,773,10.3066666666667,53,7,0,0,NA,NA,53,NA,NA,NA,7,5,2,0,15,7,8,0,"@"
"Non-Major","@","Pittsburgh","2016-09-03",767,67,261,3.9,11,3,3,17,NA,3,33,19,57.6,175,5.3,2,0,34,86,2.53,1,0,0,0,22,2,0,4,4,15,6,40,0,0,0,4,3,75,3,75,0,0,2,0,0,1,14,9,NA,28,12,6,4,2,118,59,1,4,58,14.5,0,6,254,42.33,5,302,60.4,1,20,0,0,NA,1,6,176,6,29.3333333333333,0,0,NA,NA,28,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,0,1,0,73,437,5.98630136986301,28,4,1,6,NA,NA,22,NA,NA,NA,3,3,0,0,13,9,4,1,"@"
"Non-Major","@","Purdue","2016-09-03",771,83,512,6.2,15,9,1,25,NA,5,44,26,59.1,251,5.7,1,1,39,261,6.69,4,0,0,0,39,2,1,6,6,17,8,47.06,2,1,50,5,4,80,3,60,1,20,1,0.5,0,1,18,9,NA,45,6,24,9,3,76,25.33,0,2,-6,-3,0,5,213,42.6,8,512,64,1,12.5,0,0,NA,0,0,70,5,14,0,0,NA,NA,45,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,1,88,582,6.61363636363636,39,5,0,0,NA,NA,39,NA,NA,NA,5,4,1,0,14,8,6,0,"@"
"Non-Major","@","San Diego State","2016-09-03",781,67,461,6.9,11,7,1,19,NA,4,26,17,65.4,291,11.2,2,0,41,170,4.15,2,0,0,0,31,1,1,4,4,15,5,33.33,0,0,0,4,4,100,3,75,1,25,0,1,0,1,9,10,NA,31,12,12,7,1,9,9,0,3,16,5.33,0,8,295,36.88,6,386,64.33,4,66.67,0,0,NA,0,0,25,4,6.25,0,0,NA,NA,31,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,71,486,6.84507042253521,31,4,0,0,NA,NA,31,NA,NA,NA,4,4,0,0,13,8,5,0,"@"
"Non-Major","@","South Florida","2016-09-03",798,66,444,6.7,9,10,3,22,NA,8,25,13,52,230,9.2,4,1,41,214,5.22,4,0,0,0,56,0,0,8,8,12,6,50,0,0,0,4,4,100,4,100,0,0,0,0,0,1,12,6,NA,56,24,24,8,3,69,23,0,5,38,7.6,0,4,154,38.5,9,534,59.33,0,0,0,0,NA,0,0,107,8,13.375,0,0,NA,NA,56,NA,NA,NA,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,2,1,1,0,0,74,551,7.44594594594595,56,8,0,0,NA,NA,56,NA,NA,NA,8,6,2,0,14,6,8,0,"@"
