"Team","X","Opponent","Date","Game.ID","Off.Plays","Off.Tot.Yds","Off.Tot.Avg","Off.Pass","Off.Rush","Off.Pen","Off.Tot","Off.Fum","Off.Tot.TD","Off.Pass.Att","Off.Cmp","Off.Pct","Off.Pass.Yds","Off.Pass.Avg","Off.Pass.TD","Off.Int","Off.Rush.Att","Off.Rush.Yds","Off.Rush.Avg","Off.Rush.TD","Off.X.2PM","Off.X.2PM.Pass","Off.X.2PM.Rush","Off.Points","Off.FGA","Off.FGM","Off.XPA","Off.XPM","Off.X3rdDown..Attempts","Off.X3rdDown..Conversions","Off.X3rdDown..Conversion..","Off.X4thDown..Attempts","Off.X4thDown..Conversions","Off.X4thDown..Conversion..","Off.RedZone..Attempts","Off.RedZone..Scores","Off.RedZone..Score..","Off.RedZone..TD","Off.RedZone..TD..","Off.RedZone..FG","Off.RedZone..FG..","Off.FGF","Off.FG.","Off.XPF","Off.XP.","Off.Incmp","Off.X3rdDown..Failed","Off.Tot.TO","Off.Points.Team","Off.Pass.Pts","Off.Rush.Pts","Off.Kicking.Pts","Off.ST.KickRet.Ret","Off.ST.KickRet.Yds","Off.ST.KickRet.Avg","Off.ST.KickRet.TD","Off.ST.PuntRet.Ret","Off.ST.PuntRet.Yds","Off.ST.PuntRet.Avg","Off.ST.PuntRet.TD","Off.ST.Punting.Punts","Off.ST.Punting.Yds","Off.ST.Punting.Avg","Off.ST.Kickoff.No","Off.ST.Kickoff.Yds","Off.ST.Kickoff.Avg","Off.ST.Kickoff.Touchbacks","Off.ST.Kickoff.Touchbacks..","Off.ST.Kickoff.OutOfBounds","Off.ST.Kickoff.Onside","Off.ST.Tot.TO","Off.ST.Return.TD","Off.ST.Return.Points","Off.ST.Return.Yds","Off.ST.Return.Ret","Off.ST.Return.Avg","Def.FGR.TD","Def.Sfty","Def.QB.Hurries","Def.KicksPunts.Blocked","Def.Points.Team","Def.Tackles.Solo","Def.Tackles.Ast","Def.Tackles.Tot","Def.Tackles.Loss","Def.Tackles.Sk","Def.Int.Int","Def.Int.Yds","Def.Int.Avg","Def.Int.TD","Def.Int.PD","Def.Fumbles.FR","Def.Fumbles.Yds","Def.Fumbles.TD","Def.Fumbles.FF","Def.Tot.Yds","Def.Tot.TD","Def.Tot.Pts","Def.Tot.TO","Def.ST.KicksPunts.Blocked","Def.ST.Fumbles.TD","Def.ST.Receiving.TD","Def.ST.Receiving.Pts","Off_w_ST.Tot.TO","Off_w_ST.Fum","Off_w_ST.Int","Def_w_ST.Tot.Fumbles.TD","Off.X4thDown..Failed","Off_w_ST.Plays","Off_w_ST.Yds","Off_w_ST.Yds.Avg","Off_w_ST.Pts","Off_w_ST.TD","Def_w_ST.TD","Def_w_ST.Pts","Def_w_ST.Yds","Off.Minus.Def.Points.Margin","Off_w_ST.Minus.Def_w_ST.Points.Margin","Off.Minus.Def.Yds.Margin","Off_w_ST.Minus.Def_w_ST.Yds.Margin","Off.Minus.Def.TD.Margin","Off_w_ST.Minus.Def_w_ST.TD.Margin","Off_w_ST.TD.TO.Diff","Off_w_ST.Tot.TO.NonScoring","Off.TD.FR.by.Off","No.Possessions","No.Empty.Possessions","No.Scoring.Possessions","No.Negative.Possessions","Homefield"
"Boston College","","North Carolina","2009-11-21",168,60,198,3.3,3,7,2,12,1,1,30,12,40,101,3.4,1,5,30,97,3.23,0,0,0,0,13,2,2,1,1,13,0,0,0,0,0,3,3,100,1,33.33,2,66.67,0,1,0,1,18,13,6,13,6,0,7,5,108,21.6,0,1,9,9,0,7,324,46.29,3,200,66.67,1,33.33,0,0,0,0,0,117,6,19.5,0,0,0,0,13,40,12,52,8,4,5,151,82.3,1,8,1,20,1,2,171,2,12,6,0,0,0,0,6,1,5,1,0,66,315,4.77272727272727,13,1,2,12,171,1,1,27,144,-1,-1,-5,4,0,16,13,3,2,""
"Boston College","@","Maryland","2009-11-28",169,70,353,5,9,7,4,20,0,1,23,14,60.9,227,9.9,1,0,47,126,2.68,0,0,0,0,19,5,4,1,1,15,4,26.67,1,0,0,4,3,75,0,0,3,75,1,0.8,0,1,9,11,0,19,6,0,13,2,55,27.5,0,0,0,0,0,4,163,40.75,5,298,59.6,1,20,0,0,0,0,0,55,2,27.5,0,0,0,0,19,34,50,84,7,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,408,5.66666666666667,19,1,0,0,0,19,19,353,408,1,1,1,0,0,11,6,5,0,"@"
"Boston College","N","Southern California","2009-12-26",170,63,312,5,8,9,1,18,1,2,33,14,42.4,218,6.6,1,1,30,94,3.13,1,0,0,0,13,0,0,2,1,12,4,33.33,1,0,0,2,1,50,1,50,0,0,0,0,1,0.5,19,8,2,13,6,6,1,2,49,24.5,0,0,0,0,0,6,208,34.67,3,134,44.67,0,0,0,0,0,0,0,49,2,24.5,0,0,0,0,13,24,30,54,6,2,1,0,0,0,4,1,22,0,0,22,0,0,2,0,0,0,0,2,1,1,0,1,65,361,5.55384615384615,13,2,0,0,22,13,13,290,339,2,2,0,2,0,11,9,2,0,"N"
"Bowling Green State","","Troy","2009-09-03",171,72,389,5.4,15,5,1,21,0,3,44,32,72.7,339,7.7,2,1,28,50,1.79,1,0,0,0,25,1,1,4,4,13,4,30.77,3,3,100,3,3,100,2,66.67,1,33.33,0,1,0,1,12,9,1,31,12,6,7,3,61,20.33,0,2,4,2,0,5,188,37.6,6,315,52.5,1,16.67,0,0,0,0,0,65,5,13,0,0,1,0,31,43,26,69,4,1,1,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,77,454,5.8961038961039,25,3,0,0,0,25,25,389,454,3,3,2,1,0,10,6,4,0,""
"Bowling Green State","@","Missouri","2009-09-12",172,75,320,4.3,11,6,0,17,0,2,46,29,63,206,4.5,1,0,29,114,3.93,1,0,0,0,20,2,2,2,2,18,6,33.33,1,0,0,4,4,100,2,50,2,50,0,1,0,1,17,12,0,20,6,6,8,6,137,22.83,0,1,-1,-1,0,9,336,37.33,5,296,59.2,0,0,1,0,0,0,0,136,7,19.4285714285714,0,0,0,0,20,44,28,72,4,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,82,456,5.5609756097561,20,2,0,0,0,20,20,320,456,2,2,2,0,0,14,10,4,0,"@"
"Bowling Green State","@","Marshall","2009-09-19",173,82,393,4.8,20,3,0,23,0,1,62,43,69.4,383,6.2,1,0,20,10,0.5,0,0,0,0,10,3,1,1,1,21,11,52.38,1,0,0,4,1,25,0,0,1,25,2,0.333333333333333,0,1,19,10,0,10,6,0,4,4,75,18.75,0,1,-1,-1,0,5,194,38.8,3,199,66.33,0,0,0,0,1,0,0,74,5,14.8,0,0,9,1,10,29,66,95,7,6,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,87,467,5.36781609195402,10,1,0,0,0,10,10,393,467,1,1,0,1,0,11,9,2,0,"@"
"Bowling Green State","","Boise State","2009-09-26",147,75,282,3.8,8,7,3,18,0,2,42,21,50,189,4.5,1,2,33,93,2.82,1,0,0,0,14,1,0,2,2,19,8,42.11,3,2,66.67,3,2,66.67,2,66.67,0,0,1,0,0,1,21,11,2,14,6,6,2,6,113,18.83,0,2,16,8,0,6,219,36.5,3,199,66.33,0,0,0,0,1,0,0,129,8,16.125,0,0,3,0,14,37,38,75,5,1,2,19,19,0,5,0,0,0,0,19,0,0,2,0,0,0,0,3,1,2,0,1,83,411,4.95180722891566,14,2,0,0,19,14,14,263,392,2,2,-1,3,0,13,11,2,0,""
"Bowling Green State","","Ohio","2009-10-03",174,86,474,5.5,18,6,2,26,0,4,53,28,52.8,390,7.4,2,0,33,84,2.55,2,0,0,0,37,3,3,4,4,16,7,43.75,3,0,0,8,7,87.5,4,50,3,37.5,0,1,0,1,25,9,0,37,12,12,13,6,111,18.5,0,2,71,35.5,0,3,131,43.67,8,524,65.5,3,37.5,1,0,1,0,0,182,8,22.75,0,0,10,0,37,48,32,80,9,3,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,3,94,656,6.97872340425532,37,4,0,0,0,37,37,474,656,4,4,3,1,0,14,7,7,0,""
"Bowling Green State","@","Kent State","2009-10-10",175,93,548,5.9,21,4,0,25,0,5,64,44,68.8,505,7.9,4,1,29,43,1.48,1,0,0,0,36,2,1,3,3,19,8,42.11,4,3,75,8,5,62.5,4,50,1,12.5,1,0.5,0,1,20,11,1,36,24,6,6,5,69,13.8,0,3,18,6,0,5,209,41.8,7,414,59.14,1,14.29,1,0,0,0,0,87,8,10.875,1,0,2,1,36,57,32,89,9,4,1,17,17,0,6,0,0,1,0,17,2,12,1,1,-1,-1,-6,1,0,1,0,1,101,635,6.28712871287129,36,5,1,6,17,24,30,531,618,3,4,4,1,0,14,8,6,1,"@"
"Bowling Green State","@","Ball State","2009-10-17",126,65,455,7,17,6,1,24,0,4,41,28,68.3,376,9.2,3,0,24,79,3.29,1,0,0,0,31,2,1,4,4,12,4,33.33,0,0,0,4,2,50,1,25,1,25,1,0.5,0,1,13,8,0,31,18,6,7,4,83,20.75,0,2,6,3,0,6,193,32.17,6,365,60.83,1,16.67,0,0,0,0,0,89,6,14.8333333333333,0,0,0,0,31,30,42,72,9,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,544,7.66197183098592,31,4,0,0,0,31,31,455,544,4,4,4,0,0,12,7,5,0,"@"
"Bowling Green State","","Central Michigan","2009-10-24",176,77,363,4.7,16,5,3,24,0,1,57,36,63.2,343,6,1,1,20,20,1,0,0,0,0,10,2,1,1,1,17,9,52.94,1,0,0,5,1,20,0,0,1,20,1,0.5,0,1,21,8,1,10,6,0,4,3,61,20.33,0,2,6,3,0,5,179,35.8,3,177,59,0,0,0,0,1,0,0,67,5,13.4,0,0,5,0,10,38,38,76,5,3,1,5,5,0,7,0,0,0,1,5,0,0,1,0,0,0,0,2,1,1,0,1,82,430,5.24390243902439,10,1,0,0,5,10,10,358,425,1,1,-1,2,0,11,9,2,0,""
"Bowling Green State","@","Buffalo","2009-11-03",177,66,361,5.5,14,3,3,20,0,4,41,22,53.7,313,7.6,1,1,25,48,1.92,3,0,0,0,30,1,1,4,3,14,7,50,1,0,0,6,5,83.33,4,66.67,1,16.67,0,1,1,0.75,19,7,1,30,6,18,6,5,74,14.8,0,3,46,15.33,0,4,132,33,6,393,65.5,1,16.67,0,0,1,0,0,120,8,15,0,0,3,0,30,33,22,55,6,1,1,30,30,0,5,0,0,0,0,30,0,0,1,0,0,0,0,2,1,1,0,1,74,481,6.5,30,4,0,0,30,30,30,331,451,4,4,2,2,0,12,7,5,0,"@"
"Bowling Green State","@","Miami (OH)","2009-11-12",178,69,349,5.1,8,9,1,18,0,5,35,22,62.9,203,5.8,3,0,34,146,4.29,2,0,0,0,35,2,0,5,5,16,6,37.5,1,0,0,7,4,57.14,4,57.14,0,0,2,0,0,1,13,10,0,35,18,12,5,3,60,20,0,4,13,3.25,0,5,203,40.6,6,382,63.67,0,0,0,0,2,0,0,73,7,10.4285714285714,0,0,6,1,35,34,50,84,7,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,2,0,0,1,76,422,5.55263157894737,35,5,0,0,0,35,35,349,422,5,5,3,2,0,15,10,5,0,"@"
"Bowling Green State","","Akron","2009-11-20",24,65,474,7.3,15,4,2,21,0,4,32,23,71.9,338,10.6,2,0,33,136,4.12,2,0,0,0,28,0,0,5,4,14,10,71.43,1,0,0,6,4,66.67,4,66.67,0,0,0,0,1,0.8,9,4,0,36,12,12,4,6,147,24.5,1,0,0,0,0,3,96,32,6,372,62,0,0,1,0,0,1,6,147,6,24.5,0,0,1,0,36,31,48,79,5,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,71,621,8.74647887323944,34,5,0,0,0,28,34,474,621,4,5,5,0,0,9,4,5,0,""
"Bowling Green State","","Toledo","2009-11-27",179,59,289,4.9,7,8,2,17,0,5,31,19,61.3,137,4.4,2,0,28,152,5.43,3,0,0,0,38,1,1,5,5,11,5,45.45,1,0,0,7,6,85.71,5,71.43,1,14.29,0,1,0,1,12,6,0,38,12,18,8,4,80,20,0,3,44,14.67,0,4,152,38,7,441,63,0,0,0,0,1,0,0,124,7,17.7142857142857,0,0,0,0,38,25,38,63,3,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,66,413,6.25757575757576,38,5,0,0,0,38,38,289,413,5,5,4,1,0,12,6,6,0,""
"Bowling Green State","N","Idaho","2009-12-30",180,72,538,7.5,18,6,3,27,0,6,48,34,70.8,388,8.1,4,1,24,150,6.25,2,0,0,0,42,1,0,6,6,14,8,57.14,1,0,0,4,3,75,3,75,0,0,1,0,0,1,14,6,1,42,24,12,6,7,137,19.57,0,3,2,0.67,0,3,102,34,7,451,64.43,0,0,0,0,0,0,0,139,10,13.9,0,0,0,1,42,45,14,59,7,1,1,2,2,0,2,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,1,82,677,8.25609756097561,42,6,0,0,2,42,42,536,675,6,6,5,1,0,12,6,6,0,"N"
"Brigham Young","N","Oklahoma","2009-09-05",181,71,357,5,10,6,1,17,0,2,38,26,68.4,329,8.7,2,2,33,28,0.85,0,0,0,0,14,1,0,2,2,17,8,47.06,1,1,100,3,2,66.67,2,66.67,0,0,1,0,0,1,12,9,2,14,12,0,2,4,61,15.25,0,2,3,1.5,0,5,198,39.6,3,177,59,0,0,1,0,2,0,0,64,6,10.6666666666667,0,0,6,0,14,46,18,64,10,4,2,19,19,0,3,0,0,0,2,19,0,0,2,0,0,0,0,4,2,2,0,0,77,421,5.46753246753247,14,2,0,0,19,14,14,338,402,2,2,-2,4,0,12,10,2,0,"N"
"Brigham Young","@","Tulane","2009-09-12",182,79,527,6.7,20,12,3,35,0,6,34,26,76.5,321,9.4,2,1,45,206,4.58,4,0,0,0,48,2,2,7,6,9,6,66.67,1,0,0,7,7,100,5,71.43,2,28.57,0,1,1,0.857142857142857,8,3,1,54,12,24,12,2,45,22.5,0,0,0,0,0,0,0,0,10,610,61,0,0,2,0,0,0,0,45,2,22.5,0,0,0,0,54,46,38,84,1,0,1,1,1,0,3,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,81,572,7.06172839506173,48,6,0,0,1,48,48,526,571,6,6,5,1,0,10,2,8,0,"@"
"Brigham Young","","Florida State","2009-09-19",183,53,475,9,14,4,2,20,0,4,34,23,67.6,365,10.7,3,3,19,108,5.68,1,0,0,0,28,0,0,4,4,6,3,50,1,0,0,3,2,66.67,2,66.67,0,0,0,0,0,1,11,3,3,28,18,6,4,2,23,11.5,0,0,0,0,0,1,43,43,5,331,66.2,2,40,0,0,2,0,0,23,2,11.5,0,0,1,0,28,32,16,48,1,1,3,97,97,1,3,0,0,0,2,97,1,6,3,0,0,0,0,5,2,3,0,1,55,498,9.05454545454545,28,4,1,6,97,22,22,378,401,3,3,-1,4,0,11,7,4,1,""
"Brigham Young","","Colorado State","2009-09-26",184,63,373,5.9,11,7,2,20,0,6,29,18,62.1,241,8.3,2,2,34,132,3.88,4,0,0,0,42,0,0,6,6,16,11,68.75,0,0,0,5,5,100,5,100,0,0,0,0,0,1,11,5,2,42,12,24,6,3,69,23,0,2,22,11,0,4,204,51,7,476,68,1,14.29,0,0,0,0,0,91,5,18.2,0,0,3,0,42,28,38,66,3,3,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,68,464,6.82352941176471,42,6,0,0,0,42,42,373,464,6,6,4,2,0,12,6,6,0,""
"Brigham Young","","Utah State","2009-10-02",185,66,431,6.5,10,12,0,22,1,5,23,16,69.6,218,9.5,3,2,43,213,4.95,2,0,0,0,35,0,0,5,5,12,8,66.67,1,1,100,4,4,100,4,100,0,0,0,0,0,1,7,4,3,35,18,12,5,3,73,24.33,0,1,9,9,0,3,111,37,6,392,65.33,1,16.67,1,0,0,0,0,82,4,20.5,0,0,1,0,35,40,31,71,2,1,2,16,16,0,3,1,7,0,1,23,0,0,3,0,0,0,0,3,1,2,0,0,70,513,7.32857142857143,35,5,0,0,23,35,35,408,490,5,5,2,3,0,11,6,5,0,""
"Brigham Young","@","Nevada-Las Vegas","2009-10-10",186,70,611,8.7,15,11,1,27,0,8,27,21,77.8,320,11.9,2,0,43,291,6.77,6,0,0,0,59,1,1,8,8,11,8,72.73,0,0,0,6,6,100,5,83.33,1,16.67,0,1,0,1,6,3,0,59,12,36,11,3,150,50,0,4,31,7.75,0,2,75,37.5,10,648,64.8,2,20,0,0,0,0,0,181,7,25.8571428571429,0,0,0,0,59,36,50,86,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,792,10.2857142857143,59,8,0,0,0,59,59,611,792,8,8,8,0,0,11,2,9,0,"@"
"Brigham Young","@","San Diego State","2009-10-17",187,91,512,5.6,15,11,1,27,0,5,39,27,69.2,346,8.9,3,0,52,166,3.19,2,0,0,0,38,1,1,5,5,21,15,71.43,3,1,33.33,5,5,100,5,100,0,0,0,1,0,1,12,6,0,38,18,12,8,5,124,24.8,0,3,38,12.67,0,2,65,32.5,6,408,68,0,0,0,0,0,0,0,162,8,20.25,0,0,0,0,38,65,26,91,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,99,674,6.80808080808081,38,5,0,0,0,38,38,512,674,5,5,5,0,0,10,4,6,0,"@"
"Brigham Young","","Texas Christian","2009-10-24",188,70,298,4.3,9,8,1,18,0,1,33,20,60.6,188,5.7,1,1,37,110,2.97,0,0,0,0,7,1,0,1,1,15,5,33.33,3,1,33.33,2,1,50,1,50,0,0,1,0,0,1,13,10,1,7,6,0,1,7,152,21.71,0,3,10,3.33,0,6,282,47,2,140,70,1,50,0,0,1,0,0,162,10,16.2,0,0,3,0,7,37,50,87,7,5,1,5,5,0,7,0,0,0,1,5,0,0,1,0,0,0,0,2,1,1,0,2,80,460,5.75,7,1,0,0,5,7,7,293,455,1,1,-1,2,0,12,11,1,0,""
"Brigham Young","@","Wyoming","2009-11-07",189,67,543,8.1,16,12,2,30,0,7,22,20,90.9,312,14.2,4,0,45,231,5.13,3,0,0,0,52,2,1,7,7,9,5,55.56,1,0,0,7,6,85.71,5,71.43,1,14.29,1,0.5,0,1,2,4,0,52,24,18,10,0,0,0,0,3,-2,-0.67,0,1,39,39,9,617,68.56,4,44.44,0,0,0,0,0,-2,3,-0.666666666666667,0,0,0,0,52,25,64,89,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,70,541,7.72857142857143,52,7,0,0,0,52,52,543,541,7,7,7,0,0,11,3,8,0,"@"
"Brigham Young","@","New Mexico","2009-11-14",190,56,355,6.3,14,2,1,17,0,3,33,21,63.6,314,9.5,2,1,23,41,1.78,1,0,0,0,24,1,1,3,3,11,5,45.45,0,0,0,3,2,66.67,2,66.67,0,0,0,1,0,1,12,6,1,24,12,6,6,2,43,21.5,0,2,-1,-0.5,0,4,148,37,5,330,66,2,40,0,0,1,0,0,42,4,10.5,0,0,0,0,24,30,22,52,7,2,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,60,397,6.61666666666667,24,3,0,0,0,24,24,355,397,3,3,1,2,0,10,6,4,0,"@"
"Brigham Young","","Air Force","2009-11-21",12,70,498,7.1,19,7,0,26,0,5,45,33,73.3,377,8.4,5,2,25,121,4.84,0,0,0,0,38,2,1,5,5,10,6,60,1,0,0,7,5,71.43,5,71.43,0,0,1,0.5,0,1,12,4,2,38,30,0,8,4,68,17,0,2,1,0.5,0,1,41,41,7,416,59.43,0,0,0,0,1,0,0,69,6,11.5,0,0,5,1,38,44,34,78,3,0,2,17,17,0,3,0,0,0,1,17,0,0,2,1,0,0,0,3,1,2,0,1,76,567,7.46052631578947,38,5,0,0,17,38,38,481,550,5,5,2,3,0,12,6,6,0,""
"Brigham Young","","Utah","2009-11-28",191,68,265,3.9,7,5,2,14,0,3,32,12,37.5,134,4.2,2,0,36,131,3.64,1,0,0,0,26,2,2,2,2,18,6,33.33,0,0,0,4,4,100,2,50,2,50,0,1,0,1,20,12,0,26,12,6,8,3,49,16.33,0,5,63,12.6,0,9,377,41.89,5,324,64.8,1,20,1,0,0,0,0,112,8,14,0,0,4,0,26,38,26,64,6,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,377,4.96052631578947,26,3,0,0,0,26,26,265,377,3,3,3,0,0,14,9,5,0,""
"Brigham Young","N","Oregon State","2009-12-22",192,65,308,4.7,9,6,3,18,0,5,30,19,63.3,192,6.4,3,0,35,116,3.31,2,0,0,0,38,1,1,6,5,14,8,57.14,1,1,100,5,5,100,4,80,1,20,0,1,1,0.833333333333333,11,6,0,44,18,12,8,2,16,8,0,1,0,0,0,4,150,37.5,8,381,47.63,1,12.5,0,0,2,0,0,16,3,5.33333333333333,0,0,0,1,44,35,30,65,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,2,0,0,0,68,324,4.76470588235294,38,5,0,0,0,38,38,308,324,5,5,3,2,0,12,6,6,0,"N"
"Buffalo","@","Texas-El Paso","2009-09-05",193,61,309,5.1,7,10,1,18,0,3,19,12,63.2,159,8.4,1,0,42,150,3.57,2,0,0,0,21,1,0,3,3,12,6,50,0,0,0,3,2,66.67,2,66.67,0,0,1,0,0,1,7,6,0,23,6,12,3,3,102,34,0,1,12,12,0,5,162,32.4,4,251,62.75,1,25,0,0,0,0,0,114,4,28.5,0,0,0,0,23,33,42,75,7,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,65,423,6.50769230769231,21,3,0,0,0,21,21,309,423,3,3,3,0,0,9,6,3,0,"@"
"Buffalo","","Pittsburgh","2009-09-12",194,69,500,7.2,17,4,4,25,1,4,39,26,66.7,433,11.1,4,1,30,67,2.23,0,0,0,0,27,0,0,4,3,15,7,46.67,2,0,0,2,1,50,1,50,0,0,0,0,1,0.75,13,8,2,27,24,0,3,7,87,12.43,0,1,10,10,0,3,104,34.67,5,294,58.8,1,20,0,0,2,0,0,97,8,12.125,0,0,2,0,27,42,32,74,8,4,1,30,30,0,4,1,50,1,3,80,1,6,2,0,0,0,0,4,3,1,1,2,77,597,7.75324675324675,27,4,1,6,80,21,21,420,517,3,3,0,3,0,13,9,4,1,""
"Buffalo","@","Central Florida","2009-09-19",195,68,304,4.5,13,4,3,20,0,2,36,23,63.9,218,6.1,2,1,32,86,2.69,0,0,0,0,17,1,1,2,2,16,6,37.5,3,1,33.33,2,2,100,1,50,1,50,0,1,0,1,13,10,1,17,12,0,5,5,88,17.6,0,0,0,0,0,2,77,38.5,3,180,60,0,0,0,0,3,0,0,88,5,17.6,0,0,1,0,17,52,14,66,6,3,1,23,23,0,2,0,0,0,3,23,0,0,1,0,0,0,0,4,3,1,0,2,73,392,5.36986301369863,17,2,0,0,23,17,17,281,369,2,2,-2,4,0,11,8,3,0,"@"
"Buffalo","@","Temple","2009-09-26",196,71,380,5.4,12,6,2,20,0,1,41,26,63.4,281,6.9,1,4,30,99,3.3,0,0,0,0,13,2,2,1,1,13,5,38.46,0,0,0,5,3,60,1,20,2,40,0,1,0,1,15,8,4,13,6,0,7,7,116,16.57,0,0,0,0,0,4,141,35.25,4,218,54.5,0,0,1,0,1,0,0,116,7,16.5714285714286,0,0,0,0,13,57,6,63,2,1,4,148,148,1,8,0,0,0,1,148,1,6,4,0,0,0,0,5,1,4,0,0,78,496,6.35897435897436,13,1,1,6,148,7,7,232,348,0,0,-4,4,0,12,9,3,1,"@"
"Buffalo","","Central Michigan","2009-10-03",197,69,433,6.3,11,8,3,22,0,1,32,16,50,210,6.6,1,1,37,223,6.03,0,0,0,0,13,3,2,1,1,13,5,38.46,1,0,0,3,2,66.67,0,0,2,66.67,1,0.666666666666667,0,1,16,8,1,13,6,0,7,3,74,24.67,0,2,4,2,0,4,140,35,4,238,59.5,1,25,0,0,0,0,0,78,5,15.6,0,0,2,0,13,39,32,71,5,1,1,-2,-2,0,3,0,0,0,0,-2,0,0,1,0,0,0,0,1,0,1,0,1,74,511,6.90540540540541,13,1,0,0,-2,13,13,435,513,1,1,0,1,0,10,7,3,0,""
"Buffalo","","Non-Major","2009-10-10",198,73,508,7,11,13,5,29,NA,6,26,19,73.1,258,9.9,3,0,47,250,5.32,3,0,0,0,40,0,0,6,4,13,9,69.23,2,1,50,6,6,100,6,100,0,0,0,0,2,0.666666666666667,7,4,NA,40,18,18,4,2,52,26,0,3,13,4.33,0,2,66,33,7,454,64.86,1,14.29,0,0,NA,0,0,65,5,13,0,0,NA,NA,40,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,78,573,7.34615384615385,40,6,0,0,NA,NA,40,NA,NA,NA,6,6,0,0,9,3,6,0,""
"Buffalo","","Akron","2009-10-17",19,72,312,4.3,11,6,2,19,0,3,35,20,57.1,205,5.9,2,2,37,107,2.89,1,0,0,0,21,0,0,3,3,14,6,42.86,1,0,0,3,3,100,3,100,0,0,0,0,0,1,15,8,2,21,12,6,3,4,72,18,0,1,7,7,0,6,186,31,4,243,60.75,0,0,0,0,0,0,0,79,5,15.8,0,0,1,0,21,38,40,78,9,2,2,13,13,0,6,0,0,0,1,13,0,0,2,0,0,0,0,2,0,2,1,1,77,391,5.07792207792208,21,3,1,6,13,21,15,299,378,3,2,1,1,0,12,9,3,1,""
"Buffalo","@","Western Michigan","2009-10-24",199,79,541,6.8,17,7,0,24,0,4,51,26,51,327,6.4,1,2,28,214,7.64,3,0,0,0,31,3,1,4,4,17,7,41.18,1,0,0,4,3,75,2,50,1,25,2,0.333333333333333,0,1,25,10,2,31,6,18,7,4,41,10.25,0,2,16,8,0,6,253,42.17,5,303,60.6,0,0,0,0,0,0,0,57,6,9.5,0,0,5,1,31,36,26,62,3,1,2,45,45,0,7,0,0,0,0,45,0,0,2,1,0,0,0,2,0,2,0,1,85,598,7.03529411764706,31,4,0,0,45,31,31,496,553,4,4,2,2,0,16,11,5,0,"@"
"Buffalo","","Bowling Green State","2009-11-03",177,74,411,5.6,8,14,1,23,0,4,27,13,48.1,149,5.5,1,0,47,262,5.57,3,1,0,1,29,0,0,3,3,15,5,33.33,2,1,50,4,4,100,4,100,0,0,0,0,0,1,14,10,0,29,6,20,3,5,79,15.8,0,0,0,0,0,7,200,28.57,5,275,55,0,0,0,0,0,0,0,79,5,15.8,0,0,2,2,29,40,34,74,4,2,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,1,79,490,6.20253164556962,29,4,0,0,0,29,29,411,490,4,4,4,0,0,12,8,4,0,""
"Buffalo","","Ohio","2009-11-10",200,71,441,6.2,15,7,1,23,0,3,44,20,45.5,316,7.2,3,2,27,125,4.63,0,0,0,0,24,1,1,3,3,14,5,35.71,2,2,100,2,1,50,0,0,1,50,0,1,0,1,24,9,2,24,18,0,6,6,97,16.17,0,1,0,0,0,5,189,37.8,5,252,50.4,0,0,0,0,1,0,0,97,7,13.8571428571429,0,0,0,0,24,36,26,62,3,2,2,44,44,0,4,0,0,0,2,44,0,0,2,0,1,1,6,3,1,2,1,0,78,538,6.8974358974359,24,3,1,6,44,24,18,397,494,3,2,0,2,0,12,8,4,1,""
