"","Team","X","Opponent","Result","Date"
"41","Alabama","","Florida Atlantic","W (40-7)","2012-09-22"
"42","Alabama","","Mississippi","W (33-14)","2012-09-29"
"43","Alabama","@","Missouri","W (42-10)","2012-10-13"
"44","Alabama","@","Tennessee","W (44-13)","2012-10-20"
"45","Alabama","","Mississippi State","W (38-7)","2012-10-27"
"46","Alabama","@","Louisiana State","W (21-17)","2012-11-03"
"47","Alabama","","Texas A&M","L (24-29)","2012-11-10"
"48","Alabama","","Non-Major","W (49-0)","2012-11-17"
"49","Alabama","","Auburn","W (49-0)","2012-11-24"
"50","Alabama","N","Georgia","W (32-28)","2012-12-01"
"51","Alabama","N","Notre Dame","W (42-14)","2013-01-07"
"52","Arizona State","","Non-Major","W (63-6)","2012-08-30"
"53","Arizona State","","Illinois","W (45-14)","2012-09-08"
"54","Arizona State","@","Missouri","L (20-24)","2012-09-15"
"55","Arizona State","","Utah","W (37-7)","2012-09-22"
"56","Arizona State","@","California","W (27-17)","2012-09-29"
"57","Arizona State","@","Colorado","W (51-17)","2012-10-11"
"58","Arizona State","","Oregon","L (21-43)","2012-10-18"
"59","Arizona State","","UCLA","L (43-45)","2012-10-27"
"60","Arizona State","@","Oregon State","L (26-36)","2012-11-03"
"61","Arizona State","@","Southern California","L (17-38)","2012-11-10"
"62","Arizona State","","Washington State","W (46-7)","2012-11-17"
"63","Arizona State","@","Arizona","W (41-34)","2012-11-23"
"64","Arizona State","N","Navy","W (62-28)","2012-12-29"
"65","Arizona","","Toledo","W (24-17)","2012-09-01"
"66","Arizona","","Oklahoma State","W (59-38)","2012-09-08"
"67","Arizona","","Non-Major","W (56-0)","2012-09-15"
"68","Arizona","@","Oregon","L (0-49)","2012-09-22"
"69","Arizona","","Oregon State","L (35-38)","2012-09-29"
"70","Arizona","@","Stanford","L (48-54)","2012-10-06"
"71","Arizona","","Washington","W (52-17)","2012-10-20"
"72","Arizona","","Southern California","W (39-36)","2012-10-27"
"73","Arizona","@","UCLA","L (10-66)","2012-11-03"
"74","Arizona","","Colorado","W (56-31)","2012-11-10"
"75","Arizona","@","Utah","W (34-24)","2012-11-17"
"76","Arizona","N","Nevada","W (49-48)","2012-12-15"
"77","Arkansas State","@","Oregon","L (34-57)","2012-09-01"
"78","Arkansas State","","Memphis","W (33-28)","2012-09-08"
"79","Arkansas State","@","Nebraska","L (13-42)","2012-09-15"
"80","Arkansas State","","Non-Major","W (56-0)","2012-09-22"
"81","Arkansas State","","Western Kentucky","L (13-26)","2012-09-29"
"82","Arkansas State","@","Florida International","W (34-20)","2012-10-04"
"83","Arkansas State","","South Alabama","W (36-29)","2012-10-13"
"84","Arkansas State","@","Louisiana","W (50-27)","2012-10-23"
"85","Arkansas State","@","North Texas","W (37-19)","2012-11-03"
"86","Arkansas State","","Louisiana-Monroe","W (45-23)","2012-11-08"
"87","Arkansas State","@","Troy","W (41-34)","2012-11-17"
"88","Arkansas State","","Middle Tennessee State","W (45-0)","2012-12-01"
"89","Arkansas State","N","Kent State","W (17-13)","2013-01-06"
"90","Arkansas","","Non-Major","W (49-24)","2012-09-01"
"91","Arkansas","","Louisiana-Monroe","L (31-34)","2012-09-08"
"92","Arkansas","","Rutgers","L (26-35)","2012-09-22"
"93","Arkansas","N","Texas A&M","L (10-58)","2012-09-29"
"94","Arkansas","@","Auburn","W (24-7)","2012-10-06"
"95","Arkansas","","Kentucky","W (49-7)","2012-10-13"
"96","Arkansas","","Mississippi","L (27-30)","2012-10-27"
"97","Arkansas","","Tulsa","W (19-15)","2012-11-03"
"98","Arkansas","@","South Carolina","L (20-38)","2012-11-10"
"99","Arkansas","@","Mississippi State","L (14-45)","2012-11-17"
"100","Arkansas","","Louisiana State","L (13-20)","2012-11-23"
"101","Army","@","San Diego State","L (7-42)","2012-09-08"
"102","Army","","Northern Illinois","L (40-41)","2012-09-15"
"103","Army","@","Wake Forest","L (37-49)","2012-09-22"
"104","Army","","Non-Major","L (3-23)","2012-09-29"
"105","Army","","Boston College","W (34-31)","2012-10-06"
"106","Army","","Kent State","L (17-31)","2012-10-13"
"107","Army","@","Eastern Michigan","L (38-48)","2012-10-20"
"108","Army","","Ball State","L (22-30)","2012-10-27"
"109","Army","@","Rutgers","L (7-28)","2012-11-10"
"110","Army","","Temple","L (32-63)","2012-11-17"
"111","Army","N","Navy","L (13-17)","2012-12-08"
"112","Auburn","N","Clemson","L (19-26)","2012-09-01"
"113","Auburn","@","Mississippi State","L (10-28)","2012-09-08"
"114","Auburn","","Louisiana-Monroe","W (31-28)","2012-09-15"
"115","Auburn","","Louisiana State","L (10-12)","2012-09-22"
"116","Auburn","@","Mississippi","L (20-41)","2012-10-13"
"117","Auburn","@","Vanderbilt","L (13-17)","2012-10-20"
"118","Auburn","","Texas A&M","L (21-63)","2012-10-27"
"119","Auburn","","New Mexico State","W (42-7)","2012-11-03"
"120","Auburn","","Georgia","L (0-38)","2012-11-10"
"121","Auburn","","Non-Major","W (51-7)","2012-11-17"
"122","Ball State","","Eastern Michigan","W (37-26)","2012-08-30"
"123","Ball State","@","Clemson","L (27-52)","2012-09-08"
"124","Ball State","@","Indiana","W (41-39)","2012-09-15"
"125","Ball State","","South Florida","W (31-27)","2012-09-22"
"126","Ball State","@","Kent State","L (43-45)","2012-09-29"
"127","Ball State","","Northern Illinois","L (23-35)","2012-10-06"
"128","Ball State","","Western Michigan","W (30-24)","2012-10-13"
"129","Ball State","@","Central Michigan","W (41-30)","2012-10-20"
"130","Ball State","@","Toledo","W (34-27)","2012-11-06"
"131","Ball State","","Ohio","W (52-27)","2012-11-14"
"132","Ball State","@","Miami (OH)","W (31-24)","2012-11-23"
"133","Ball State","N","Central Florida","L (17-38)","2012-12-21"
"134","Baylor","","Southern Methodist","W (59-24)","2012-09-02"
"135","Baylor","","Non-Major","W (48-23)","2012-09-15"
"136","Baylor","@","Louisiana-Monroe","W (47-42)","2012-09-21"
"137","Baylor","@","West Virginia","L (63-70)","2012-09-29"
"138","Baylor","","Texas Christian","L (21-49)","2012-10-13"
"139","Baylor","@","Texas","L (50-56)","2012-10-20"
"140","Baylor","@","Iowa State","L (21-35)","2012-10-27"
"141","Baylor","","Kansas","W (41-14)","2012-11-03"
"142","Baylor","@","Oklahoma","L (34-42)","2012-11-10"
"143","Baylor","","Kansas State","W (52-24)","2012-11-17"
"144","Baylor","N","Texas Tech","W (52-45)","2012-11-24"
"145","Baylor","","Oklahoma State","W (41-34)","2012-12-01"
"146","Baylor","N","UCLA","W (49-26)","2012-12-27"
"147","Boise State","@","Michigan State","L (13-17)","2012-08-31"
"148","Boise State","","Miami (OH)","W (39-12)","2012-09-15"
"149","Boise State","","Brigham Young","W (7-6)","2012-09-20"
"150","Boise State","@","New Mexico","W (32-29)","2012-09-29"
"151","Boise State","@","Southern Mississippi","W (40-14)","2012-10-06"
"152","Boise State","","Fresno State","W (20-10)","2012-10-13"
"153","Boise State","","Nevada-Las Vegas","W (32-7)","2012-10-20"
"154","Boise State","@","Wyoming","W (45-14)","2012-10-27"
"155","Boise State","","San Diego State","L (19-21)","2012-11-03"
"156","Boise State","@","Hawaii","W (49-14)","2012-11-10"
"157","Boise State","","Colorado State","W (42-14)","2012-11-17"
"158","Boise State","@","Nevada","W (27-21)","2012-12-01"
"159","Boise State","N","Washington","W (28-26)","2012-12-22"
"160","Boston College","","Miami (FL)","L (32-41)","2012-09-01"
"161","Boston College","","Non-Major","W (34-3)","2012-09-08"
"162","Boston College","@","Northwestern","L (13-22)","2012-09-15"
"163","Boston College","","Clemson","L (31-45)","2012-09-29"
"164","Boston College","@","Florida State","L (7-51)","2012-10-13"
"165","Boston College","@","Georgia Tech","L (17-37)","2012-10-20"
"166","Boston College","","Maryland","W (20-17)","2012-10-27"
"167","Boston College","@","Wake Forest","L (14-28)","2012-11-03"
"168","Boston College","","Notre Dame","L (6-21)","2012-11-10"
"169","Boston College","","Virginia Tech","L (23-30)","2012-11-17"
"170","Boston College","@","North Carolina State","L (10-27)","2012-11-24"
"171","Bowling Green State","@","Florida","L (14-27)","2012-09-01"
"172","Bowling Green State","","Idaho","W (21-13)","2012-09-08"
"173","Bowling Green State","@","Toledo","L (15-27)","2012-09-15"
"174","Bowling Green State","@","Virginia Tech","L (0-37)","2012-09-22"
"175","Bowling Green State","","Non-Major","W (48-8)","2012-09-29"
"176","Bowling Green State","","Miami (OH)","W (37-12)","2012-10-13"
"177","Bowling Green State","@","Massachusetts","W (24-0)","2012-10-20"
"178","Bowling Green State","","Eastern Michigan","W (24-3)","2012-10-27"
"179","Bowling Green State","@","Ohio","W (26-14)","2012-11-07"
"180","Bowling Green State","","Kent State","L (24-31)","2012-11-17"
"181","Bowling Green State","","Buffalo","W (21-7)","2012-11-23"
"182","Bowling Green State","N","San Jose State","L (20-29)","2012-12-27"
"183","Brigham Young","","Washington State","W (30-6)","2012-08-30"
"184","Brigham Young","","Non-Major","W (45-13)","2012-09-08"
"185","Brigham Young","@","Utah","L (21-24)","2012-09-15"
"186","Brigham Young","","Hawaii","W (47-0)","2012-09-28"
"187","Brigham Young","","Utah State","W (6-3)","2012-10-05"
"188","Brigham Young","","Oregon State","L (24-42)","2012-10-13"
"189","Brigham Young","@","Notre Dame","L (14-17)","2012-10-20"
"190","Brigham Young","@","Georgia Tech","W (41-17)","2012-10-27"
"191","Brigham Young","","Idaho","W (52-13)","2012-11-10"
"192","Brigham Young","@","San Jose State","L (14-20)","2012-11-17"
"193","Brigham Young","@","New Mexico State","W (50-14)","2012-11-24"
"194","Brigham Young","@","San Diego State","W (23-6)","2012-12-20"
"195","Buffalo","@","Georgia","L (23-45)","2012-09-01"
"196","Buffalo","","Non-Major","W (56-34)","2012-09-08"
"197","Buffalo","","Kent State","L (7-23)","2012-09-19"
"198","Buffalo","@","Connecticut","L (17-24)","2012-09-29"
"199","Buffalo","@","Ohio","L (31-38)","2012-10-06"
"200","Buffalo","@","Northern Illinois","L (3-45)","2012-10-13"
"201","Buffalo","","Pittsburgh","L (6-20)","2012-10-20"
"202","Buffalo","","Toledo","L (20-25)","2012-10-27"
"203","Buffalo","","Miami (OH)","W (27-24)","2012-11-03"
"204","Buffalo","","Western Michigan","W (29-24)","2012-11-10"
"205","Buffalo","@","Massachusetts","W (29-19)","2012-11-17"
"206","California","","Nevada","L (24-31)","2012-09-01"
"207","California","","Non-Major","W (50-31)","2012-09-08"
"208","California","@","Ohio State","L (28-35)","2012-09-15"
"209","California","@","Southern California","L (9-27)","2012-09-22"
"210","California","","UCLA","W (43-17)","2012-10-06"
"211","California","@","Washington State","W (31-17)","2012-10-13"
"212","California","","Stanford","L (3-21)","2012-10-20"
"213","California","@","Utah","L (27-49)","2012-10-27"
"214","California","","Washington","L (13-21)","2012-11-02"
"215","California","","Oregon","L (17-59)","2012-11-10"
"216","California","@","Oregon State","L (14-62)","2012-11-17"
"217","Central Florida","@","Ohio State","L (16-31)","2012-09-08"
"218","Central Florida","","Florida International","W (33-20)","2012-09-15"
"219","Central Florida","","Missouri","L (16-21)","2012-09-29"
"220","Central Florida","","East Carolina","W (40-20)","2012-10-04"
"221","Central Florida","","Southern Mississippi","W (38-31)","2012-10-13"
"222","Central Florida","@","Memphis","W (35-17)","2012-10-20"
"223","Central Florida","@","Marshall","W (54-17)","2012-10-27"
"224","Central Florida","","Southern Methodist","W (42-17)","2012-11-03"
"225","Central Florida","@","Texas-El Paso","W (31-24)","2012-11-10"
"226","Central Florida","@","Tulsa","L (21-23)","2012-11-17"
"227","Central Florida","@","Tulsa","L (27-33)","2012-12-01"
"228","Central Michigan","","Non-Major","W (38-27)","2012-08-30"
"229","Central Michigan","","Michigan State","L (7-41)","2012-09-08"
"230","Central Michigan","@","Iowa","W (32-31)","2012-09-22"
"231","Central Michigan","@","Northern Illinois","L (24-55)","2012-09-29"
"232","Central Michigan","@","Toledo","L (35-50)","2012-10-06"
"233","Central Michigan","","Navy","L (13-31)","2012-10-12"
"234","Central Michigan","","Western Michigan","L (31-42)","2012-11-03"
"235","Central Michigan","@","Eastern Michigan","W (34-31)","2012-11-10"
"236","Central Michigan","","Miami (OH)","W (30-16)","2012-11-17"
"237","Central Michigan","@","Massachusetts","W (42-21)","2012-11-23"
"238","Central Michigan","N","Western Kentucky","W (24-21)","2012-12-26"
"239","Cincinnati","","Pittsburgh","W (34-10)","2012-09-06"
"240","Cincinnati","","Non-Major","W (23-7)","2012-09-15"
"241","Cincinnati","N","Virginia Tech","W (27-24)","2012-09-29"
"242","Cincinnati","","Miami (OH)","W (52-14)","2012-10-06"
"243","Cincinnati","","Non-Major","W (49-17)","2012-10-13"
"244","Cincinnati","@","Toledo","L (23-29)","2012-10-20"
"245","Cincinnati","@","Louisville","L (31-34)","2012-10-26"
"246","Cincinnati","","Syracuse","W (35-24)","2012-11-03"
"247","Cincinnati","@","Temple","W (34-10)","2012-11-10"
"248","Cincinnati","","Rutgers","L (3-10)","2012-11-17"
"249","Cincinnati","","South Florida","W (27-10)","2012-11-23"
"250","Cincinnati","@","Connecticut","W (34-17)","2012-12-01"
"251","Cincinnati","N","Duke","W (48-34)","2012-12-27"
"252","Clemson","","Non-Major","W (41-7)","2012-09-15"
"253","Clemson","@","Florida State","L (37-49)","2012-09-22"
"254","Clemson","","Georgia Tech","W (47-31)","2012-10-06"
"255","Clemson","","Virginia Tech","W (38-17)","2012-10-20"
"256","Clemson","@","Wake Forest","W (42-13)","2012-10-25"
"257","Clemson","@","Duke","W (56-20)","2012-11-03"
"258","Clemson","","Maryland","W (45-10)","2012-11-10"
"259","Clemson","","North Carolina State","W (62-48)","2012-11-17"
"260","Clemson","","South Carolina","L (17-27)","2012-11-24"
"261","Clemson","N","Louisiana State","W (25-24)","2012-12-31"
"262","Colorado State","N","Colorado","W (22-17)","2012-09-01"
"263","Colorado State","","Non-Major","L (7-22)","2012-09-08"
"264","Colorado State","@","San Jose State","L (20-40)","2012-09-15"
"265","Colorado State","","Utah State","L (19-31)","2012-09-22"
"266","Colorado State","","Fresno State","L (7-28)","2012-10-06"
"267","Colorado State","@","San Diego State","L (14-38)","2012-10-13"
"268","Colorado State","","Hawaii","W (42-27)","2012-10-27"
"269","Colorado State","@","Wyoming","L (31-45)","2012-11-03"
"270","Colorado State","","Nevada-Las Vegas","W (33-11)","2012-11-10"
"271","Colorado State","","New Mexico","W (24-20)","2012-11-24"
"272","Colorado","","Non-Major","L (28-30)","2012-09-08"
"273","Colorado","@","Fresno State","L (14-69)","2012-09-15"
"274","Colorado","@","Washington State","W (35-34)","2012-09-22"
"275","Colorado","","UCLA","L (14-42)","2012-09-29"
"276","Colorado","@","Southern California","L (6-50)","2012-10-20"
"277","Colorado","@","Oregon","L (14-70)","2012-10-27"
"278","Colorado","","Stanford","L (0-48)","2012-11-03"
"279","Colorado","","Washington","L (3-38)","2012-11-17"
"280","Colorado","","Utah","L (35-42)","2012-11-23"
"281","Connecticut","","Massachusetts","W (37-0)","2012-08-30"
"282","Connecticut","","North Carolina State","L (7-10)","2012-09-08"
"283","Connecticut","@","Maryland","W (24-21)","2012-09-15"
"284","Connecticut","@","Western Michigan","L (24-30)","2012-09-22"
"285","Connecticut","@","Rutgers","L (3-19)","2012-10-06"
"286","Connecticut","","Temple","L (14-17)","2012-10-13"
"287","Connecticut","@","Syracuse","L (10-40)","2012-10-19"
"288","Connecticut","@","South Florida","L (6-13)","2012-11-03"
"289","Connecticut","","Pittsburgh","W (24-17)","2012-11-09"
"290","Connecticut","@","Louisville","W (23-20)","2012-11-24"
"291","Duke","","Florida International","W (46-26)","2012-09-01"
"292","Duke","@","Stanford","L (13-50)","2012-09-08"
"293","Duke","","Non-Major","W (54-17)","2012-09-15"
"294","Duke","","Memphis","W (38-14)","2012-09-22"
"295","Duke","@","Wake Forest","W (34-27)","2012-09-29"
"296","Duke","","Virginia","W (42-17)","2012-10-06"
"297","Duke","@","Virginia Tech","L (20-41)","2012-10-13"
"298","Duke","","North Carolina","W (33-30)","2012-10-20"
"299","Duke","@","Florida State","L (7-48)","2012-10-27"
"300","Duke","@","Georgia Tech","L (24-42)","2012-11-17"
"301","Duke","","Miami (FL)","L (45-52)","2012-11-24"
"302","East Carolina","","Non-Major","W (35-13)","2012-09-01"
"303","East Carolina","@","South Carolina","L (10-48)","2012-09-08"
"304","East Carolina","@","Southern Mississippi","W (24-14)","2012-09-15"
"305","East Carolina","@","North Carolina","L (6-27)","2012-09-22"
"306","East Carolina","","Texas-El Paso","W (28-18)","2012-09-29"
"307","East Carolina","","Memphis","W (41-7)","2012-10-13"
"308","East Carolina","","Navy","L (28-56)","2012-10-27"
"309","East Carolina","","Houston","W (48-28)","2012-11-03"
"310","East Carolina","@","Tulane","W (28-23)","2012-11-17"
"311","East Carolina","","Marshall","W (65-59)","2012-11-23"
"312","East Carolina","N","Louisiana","L (34-43)","2012-12-22"
"313","Eastern Michigan","","Non-Major","L (14-31)","2012-09-08"
"314","Eastern Michigan","@","Purdue","L (16-54)","2012-09-15"
"315","Eastern Michigan","@","Michigan State","L (7-23)","2012-09-22"
"316","Eastern Michigan","","Kent State","L (14-41)","2012-10-06"
"317","Eastern Michigan","","Toledo","L (47-52)","2012-10-13"
"318","Eastern Michigan","@","Ohio","L (14-45)","2012-11-01"
"319","Eastern Michigan","@","Western Michigan","W (29-23)","2012-11-17"
"320","Eastern Michigan","","Northern Illinois","L (7-49)","2012-11-23"
"321","Florida Atlantic","","Non-Major","W (7-3)","2012-08-31"
"322","Florida Atlantic","@","Middle Tennessee State","L (17-31)","2012-09-08"
"323","Florida Atlantic","@","Georgia","L (20-56)","2012-09-15"
"324","Florida Atlantic","","North Texas","L (14-20)","2012-09-29"
"325","Florida Atlantic","@","Louisiana-Monroe","L (14-35)","2012-10-13"
"326","Florida Atlantic","@","South Alabama","L (34-37)","2012-10-20"
"327","Florida Atlantic","","Troy","W (34-27)","2012-10-27"
"328","Florida Atlantic","@","Navy","L (17-24)","2012-11-03"
"329","Florida Atlantic","@","Western Kentucky","W (37-28)","2012-11-10"
"330","Florida Atlantic","","Florida International","L (24-34)","2012-11-16"
"331","Florida Atlantic","","Louisiana","L (21-35)","2012-12-01"
"332","Florida International","","Louisville","L (21-28)","2012-09-22"
"333","Florida International","@","Louisiana","L (20-48)","2012-09-29"
"334","Florida International","","Middle Tennessee State","L (30-34)","2012-10-13"
"335","Florida International","@","Troy","L (37-38)","2012-10-20"
"336","Florida International","","Western Kentucky","L (6-14)","2012-10-27"
"337","Florida International","@","South Alabama","W (28-20)","2012-11-03"
"338","Florida International","","Louisiana-Monroe","L (17-23)","2012-11-24"
"339","Florida State","","Non-Major","W (69-3)","2012-09-01"
"340","Florida State","","Non-Major","W (55-0)","2012-09-08"
"341","Florida State","","Wake Forest","W (52-0)","2012-09-15"
"342","Florida State","@","South Florida","W (30-17)","2012-09-29"
"343","Florida State","@","North Carolina State","L (16-17)","2012-10-06"
"344","Florida State","@","Miami (FL)","W (33-20)","2012-10-20"
"345","Florida State","@","Virginia Tech","W (28-22)","2012-11-08"
"346","Florida State","@","Maryland","W (41-14)","2012-11-17"
"347","Florida State","","Florida","L (26-37)","2012-11-24"
"348","Florida State","N","Georgia Tech","W (21-15)","2012-12-01"
"349","Florida State","N","Northern Illinois","W (31-10)","2013-01-01"
"350","Florida","@","Texas A&M","W (20-17)","2012-09-08"
"351","Florida","@","Tennessee","W (37-20)","2012-09-15"
"352","Florida","","Kentucky","W (38-0)","2012-09-22"
"353","Florida","","Louisiana State","W (14-6)","2012-10-06"
"354","Florida","@","Vanderbilt","W (31-17)","2012-10-13"
"355","Florida","","South Carolina","W (44-11)","2012-10-20"
"356","Florida","N","Georgia","L (9-17)","2012-10-27"
"357","Florida","","Missouri","W (14-7)","2012-11-03"
"358","Florida","","Louisiana","W (27-20)","2012-11-10"
"359","Florida","","Non-Major","W (23-0)","2012-11-17"
"360","Florida","N","Louisville","L (23-33)","2013-01-02"
"361","Fresno State","","Non-Major","W (37-10)","2012-09-01"
"362","Fresno State","@","Oregon","L (25-42)","2012-09-08"
"363","Fresno State","@","Tulsa","L (26-27)","2012-09-22"
"364","Fresno State","","San Diego State","W (52-40)","2012-09-29"
"365","Fresno State","","Wyoming","W (42-14)","2012-10-20"
"366","Fresno State","@","New Mexico","W (49-32)","2012-10-27"
"367","Fresno State","","Hawaii","W (45-10)","2012-11-03"
"368","Fresno State","@","Nevada","W (52-36)","2012-11-10"
"369","Fresno State","N","Southern Methodist","L (10-43)","2012-12-24"
"370","Georgia Tech","@","Virginia Tech","L (17-20)","2012-09-03"
"371","Georgia Tech","","Non-Major","W (59-3)","2012-09-08"
"372","Georgia Tech","","Virginia","W (56-20)","2012-09-15"
"373","Georgia Tech","","Miami (FL)","L (36-42)","2012-09-22"
"374","Georgia Tech","","Middle Tennessee State","L (28-49)","2012-09-29"
"375","Georgia Tech","@","Maryland","W (33-13)","2012-11-03"
"376","Georgia Tech","@","North Carolina","W (68-50)","2012-11-10"
"377","Georgia Tech","@","Georgia","L (10-42)","2012-11-24"
"378","Georgia Tech","N","Southern California","W (21-7)","2012-12-31"
"379","Georgia","@","Missouri","W (41-20)","2012-09-08"
"380","Georgia","","Vanderbilt","W (48-3)","2012-09-22"
"381","Georgia","","Tennessee","W (51-44)","2012-09-29"
"382","Georgia","@","South Carolina","L (7-35)","2012-10-06"
"383","Georgia","@","Kentucky","W (29-24)","2012-10-20"
"384","Georgia","","Mississippi","W (37-10)","2012-11-03"
"385","Georgia","","Non-Major","W (45-14)","2012-11-17"
"386","Georgia","N","Nebraska","W (45-31)","2013-01-01"
"387","Hawaii","@","Southern California","L (10-49)","2012-09-01"
"388","Hawaii","","Non-Major","W (54-2)","2012-09-15"
"389","Hawaii","","Nevada","L (24-69)","2012-09-22"
"390","Hawaii","@","San Diego State","L (14-52)","2012-10-06"
"391","Hawaii","","New Mexico","L (23-35)","2012-10-13"
"392","Hawaii","","Nevada-Las Vegas","W (48-10)","2012-11-24"
"393","Hawaii","","South Alabama","W (23-7)","2012-12-01"
"394","Houston","","Texas State","L (13-30)","2012-09-01"
"395","Houston","","Louisiana Tech","L (49-56)","2012-09-08"
"396","Houston","@","UCLA","L (6-37)","2012-09-15"
"397","Houston","N","Rice","W (35-14)","2012-09-29"
"398","Houston","","North Texas","W (44-21)","2012-10-06"
"399","Houston","@","Southern Methodist","L (42-72)","2012-10-18"
"400","Houston","","Texas-El Paso","W (45-35)","2012-10-27"
"401","Houston","","Tulsa","L (7-41)","2012-11-10"
"402","Houston","@","Marshall","L (41-44)","2012-11-17"
"403","Houston","","Tulane","W (40-17)","2012-11-24"
"404","Idaho","","Non-Major","L (3-20)","2012-08-30"
"405","Idaho","@","Louisiana State","L (14-63)","2012-09-15"
"406","Idaho","","Wyoming","L (37-40)","2012-09-22"
"407","Idaho","@","North Carolina","L (0-66)","2012-09-29"
"408","Idaho","","New Mexico State","W (26-18)","2012-10-06"
"409","Idaho","@","Texas State","L (7-38)","2012-10-13"
"410","Idaho","@","Louisiana Tech","L (28-70)","2012-10-20"
"411","Idaho","","San Jose State","L (13-42)","2012-11-03"
"412","Idaho","","Texas-San Antonio","L (27-34)","2012-11-17"
"413","Idaho","@","Utah State","L (9-45)","2012-11-24"
"414","Illinois","","Western Michigan","W (24-7)","2012-09-01"
"415","Illinois","","Non-Major","W (44-0)","2012-09-15"
"416","Illinois","","Louisiana Tech","L (24-52)","2012-09-22"
"417","Illinois","","Penn State","L (7-35)","2012-09-29"
"418","Illinois","@","Wisconsin","L (14-31)","2012-10-06"
"419","Illinois","@","Michigan","L (0-45)","2012-10-13"
"420","Illinois","","Indiana","L (17-31)","2012-10-27"
"421","Illinois","@","Ohio State","L (22-52)","2012-11-03"
"422","Illinois","","Minnesota","L (3-17)","2012-11-10"
"423","Illinois","","Purdue","L (17-20)","2012-11-17"
"424","Illinois","@","Northwestern","L (14-50)","2012-11-24"
"425","Indiana","","Non-Major","W (24-17)","2012-09-01"
"426","Indiana","@","Massachusetts","W (45-6)","2012-09-08"
"427","Indiana","@","Northwestern","L (29-44)","2012-09-29"
"428","Indiana","","Michigan State","L (27-31)","2012-10-06"
"429","Indiana","","Ohio State","L (49-52)","2012-10-13"
"430","Indiana","@","Navy","L (30-31)","2012-10-20"
"431","Indiana","","Iowa","W (24-21)","2012-11-03"
"432","Indiana","","Wisconsin","L (14-62)","2012-11-10"
"433","Indiana","@","Penn State","L (22-45)","2012-11-17"
"434","Indiana","@","Purdue","L (35-56)","2012-11-24"
"435","Iowa State","","Tulsa","W (38-23)","2012-09-01"
"436","Iowa State","@","Iowa","W (9-6)","2012-09-08"
"437","Iowa State","","Non-Major","W (37-3)","2012-09-15"
"438","Iowa State","","Texas Tech","L (13-24)","2012-09-29"
"439","Iowa State","@","Texas Christian","W (37-23)","2012-10-06"
"440","Iowa State","","Kansas State","L (21-27)","2012-10-13"
"441","Iowa State","@","Oklahoma State","L (10-31)","2012-10-20"
"442","Iowa State","","Oklahoma","L (20-35)","2012-11-03"
"443","Iowa State","@","Texas","L (7-33)","2012-11-10"
"444","Iowa State","@","Kansas","W (51-23)","2012-11-17"
"445","Iowa State","","West Virginia","L (24-31)","2012-11-23"
