"","Team","X","Opponent","Result","Date"
"42","Alabama","@","Florida","W (38-10)","2011-10-01"
"43","Alabama","","Vanderbilt","W (34-0)","2011-10-08"
"44","Alabama","@","Mississippi","W (52-7)","2011-10-15"
"45","Alabama","","Tennessee","W (37-6)","2011-10-22"
"46","Alabama","","Louisiana State","L (6-9)","2011-11-05"
"47","Alabama","@","Mississippi State","W (24-7)","2011-11-12"
"48","Alabama","","Georgia Southern","W (45-21)","2011-11-19"
"49","Alabama","@","Auburn","W (42-14)","2011-11-26"
"50","Alabama","N","Louisiana State","W (21-0)","2012-01-09"
"51","Arizona State","","California-Davis","W (48-14)","2011-09-01"
"52","Arizona State","","Missouri","W (37-30)","2011-09-09"
"53","Arizona State","@","Illinois","L (14-17)","2011-09-17"
"54","Arizona State","","Southern California","W (43-22)","2011-09-24"
"55","Arizona State","","Oregon State","W (35-20)","2011-10-01"
"56","Arizona State","@","Utah","W (35-14)","2011-10-08"
"57","Arizona State","@","Oregon","L (27-41)","2011-10-15"
"58","Arizona State","","Colorado","W (48-14)","2011-10-29"
"59","Arizona State","@","UCLA","L (28-29)","2011-11-05"
"60","Arizona State","@","Washington State","L (27-37)","2011-11-12"
"61","Arizona State","","Arizona","L (27-31)","2011-11-19"
"62","Arizona State","","California","L (38-47)","2011-11-25"
"63","Arizona State","N","Boise State","L (24-56)","2011-12-22"
"64","Arizona","","Northern Arizona","W (41-10)","2011-09-03"
"65","Arizona","@","Oklahoma State","L (14-37)","2011-09-08"
"66","Arizona","","Stanford","L (10-37)","2011-09-17"
"67","Arizona","","Oregon","L (31-56)","2011-09-24"
"68","Arizona","@","Southern California","L (41-48)","2011-10-01"
"69","Arizona","@","Oregon State","L (27-37)","2011-10-08"
"70","Arizona","","UCLA","W (48-12)","2011-10-20"
"71","Arizona","@","Washington","L (31-42)","2011-10-29"
"72","Arizona","","Utah","L (21-34)","2011-11-05"
"73","Arizona","@","Colorado","L (29-48)","2011-11-12"
"75","Arizona","","Louisiana","W (45-37)","2011-11-26"
"110","Arkansas State","@","Illinois","L (15-33)","2011-09-03"
"210","Arkansas State","","Memphis","W (47-3)","2011-09-10"
"310","Arkansas State","@","Virginia Tech","L (7-26)","2011-09-17"
"410","Arkansas State","","Central Arkansas","W (53-24)","2011-09-24"
"510","Arkansas State","@","Western Kentucky","W (26-22)","2011-10-01"
"610","Arkansas State","@","Louisiana-Monroe","W (24-19)","2011-10-08"
"74","Arkansas State","","Florida International","W (34-16)","2011-10-18"
"81","Arkansas State","","North Texas","W (37-14)","2011-10-29"
"91","Arkansas State","@","Florida Atlantic","W (39-21)","2011-11-05"
"101","Arkansas State","","Louisiana","W (30-21)","2011-11-12"
"111","Arkansas State","@","Middle Tennessee State","W (45-19)","2011-11-19"
"121","Arkansas State","","Troy","W (45-14)","2011-12-03"
"131","Arkansas State","N","Northern Illinois","L (20-38)","2012-01-08"
"112","Arkansas","","Missouri State","W (51-7)","2011-09-03"
"211","Arkansas","","New Mexico","W (52-3)","2011-09-10"
"311","Arkansas","","Troy","W (38-28)","2011-09-17"
"511","Arkansas","N","Texas A&M","W (42-38)","2011-10-01"
"611","Arkansas","","Auburn","W (38-14)","2011-10-08"
"76","Arkansas","@","Mississippi","W (29-24)","2011-10-22"
"82","Arkansas","@","Vanderbilt","W (31-28)","2011-10-29"
"92","Arkansas","","South Carolina","W (44-28)","2011-11-05"
"102","Arkansas","","Tennessee","W (49-7)","2011-11-12"
"113","Arkansas","","Mississippi State","W (44-17)","2011-11-19"
"122","Arkansas","@","Louisiana State","L (17-41)","2011-11-25"
"132","Arkansas","N","Kansas State","W (29-16)","2012-01-06"
"114","Army","@","Northern Illinois","L (26-49)","2011-09-03"
"212","Army","","San Diego State","L (20-23)","2011-09-10"
"312","Army","","Northwestern","W (21-14)","2011-09-17"
"411","Army","@","Ball State","L (21-48)","2011-09-24"
"512","Army","","Tulane","W (45-6)","2011-10-01"
"612","Army","@","Miami (OH)","L (28-35)","2011-10-08"
"77","Army","@","Vanderbilt","L (21-44)","2011-10-22"
"83","Army","","Fordham","W (55-0)","2011-10-29"
"103","Army","N","Rutgers","L (12-27)","2011-11-12"
"115","Army","@","Temple","L (14-42)","2011-11-19"
"123","Army","@","Navy","L (21-27)","2011-12-10"
"116","Auburn","","Utah State","W (42-38)","2011-09-03"
"213","Auburn","","Mississippi State","W (41-34)","2011-09-10"
"313","Auburn","@","Clemson","L (24-38)","2011-09-17"
"412","Auburn","","Florida Atlantic","W (30-14)","2011-09-24"
"513","Auburn","@","South Carolina","W (16-13)","2011-10-01"
"78","Auburn","","Florida","W (17-6)","2011-10-15"
"84","Auburn","@","Louisiana State","L (10-45)","2011-10-22"
"93","Auburn","","Mississippi","W (41-23)","2011-10-29"
"104","Auburn","@","Georgia","L (7-45)","2011-11-12"
"117","Auburn","","Samford","W (35-16)","2011-11-19"
"133","Auburn","N","Virginia","W (43-24)","2011-12-31"
"118","Ball State","N","Indiana","W (27-20)","2011-09-03"
"214","Ball State","@","South Florida","L (7-37)","2011-09-10"
"314","Ball State","","Buffalo","W (28-25)","2011-09-17"
"514","Ball State","@","Oklahoma","L (6-62)","2011-10-01"
"613","Ball State","","Temple","L (0-42)","2011-10-08"
"79","Ball State","@","Ohio","W (23-20)","2011-10-15"
"85","Ball State","","Central Michigan","W (31-27)","2011-10-22"
"94","Ball State","@","Western Michigan","L (35-45)","2011-10-29"
"105","Ball State","@","Eastern Michigan","W (33-31)","2011-11-05"
"119","Ball State","@","Northern Illinois","L (38-41)","2011-11-15"
"124","Ball State","","Toledo","L (28-45)","2011-11-25"
"120","Baylor","","Texas Christian","W (50-48)","2011-09-02"
"215","Baylor","","Stephen F. Austin","W (48-0)","2011-09-17"
"315","Baylor","","Rice","W (56-31)","2011-09-24"
"413","Baylor","@","Kansas State","L (35-36)","2011-10-01"
"515","Baylor","","Iowa State","W (49-26)","2011-10-08"
"614","Baylor","@","Texas A&M","L (28-55)","2011-10-15"
"710","Baylor","@","Oklahoma State","L (24-59)","2011-10-29"
"86","Baylor","","Missouri","W (42-39)","2011-11-05"
"95","Baylor","@","Kansas","W (31-30)","2011-11-12"
"106","Baylor","","Oklahoma","W (45-38)","2011-11-19"
"1110","Baylor","N","Texas Tech","W (66-42)","2011-11-26"
"125","Baylor","","Texas","W (48-24)","2011-12-03"
"134","Baylor","N","Washington","W (67-56)","2011-12-29"
"126","Boise State","@","Georgia","W (35-21)","2011-09-03"
"216","Boise State","@","Toledo","W (40-15)","2011-09-16"
"316","Boise State","","Tulsa","W (41-21)","2011-09-24"
"414","Boise State","","Nevada","W (30-10)","2011-10-01"
"516","Boise State","@","Fresno State","W (57-7)","2011-10-07"
"615","Boise State","@","Colorado State","W (63-13)","2011-10-15"
"87","Boise State","@","Nevada-Las Vegas","W (48-21)","2011-11-05"
"96","Boise State","","Texas Christian","L (35-36)","2011-11-12"
"107","Boise State","@","San Diego State","W (52-35)","2011-11-19"
"1111","Boise State","","Wyoming","W (36-14)","2011-11-26"
"127","Boise State","","New Mexico","W (45-0)","2011-12-03"
"128","Boston College","","Northwestern","L (17-24)","2011-09-03"
"217","Boston College","@","Central Florida","L (3-30)","2011-09-10"
"317","Boston College","","Duke","L (19-20)","2011-09-17"
"415","Boston College","","Massachusetts","W (45-17)","2011-09-24"
"517","Boston College","","Wake Forest","L (19-27)","2011-10-01"
"616","Boston College","@","Clemson","L (14-36)","2011-10-08"
"711","Boston College","@","Virginia Tech","L (14-30)","2011-10-22"
"88","Boston College","@","Maryland","W (28-17)","2011-10-29"
"97","Boston College","","Florida State","L (7-38)","2011-11-03"
"108","Boston College","","North Carolina State","W (14-10)","2011-11-12"
"1112","Boston College","@","Notre Dame","L (14-16)","2011-11-19"
"129","Boston College","@","Miami (FL)","W (24-17)","2011-11-25"
"130","Bowling Green State","@","Idaho","W (32-15)","2011-09-01"
"218","Bowling Green State","","Morgan State","W (58-13)","2011-09-10"
"318","Bowling Green State","","Wyoming","L (27-28)","2011-09-17"
"416","Bowling Green State","@","Miami (OH)","W (37-23)","2011-09-24"
"518","Bowling Green State","@","West Virginia","L (10-55)","2011-10-01"
"617","Bowling Green State","@","Western Michigan","L (21-45)","2011-10-08"
"712","Bowling Green State","","Toledo","L (21-28)","2011-10-15"
"89","Bowling Green State","","Temple","W (13-10)","2011-10-22"
"98","Bowling Green State","@","Kent State","L (15-27)","2011-10-29"
"109","Bowling Green State","","Northern Illinois","L (14-45)","2011-11-08"
"1113","Bowling Green State","","Ohio","L (28-29)","2011-11-16"
"1210","Bowling Green State","@","Buffalo","W (42-28)","2011-11-25"
"135","Brigham Young","@","Mississippi","W (14-13)","2011-09-03"
"219","Brigham Young","@","Texas","L (16-17)","2011-09-10"
"319","Brigham Young","","Utah","L (10-54)","2011-09-17"
"417","Brigham Young","","Central Florida","W (24-17)","2011-09-23"
"519","Brigham Young","","Utah State","W (27-24)","2011-09-30"
"618","Brigham Young","","San Jose State","W (29-16)","2011-10-08"
"713","Brigham Young","@","Oregon State","W (38-28)","2011-10-15"
"810","Brigham Young","","Idaho State","W (56-3)","2011-10-22"
"99","Brigham Young","@","Texas Christian","L (28-38)","2011-10-28"
"1010","Brigham Young","","Idaho","W (42-7)","2011-11-12"
"1114","Brigham Young","","New Mexico State","W (42-7)","2011-11-19"
"1211","Brigham Young","@","Hawaii","W (41-20)","2011-12-03"
"136","Brigham Young","N","Tulsa","W (24-21)","2011-12-30"
"137","Buffalo","@","Pittsburgh","L (16-35)","2011-09-03"
"220","Buffalo","","Stony Brook","W (35-7)","2011-09-10"
"418","Buffalo","","Connecticut","L (3-17)","2011-09-24"
"520","Buffalo","@","Tennessee","L (10-41)","2011-10-01"
"619","Buffalo","","Ohio","W (38-37)","2011-10-08"
"714","Buffalo","@","Temple","L (0-34)","2011-10-15"
"811","Buffalo","","Northern Illinois","L (30-31)","2011-10-22"
"910","Buffalo","@","Miami (OH)","L (13-41)","2011-10-29"
"1011","Buffalo","@","Eastern Michigan","L (17-30)","2011-11-12"
"138","California","N","Fresno State","W (36-21)","2011-09-03"
"221","California","@","Colorado","W (36-33)","2011-09-10"
"320","California","","Presbyterian","W (63-12)","2011-09-17"
"419","California","@","Washington","L (23-31)","2011-09-24"
"521","California","@","Oregon","L (15-43)","2011-10-06"
"620","California","","Southern California","L (9-30)","2011-10-13"
"715","California","","Utah","W (34-10)","2011-10-22"
"812","California","@","UCLA","L (14-31)","2011-10-29"
"911","California","","Washington State","W (30-7)","2011-11-05"
"1012","California","","Oregon State","W (23-6)","2011-11-12"
"1115","California","@","Stanford","L (28-31)","2011-11-19"
"139","California","N","Texas","L (10-21)","2011-12-28"
"140","Central Florida","","Charleston Southern","W (62-0)","2011-09-03"
"321","Central Florida","@","Florida International","L (10-17)","2011-09-17"
"522","Central Florida","","Marshall","W (16-6)","2011-10-08"
"621","Central Florida","@","Southern Methodist","L (17-38)","2011-10-15"
"813","Central Florida","","Memphis","W (41-0)","2011-10-29"
"912","Central Florida","","Tulsa","L (17-24)","2011-11-03"
"1013","Central Florida","@","Southern Mississippi","L (29-30)","2011-11-12"
"1116","Central Florida","@","East Carolina","L (31-38)","2011-11-19"
"1212","Central Florida","","Texas-El Paso","W (31-14)","2011-11-25"
"141","Central Michigan","","South Carolina State","W (21-6)","2011-09-01"
"222","Central Michigan","@","Kentucky","L (13-27)","2011-09-10"
"322","Central Michigan","@","Western Michigan","L (14-44)","2011-09-17"
"420","Central Michigan","@","Michigan State","L (7-45)","2011-09-24"
"523","Central Michigan","","Northern Illinois","W (48-41)","2011-10-01"
"622","Central Michigan","@","North Carolina State","L (24-38)","2011-10-08"
"716","Central Michigan","","Eastern Michigan","L (28-35)","2011-10-15"
"1014","Central Michigan","@","Kent State","L (21-24)","2011-11-04"
"1117","Central Michigan","","Ohio","L (28-43)","2011-11-10"
"1213","Central Michigan","","Toledo","L (17-44)","2011-11-18"
"142","Cincinnati","","Austin Peay","W (72-10)","2011-09-03"
"223","Cincinnati","@","Tennessee","L (23-45)","2011-09-10"
"421","Cincinnati","","North Carolina State","W (44-14)","2011-09-22"
"524","Cincinnati","@","Miami (OH)","W (27-0)","2011-10-01"
"623","Cincinnati","","Louisville","W (25-16)","2011-10-15"
"717","Cincinnati","@","South Florida","W (37-34)","2011-10-22"
"814","Cincinnati","@","Pittsburgh","W (26-23)","2011-11-05"
"913","Cincinnati","","West Virginia","L (21-24)","2011-11-12"
"1015","Cincinnati","@","Rutgers","L (3-20)","2011-11-19"
"1118","Cincinnati","@","Syracuse","W (30-13)","2011-11-26"
"1214","Cincinnati","","Connecticut","W (35-27)","2011-12-03"
"1310","Cincinnati","N","Vanderbilt","W (31-24)","2011-12-31"
"143","Clemson","","Troy","W (43-19)","2011-09-03"
"224","Clemson","","Wofford","W (35-27)","2011-09-10"
"422","Clemson","","Florida State","W (35-30)","2011-09-24"
"525","Clemson","@","Virginia Tech","W (23-3)","2011-10-01"
"718","Clemson","@","Maryland","W (56-45)","2011-10-15"
"815","Clemson","","North Carolina","W (59-38)","2011-10-22"
"914","Clemson","@","Georgia Tech","L (17-31)","2011-10-29"
"1016","Clemson","","Wake Forest","W (31-28)","2011-11-12"
"1119","Clemson","@","North Carolina State","L (13-37)","2011-11-19"
"1215","Clemson","@","South Carolina","L (13-34)","2011-11-26"
"1311","Clemson","N","Virginia Tech","W (38-10)","2011-12-03"
"144","Clemson","N","West Virginia","L (33-70)","2012-01-04"
"145","Colorado State","@","New Mexico","W (14-10)","2011-09-03"
"225","Colorado State","","Northern Colorado","W (33-14)","2011-09-10"
"323","Colorado State","N","Colorado","L (14-28)","2011-09-17"
"423","Colorado State","@","Utah State","W (35-34)","2011-09-24"
"526","Colorado State","","San Jose State","L (31-38)","2011-10-01"
"719","Colorado State","@","Texas-El Paso","L (17-31)","2011-10-22"
"816","Colorado State","@","Nevada-Las Vegas","L (35-38)","2011-10-29"
"915","Colorado State","","San Diego State","L (15-18)","2011-11-12"
"1017","Colorado State","@","Texas Christian","L (10-34)","2011-11-19"
"1216","Colorado State","","Wyoming","L (19-22)","2011-12-03"
"146","Colorado","@","Hawaii","L (17-34)","2011-09-03"
"424","Colorado","@","Ohio State","L (17-37)","2011-09-24"
"527","Colorado","","Washington State","L (27-31)","2011-10-01"
"624","Colorado","@","Stanford","L (7-48)","2011-10-08"
"720","Colorado","@","Washington","L (24-52)","2011-10-15"
"817","Colorado","","Oregon","L (2-45)","2011-10-22"
"1018","Colorado","","Southern California","L (17-42)","2011-11-04"
"1217","Colorado","@","UCLA","L (6-45)","2011-11-19"
"1312","Colorado","@","Utah","W (17-14)","2011-11-25"
"147","Connecticut","","Fordham","W (35-3)","2011-09-03"
"226","Connecticut","@","Vanderbilt","L (21-24)","2011-09-10"
"324","Connecticut","","Iowa State","L (20-24)","2011-09-16"
"528","Connecticut","","Western Michigan","L (31-38)","2011-10-01"
"625","Connecticut","@","West Virginia","L (16-43)","2011-10-08"
"721","Connecticut","","South Florida","W (16-10)","2011-10-15"
"818","Connecticut","@","Pittsburgh","L (20-35)","2011-10-26"
"916","Connecticut","","Syracuse","W (28-21)","2011-11-05"
"1019","Connecticut","","Louisville","L (20-34)","2011-11-19"
"1120","Connecticut","","Rutgers","W (40-22)","2011-11-26"
"148","Duke","","Richmond","L (21-23)","2011-09-03"
"227","Duke","","Stanford","L (14-44)","2011-09-10"
"425","Duke","","Tulane","W (48-27)","2011-09-24"
"529","Duke","@","Florida International","W (31-27)","2011-10-01"
"626","Duke","","Florida State","L (16-41)","2011-10-15"
"722","Duke","","Wake Forest","L (23-24)","2011-10-22"
"819","Duke","","Virginia Tech","L (10-14)","2011-10-29"
"917","Duke","@","Miami (FL)","L (14-49)","2011-11-05"
"1020","Duke","@","Virginia","L (21-31)","2011-11-12"
"1121","Duke","","Georgia Tech","L (31-38)","2011-11-19"
"1218","Duke","@","North Carolina","L (21-37)","2011-11-26"
"149","East Carolina","N","South Carolina","L (37-56)","2011-09-03"
"228","East Carolina","","Virginia Tech","L (10-17)","2011-09-10"
"426","East Carolina","","North Carolina","L (20-35)","2011-10-01"
"530","East Carolina","@","Houston","L (3-56)","2011-10-08"
"627","East Carolina","@","Memphis","W (35-17)","2011-10-15"
"723","East Carolina","@","Navy","W (38-35)","2011-10-22"
"820","East Carolina","","Tulane","W (34-13)","2011-10-29"
"918","East Carolina","","Southern Mississippi","L (28-48)","2011-11-05"
"1021","East Carolina","@","Texas-El Paso","L (17-22)","2011-11-12"
"1219","East Carolina","@","Marshall","L (27-34)","2011-11-26"
"150","Eastern Michigan","","Howard","W (41-9)","2011-09-04"
"229","Eastern Michigan","","Alabama State","W (14-7)","2011-09-10"
"325","Eastern Michigan","@","Michigan","L (3-31)","2011-09-17"
"427","Eastern Michigan","@","Penn State","L (6-34)","2011-09-24"
"628","Eastern Michigan","@","Toledo","L (16-54)","2011-10-08"
"821","Eastern Michigan","","Western Michigan","W (14-10)","2011-10-22"
"1122","Eastern Michigan","@","Kent State","L (22-28)","2011-11-19"
"1220","Eastern Michigan","@","Northern Illinois","L (12-18)","2011-11-25"
"151","Florida Atlantic","@","Florida","L (3-41)","2011-09-03"
"230","Florida Atlantic","@","Michigan State","L (0-44)","2011-09-10"
"428","Florida Atlantic","@","Louisiana","L (34-37)","2011-10-01"
"531","Florida Atlantic","@","North Texas","L (17-31)","2011-10-08"
"629","Florida Atlantic","","Western Kentucky","L (0-20)","2011-10-15"
"724","Florida Atlantic","","Middle Tennessee State","L (14-38)","2011-10-22"
"919","Florida Atlantic","@","Florida International","L (7-41)","2011-11-12"
"1022","Florida Atlantic","@","Troy","L (7-34)","2011-11-19"
"1221","Florida Atlantic","","Louisiana-Monroe","L (0-26)","2011-12-03"
"152","Florida International","","North Texas","W (41-16)","2011-09-01"
"231","Florida International","@","Louisville","W (24-17)","2011-09-09"
"429","Florida International","","Louisiana","L (31-36)","2011-09-24"
"822","Florida International","","Troy","W (23-20)","2011-10-25"
"920","Florida International","@","Western Kentucky","L (9-10)","2011-11-05"
"1123","Florida International","@","Louisiana-Monroe","W (28-17)","2011-11-19"
"1222","Florida International","@","Middle Tennessee State","W (31-18)","2011-11-26"
"1313","Florida International","N","Marshall","L (10-20)","2011-12-20"
"153","Florida State","","Louisiana-Monroe","W (34-0)","2011-09-03"
"232","Florida State","","Charleston Southern","W (62-10)","2011-09-10"
"326","Florida State","","Oklahoma","L (13-23)","2011-09-17"
"532","Florida State","@","Wake Forest","L (30-35)","2011-10-08"
"725","Florida State","","Maryland","W (41-16)","2011-10-22"
"823","Florida State","","North Carolina State","W (34-0)","2011-10-29"
"1023","Florida State","","Miami (FL)","W (23-19)","2011-11-12"
"1124","Florida State","","Virginia","L (13-14)","2011-11-19"
"1223","Florida State","@","Florida","W (21-7)","2011-11-26"
"1314","Florida State","N","Notre Dame","W (18-14)","2011-12-29"
"327","Florida","","Tennessee","W (33-23)","2011-09-17"
"430","Florida","@","Kentucky","W (48-10)","2011-09-24"
"630","Florida","@","Louisiana State","L (11-41)","2011-10-08"
"824","Florida","N","Georgia","L (20-24)","2011-10-29"
"921","Florida","","Vanderbilt","W (26-21)","2011-11-05"
"1024","Florida","@","South Carolina","L (12-17)","2011-11-12"
"1125","Florida","","Furman","W (54-32)","2011-11-19"
"1315","Florida","N","Ohio State","W (24-17)","2012-01-02"
"233","Fresno State","@","Nebraska","L (29-42)","2011-09-10"
"328","Fresno State","","North Dakota","W (27-22)","2011-09-17"
"431","Fresno State","@","Idaho","W (48-24)","2011-09-24"
"533","Fresno State","","Mississippi","L (28-38)","2011-10-01"
"726","Fresno State","","Utah State","W (31-21)","2011-10-15"
"825","Fresno State","@","Nevada","L (38-45)","2011-10-22"
"922","Fresno State","","Louisiana Tech","L (21-41)","2011-11-05"
"1025","Fresno State","@","New Mexico State","L (45-48)","2011-11-12"
"1126","Fresno State","@","Hawaii","W (24-21)","2011-11-19"
"1224","Fresno State","","San Jose State","L (24-27)","2011-11-26"
"1316","Fresno State","@","San Diego State","L (28-35)","2011-12-03"
"154","Georgia Tech","","Western Carolina","W (63-21)","2011-09-01"
"234","Georgia Tech","@","Middle Tennessee State","W (49-21)","2011-09-10"
"329","Georgia Tech","","Kansas","W (66-24)","2011-09-17"
"432","Georgia Tech","","North Carolina","W (35-28)","2011-09-24"
"534","Georgia Tech","@","North Carolina State","W (45-35)","2011-10-01"
"631","Georgia Tech","","Maryland","W (21-16)","2011-10-08"
"727","Georgia Tech","@","Virginia","L (21-24)","2011-10-15"
"826","Georgia Tech","@","Miami (FL)","L (7-24)","2011-10-22"
"1026","Georgia Tech","","Virginia Tech","L (26-37)","2011-11-10"
"1225","Georgia Tech","","Georgia","L (17-31)","2011-11-26"
"1317","Georgia Tech","N","Utah","L (27-30)","2011-12-31"
"235","Georgia","","South Carolina","L (42-45)","2011-09-10"
"330","Georgia","","Coastal Carolina","W (59-0)","2011-09-17"
"433","Georgia","@","Mississippi","W (27-13)","2011-09-24"
"535","Georgia","","Mississippi State","W (24-10)","2011-10-01"
"632","Georgia","@","Tennessee","W (20-12)","2011-10-08"
"728","Georgia","@","Vanderbilt","W (33-28)","2011-10-15"
"923","Georgia","","New Mexico State","W (63-16)","2011-11-05"
"1127","Georgia","","Kentucky","W (19-10)","2011-11-19"
"1318","Georgia","N","Louisiana State","L (10-42)","2011-12-03"
"1410","Georgia","N","Michigan State","L (30-33)","2012-01-02"
"236","Hawaii","@","Washington","L (32-40)","2011-09-10"
"331","Hawaii","@","Nevada-Las Vegas","L (20-40)","2011-09-17"
"434","Hawaii","","California-Davis","W (56-14)","2011-09-24"
"536","Hawaii","@","Louisiana Tech","W (44-26)","2011-10-01"
"633","Hawaii","@","San Jose State","L (27-28)","2011-10-14"
"729","Hawaii","","New Mexico State","W (45-34)","2011-10-22"
"827","Hawaii","@","Idaho","W (16-14)","2011-10-29"
"924","Hawaii","","Utah State","L (31-35)","2011-11-05"
"1027","Hawaii","@","Nevada","L (28-42)","2011-11-12"
"1226","Hawaii","","Tulane","W (35-23)","2011-11-26"
"155","Houston","","UCLA","W (38-34)","2011-09-03"
"237","Houston","@","North Texas","W (48-23)","2011-09-10"
"332","Houston","@","Louisiana Tech","W (35-34)","2011-09-17"
"435","Houston","","Georgia State","W (56-0)","2011-09-24"
"537","Houston","@","Texas-El Paso","W (49-42)","2011-09-29"
"730","Houston","","Marshall","W (63-28)","2011-10-22"
"828","Houston","","Rice","W (73-34)","2011-10-27"
"1028","Houston","@","Tulane","W (73-17)","2011-11-10"
"1128","Houston","","Southern Methodist","W (37-7)","2011-11-19"
"1227","Houston","@","Tulsa","W (48-16)","2011-11-25"
"1319","Houston","","Southern Mississippi","L (28-49)","2011-12-03"
"1411","Houston","N","Penn State","W (30-14)","2012-01-02"
"238","Idaho","","North Dakota","W (44-14)","2011-09-10"
"333","Idaho","@","Texas A&M","L (7-37)","2011-09-17"
"538","Idaho","@","Virginia","L (20-21)","2011-10-01"
"634","Idaho","","Louisiana Tech","L (11-24)","2011-10-08"
"731","Idaho","@","New Mexico State","L (24-31)","2011-10-15"
"925","Idaho","@","San Jose State","W (32-29)","2011-11-05"
"1129","Idaho","","Utah State","L (42-49)","2011-11-19"
"1228","Idaho","@","Nevada","L (3-56)","2011-12-03"
"239","Illinois","","South Dakota State","W (56-3)","2011-09-10"
"436","Illinois","","Western Michigan","W (23-20)","2011-09-24"
"539","Illinois","","Northwestern","W (38-35)","2011-10-01"
"635","Illinois","@","Indiana","W (41-20)","2011-10-08"
"732","Illinois","","Ohio State","L (7-17)","2011-10-15"
"829","Illinois","@","Purdue","L (14-21)","2011-10-22"
"926","Illinois","@","Penn State","L (7-10)","2011-10-29"
"1029","Illinois","","Michigan","L (14-31)","2011-11-12"
"1130","Illinois","","Wisconsin","L (17-28)","2011-11-19"
"1229","Illinois","@","Minnesota","L (7-27)","2011-11-26"
"1320","Illinois","N","UCLA","W (20-14)","2011-12-31"
"240","Indiana","","Virginia","L (31-34)","2011-09-10"
"334","Indiana","","South Carolina State","W (38-21)","2011-09-17"
"437","Indiana","@","North Texas","L (21-24)","2011-09-24"
"540","Indiana","","Penn State","L (10-16)","2011-10-01"
"733","Indiana","@","Wisconsin","L (7-59)","2011-10-15"
"830","Indiana","@","Iowa","L (24-45)","2011-10-22"
"927","Indiana","","Northwestern","L (38-59)","2011-10-29"
"1030","Indiana","@","Ohio State","L (20-34)","2011-11-05"
"1131","Indiana","@","Michigan State","L (3-55)","2011-11-19"
"1230","Indiana","","Purdue","L (25-33)","2011-11-26"
"156","Iowa State","","Northern Iowa","W (20-19)","2011-09-03"
"241","Iowa State","","Iowa","W (44-41)","2011-09-10"
"438","Iowa State","","Texas","L (14-37)","2011-10-01"
"636","Iowa State","@","Missouri","L (17-52)","2011-10-15"
"734","Iowa State","","Texas A&M","L (17-33)","2011-10-22"
"831","Iowa State","@","Texas Tech","W (41-7)","2011-10-29"
"928","Iowa State","","Kansas","W (13-10)","2011-11-05"
"1031","Iowa State","","Oklahoma State","W (37-31)","2011-11-18"
"1132","Iowa State","@","Oklahoma","L (6-26)","2011-11-26"
