"","Team","X","Opponent","Result","Date"
"63","Arizona State","N","Boise State","L (24-56)","2011-12-22"
"64","Arizona","","Non-Major","W (41-10)","2011-09-03"
"65","Arizona","@","Oklahoma State","L (14-37)","2011-09-08"
"66","Arizona","","Stanford","L (10-37)","2011-09-17"
"67","Arizona","","Oregon","L (31-56)","2011-09-24"
"68","Arizona","@","Southern California","L (41-48)","2011-10-01"
"69","Arizona","@","Oregon State","L (27-37)","2011-10-08"
"70","Arizona","","UCLA","W (48-12)","2011-10-20"
"71","Arizona","@","Washington","L (31-42)","2011-10-29"
"72","Arizona","","Utah","L (21-34)","2011-11-05"
"73","Arizona","@","Colorado","L (29-48)","2011-11-12"
"74","Arizona","","Louisiana","W (45-37)","2011-11-26"
"75","Arkansas State","@","Illinois","L (15-33)","2011-09-03"
"76","Arkansas State","","Memphis","W (47-3)","2011-09-10"
"77","Arkansas State","@","Virginia Tech","L (7-26)","2011-09-17"
"78","Arkansas State","","Non-Major","W (53-24)","2011-09-24"
"79","Arkansas State","@","Western Kentucky","W (26-22)","2011-10-01"
"80","Arkansas State","@","Louisiana-Monroe","W (24-19)","2011-10-08"
"81","Arkansas State","","Florida International","W (34-16)","2011-10-18"
"82","Arkansas State","","North Texas","W (37-14)","2011-10-29"
"83","Arkansas State","@","Florida Atlantic","W (39-21)","2011-11-05"
"84","Arkansas State","","Louisiana","W (30-21)","2011-11-12"
"85","Arkansas State","@","Middle Tennessee State","W (45-19)","2011-11-19"
"86","Arkansas State","","Troy","W (45-14)","2011-12-03"
"87","Arkansas State","N","Northern Illinois","L (20-38)","2012-01-08"
"88","Arkansas","","Non-Major","W (51-7)","2011-09-03"
"89","Arkansas","","New Mexico","W (52-3)","2011-09-10"
"90","Arkansas","","Troy","W (38-28)","2011-09-17"
"91","Arkansas","N","Texas A&M","W (42-38)","2011-10-01"
"92","Arkansas","","Auburn","W (38-14)","2011-10-08"
"93","Arkansas","@","Mississippi","W (29-24)","2011-10-22"
"94","Arkansas","@","Vanderbilt","W (31-28)","2011-10-29"
"95","Arkansas","","South Carolina","W (44-28)","2011-11-05"
"96","Arkansas","","Tennessee","W (49-7)","2011-11-12"
"97","Arkansas","","Mississippi State","W (44-17)","2011-11-19"
"98","Arkansas","@","Louisiana State","L (17-41)","2011-11-25"
"99","Arkansas","N","Kansas State","W (29-16)","2012-01-06"
"100","Army","@","Northern Illinois","L (26-49)","2011-09-03"
"101","Army","","San Diego State","L (20-23)","2011-09-10"
"102","Army","","Northwestern","W (21-14)","2011-09-17"
"103","Army","@","Ball State","L (21-48)","2011-09-24"
"104","Army","","Tulane","W (45-6)","2011-10-01"
"105","Army","@","Miami (OH)","L (28-35)","2011-10-08"
"106","Army","@","Vanderbilt","L (21-44)","2011-10-22"
"107","Army","","Non-Major","W (55-0)","2011-10-29"
"108","Army","N","Rutgers","L (12-27)","2011-11-12"
"109","Army","@","Temple","L (14-42)","2011-11-19"
"110","Army","@","Navy","L (21-27)","2011-12-10"
"111","Auburn","","Utah State","W (42-38)","2011-09-03"
"112","Auburn","","Mississippi State","W (41-34)","2011-09-10"
"113","Auburn","@","Clemson","L (24-38)","2011-09-17"
"114","Auburn","","Florida Atlantic","W (30-14)","2011-09-24"
"115","Auburn","@","South Carolina","W (16-13)","2011-10-01"
"116","Auburn","","Florida","W (17-6)","2011-10-15"
"117","Auburn","@","Louisiana State","L (10-45)","2011-10-22"
"118","Auburn","","Mississippi","W (41-23)","2011-10-29"
"119","Auburn","@","Georgia","L (7-45)","2011-11-12"
"120","Auburn","","Non-Major","W (35-16)","2011-11-19"
"121","Auburn","N","Virginia","W (43-24)","2011-12-31"
"122","Ball State","N","Indiana","W (27-20)","2011-09-03"
"123","Ball State","@","South Florida","L (7-37)","2011-09-10"
"124","Ball State","","Buffalo","W (28-25)","2011-09-17"
"125","Ball State","@","Oklahoma","L (6-62)","2011-10-01"
"126","Ball State","","Temple","L (0-42)","2011-10-08"
"127","Ball State","@","Ohio","W (23-20)","2011-10-15"
"128","Ball State","","Central Michigan","W (31-27)","2011-10-22"
"129","Ball State","@","Western Michigan","L (35-45)","2011-10-29"
"130","Ball State","@","Eastern Michigan","W (33-31)","2011-11-05"
"131","Ball State","@","Northern Illinois","L (38-41)","2011-11-15"
"132","Ball State","","Toledo","L (28-45)","2011-11-25"
"133","Baylor","","Texas Christian","W (50-48)","2011-09-02"
"134","Baylor","","Non-Major","W (48-0)","2011-09-17"
"135","Baylor","","Rice","W (56-31)","2011-09-24"
"136","Baylor","@","Kansas State","L (35-36)","2011-10-01"
"137","Baylor","","Iowa State","W (49-26)","2011-10-08"
"138","Baylor","@","Texas A&M","L (28-55)","2011-10-15"
"139","Baylor","@","Oklahoma State","L (24-59)","2011-10-29"
"140","Baylor","","Missouri","W (42-39)","2011-11-05"
"141","Baylor","@","Kansas","W (31-30)","2011-11-12"
"142","Baylor","","Oklahoma","W (45-38)","2011-11-19"
"143","Baylor","N","Texas Tech","W (66-42)","2011-11-26"
"144","Baylor","","Texas","W (48-24)","2011-12-03"
"145","Baylor","N","Washington","W (67-56)","2011-12-29"
"146","Boise State","@","Georgia","W (35-21)","2011-09-03"
"147","Boise State","@","Toledo","W (40-15)","2011-09-16"
"148","Boise State","","Tulsa","W (41-21)","2011-09-24"
"149","Boise State","","Nevada","W (30-10)","2011-10-01"
"150","Boise State","@","Fresno State","W (57-7)","2011-10-07"
"151","Boise State","@","Colorado State","W (63-13)","2011-10-15"
"152","Boise State","@","Nevada-Las Vegas","W (48-21)","2011-11-05"
"153","Boise State","","Texas Christian","L (35-36)","2011-11-12"
"154","Boise State","@","San Diego State","W (52-35)","2011-11-19"
"155","Boise State","","Wyoming","W (36-14)","2011-11-26"
"156","Boise State","","New Mexico","W (45-0)","2011-12-03"
"157","Boston College","","Northwestern","L (17-24)","2011-09-03"
"158","Boston College","@","Central Florida","L (3-30)","2011-09-10"
"159","Boston College","","Duke","L (19-20)","2011-09-17"
"160","Boston College","","Non-Major","W (45-17)","2011-09-24"
"161","Boston College","","Wake Forest","L (19-27)","2011-10-01"
"162","Boston College","@","Clemson","L (14-36)","2011-10-08"
"163","Boston College","@","Virginia Tech","L (14-30)","2011-10-22"
"164","Boston College","@","Maryland","W (28-17)","2011-10-29"
"165","Boston College","","Florida State","L (7-38)","2011-11-03"
"166","Boston College","","North Carolina State","W (14-10)","2011-11-12"
"167","Boston College","@","Notre Dame","L (14-16)","2011-11-19"
"168","Boston College","@","Miami (FL)","W (24-17)","2011-11-25"
"169","Bowling Green State","@","Idaho","W (32-15)","2011-09-01"
"170","Bowling Green State","","Non-Major","W (58-13)","2011-09-10"
"171","Bowling Green State","","Wyoming","L (27-28)","2011-09-17"
"172","Bowling Green State","@","Miami (OH)","W (37-23)","2011-09-24"
"173","Bowling Green State","@","West Virginia","L (10-55)","2011-10-01"
"174","Bowling Green State","@","Western Michigan","L (21-45)","2011-10-08"
"175","Bowling Green State","","Toledo","L (21-28)","2011-10-15"
"176","Bowling Green State","","Temple","W (13-10)","2011-10-22"
"177","Bowling Green State","@","Kent State","L (15-27)","2011-10-29"
"178","Bowling Green State","","Northern Illinois","L (14-45)","2011-11-08"
"179","Bowling Green State","","Ohio","L (28-29)","2011-11-16"
"180","Bowling Green State","@","Buffalo","W (42-28)","2011-11-25"
"181","Brigham Young","@","Mississippi","W (14-13)","2011-09-03"
"182","Brigham Young","@","Texas","L (16-17)","2011-09-10"
"183","Brigham Young","","Utah","L (10-54)","2011-09-17"
"184","Brigham Young","","Central Florida","W (24-17)","2011-09-23"
"185","Brigham Young","","Utah State","W (27-24)","2011-09-30"
"186","Brigham Young","","San Jose State","W (29-16)","2011-10-08"
"187","Brigham Young","@","Oregon State","W (38-28)","2011-10-15"
"188","Brigham Young","","Non-Major","W (56-3)","2011-10-22"
"189","Brigham Young","@","Texas Christian","L (28-38)","2011-10-28"
"190","Brigham Young","","Idaho","W (42-7)","2011-11-12"
"191","Brigham Young","","New Mexico State","W (42-7)","2011-11-19"
"192","Brigham Young","@","Hawaii","W (41-20)","2011-12-03"
"193","Brigham Young","N","Tulsa","W (24-21)","2011-12-30"
"194","Buffalo","@","Pittsburgh","L (16-35)","2011-09-03"
"195","Buffalo","","Non-Major","W (35-7)","2011-09-10"
"196","Buffalo","","Connecticut","L (3-17)","2011-09-24"
"197","Buffalo","@","Tennessee","L (10-41)","2011-10-01"
"198","Buffalo","","Ohio","W (38-37)","2011-10-08"
"199","Buffalo","@","Temple","L (0-34)","2011-10-15"
"200","Buffalo","","Northern Illinois","L (30-31)","2011-10-22"
"201","Buffalo","@","Miami (OH)","L (13-41)","2011-10-29"
"202","Buffalo","@","Eastern Michigan","L (17-30)","2011-11-12"
"203","California","N","Fresno State","W (36-21)","2011-09-03"
"204","California","@","Colorado","W (36-33)","2011-09-10"
"205","California","","Non-Major","W (63-12)","2011-09-17"
"206","California","@","Washington","L (23-31)","2011-09-24"
"207","California","@","Oregon","L (15-43)","2011-10-06"
"208","California","","Southern California","L (9-30)","2011-10-13"
"209","California","","Utah","W (34-10)","2011-10-22"
"210","California","@","UCLA","L (14-31)","2011-10-29"
"211","California","","Washington State","W (30-7)","2011-11-05"
"212","California","","Oregon State","W (23-6)","2011-11-12"
"213","California","@","Stanford","L (28-31)","2011-11-19"
"214","California","N","Texas","L (10-21)","2011-12-28"
"215","Central Florida","","Non-Major","W (62-0)","2011-09-03"
"216","Central Florida","@","Florida International","L (10-17)","2011-09-17"
"217","Central Florida","","Marshall","W (16-6)","2011-10-08"
"218","Central Florida","@","Southern Methodist","L (17-38)","2011-10-15"
"219","Central Florida","","Memphis","W (41-0)","2011-10-29"
"220","Central Florida","","Tulsa","L (17-24)","2011-11-03"
"221","Central Florida","@","Southern Mississippi","L (29-30)","2011-11-12"
"222","Central Florida","@","East Carolina","L (31-38)","2011-11-19"
"223","Central Florida","","Texas-El Paso","W (31-14)","2011-11-25"
"224","Central Michigan","","Non-Major","W (21-6)","2011-09-01"
"225","Central Michigan","@","Kentucky","L (13-27)","2011-09-10"
"226","Central Michigan","@","Western Michigan","L (14-44)","2011-09-17"
"227","Central Michigan","@","Michigan State","L (7-45)","2011-09-24"
"228","Central Michigan","","Northern Illinois","W (48-41)","2011-10-01"
"229","Central Michigan","@","North Carolina State","L (24-38)","2011-10-08"
"230","Central Michigan","","Eastern Michigan","L (28-35)","2011-10-15"
"231","Central Michigan","@","Kent State","L (21-24)","2011-11-04"
"232","Central Michigan","","Ohio","L (28-43)","2011-11-10"
"233","Central Michigan","","Toledo","L (17-44)","2011-11-18"
"234","Cincinnati","","Non-Major","W (72-10)","2011-09-03"
"235","Cincinnati","@","Tennessee","L (23-45)","2011-09-10"
"236","Cincinnati","","North Carolina State","W (44-14)","2011-09-22"
"237","Cincinnati","@","Miami (OH)","W (27-0)","2011-10-01"
"238","Cincinnati","","Louisville","W (25-16)","2011-10-15"
"239","Cincinnati","@","South Florida","W (37-34)","2011-10-22"
"240","Cincinnati","@","Pittsburgh","W (26-23)","2011-11-05"
"241","Cincinnati","","West Virginia","L (21-24)","2011-11-12"
"242","Cincinnati","@","Rutgers","L (3-20)","2011-11-19"
"243","Cincinnati","@","Syracuse","W (30-13)","2011-11-26"
"244","Cincinnati","","Connecticut","W (35-27)","2011-12-03"
"245","Cincinnati","N","Vanderbilt","W (31-24)","2011-12-31"
"246","Clemson","","Troy","W (43-19)","2011-09-03"
"247","Clemson","","Non-Major","W (35-27)","2011-09-10"
"248","Clemson","","Florida State","W (35-30)","2011-09-24"
"249","Clemson","@","Virginia Tech","W (23-3)","2011-10-01"
"250","Clemson","@","Maryland","W (56-45)","2011-10-15"
"251","Clemson","","North Carolina","W (59-38)","2011-10-22"
"252","Clemson","@","Georgia Tech","L (17-31)","2011-10-29"
"253","Clemson","","Wake Forest","W (31-28)","2011-11-12"
"254","Clemson","@","North Carolina State","L (13-37)","2011-11-19"
"255","Clemson","@","South Carolina","L (13-34)","2011-11-26"
"256","Clemson","N","Virginia Tech","W (38-10)","2011-12-03"
"257","Clemson","N","West Virginia","L (33-70)","2012-01-04"
"258","Colorado State","@","New Mexico","W (14-10)","2011-09-03"
"259","Colorado State","","Non-Major","W (33-14)","2011-09-10"
"260","Colorado State","N","Colorado","L (14-28)","2011-09-17"
"261","Colorado State","@","Utah State","W (35-34)","2011-09-24"
"262","Colorado State","","San Jose State","L (31-38)","2011-10-01"
"263","Colorado State","@","Texas-El Paso","L (17-31)","2011-10-22"
"264","Colorado State","@","Nevada-Las Vegas","L (35-38)","2011-10-29"
"265","Colorado State","","San Diego State","L (15-18)","2011-11-12"
"266","Colorado State","@","Texas Christian","L (10-34)","2011-11-19"
"267","Colorado State","","Wyoming","L (19-22)","2011-12-03"
"268","Colorado","@","Hawaii","L (17-34)","2011-09-03"
"269","Colorado","@","Ohio State","L (17-37)","2011-09-24"
"270","Colorado","","Washington State","L (27-31)","2011-10-01"
"271","Colorado","@","Stanford","L (7-48)","2011-10-08"
"272","Colorado","@","Washington","L (24-52)","2011-10-15"
"273","Colorado","","Oregon","L (2-45)","2011-10-22"
"274","Colorado","","Southern California","L (17-42)","2011-11-04"
"275","Colorado","@","UCLA","L (6-45)","2011-11-19"
"276","Colorado","@","Utah","W (17-14)","2011-11-25"
"277","Connecticut","","Non-Major","W (35-3)","2011-09-03"
"278","Connecticut","@","Vanderbilt","L (21-24)","2011-09-10"
"279","Connecticut","","Iowa State","L (20-24)","2011-09-16"
"280","Connecticut","","Western Michigan","L (31-38)","2011-10-01"
"281","Connecticut","@","West Virginia","L (16-43)","2011-10-08"
"282","Connecticut","","South Florida","W (16-10)","2011-10-15"
"283","Connecticut","@","Pittsburgh","L (20-35)","2011-10-26"
"284","Connecticut","","Syracuse","W (28-21)","2011-11-05"
"285","Connecticut","","Louisville","L (20-34)","2011-11-19"
"286","Connecticut","","Rutgers","W (40-22)","2011-11-26"
"287","Duke","","Non-Major","L (21-23)","2011-09-03"
"288","Duke","","Stanford","L (14-44)","2011-09-10"
"289","Duke","","Tulane","W (48-27)","2011-09-24"
"290","Duke","@","Florida International","W (31-27)","2011-10-01"
"291","Duke","","Florida State","L (16-41)","2011-10-15"
"292","Duke","","Wake Forest","L (23-24)","2011-10-22"
"293","Duke","","Virginia Tech","L (10-14)","2011-10-29"
"294","Duke","@","Miami (FL)","L (14-49)","2011-11-05"
"295","Duke","@","Virginia","L (21-31)","2011-11-12"
"296","Duke","","Georgia Tech","L (31-38)","2011-11-19"
"297","Duke","@","North Carolina","L (21-37)","2011-11-26"
"298","East Carolina","N","South Carolina","L (37-56)","2011-09-03"
"299","East Carolina","","Virginia Tech","L (10-17)","2011-09-10"
"300","East Carolina","","North Carolina","L (20-35)","2011-10-01"
"301","East Carolina","@","Houston","L (3-56)","2011-10-08"
"302","East Carolina","@","Memphis","W (35-17)","2011-10-15"
"303","East Carolina","@","Navy","W (38-35)","2011-10-22"
"304","East Carolina","","Tulane","W (34-13)","2011-10-29"
"305","East Carolina","","Southern Mississippi","L (28-48)","2011-11-05"
"306","East Carolina","@","Texas-El Paso","L (17-22)","2011-11-12"
"307","East Carolina","@","Marshall","L (27-34)","2011-11-26"
"308","Eastern Michigan","","Non-Major","W (41-9)","2011-09-04"
"309","Eastern Michigan","","Non-Major","W (14-7)","2011-09-10"
"310","Eastern Michigan","@","Michigan","L (3-31)","2011-09-17"
"311","Eastern Michigan","@","Penn State","L (6-34)","2011-09-24"
"312","Eastern Michigan","@","Toledo","L (16-54)","2011-10-08"
"313","Eastern Michigan","","Western Michigan","W (14-10)","2011-10-22"
"314","Eastern Michigan","@","Kent State","L (22-28)","2011-11-19"
"315","Eastern Michigan","@","Northern Illinois","L (12-18)","2011-11-25"
"316","Florida Atlantic","@","Florida","L (3-41)","2011-09-03"
"317","Florida Atlantic","@","Michigan State","L (0-44)","2011-09-10"
"318","Florida Atlantic","@","Louisiana","L (34-37)","2011-10-01"
"319","Florida Atlantic","@","North Texas","L (17-31)","2011-10-08"
"320","Florida Atlantic","","Western Kentucky","L (0-20)","2011-10-15"
"321","Florida Atlantic","","Middle Tennessee State","L (14-38)","2011-10-22"
"322","Florida Atlantic","@","Florida International","L (7-41)","2011-11-12"
"323","Florida Atlantic","@","Troy","L (7-34)","2011-11-19"
"324","Florida Atlantic","","Louisiana-Monroe","L (0-26)","2011-12-03"
"325","Florida International","","North Texas","W (41-16)","2011-09-01"
"326","Florida International","@","Louisville","W (24-17)","2011-09-09"
"327","Florida International","","Louisiana","L (31-36)","2011-09-24"
"328","Florida International","","Troy","W (23-20)","2011-10-25"
"329","Florida International","@","Western Kentucky","L (9-10)","2011-11-05"
"330","Florida International","@","Louisiana-Monroe","W (28-17)","2011-11-19"
"331","Florida International","@","Middle Tennessee State","W (31-18)","2011-11-26"
"332","Florida International","N","Marshall","L (10-20)","2011-12-20"
"333","Florida State","","Louisiana-Monroe","W (34-0)","2011-09-03"
"334","Florida State","","Non-Major","W (62-10)","2011-09-10"
"335","Florida State","","Oklahoma","L (13-23)","2011-09-17"
"336","Florida State","@","Wake Forest","L (30-35)","2011-10-08"
"337","Florida State","","Maryland","W (41-16)","2011-10-22"
"338","Florida State","","North Carolina State","W (34-0)","2011-10-29"
"339","Florida State","","Miami (FL)","W (23-19)","2011-11-12"
"340","Florida State","","Virginia","L (13-14)","2011-11-19"
"341","Florida State","@","Florida","W (21-7)","2011-11-26"
"342","Florida State","N","Notre Dame","W (18-14)","2011-12-29"
"343","Florida","","Tennessee","W (33-23)","2011-09-17"
"344","Florida","@","Kentucky","W (48-10)","2011-09-24"
"345","Florida","@","Louisiana State","L (11-41)","2011-10-08"
"346","Florida","N","Georgia","L (20-24)","2011-10-29"
"347","Florida","","Vanderbilt","W (26-21)","2011-11-05"
"348","Florida","@","South Carolina","L (12-17)","2011-11-12"
"349","Florida","","Non-Major","W (54-32)","2011-11-19"
"350","Florida","N","Ohio State","W (24-17)","2012-01-02"
"351","Fresno State","@","Nebraska","L (29-42)","2011-09-10"
"352","Fresno State","","Non-Major","W (27-22)","2011-09-17"
"353","Fresno State","@","Idaho","W (48-24)","2011-09-24"
"354","Fresno State","","Mississippi","L (28-38)","2011-10-01"
"355","Fresno State","","Utah State","W (31-21)","2011-10-15"
"356","Fresno State","@","Nevada","L (38-45)","2011-10-22"
"357","Fresno State","","Louisiana Tech","L (21-41)","2011-11-05"
"358","Fresno State","@","New Mexico State","L (45-48)","2011-11-12"
"359","Fresno State","@","Hawaii","W (24-21)","2011-11-19"
"360","Fresno State","","San Jose State","L (24-27)","2011-11-26"
"361","Fresno State","@","San Diego State","L (28-35)","2011-12-03"
"362","Georgia Tech","","Non-Major","W (63-21)","2011-09-01"
"363","Georgia Tech","@","Middle Tennessee State","W (49-21)","2011-09-10"
"364","Georgia Tech","","Kansas","W (66-24)","2011-09-17"
"365","Georgia Tech","","North Carolina","W (35-28)","2011-09-24"
"366","Georgia Tech","@","North Carolina State","W (45-35)","2011-10-01"
"367","Georgia Tech","","Maryland","W (21-16)","2011-10-08"
"368","Georgia Tech","@","Virginia","L (21-24)","2011-10-15"
"369","Georgia Tech","@","Miami (FL)","L (7-24)","2011-10-22"
"370","Georgia Tech","","Virginia Tech","L (26-37)","2011-11-10"
"371","Georgia Tech","","Georgia","L (17-31)","2011-11-26"
"372","Georgia Tech","N","Utah","L (27-30)","2011-12-31"
"373","Georgia","","South Carolina","L (42-45)","2011-09-10"
"374","Georgia","","Non-Major","W (59-0)","2011-09-17"
"375","Georgia","@","Mississippi","W (27-13)","2011-09-24"
"376","Georgia","","Mississippi State","W (24-10)","2011-10-01"
"377","Georgia","@","Tennessee","W (20-12)","2011-10-08"
"378","Georgia","@","Vanderbilt","W (33-28)","2011-10-15"
"379","Georgia","","New Mexico State","W (63-16)","2011-11-05"
"380","Georgia","","Kentucky","W (19-10)","2011-11-19"
"381","Georgia","N","Louisiana State","L (10-42)","2011-12-03"
"382","Georgia","N","Michigan State","L (30-33)","2012-01-02"
"383","Hawaii","@","Washington","L (32-40)","2011-09-10"
"384","Hawaii","@","Nevada-Las Vegas","L (20-40)","2011-09-17"
"385","Hawaii","","Non-Major","W (56-14)","2011-09-24"
"386","Hawaii","@","Louisiana Tech","W (44-26)","2011-10-01"
"387","Hawaii","@","San Jose State","L (27-28)","2011-10-14"
"388","Hawaii","","New Mexico State","W (45-34)","2011-10-22"
"389","Hawaii","@","Idaho","W (16-14)","2011-10-29"
"390","Hawaii","","Utah State","L (31-35)","2011-11-05"
"391","Hawaii","@","Nevada","L (28-42)","2011-11-12"
"392","Hawaii","","Tulane","W (35-23)","2011-11-26"
"393","Houston","","UCLA","W (38-34)","2011-09-03"
"394","Houston","@","North Texas","W (48-23)","2011-09-10"
"395","Houston","@","Louisiana Tech","W (35-34)","2011-09-17"
"396","Houston","","Non-Major","W (56-0)","2011-09-24"
"397","Houston","@","Texas-El Paso","W (49-42)","2011-09-29"
"398","Houston","","Marshall","W (63-28)","2011-10-22"
"399","Houston","","Rice","W (73-34)","2011-10-27"
"400","Houston","@","Tulane","W (73-17)","2011-11-10"
"401","Houston","","Southern Methodist","W (37-7)","2011-11-19"
"402","Houston","@","Tulsa","W (48-16)","2011-11-25"
"403","Houston","","Southern Mississippi","L (28-49)","2011-12-03"
"404","Houston","N","Penn State","W (30-14)","2012-01-02"
"405","Idaho","","Non-Major","W (44-14)","2011-09-10"
"406","Idaho","@","Texas A&M","L (7-37)","2011-09-17"
"407","Idaho","@","Virginia","L (20-21)","2011-10-01"
"408","Idaho","","Louisiana Tech","L (11-24)","2011-10-08"
"409","Idaho","@","New Mexico State","L (24-31)","2011-10-15"
"410","Idaho","@","San Jose State","W (32-29)","2011-11-05"
"411","Idaho","","Utah State","L (42-49)","2011-11-19"
"412","Idaho","@","Nevada","L (3-56)","2011-12-03"
"413","Illinois","","Non-Major","W (56-3)","2011-09-10"
"414","Illinois","","Western Michigan","W (23-20)","2011-09-24"
"415","Illinois","","Northwestern","W (38-35)","2011-10-01"
"416","Illinois","@","Indiana","W (41-20)","2011-10-08"
"417","Illinois","","Ohio State","L (7-17)","2011-10-15"
"418","Illinois","@","Purdue","L (14-21)","2011-10-22"
"419","Illinois","@","Penn State","L (7-10)","2011-10-29"
"420","Illinois","","Michigan","L (14-31)","2011-11-12"
"421","Illinois","","Wisconsin","L (17-28)","2011-11-19"
"422","Illinois","@","Minnesota","L (7-27)","2011-11-26"
"423","Illinois","N","UCLA","W (20-14)","2011-12-31"
"424","Indiana","","Virginia","L (31-34)","2011-09-10"
"425","Indiana","","Non-Major","W (38-21)","2011-09-17"
"426","Indiana","@","North Texas","L (21-24)","2011-09-24"
"427","Indiana","","Penn State","L (10-16)","2011-10-01"
"428","Indiana","@","Wisconsin","L (7-59)","2011-10-15"
"429","Indiana","@","Iowa","L (24-45)","2011-10-22"
"430","Indiana","","Northwestern","L (38-59)","2011-10-29"
"431","Indiana","@","Ohio State","L (20-34)","2011-11-05"
"432","Indiana","@","Michigan State","L (3-55)","2011-11-19"
"433","Indiana","","Purdue","L (25-33)","2011-11-26"
"434","Iowa State","","Non-Major","W (20-19)","2011-09-03"
"435","Iowa State","","Iowa","W (44-41)","2011-09-10"
"436","Iowa State","","Texas","L (14-37)","2011-10-01"
"437","Iowa State","@","Missouri","L (17-52)","2011-10-15"
"438","Iowa State","","Texas A&M","L (17-33)","2011-10-22"
"439","Iowa State","@","Texas Tech","W (41-7)","2011-10-29"
"440","Iowa State","","Kansas","W (13-10)","2011-11-05"
"441","Iowa State","","Oklahoma State","W (37-31)","2011-11-18"
"442","Iowa State","@","Oklahoma","L (6-26)","2011-11-26"
"443","Iowa State","@","Kansas State","L (23-30)","2011-12-03"
"444","Iowa State","N","Rutgers","L (13-27)","2011-12-30"
"445","Iowa","","Non-Major","W (34-7)","2011-09-03"
"446","Iowa","","Pittsburgh","W (31-27)","2011-09-17"
